table,name,type,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,poll,cencus
table_7_1,bedzin,town,442,442,180,330,450,490,490,374,490,437,411,,154,561,,,452,452,816,549,555,549,549,446,,,,,,,,,,,1080,740,446,846,600,830,760,660,771,,,,771,446
table_7_1,bobow,town,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,1200,,,,,,,900,950,,600,600,634,500,510,,510,185
table_7_1,brzesko,town,,,,,,,,,,,,,,,,,198,200,,399,,,,,,,,,,,,,,400,,,,,,,400,,,,,,400,181
table_7_1,czestochowa,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,220,35
table_7_1,dukla,town,2000,400,2254,,1970,1200,1200,,1800,1727,,,,1714,,,,,2331,1713,,,,,,,,1210,1130,1040,,,,,1072,,,,,,,,,,,,1072,574
table_7_1,dzialoszyce,town,,,,490,,,,,,,,,,925,925,939,925,925,,,975,,1068,,,,1703,950,1148,,,,,,,,948,,1190,,,1400,,1485,,1513,1513,509
table_7_1,grybow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157
table_7_1,jaslo,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,200,
table_7_1,kromolow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,200,,,,,,,,200,105
table_7_1,ksiaz,town,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,300,
table_7_1,kuznice,town,,,,,,,,,,,,,,,,,,,,,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_7_1,makow_podhalanski,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,1100,
table_7_1,nowy_sacz,town,1050,1050,,1550,,1639,1850,,,1664,1782,,,,,1698,1404,1404,,,,1809,,,,,,,,,,,,,2160,1140,924,2120,1800,2250,2000,,,,,,2000,609
table_7_1,nowy_targ,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,200,9
table_7_1,oksza,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,50,,,,,50,6
table_7_1,olkusz,town,490,,490,224,264,536,472,732,480,,,,,372,307,,,,,99,,156,250,,,,1159,1179,924,833,1040,458,458,89,89,350,241,660,500,,,,,1412,,,1412,162
table_7_1,olsztyn,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
table_7_1,pilca,town,450,450,400,400,800,,,,,,,,,,,,,,,,1293,1311,1259,,,,,,,,,,,,145,1880,907,,2000,,2121,,900,,,,900,506
table_7_1,proszowice,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
table_7_1,szczekociny,town,,,149,632,1138,1100,1104,338,1120,1068,1010,,,1212,1212,999,1212,1212,1312,1110,960,900,900,712,813,854,,836,810,,,,1769,,620,1064,828,,1100,1380,600,1000,367,640,,1000,1000,430
table_7_1,zmigrod,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078
table_7_1,village_near_krakow,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,200,
table_7_1,wisnicz,town,,3360,1690,4121,4666,,,,,532,,,,,,,,,,,,483,500,,,,,1169,,889,,6075,5400,2943,2943,2591,3395,4036,3000,2500,2500,,,,,,2500,979
table_7_1,wodzislaw__village,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080,,,,,,,1042,1860,,,,,,,,,
table_7_1,wolbrom,town,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,1061,1021,,976,,1095,,800,650,132,,,,132,314
table_7_1,bedzin,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,150,128
table_7_1,dzialoszyce,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,300,184
table_7_1,jaslo,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,200,
table_7_1,proszowice,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,100,
table_7_1,zarnowiec,town,,,,,,,,,,,,,888,,,,,,,,,,280,280,,,,,,,,,,,,,,,,,,500,,,,,500,321
table_7_1,zator,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,110,
table_7_1,zarki,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,600,111
table_7_1,dukla,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232
table_7_1,nowy_sacz,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602
table_7_1,oswiecim,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470
table_7_1,zarnowiec,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
table_7_1,biala,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212
table_7_1,gorlice,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164
table_7_1,koscielec,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,200,
table_7_1,lelow,town,741,,,209,500,551,990,443,204,,,,,,,630,1042,1044,1380,1026,1078,,1494,,,,2009,830,1000,,,,1570,,,170,725,465,,400,,600,,806,,,,231
table_7_1,naklo,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
table_7_1,wodzislaw,town,,,,,,,,,,1656,,2230,2745,2660,2739,2736,,,735,,2604,1299,,,,,,,,,,,,,,,,,,,,517,,2360,,,2360,1019
table_7_1,janow,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,250,333
table_7_1,zarki,town,702,800,,,650,,,,,,,,,,,,,,,1293,,1200,1500,,,,,,,,,,,,,,3044,,,3200,,804,2604,2410,,,2410,814
table_7_1,szczekociny,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121
table_7_1,chrzanow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,725,,,,,,725,350
table_7_1,janow,town,,,,,,,1200,,,,,,,,,808,,,810,1200,710,648,649,,675,715,720,716,619,650,690,,,,,,,1200,1200,1200,1100,1000,1282,1205,1300,,1300,285
table_7_1,oswiecim,town,670,,,400,450,250,400,412,433,358,212,250,300,300,300,300,300,300,410,300,408,399,,,,,,,,720,,,,,,,,859,,,200,200,212,,,,212,133
table_7_1,totals,total,8275,8142,5163,8356,11388,5766,7706,2299,4527,7442,3415,2480,4087,7744,5483,8110,5533,5535,8094,7938,9226,8754,8449,1438,1488,1569,5891,6890,5781,4132,4010,6578,9197,4493,9130,11085,13534,12128,17716,12360,12056,9133,7133,10818,1810,2513,26118,14960
table_7_1,zator,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,150,97
table_7_1,czestochowa,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,,,320,
