table_7_3,drzewica,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,51
table_7_3,kurozweki,town,,,,,,,,,,,,,,,,,,,,,99,60,,64,,,150,75,80,88,159,162,162,198,199,300,210,100,,,270,200,212,212,,,,
table_7_3,ozarow,town,,,562,255,900,1122,1499,358,848,1068,800,1402,1224,1244,1318,1368,1400,1407,1010,1398,1000,1149,999,,,,,,,,,3089,,,,,2221,,1195,1000,1000,1000,1474,1523,1699,1711,1557,
table_7_3,nowemiasto,town,1450,1530,335,,1000,2011,1361,400,,,800,,,,,,304,304,,,,,,,,,2740,,,,,,,,2000,,,,,,,,,,,,,
table_7_3,polaniec,town,,,,225,,,,92,,,,,,,,,888,890,,,,480,,,,,,478,,,,,,,,,100,,400,,,,,,,,1001,
table_7_3,sobkow,town,,,,,,,,,,,,,,,,,,,156,150,150,150,150,138,,,145,154,154,164,212,169,169,207,207,290,310,400,,390,380,380,432,424,430,,,
table_7_3,pacanow,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,1100,,,,,,,,,
table_7_3,malopolski_staszow,villages,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,
table_7_3,klimontow,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,
table_7_3,korczyn,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,
table_7_3,stopnica,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,
table_7_3,secemin,town,438,518,665,502,500,513,554,555,480,555,495,,,,,,,,,,,558,558,,1058,490,607,604,605,620,,,,,608,620,1160,860,669,450,450,300,330,455,455,500,,
table_7_3,pinczow,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,100,,,,
table_7_3,zabno,town,709,709,,,,,,,,,,,,775,,,,,,,,1298,550,,,2545,,,1500,,,,,,1062,,,1218,,,1200,,,,,,900,
