table,name,type,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,1764,census
table_7_3,baranow,town,,,357,,,,,599,,,,,501,380,300,,464,464,578,408,432,480,,,,,,,,,,,,,,,,,,,,,,,,,,435
table_7_3,bogoria,town,,,,382,300,135,680,,141,,,,224,,,,,,,648,120,,,,,,,486,,,,,,,,,570,,465,,630,560,625,280,,,,271
table_7_3,checiny,town,,,,,,,,,,,,,,600,793,660,699,700,805,648,650,648,649,626,,,,830,,,450,450,1506,1072,,280,1191,,920,1200,1286,,,,,,,912
table_7_3,dabrow,town,702,859,,1040,,700,699,700,712,798,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147,,,1400,,1604,,,,823
table_7_3,dzikow,town,,,639,400,568,149,,,,,,,688,784,,,,,,402,475,606,709,,,,,,,,898,643,,799,,,,1359,862,1100,,600,630,683,740,796,600,569
table_7_3,gielniow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,,180,,,,,,,,
table_7_3,gowarczow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,,60,60,62,62,77,,402,,,,128,127,130,136,,,
table_7_3,grand_total,total,,,,,,,,,,,,,,32875,27748,31004,28068,28068,31514,31006,30060,30635,30469,13086,10047,9754,,,,,,,,,,,,,,,,,,,,,,
table_7_3,grand_totals,total,,,,,,,,,,,,,,,,,,,,,,,,,,,25456,25835,19727,10331,11065,17246,15442,17685,,36433,31137,74210,,30282,32318,28133,32092,27446,17404,5942,9550,
table_7_3,iwaniska,town,222,222,247,400,,,300,300,200,300,250,250,240,,,,399,400,448,318,,,,,,,,,,,,,,,,,620,455,425,513,400,196,320,,385,,425,398
table_7_3,janikow,town,,,,,,,,,,,,,,,,,,,,81,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_7_3,klimontow,town,300,4592,500,1100,,186,549,,300,400,430,360,555,,,,,,,,,,,,,,,,,,,,1640,,,700,1646,1316,973,,1350,1200,,,,,,858
table_7_3,kolbuszowa,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,110,103,380,610,711,,
table_7_3,konskie,town,,,,,,,,,,,,,,,,,,,104,48,55,50,50,50,50,50,50,50,50,50,100,,,,,,,,,,,,,,,,,
table_7_3,malopolski_staszow,town,,,,,,,,,,,,,,1020,629,950,920,920,1103,,,258,,,,,,,,,,,,576,,,480,1616,,,,,,,910,,,
table_7_3,mielec,town,,490,2128,505,1500,2116,1767,2835,,1988,,2460,2765,1973,1800,1998,1998,1998,2412,1752,1885,1698,1725,,,,,,2500,1200,1412,1418,1418,2069,850,1300,1365,1960,1760,2350,,,,,,,1512,
table_7_3,olesnica,town,,,,,,,,50,,,140,140,140,140,140,138,140,140,140,108,99,99,140,,,,,,140,308,148,148,150,156,156,70,180,106,194,,500,200,213,230,235,254,254,
table_7_3,opatow,town,,619,,2450,,4194,674,1157,,,,,248,470,,,,,,1086,,,867,,,,,2026,,,,,,,566,,550,,4600,5100,,900,1001,,,,616,
table_7_3,ostrowiec,town,400,740,,,,500,610,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,,,,,
table_7_3,pacanow,town,1144,1144,1861,1200,,,,700,750,,,,616,,,,,,,,,,,,,,,817,,,,,,,,,,,1000,,,1716,,,,,,
table_7_3,pierzchnica,town,,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_7_3,pinczow,town,,3949,3371,4950,9640,9850,9581,5701,6375,4893,2000,12671,6952,6564,6635,6555,5220,5220,5000,5838,6658,5826,6054,6038,5963,3130,2400,2000,1309,,,,,,,,4243,,7445,,,,1125,,,,,
table_7_3,prysucha,town,,,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_7_3,przeclaw,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756,,330,,,,,,,,
table_7_3,przedborz,town,,,,,,600,,1825,869,1300,,,,,,,,,1282,1158,1165,1158,1320,754,,,,,,,,,,,524,1121,1276,,350,1065,,1450,,,,,,
table_7_3,rakow,town,621,621,589,,,1422,1299,1324,800,1400,1230,1170,1078,964,997,1299,1200,1200,1000,732,600,348,350,350,360,350,358,362,362,362,360,360,,,,,422,,459,,600,500,472,500,475,,,
table_7_3,rzochow,town,,,,,,,,,,,,,845,,,,,,,114,115,,,,,,,,,166,100,100,,70,77,,72,,100,,,,,,,,,
table_7_3,sandomierz,town,,,,250,,,,,,,,,,,,,,,,,431,297,,,,,860,640,310,,475,202,202,334,,,674,640,390,700,300,300,374,370,370,360,,
table_7_3,sienno,town,230,,234,,,,,230,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_7_3,sokolow,town,1800,1800,1284,1151,900,1162,1479,1200,1200,1200,1200,1170,1200,1154,1136,1121,1142,1142,1275,1146,607,801,799,720,,,183,184,,,,,,2100,,,,1800,1020,,,,898,,,,521,
table_7_3,stopnica,town,282,282,336,432,300,332,630,135,280,244,660,780,786,809,800,808,740,740,887,804,800,,,,,,,,,,,,,,,,1315,,730,,,848,,932,,,,
table_7_3,szydlow,town,,,,,,,,,,,,,,1500,1700,1698,1700,1750,1698,1698,800,399,400,,400,,400,410,410,433,,,,,,,712,900,820,,,,,,,,,
table_7_3,tarnow,town,,,,600,,,,,,,400,,,,,,,,,,,,800,,,,,,,,,,,,,,,1930,,,,,,,,,453,
table_7_3,tarlow,town,,,1051,550,1110,112,,935,700,740,710,720,706,728,630,720,720,720,1056,720,742,549,549,,,,,,,,,,,,,,1473,902,,,900,,1310,1237,1352,,,
table_7_3,totals,total,12067,19620,19165,19101,23300,31665,26196,24568,16909,18853,14433,25982,23552,27446,21741,19198,20782,20559,25914,21399,19460,18768,18528,9880,8669,7964,10131,12634,11250,3841,4944,7390,5838,8114,,21609,17740,35190,,16218,10666,13738,10412,10045,8414,4533,7839,
table_7_3,zabno,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,
table_7_3,wislica,town,200,,,,794,,,520,520,,500,520,552,600,600,618,322,500,831,800,800,498,500,,,513,,,,,,,,,861,924,,,,,,,,,,,,
table_7_3,wloszczowa,town,600,600,276,,300,244,,526,400,408,346,428,375,388,400,400,399,400,490,354,400,399,400,280,,,515,360,360,400,520,411,411,461,,510,671,,,1100,1100,1000,972,1020,,,,
table_7_3,zawichost,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,
table_7_3,checiny,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,
table_7_3,chmielnik,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,
table_7_3,mielec,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,50,,,,,,,,,,
table_7_3,polaniec,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,150,,,,,,,,,,,,
table_7_3,opatow,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,
table_7_3,sandomierz,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,
table_7_3,wislica,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,
table_7_3,rudnik,town,115,115,100,,109,120,120,,,100,100,100,,,,,150,150,53,166,150,150,150,110,,,,,,,110,118,,,,,163,,350,200,300,300,320,332,357,,,
table_7_3,sobkow,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,
table_7_3,szydlow,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630,,,,,,,,,,,,
table_7_3,zarnow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,136,,250,,,260,200,,
table_7_3,opoczno,town,610,,954,430,,732,500,,460,794,800,760,720,770,760,760,766,766,995,768,768,759,759,700,788,836,843,795,820,,,,,,,,,1411,,,,,,,,,,
table_7_3,chmielnik,town,,,,,2574,,,,,,,,,726,,,648,648,,,,,,,,,1000,2313,2600,,,,,,,2745,3028,1127,3555,,,,3115,,,,,1467
