table,name,type,1717,1718,1719,1720,1721,1722,1723,1724,1725,1727,1728,1729,1730,1731,1732,1733,1734,1737,1738,1739,1740,1741,1742,1743,1744,1746,1747,1748,1749,1750,1751,1752,1753,1754,1757,1758,1759,1760,1762,1764,poll,cen
table_3_2,augustow,town,,,,,,,,,,80,,70,,,,,,115,110,,,100,100,100,100,100,100,100,100,100,100,120,170,170,170,170,,,,,170,239
table_3_2,bialystok,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,150,,400,400,761
table_3_2,boczki,town,1000,999,999,900,819,795,934,78,870,750,849,567,850,562,,648,650,648,500,550,500,500,500,500,500,500,500,500,500,500,500,500,,500,333,360,360,500,400,400,400,855
table_3_2,drohiczyn,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880
table_3_2,goniadz,town,,,,,,,,,,,,180,200,180,,150,150,,,,,,,,,,,,140,,,,,,,,,,,,140,426
table_3_2,grand_totals,total,4664,8626,19710,7007,8465,5789,6382,2327,6040,8728,3564,7860,7030,5830,6000,5679,5679,6463,7788,7658,7059,12600,7118,7818,7828,7789,5712,5892,7614,5531,7238,4491,5162,7310,5554,6003,6000,5745,5958,6000,9662,15408
table_3_2,jasionowka,town,,,,,,,249,,,200,100,150,,,300,303,308,,,,,,,,,,,,,,,,,,220,220,220,220,,,220,242
table_3_2,knyszyn,town,,,,,,,116,,,,,,,,,150,150,,,,,,,,,,,,62,,,,,,,,,,,,62,
table_3_2,losice,town,120,120,,120,120,150,,,150,,120,,,325,,,,180,180,,160,,180,180,180,180,180,180,180,180,180,180,,,,,,,,,180,389
table_3_2,mielnik,town,50,,50,48,48,48,100,60,50,50,,50,,,,,60,70,300,,100,120,120,90,100,,,108,,,,,,,,,,,,,108,
table_3_2,niemirow,town,80,78,50,78,69,60,120,,120,150,150,150,,,,120,120,80,90,,50,,50,50,50,50,50,50,50,50,50,,,,,,,,,,50,88
table_3_2,orly,town,1000,999,1998,1500,1416,1494,1500,,466,1350,,1467,,1600,,1350,1350,1050,,,800,1200,1100,1200,1100,1100,1100,1100,900,1100,1100,1100,1100,1100,1100,1100,1066,1100,1100,1100,1100,1358
table_3_2,osowiec,town,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,
table_3_2,rajgrod,town,,,,,,,,,,,,,,300,,,,115,150,,,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,,,150,418
table_3_2,rajgrod_and_augustow,town,,,,,,,500,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_3_2,rososz_and_village,town,,,,,,,,,,,,,,95,,60,60,70,60,,30,40,40,40,40,40,,,,,,,,,,,,,,,,
table_3_2,siemiatycze,town,2313,2318,2100,1815,918,672,296,,,,,,,,,300,300,,1000,1200,800,1000,1000,1000,1100,1000,1000,1100,900,1100,1100,,,1100,750,1100,750,1100,1100,750,750,1015
table_3_2,sokoly,town,,,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,163
table_3_2,suraz,town,,,,,,,,,600,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,150,
table_3_2,tykocin,town,,3960,4409,3459,1969,2423,119,,,4608,,1270,2241,,,359,1549,,,,3819,6360,1487,2212,1586,,,904,1197,831,1253,547,1022,1670,781,417,987,566,838,970,970,2694
table_3_2,wiszna,town,,,,,,,,,,40,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,148
table_3_2,wysokie_mazowieckie,town,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_3_2,knyszyn,villages,,,,,,,210,,,,,,,,,,,,,,,200,,,,,,,666,100,,,,,,,,,,,100,
table_3_2,rajgrod_and_augustow,villages,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_3_2,wiszna,villages,,,,,,,,,,300,500,600,,380,,250,,,,,,630,201,277,885,660,640,590,40,380,600,40,600,,,400,170,285,720,550,550,
table_3_2,rajgrod,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,
table_3_2,konstantynow,town,,,,,,,,,,,,,,,45,60,60,,,,50,50,50,50,85,,,,,,,,,,,,,,,,85,553
table_3_2,sarnaki,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,350,,,350,350,244
table_3_2,sarnaki,villages,100,,100,78,99,99,180,60,340,50,450,600,,,,220,,,,,,400,445,365,667,505,470,200,88,40,905,,600,,,420,250,330,500,530,530,
table_3_2,totals,total,4664,8474,9706,7998,5458,5789,4754,969,3356,7578,2319,5634,4121,3442,345,4120,4757,2328,2390,1750,6309,10750,5423,6214,6543,4285,4230,5022,5013,4591,5938,2677,3692,4740,3854,4737,4703,4401,4658,5050,7595,11638
table_3_2,rososz,town,,,,,,39,50,60,60,,50,50,830,,,,,,,,,,,,,,40,40,40,60,,40,50,50,,,,,,,50,89
