table,name,type,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,1764,poll,cencus
table_6_8,gabin,town,300,300,,498,,399,399,,,450,300,400,300,330,330,330,300,200,200,200,200,500,600,,,600,,,,,,,200,200,150,150,155,155,200,210,220,235,235,380,350,380,380,380,395
table_6_8,grodzisk,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157
table_6_8,gluchow,town,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,
table_6_8,glowno,town,,,,,,,,,,,,,,,,,,,,,,,,,,,150,150,,150,,150,150,150,,,,,,,,,,,,,,,
table_6_8,grand_totals_for_great_poland,total,18598,21600,13061,26210,32455,18369,26256,29850,31260,29433,30518,31123,33193,31483,32412,29160,31016,32204,35119,28565,32316,32936,29660,26086,24307,21977,21484,30191,21000,19000,16003,15313,13000,18579,18579,9392,10000,10880,11375,10008,10750,24012,24578,48802,33648,29573,36492,69696,58725
table_6_8,gostynin,town,99,99,,120,120,,120,130,130,129,150,300,75,100,100,100,200,200,200,200,200,250,150,400,150,150,150,150,150,150,150,150,150,150,150,150,155,155,200,210,220,235,,,350,,,350,157
table_6_8,ilowo,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
table_6_8,jakubek_in_kutno,town,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,
table_6_8,kutno,town,468,468,,,,,,450,,,1200,1800,1500,1100,1600,1800,2050,1500,1500,,1600,1600,1300,1300,1300,,,1300,1310,,,1300,600,600,600,800,800,800,,700,,,,,,,,700,928
table_6_8,mszczonow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268
table_6_8,rawa,town,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_6_8,sochaczew,town,600,600,,750,798,798,700,900,,,1080,900,900,800,990,,1020,1000,1000,1000,1000,1000,850,850,,750,950,960,960,1300,,,,,305,800,,,1650,,,,,1300,1300,1300,1100,1100,1349
table_6_8,totals,total,1767,1467,180,1767,918,1197,1339,1690,529,579,2880,3800,2855,2750,3140,2350,3810,3040,3040,1540,3140,3490,3040,2690,1550,1600,1350,2860,2470,1700,250,1600,1100,1100,1305,2000,1210,1210,2450,1250,440,620,385,1680,2200,1880,1680,3330,3671
table_6_8,zychlin,town,,,180,399,,,120,210,399,,150,400,80,120,120,120,140,140,140,140,140,140,140,140,100,100,100,100,100,100,100,,,,100,100,100,100,140,140,,150,150,,200,200,200,200,311
