table,name,type,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,1764,poll,cencus
table_6_4,bielawy,town,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,88
table_6_4,bratoszowice_and_brzeziny,town,360,360,400,360,420,300,300,300,249,,250,,280,,280,280,350,350,350,350,350,350,350,175,500,500,,,,,,,,,,,,,,,,,,,,,,500,
table_6_4,brzeziny,town,240,240,120,,,,,,,270,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_6_4,brzeziny_and_glowno,town,,,,,,,,,,,,,,,,,,,,,,,,,,,300,300,300,300,,305,305,305,300,400,400,,800,430,452,500,500,750,750,750,750,750,243
table_6_4,kalow,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
table_6_4,krosniewice,town,198,198,,,,250,70,250,300,,330,330,300,300,210,210,180,180,180,180,180,100,100,,,,,100,,,100,,,,,,,,170,130,140,,,100,250,100,250,250,79
table_6_4,leczyca,town,,,,1296,1698,,,,,,,,700,700,500,,,1000,1000,,,,,,,,,,,,,,,,,,800,,,700,,,,,600,600,1000,1000,1067
table_6_4,parzeczew,town,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,154,267
table_6_4,piatek,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139
table_6_4,sobota,town,300,300,420,,,,,320,348,,310,,300,300,300,300,300,300,300,300,300,300,100,100,100,100,100,,100,100,100,105,100,100,120,120,120,150,190,,,100,100,200,150,150,150,150,114
table_6_4,strykow,town,420,420,180,150,150,,,150,,900,300,,300,300,300,300,600,425,425,450,450,450,,,,350,,,,,,,,,,,,450,500,,550,560,600,990,900,900,,900,625
table_6_4,ujazd_and_inowlodz,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,224,224,,220,220,,220,212
table_6_4,totals,total,1818,1818,1120,2199,2268,550,370,1020,897,1560,1584,330,1880,1990,1980,1480,2030,2505,2505,1530,1530,1400,700,579,750,1100,550,550,550,550,350,565,560,561,585,520,1320,765,1860,1260,1342,1384,1424,2040,2870,2720,2150,4224,2905
table_6_4,ujazd,town,,,,393,,,,,,390,394,,,390,390,390,250,250,250,250,250,200,150,150,150,150,150,150,150,150,150,155,155,156,165,,,165,200,,,,,,,,,,
