table,name,type,1717,1718,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,1764,poll,cencus
table_6_7,samowa,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
table_6_7,sierakow,town,231,231,,285,258,280,120,200,249,150,300,,286,300,300,250,250,250,250,250,150,150,250,300,300,300,300,300,,,,,,,,,,,,,,250,,450,,450,450,119
table_6_7,skwirzyna,town,,201,,,,500,,500,540,,,,,,,,,,,,,,650,,,,,,,,,,,,800,,,,,,850,,,,,1000,1000,492
table_6_7,steszew,town,,,,90,,,,100,300,,80,60,,60,60,50,50,50,60,50,50,50,,,,,,,,,,,,,,,,,,,,,120,,,,120,55
table_6_7,szamotuly,town,,,,,,,,,,,650,,,,,820,,,,,,450,650,450,450,,,,,,,,,,,,,,,,,,,,,800,800,494
table_6_7,szlichtyczkow,town,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,80
table_6_7,szrem,town,198,198,,,,280,300,,,380,,,,,,160,,,160,,300,60,160,,160,,160,,280,,,,,,,,,,,180,,,,360,,,,327
table_6_7,totals,total,2229,4530,1374,5022,5136,9822,9788,7934,7938,5610,6920,2060,5576,5682,4510,4480,4292,4292,3920,5250,4670,4710,6590,7550,3560,2500,3060,2910,3780,2175,2785,1090,1810,1470,3015,1600,920,1690,1017,1285,8635,8544,7790,7310,9380,13420,23544,17962
table_6_7,trzcianka,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,338
table_6_7,trzciel,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,350,500,500,500,,500,223
table_6_7,tuczno,town,,,,,,,300,,,150,,,,,,,,,300,300,,300,,,,,,,,,,,,,,,,,,350,,,600,,600,600,600,215
table_6_7,walcz,town,,300,,,,944,780,,810,360,450,,900,872,,,,,,,,,,,,,,,,,,,,,,,,660,,,550,550,,860,860,,860,642
table_6_7,wielen,town,,,,1500,,,,,,1200,,,,,,300,,,,,,,,1050,,,,,,,,,,,,,,,,,1750,,400,,,,400,686
table_6_7,wolsztyn,town,,201,399,399,390,399,400,390,90,300,450,,300,350,,,,,500,,,400,330,400,,,,,,,460,,,,,,,,,,,,,,550,,550,371
table_6_7,wronki,town,,,,,,1900,2128,,1599,,1200,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,1014,1050,,,,1300,1300,483
table_6_7,wschowa,town,,,99,,,,,,,,,,,100,100,200,100,100,150,200,120,,,,,,,,,,,,,,,,,,,320,200,,,,400,,400,301
table_6_7,zbaszyn,town,,,312,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,50,50,,60,,,60,,,,100,,100,89
table_6_7,lagowice,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,100,100,,100,
table_6_7,leszno,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,,1200,4430,4430,4743
