table,name,type,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,1764,poll,cencus
table_14_1,dubno,town,1296,1296,,1296,472,444,,999,1720,1425,2598,1000,1445,794,,,,,,,,,,,,,,,,,,,6240,686,,,,7000,,,2713,972,,,,,,972,2492
table_14_1,kamien_korzecki,town,423,423,450,423,549,549,617,513,600,,,500,500,,380,380,400,400,400,400,400,400,400,450,,300,300,270,,80,300,300,400,530,630,680,635,,810,,400,582,560,600,663,735,870,870,440
table_14_1,kowel,town,624,625,300,624,657,345,927,654,1000,1446,1416,,,80,,,,,,,,1545,,1560,,,,2950,,3168,,,840,830,1065,1216,1445,1217,3600,1600,,1600,,,,,,1600,1516
table_14_1,michnowka,town,,,,,,,,,,,,,,,,,,,,,30,30,,40,,,,,,,,,180,,,,,,90,,50,,,,,,,50,18
table_14_1,miedzyrzecz_korecki,town,,,,,,,,,,,,,,,,,,,,,,,1800,,3600,,,,,,,,,,,,,,,,,,,,,,,,
table_14_1,milianowiec,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,150,130,,,,,,,,,,,,,130,10
table_14_1,niesuchojeze,town,798,799,750,808,1098,,,,,200,,,,,,,,,,,1100,,900,1050,,600,500,600,900,,350,800,800,800,800,1000,,,1040,,1040,1227,990,1100,1197,1250,700,700,470
table_14_1,olyka,town,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,4074,1000,1000,,,1000,646
table_14_1,wyzwa,town,324,324,520,324,,,348,312,300,228,,300,320,320,320,320,320,330,320,320,330,180,320,,,277,350,340,,450,450,500,500,500,520,570,600,570,810,,700,818,,,,,,818,154
table_14_1,small_towns_and_village_near_kowel,town,324,324,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_14_1,warkowicze,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,100,
table_14_1,total_dubno_warkowicze_village,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713,1899,,,,,,1432,2851
table_14_1,warkowicze,town,,,,,,,,,,,,,,,,,,,,,,,,,,400,400,,,,,,360,,,,,,,,,,,,,,,360,359
table_14_1,total,total,2500,2495,2540,2179,2308,896,1847,1482,1900,2277,2254,2800,820,1194,700,700,720,730,720,720,1850,2255,1650,3599,,1170,1150,4170,900,3508,1775,2234,3474,4222,4246,4558,3555,1787,6686,1852,2304,4227,1550,1700,1860,2120,1570,4303,2608
table_14_1,wyzwa,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,634,732,1416,1141,1092,875,,366,252,114,,,,,135,,135,
