table,name,type,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,1764,poll,cencus
table_8_1,baranow,town,,,,,,,,,,,,,,200,,249,,,,,,125,199,180,,200,202,204,204,,286,210,202,160,180,202,202,200,230,,,,,,,300,,300,170
table_8_1,biskupce,town,,,,,,,,,,,,,,,,300,,,,,498,,,,,200,101,,,,,,,,54,,,,50,,,60,50,50,,50,50,50,53
table_8_1,czemierniki,town,300,300,,318,,,,,,,219,,,250,265,270,,,254,,,,240,,345,375,369,371,371,466,,,512,486,500,476,,,,,,,,,630,750,618,618,250
table_8_1,glusk,town,,,,,,,50,,,,,,,,,,,,700,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,
table_8_1,kazimierz,town,432,432,929,399,255,132,100,123,266,,,,,303,,600,74,576,600,600,,,600,770,,305,300,440,440,1271,111,227,680,626,512,275,310,700,259,600,800,700,750,790,900,1000,,1000,239
table_8_1,kurow,town,,200,624,,530,350,549,,,,999,438,,216,,948,,191,,,,,425,,,70,,,1500,447,1421,,,300,,,,,,1080,662,,635,1500,2300,,1400,1400,904
table_8_1,krasnik,town,,400,150,,,,,,,,,150,,,820,,1200,,,,,,,,931,,,,,,506,1620,,,,,,,220,,802,277,,,400,,,400,921
table_8_1,lubartow,town,1500,750,900,600,654,654,500,102,358,,,,860,851,1320,399,777,658,570,1044,,,636,945,1089,987,883,1650,1650,1573,1542,,1500,970,1000,,,,,700,662,103,650,1000,410,1172,,1172,764
table_8_1,mnichow,town,,,,,,,75,60,115,,,30,80,50,75,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,52
table_8_1,opole,town,,200,342,300,363,268,399,399,420,414,411,420,408,,,399,266,,266,400,240,324,399,221,400,400,303,412,360,,,,,,460,,,404,200,,,,,,,,,200,324
