table,name,type,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,1764,poll,cencus
table_14_5,berdyczow,town,,,,,99,123,123,135,125,,,,,,,220,,450,450,450,,,,,,,,,950,1102,1745,,,,,1430,,1525,1525,1516,,1200,1320,1320,1320,,,1320,1541
table_14_5,bialocerkiew,town,,,,198,,219,,,,,,,,400,400,400,450,600,600,800,,,,,,920,920,900,900,,1404,1230,1228,1228,,1430,,,,1516,900,1280,1408,1408,,1400,,1400,1876
table_14_5,bialopole,town,,,,,,,,20,20,15,20,,,36,33,70,35,50,,,50,110,,,,,,,,,70,230,,,,,305,305,305,,216,233,333,333,412,454,415,415,176
table_14_5,bilylowka,town,,,,,30,30,48,50,60,,,53,,60,60,120,80,80,80,80,100,120,,,200,,,,,,,,,,,,,,,,,,,,,,,,
table_14_5,biylowka,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,230,250,438,455,450,468,370,340,340,340,340,,170,306,337,337,404,444,408,408,205
table_14_5,bohuslaw,town,,,,,99,75,99,120,100,100,100,100,100,100,100,120,120,145,100,145,80,100,150,150,219,,,,,350,698,728,,,,,,,,,432,800,1000,1000,,,,1000,875
table_14_5,borodianka,town,,,,,,,,,,,,,,,,80,50,50,,50,50,50,,,150,75,75,75,75,87,133,132,132,140,140,140,140,140,140,195,97,160,150,150,180,,,180,347
table_14_5,borowica,town,,,,,,,,,,,,,,,20,40,,,,100,20,20,,,,,,,,,,,71,,70,70,73,73,73,,30,40,44,44,52,,,52,35
table_14_5,borszczejowka,town,,,,,,,,,,,,,,,30,60,40,40,,40,40,40,,,68,75,75,75,75,87,152,152,200,160,220,220,,170,170,200,121,200,220,220,264,292,250,250,
table_14_5,brusylow,town,,,,,,,,,,,,,,,,,60,60,120,120,180,180,,150,,395,395,380,380,522,710,742,712,730,730,800,824,824,300,600,611,1066,1066,1066,,,800,800,492
table_14_5,buzyn,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
table_14_5,bystryk,town,,,,,,,,,,40,40,42,40,,40,80,40,50,,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
table_14_5,byszow,town,,,,,,,,,,,,,,,,,30,40,,40,40,40,,,69,75,75,75,75,87,152,152,174,183,190,200,212,212,212,224,151,226,249,249,298,,280,280,170
table_14_5,chabnoje,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116
table_14_5,chodarkow,town,,,,,,,,,,,,,,,,,,50,,50,50,50,,,115,50,50,50,50,70,117,119,118,127,128,120,128,128,128,140,118,240,264,264,320,,360,360,452
table_14_5,cudnow,town,534,534,,480,,399,399,,400,100,,350,,350,350,350,400,450,450,450,,,588,600,,,,,,812,,,,1000,,,,400,,,,1133,1246,,,,,1246,1283
table_14_5,czajkowka,town,,,,,,,,,,,,,,,36,70,50,20,,100,50,50,,,161,75,50,50,50,58,,119,,,,,,,,,,,,,,,,119,19
table_14_5,czehryn,town,,,,,,,60,60,60,60,,22,,,,,50,100,80,100,180,80,,,1012,440,440,300,300,250,383,305,300,300,300,300,300,300,300,,216,400,440,440,,,,440,66
table_14_5,czerkasy,town,,,,,,,,50,80,60,60,63,60,60,60,120,100,150,150,150,200,120,,150,180,230,230,220,220,,,,230,,260,330,330,330,330,400,237,400,440,440,,580,530,530,171
