table,name,type,1717,1718,1719,1722,1723,1725,1727,1729,1730,1732,1733,1734,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1757,1758,1759,1760,1761,1762,1763,1764,poll,cencus
table_4_2,ciechanowiec,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,200,300,200,300,920
table_4_2,grand_totals,total,2137,2858,,,4574,5400,5750,4122,3428,3965,4067,4067,3000,4283,3908,4048,4400,4600,4458,4035,4195,4610,3828,4083,4308,3836,3813,3690,3598,3450,3480,3810,2384,2598,2354,2678,2467,1833,3692,3274,7784,9176
table_4_2,kosow_lacki,town,,,,,,80,,,,,,,,,,,500,500,450,450,300,500,500,280,300,300,,200,200,,200,200,200,200,,60,150,,250,,200,221
table_4_2,mordy,town,300,300,190,,200,,,,260,280,240,240,250,250,250,260,260,280,280,270,305,320,270,335,320,363,363,375,375,380,420,,,,,,,,,,363,135
table_4_2,sterdyn,town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,792
table_4_2,village_near_kosow_and_czyzew,villages,,,,,,,,,,,,,,,,,,,,50,130,220,,450,446,206,128,,,,,,,,,,,,,,128,
table_4_2,wegrow,town,,429,150,450,252,650,780,222,200,200,272,273,75,294,520,111,405,362,193,220,211,180,195,130,109,275,86,100,,100,175,194,154,68,,30,30,,,,30,3042
table_4_2,sokolow_podlaski,villages,,,,,,,,,,,312,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,
table_4_2,kosow_lacki,villages,,,,,,,,,,,,,,,,,,,,,50,,,,,,,60,100,,180,66,30,30,150,150,150,150,60,,60,148
table_4_2,mokobody,villages,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,170,200,30,30,374,,340,363,,,80,219
table_4_2,wegrow,villages,,,,,,,,,,,,,,,,,,30,,50,174,,,93,292,343,305,165,90,70,,90,84,100,,,,,,,,
table_4_2,sterdyn,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,657,,1182,1504,1504,581
table_4_2,village_without_subheading,villages,421,,116,1935,3152,3630,3940,2937,260,1350,1643,1944,715,1074,1473,967,775,670,1095,,200,171,1061,70,,,,,,380,,570,36,30,,,,,,,30,
table_4_2,mokobody,town,320,320,,,,50,110,185,180,,150,150,75,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,80,,,,,,150,15
table_4_2,sokolow_podlaski,town,,200,390,300,,,,,798,375,240,240,365,699,,800,800,800,800,450,800,900,,,,,,,,1000,,500,1000,800,,,,,,,,88
table_4_2,mordy,villages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,750,800,800,587
table_4_2,totals,total,620,1249,830,750,602,940,890,407,1438,855,1214,903,765,1393,920,1321,2115,2122,1873,1940,1990,2050,1115,1088,1171,1431,904,1050,915,1700,1295,1400,1648,1378,1804,1188,1545,713,2542,2504,3837,6748
table_4_2,wysokie_mazowieckie,town,,,200,,150,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
