id_miejscowosci,nazwa_wspolczesna,nazwa_16w,charakter_osady,rodzaj_wlasnosci,powiat_p,woj_p,wielkosc_karto,lat,lon
Ochenki_Stara_Wies_roz_maz,Ochenki Stare,Ochenki-Stara Wieś,wieś,s,rożański,mazowieckie,mała,52.9717849080000533,21.3698228150000915
Olszany_sdc_krk,Olszana,Olszany,wieś,k,sądecki,krakowskie,mała,49.5659462550000072,20.5220298240000574
Lubranski_Mlyn_bkj_bkj,Górniak,Lubrański Młyn,osada młyńska,s,brzeski kujawski,brzeskie kujawskie,,52.5417021136378324,18.8571258528364645
Slomkowo_bkj_bkj,,Słonkowo,pustka,s,brzeski kujawski,brzeskie kujawskie,,,
Chwalencice_kbl_pzd_kls,,Chwalenice,wieś,s,pyzdrski,kaliskie,,,
Umianowice_wsl_snd,,Umianowice,wieś,d,wiślicki,sandomierskie,mała,50.5767781450000626,20.526354051000105
Cwiklino_Male_scn_maz,Ćwiklinek,Ćwiklino Małe,wieś,s,sąchocki,mazowieckie,mała,52.6702783070000393,20.3646663830000314
Boguski_drh_pdl,,Boguski,wieś,s,drohicki,podlaskie,mała,52.4017647074622275,22.7659434502920242
Zaluskowo_bkj_bkj,,Załuskowo,osada folwarczna,s,brzeski kujawski,brzeskie kujawskie,,52.743484813566667,18.6984205169414359
Lopienie_Grochy_blk_pdl,,Łopienie-Grochy,wieś,s,bielski,podlaskie,duża,52.873336824083772,22.7246271991605724
Daleszowice_opc_snd,Daleszewice,Daleszowice,wieś,s,opoczyński,sandomierskie,mała,51.3088778990000165,20.1425090440000218
Skubniewo_liw_maz,,Skubniewo,wieś,s,liwski,mazowieckie,mała,52.2680594620001315,22.0245919740003586
Prusocino_Strzegowskie_szr_plc,Prusocin,Prusocino Strzegowskie,wieś,s,szreński,płockie,mała,52.9061000156033785,20.2558922493279994
Denkow_chc_snd,Danków,Denków,wieś,d,chęciński,sandomierskie,mała,50.872984091000049,19.9244301980000635
Kokoszyce_rdj_bkj,,Kokoszyce,wieś,k,radziejowski,brzeskie kujawskie,,,
Chrzan_rdj_bkj,,Chrzan,osada młyńska,s,radziejowski,brzeskie kujawskie,,,
Dabek_rds_srd,ironworks,Dąbek,wieś,s,radomszczański,sieradzkie,mała,50.8399068660000069,19.4469433660000064
Serkowo_prd_bkj,Szczerkowo,Serkowo,wieś,s,przedecki,brzeskie kujawskie,mała,52.3675840121939444,19.0392279769607597
Chorki_blk_pdl,Piećki,Chorki,wieś,s,bielski,podlaskie,mała,53.0117803008308996,23.0020419127394327
Damierowo_gar_maz,Damirów,Damierowo,wieś,k,garwoliński,mazowieckie,mała,51.7800079860000295,21.4515434020002047
Zarzecze_kls_kls,,Zarzecze,osada folwarczna,s,kaliski,kaliskie,,,
Losczica_kcn_kls,,Łoscica,wieś,s,kcyński,kaliskie,,,
Przybyslawice_srw_prs_krk,,Przybysławice,wieś,s,proszowicki,krakowskie,mała,50.3774861370000551,19.8842826410000058
Radlin_chc_snd,,Radlin,wieś,d,chęciński,sandomierskie,mała,50.8607453080000411,20.7536274940000673
Radomysl_Stara_luk_lub,Radomyśl,Radomyśl Stara,wieś,s,łukowski,lubelskie,mała,52.0311040510002698,22.3618310880008515
Rajkowy_tcz_pmr,Rajkowy,Rajkowy,wieś,k,tczewski,pomorskie,duża,53.9650949944684868,18.7055571837852987
Rzuchow_rdm_snd,Rdzuchów,Rzuchów,wieś,s,radomski,sandomierskie,mała,51.4524121830000141,20.7106269820000684
Darszyce_scz_krk,Biskupice - część,Darszyce,wieś,d,szczyrzycki,krakowskie,mała,49.9573899600000857,20.1602453350000985
Sarnowo_drh_pdl,,Sarnowo,wieś,s,drohicki,podlaskie,mała,52.3274534012654939,22.5833365552921208
Rekszowice_llw_krk, ,Rększowice,wieś,k,lelowski,krakowskie,mała,50.7026392430000641,19.0334085760000349
Rogoznik_swr_swr,,Rogoźnik,wieś,s,księstwo siewierskie,księstwo siewierskie,mała,50.3912153870000381,19.044068562000092
Rokitno_cgw_llw_krk,Rokitno Szlacheckie,Rokitno,wieś,s,lelowski,krakowskie,mała,50.4309257980000112,19.4363287370000855
Rzeniszow_swr_swr,,Rzeniszów,wieś,d,księstwo siewierskie,księstwo siewierskie,mała,50.5733393320000246,19.1649927700000013
Sacin_bla_raw,,Sacin,wieś,s,bialski,rawskie,mała,51.6517001420000454,20.570481931000046
Wszeradzice_Blizsze_rdm_snd,Seredzice Dworskie,Wszeradzice Bliższe,wieś,d,radomski,sandomierskie,mała,51.1514312210000313,21.2065005230001802
Przechowski_Mlyn_swc_pmr,Świecie-część,Przechowski Młyn,osada młyńska,k,świecki,pomorskie,,53.4016557751150245,18.407246892309491
Seroczyno_m_gar_maz,Seroczyn - część,Seroczyno,miasto,s,garwoliński,mazowieckie,miasteczko,52.0094902040001656,21.9205708020003556
Dabrowsk_Sedek_bls_plc,Sędek,Dąbrowsk-Sędek,wieś,s,bielski,płockie,mała,52.6505492052817772,19.9447997321220853
Siedlec_grc_maz,Sielec,Siedlec,wieś,s,grójecki,mazowieckie,mała,51.7139319850000021,20.797080729000065
Sienica_gar_maz,Siennica,Sienica,miasto,s,garwoliński,mazowieckie,miasteczko,52.0890042390000971,21.619264427000239
Skarboszewo_scn_maz,,Skarboszewo,wieś,s,sąchocki,mazowieckie,mała,52.5271490240000247,20.3269232670000477
Slawecino_szr_plc,Sławęcin,Sławęcino,wieś,s,szreński,płockie,mała,52.9634900433309994,20.0056068589695357
Sowokleszcz_zkr_maz,Soboklęszcz,Sowoklęszcz,wieś,d,zakroczymski,mazowieckie,duża,52.6019080060001158,20.5170798680000459
Sokoly_blk_pdl,Sokoły,Sokoły,wieś,s,bielski,podlaskie,mała,52.9925598601781118,22.6994175256564006
Gulczewo_Czuprachtow_gzn_kls,Gulczewo – część,Gulczewo Czuprachtowe,wieś,s,gnieźnieński,kaliskie,,,
Dabrowica_wrs_maz,,Dąbrowica,wieś,s,warszawski,mazowieckie,mała,52.3551258890000568,21.4451417130000834
Mikolajewicze_Wezikowe_gzn_kls,Mikołajewice – część,Mikołajewice Wężykowe,wieś,s,gnieźnieński,kaliskie,,,
Gurbicze_blk_pdl,Gurbicze,Gurbicze,wieś,k,bielski,podlaskie,mała,53.4819125557003403,22.8918248399388169
Walendowice_kls_kls,,Walendowice,pustka,s,kaliski,kaliskie,,,
Kotarby_Male_kls_kls,,Kotarby Małe,wieś,s,kaliski,kaliskie,,,
Sobotka_Wies_kls_kls,,Sobótka,wieś,s,kaliski,kaliskie,,,
Wilkowo_inw_inw,,Wilkowo,osada folwarczna,d,inowrocławski,inowrocławskie,,,
Kepadly_orl_lcz,,Kępadły,wieś,s,orłowski,łęczyckie,mała,52.1288538830000263,19.5897869230000943
Dabrowka_Nagorna_rdm_snd,,Dąbrówka Nagórna,wieś,s,radomski,sandomierskie,mała,51.4519078530000868,21.0896915360000712
Grochowiska_Ledwiczny_bkj_bkj,,Lędwiczyny,wieś,k,brzeski kujawski,brzeskie kujawskie,,,
Czerniakowo_lpn_dbr,Czernikowo,Czernikowo,wieś,d,lipnowski,ziemia dobrzyńska,duża,52.944807995582444,18.9425790557988734
Przemet_op_ksc_pzn,Przemęt,Przemęt-opactwo,opactwo,d,kościański,poznańskie,,52.0118268443014387,16.2865680229925225
Bachowice_plz_snd,Dębina Łętowska,Bachowice,wieś,d,pilzneński,sandomierskie,mała,49.9783079180000058,20.8427742650001164
Wola_Debna_grc_maz,Dębnowola,Wola Dębna,wieś,d,grójecki,mazowieckie,mała,51.6516038660000518,20.8044703370000441
Dramino_sie_plc,Dębowo,Dramino,wieś,s,sierpecki,płockie,mała,52.7634422483611942,19.727881152893108
Dlugie_rdm_snd,,Długie,wieś,s,radomski,sandomierskie,mała,51.5363600320000401,20.7431028430000417
Stanislawie_tcz_pmr,Stanisławie,Stanisławie,wieś,s,tczewski,pomorskie,mała,54.0944599705436318,18.7000517011395146
Stara_Lomza_lom_maz,Łomża Stara,Stara Łomża,wieś,ks,łomżyński,mazowieckie,duża,53.1507282120001321,22.1129377969997982
Krobia_zm_ksc_pzn,Krobia,Krobia-zamek,zamek,d,kościański,poznańskie,,51.7706665278397367,16.991990897536116
Szczeczno_wsl_snd,Szczecno,Szczeczno,wieś,s,wiślicki,sandomierskie,mała,50.732315680000049,20.7601695170000902
Kaluszyno_Szymbory_liw_maz,Szembory,Kałuszyno-Szymbory,wieś,s,liwski,mazowieckie,mała,52.2551846370001059,21.7978080990002319
Szlachtowa_sdc_krk,Szczawnica-Szlachtowa,Szlachtowa,wieś,s,sądecki,krakowskie,mała,49.4138511070000206,20.5271218710000944
Dluzniewo_Wielkie_bls_plc,Dłużniewo Duże,Dłużniewo Wielkie,wieś,s,bielski,płockie,mała,52.6703564334028442,20.0811078495478021
Dobra_wsg_maz,,Dobra,wieś,d,wyszogrodzki,mazowieckie,duża,52.5211325280000665,20.1030942170000664
Dobranowice_scz_krk,Dobranowice - część,Dobranowice,wieś,d,szczyrzycki,krakowskie,mała,49.9436748280000415,20.1119582900001177
Slasy_Lipno_zmb_maz,Szlasy-Lipno,Ślasy-Lipno,wieś,s,zambrowski,mazowieckie,mała,53.0643856350002778,22.406018916999507
Sulbory_wsg_maz,Szulbory,Sulbory,wieś,s,wyszogrodzki,mazowieckie,mała,52.6003874990000782,20.054731881000091
Sulborze_Male_Koty_nur_maz,Szulborze Koty,Sulborze Małe-Koty,wieś,s,nurski,mazowieckie,mała,52.7637086880001789,22.2204222840000085
Chwalibogi_zkr_maz,Falibogi Borowe,Chwalibogi,wieś,s,zakroczymski,mazowieckie,mała,52.5086428360000141,20.6312524620000737
Swidry_Dobrzyca_Mikucino_was_maz,Świdry-Dobrzyce,Świdry-Dobrzyca-Mikucino,wieś,s,wąsoski,mazowieckie,mała,53.4624370260001669,22.1964937509993803
Wola_Nowomiescka_bla_raw,Świdrygały,Wola Nowomiescka,wieś,s,bialski,rawskie,mała,51.6551923170000578,20.601105162000092
Swierczyno_Male_bls_plc,Świerczynek,Świerczyno Małe,wieś,s,bielski,płockie,mała,52.7258790809549822,19.9631125621951782
Truszki_wiz_maz,,Truszki,wieś,s,wiski,mazowieckie,mała,53.1713075630002407,22.2460923509995681
Trzemeszno_op_gzn_kls,Trzemeszno,Trzemeszno-opactwo,opactwo,d,gnieźnieński,kaliskie,,52.5595258380863513,17.8171611006279029
Truszki_Zalesie_kol_maz,,Truszki-Zalesie,wieś,s,kolneński,mazowieckie,mała,53.5076492490001598,22.0566020089995973
Trynosy_osw_maz,,Trynosy,wieś,s,ostrowski,mazowieckie,mała,52.8772305320000697,21.7431160340000709
Wieprzki_snd_snd,Wierzbiny,Wieprzki,wieś,d,sandomierski,sandomierskie,mała,50.7083057570000904,21.6523716440005778
Czarnkow_zm_pzn_pzn,Czarnków,Czarnków-zamek,zamek,s,poznański,poznańskie,,52.9082597843344402,16.5727925817066861
Tuczno_zm_wlc_pzn,Tuczno,Tuczno-zamek,zamek,s,wałecki,poznańskie,,53.1921480777693034,16.1468123371865993
Multowice_snd_snd,,Multowice,wieś,s,sandomierski,sandomierskie,mała,50.8237216480000598,21.6635051310005444
Drzewica_zm_opc_snd,,Drzewica-zamek,zamek,s,opoczyński,sandomierskie,,51.445259518461512,20.4851820509526803
Zamyslowo_kcn_kls,,Zamysłowo,wieś,s,kcyński,kaliskie,mała,52.7674302116011162,17.3326832459377087
Wietrzno_bck_krk,Wietrzno - część,Wietrzno,wieś,d,biecki,krakowskie,mała,49.6036877100000595,21.7088422310010536
Wola_Serocka_gar_maz,,Wola Serocka,wieś,s,garwoliński,mazowieckie,mała,52.0327851570001272,21.9627769250004548
Szczygielkowa_Wola_snd_snd,Wola Szczygiełkowa,Szczygiełkowa Wola,wieś,d,sandomierski,sandomierskie,mała,50.8965892190000631,20.9690600690001254
Wolica_wsl_snd,,Wolica,wieś,s,wiślicki,sandomierskie,mała,50.4530658690000351,21.1810485030001843
Kruszwica_zm_ksw_bkj,Kruszwica,Kruszwica-zamek,zamek,k,kruszwicki,brzeskie kujawskie,,52.6714750585816276,18.3121990804155352
Radziejow_zm_rdj_bkj,Radziejów,Radziejów-zamek,zamek,k,radziejowski,brzeskie kujawskie,,52.6283826677247646,18.5401825788590386
Ciechanowiec_zm_drh_pdl,Ciechanowiec,Ciechanowiec-zamek,zamek,s,drohicki,podlaskie,,52.6764041403808321,22.4855748883046225
Zator_msz_raw,,Zator,wieś,k,mszczonowski,rawskie,duża,51.9649575720000811,20.3735561460000945
Zlotopolice_Gorne_zkr_maz,Złotopolice - część,Złotopolice Górne,wieś,s,zakroczymski,mazowieckie,mała,52.4676376620000582,20.5037414870001058
Zyndranowa_bck_krk,,Zyndranowa,wieś,s,biecki,krakowskie,duża,49.4319789530000619,21.7167677800011631
Jakubek_opc_snd,Duraczów,Jakubek,osada kuźnicza,s,opoczyński,sandomierskie,,51.1049929180000859,20.5145714870001008
Tykocin_zm_blk_pdl,Tykocin,Tykocin-zamek,zamek,k,bielski,podlaskie,,53.2085190661440137,22.7600544185618361
Leki_Dolne_plz_snd,,Łęki Dolne,wieś,s,pilzneński,sandomierskie,duża,49.9763419010000334,21.2470780130002765
Socha_gos_raw,,Socha,osada młyńska,d,gostyniński,rawskie,,52.5255151970000327,19.5499874420000594
Ksieginki_dls_ksc_pzn,Księginki,Księginki,wieś,d,kościański,poznańskie,mała,51.963862637490486,17.076444263200969
Ksiezy_Mlyn_szd_srd,Księże Młyny,Księży Młyn,osada młyńska,d,szadkowski,sieradzkie,,51.8836962530000463,18.7461768330000744
Kuczyny_lcz_lcz,Kuciny,Kuczyny,wieś,s,łęczycki,łęczyckie,mała,51.8645978450000555,19.1227155740000683
Zagurowko_bkj_bkj,,Zagarówko,osada folwarczna,s,brzeski kujawski,brzeskie kujawskie,,52.6510146787521194,18.7539579559489624
Biernaty_Rudnik_mln_pdl,Rudnik,Biernaty-Rudniki,wieś,s,mielnicki,podlaskie,mała,52.1963006851176203,22.6689715590377183
Inowlodz_zm_brz_lcz,Inowłódz - część,Inowłodz-zamek,zamek,k,brzeziński,łęczyckie,,51.5242458246300572,20.2135363727315465
Czyzow_zm_snd_snd,"Czyżów Plebański, Czyżów Szlachecki",Czyżów-zamek,zamek,s,sandomierski,sandomierskie,,50.8197812815667049,21.7786456138434126
Choszczowka_gar_maz,,Choszczówka,wieś,k,garwoliński,mazowieckie,mała,52.1964967310000816,21.5113008220002051
Mielec_zm_snd_snd,,Mielec-zamek,zamek,s,sandomierski,sandomierskie,,50.2873321099543205,21.4084411154023364
Chrostowo_Wielkie_prz_maz,,Chrostowo Wielkie,wieś,s,przasnyski,mazowieckie,mała,53.0028072520000677,20.7176560830000263
Domaniewo_bln_maz,Domaniew,Domaniewo,wieś,d,błoński,mazowieckie,mała,52.1888105080000742,20.7552946810000947
Kurow_wln_srd,,Kurów,wieś,m,wieluński,sieradzkie,mała,51.2233950660000588,18.4883723940000309
Mosaki_Laczka_prz_maz,Kurówko,Mosaki-Łączka,wieś,s,przasnyski,mazowieckie,mała,52.9035488930000568,20.9319459820000979
Kozie_wsl_snd,Kuzie,Kozie,wieś,k,wiślicki,sandomierskie,mała,50.2406579960000599,20.8925713740001413
Hamer_swc_pmr,Lnianek,Suchy,osada młyńska,k,świecki,pomorskie,,53.5538229349050781,18.184194185545131
Dobrzyszewo_grc_maz,Dobryszew,Dobrzyszewo,wieś,s,grójecki,mazowieckie,mała,51.855281318000003,20.8469111250000907
Jaliny_gar_maz,Laliny,Jaliny,wieś,k,garwoliński,mazowieckie,mała,51.9719889850001309,21.8274321320003786
Druzbin_szd_srd,,Drużbin,wieś,s,szadkowski,sieradzkie,mała,51.8350182430000217,18.8115124090000272
Maslanka_kwl_bkj,Maślanka,Motorag,osada młyńska,s,kowalski,brzeskie kujawskie,,52.4134983041678453,19.1541826479832338
Grodztwo_kwl_bkj,Grodztwo,Grodzkie,osada folwarczna,k,kowalski,brzeskie kujawskie,,52.5373306996653042,19.1670917441429403
Druszkow_Pusty_sdc_krk,Drużków Pusty,Druszków Pusty,wieś,s,sądecki,krakowskie,mała,49.7895917960000318,20.6015990000001459
Druzikowa_llw_krk,Drużykowa,Druzikowa,wieś,s,lelowski,krakowskie,mała,50.6834342000001001,19.8478327230000673
Leziona_kls_kls,Leziona,Leziona,wieś,s,kaliski,kaliskie,mała,51.6555976483651165,18.0741735297873305
Lezenice_wrk_maz,,Leżenice,wieś,s,warecki,mazowieckie,mała,51.6295139040000493,21.3330789350001702
Luciazna_brz_lcz,Liciążna,Luciązna,wieś,k,brzeziński,łęczyckie,mała,51.5530169360000698,20.2594613420000833
Lubsin_rdj_bkj,Lubsin,Lubsino,wieś,s,radziejowski,brzeskie kujawskie,mała,52.5210610589464508,18.5691313723276039
Bodzaporowice_Male_gzn_kls,,Bodzaporowice Małe,pustka,s,gnieźnieński,kaliskie,,,
Wyssino_zm_knn_kls,Wyszyna,Wyszyno-zamek,zamek,s,koniński,kaliskie,,52.1406361324147483,18.3942937492510339
Laznino_orl_lcz,Łazin,Łaźnino,wieś,s,orłowski,łęczyckie,mała,52.1027230230000598,19.5532974010000942
Lakta_Nowa_scz_krk,Łąkta Dolna,Łąkta Nowa,wieś,s,szczyrzycki,krakowskie,mała,49.8386695170000067,20.4109840340000268
Lezki_lcz_lcz,,Łężki,wieś,s,łęczycki,łęczyckie,mała,51.8761460380000372,18.9900346450000583
Duczymino_Nowe_prz_maz,,Duczymino Nowe,wieś,s,przasnyski,mazowieckie,mała,53.2840273030000233,20.8097688310000386
Dziedno_nkl_kls,Dziedno,Dziedno,wieś,d,nakielski,kaliskie,duża,53.4200628713726431,17.7405985583608228
Dzwonek_osw_maz,,Dzwonek,wieś,s,ostrowski,mazowieckie,mała,52.9619747000000416,21.7137402540000295
Krzykosz_bkj_bkj,,Krzykosz,wieś,s,brzeski kujawski,brzeskie kujawskie,,,
Bielawy_nkl_kls,Bielawy,Bielawski,osada młyńska,k,nakielski,kaliskie,,53.1331764824683717,17.5526793912070858
Rudki_nkl_nkl_kls,Nakło-Rudki,Rudki,osada młyńska,k,nakielski,kaliskie,,53.1423914139626703,17.6200064835880426
Zazdrosc_dbr_dbr,,Zazdrość,osada młyńska,s,dobrzyński,ziemia dobrzyńska,,,
Krajewice_bkj_bkj,,Krajewice,wieś,s,brzeski kujawski,brzeskie kujawskie,,,
Poraza_bkj_bkj,Poraza,Poraza,osada młyńska,d,brzeski kujawski,brzeskie kujawskie,,52.6463888739156118,18.992929760551192
Lochow_Wielki_raw_raw,Łochów,Łochów Wielki,wieś,s,rawski,rawskie,mała,51.7382377470000705,20.1051144300000288
Losiniec_srd_srd,Łosieniec,Łosiniec,wieś,s,sieradzki,sieradzkie,mała,51.6054949829999998,18.6550223190000608
Lubnica_ksc_pzn,Łubnica,Łubnica,wieś,d,kościański,poznańskie,duża,52.1521276197222647,16.3724330660009443
Macierzysz_Wielki_wrs_maz,Macierzysz,Macierzysz Wielki,wieś,s,warszawski,mazowieckie,mała,52.225632891000032,20.849731777000045
Dzieczewo_rac_plc,,Dzieczewo,wieś,s,raciąski,płockie,mała,52.924949464846037,20.0336160822166143
Luszowice_prs_krk,,Luszowice,wieś,d,proszowicki,krakowskie,mała,50.1765247920000661,19.4026480070000495
Czarkowki_Chodaki_drh_pdl,,Czarkówka-Chudaki,wieś,s,drohicki,podlaskie,,,
Winnica_Mala_dbr_dbr,,Winnica Mała,wieś,s,dobrzyński,ziemia dobrzyńska,,,
Dzwierzno_nkl_kls,Dźwierszno Wielkie,Dźwierszno,wieś,s,nakielski,kaliskie,mała,53.3007227749243384,17.3550806209255271
Czeplinski_bkj_bkj,,Ciepliński Młyn,osada młyńska,s,brzeski kujawski,brzeskie kujawskie,,,
Tornuczka_bkj_bkj,,Toruńczka,osada młyńska,s,brzeski kujawski,brzeskie kujawskie,,,
Elzanowo_chl_chl,Elzanowo,Elżanowo,wieś,s,chełmiński,chełmińskie,mała,53.1318241865016603,18.8492147627513944
Kielczew_inw_inw,,Kiełczew,osada folwarczna,s,inowrocławski,inowrocławskie,,,
Arciszewo_Dlugoszowe_bkj_bkj,Arciszewo-część,Erciszewo Długoszowe,wieś,s,brzeski kujawski lub przedecki,brzeskie kujawskie,mała,52.4528275440918463,18.8794572951863628
Gardlino_Racibory_prz_maz,Garlino-Racibory,Gardlino-Racibory,wieś,s,przasnyski,mazowieckie,mała,53.0934752110000687,20.5654664890000767
Klobski_Mlyn_bkj_bkj,Kłobia-część,Kłobski Młyn,osada młyńska,k,brzeski kujawski,brzeskie kujawskie,,52.5248818053978539,18.9015095398883162
Zarnowiec_o_pck_pmr,,Żarnowiec-opactwo,opactwo,d,pucki,pomorskie,,54.7938654396717411,18.0917621005091149
Pelplin_o_tcz_pmr,,Pelplin-opactwo,opactwo,d,tczewski,pomorskie,,53.9300528747295687,18.7028961664733337
Zukowo_o_gdn_pmr,,Żuków-opactwo,opactwo,d,gdański,pomorskie,,54.3426867381073819,18.3701360380982379
Znamirowice_sdc_krk,,Znamirowice,wieś,s,sądecki,krakowskie,mała,49.7298435290000569,20.68635540200005
Oliwa_o_gdn_pmr,,Oliwa-opactwo,opactwo,d,gdański,pomorskie,,54.4147919329068017,18.5552102678009199
Kartuzy_o_gdn_pmr,,Kartuzy-opactwo,opactwo,d,gdański,pomorskie,,54.3372489624342165,18.20854212744511
Ziewanice_Gawronki_orl_lcz,Gawronki,Ziewanice-Gawronki,wieś,s,orłowski,łęczyckie,mała,52.0095725270000386,19.6786040150001007
Gasiorowo_nur_maz,,Gąsiorowo,wieś,s,nurski,mazowieckie,mała,52.7054397650001505,22.156288920000005
Zabino_Gasiory_mla_plc,,Żabino-Gąsiory,wieś,s,mławski,płockie,mała,53.2577194645817968,20.5084065590157039
Chodorowa_Wola_lub_lub,Majdan Krasieniński,Chodorowa Wola,wieś,s,lubelski,lubelskie,mała,51.346383682000365,22.4845332770022921
Pyzdry_zm_pzd_kls,Pyzdry,Pyzdry-zamek,zamek,k,pyzdrski,kaliskie,,52.1704741256096156,17.6938734408132632
Mieroslawicze_gzn_kls,Mirosławice,Mirosławice,wieś,s,gnieźnieński,kaliskie,mała,52.5883531710395786,18.2693722519642314
Niemierzyce_ksc_pzn,Niemierzyce,Niemierzyce,wieś,s,kościański,poznańskie,mała,52.2513332958901699,16.5287222988805595
Niesulowo_prz_maz,,Niesułowo,wieś,s,przasnyski,mazowieckie,mała,53.0622584940000195,21.275553752999997
Giecz_pzd_kls,Giecz,Giecz,wieś,d,pyzdrski,kaliskie,mała,52.3197388437619182,17.3709992282760659
Zadusniki_bkj_bkj,Borzymie-część,Zaduszniki,osada folwarczna,s,brzeski kujawski,brzeskie kujawskie,,,
Gielczyno_lom_maz,Giełczyn,Giełczyno,wieś,k,łomżyński,mazowieckie,duża,53.1209656650002131,22.0746386999997242
Niszczewy_bkj_bkj,Niszczewy,Nieszczewy,wieś,s,brzeski kujawski,brzeskie kujawskie,mała,52.7842361437164129,18.8237380785439825
Szczepkowo_Borowe_mla_plc,,Szczepkowo Borowe,wieś,s,mławski,płockie,mała,53.3018140428839473,20.5826109376447768
Tomczyce_orl_lcz,,Tomczyce,wieś,s,orłowski,łęczyckie,mała,52.1626969810000674,19.6423828910001035
Tonowo_kcn_kls,Tonowo,Tonowo,wieś,s,kcyński,kaliskie,mała,52.7783292157508228,17.5850754100943547
Upuszczow_srd_srd,Upuszczew,Upuszczów,wieś,s,sieradzki,sieradzkie,mała,51.67925880100006,18.5356004770000986
Zielonki_mlb_mlb,Zielonki,Grünfelde,wieś,s,malborski,malborskie,mała,53.9765320354066631,19.1629459023106499
Borkowo_tcz_pmr,Borkowo,Borkowo,osada folwarczna,d,tczewski,pomorskie,,53.8365239290167921,18.6363395146759494
Borowe_Nowe_szr_plc,Borowe,Borowe Nowe,wieś,s,szreński,płockie,mała,53.1067167810547645,20.2901557663756407
Brod_chc_snd,Brody,Bród,wieś,s,chęciński,sandomierskie,mała,50.6840735920000753,20.6921811350000731
Brody_Male_wsg_maz,,Brody Małe,wieś,s,wyszogrodzki,mazowieckie,mała,52.4432806710000676,20.0831168320000764
Brodziecino_cch_maz,Brodzięcin,Brodzięcino,wieś,s,ciechanowski,mazowieckie,mała,52.7552437150000557,20.5961805120000463
Opalenica_zm_ksc_pzn,Opalenica,Opalenica,zamek,s,kościański,poznańskie,,52.3051414736967146,16.4174538039285629
Szamotuly_zm_2_pzn_pzn,Szamotuły,Szamotuły-zamek 2,zamek,s,poznański,poznańskie,,52.6057146362574812,16.5861485110364484
Bromierz_Maly_bls_plc,Bromierzyk,Bromierz Mały,wieś,s,bielski,płockie,mała,52.6611785650389024,20.0389511133034262
Bronka_blk_pdl,Bronka,Bronka,wieś,d,bielski,podlaskie,mała,52.7532736165235505,22.9272778460787592
Brzozogaj_gzn_kls,Brzozogaj,Brzozogaj,wieś,s,gnieźnieński,kaliskie,mała,52.5932665231653331,17.4793494472227096
Gizowa_snd_snd,Gizowa,Giżowa,wieś,s,sandomierski,sandomierskie,mała,50.3723212790000758,21.3361713780003761
Gaska_bkj_bkj,,Gąska,osada młyńska,s,brzeski kujawski,brzeskie kujawskie,,,
