id,name,type,relig_type,relig,source,dist,lp_w,lp_o,cdnts
3023,Siomaki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 290.",woł,6,12531,"[27.06411214888118, 50.422938486292765]"
2629,Góra,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 263.",pł,1,15024,"[20.096709830184068, 52.6442704511241]"
3510,Korościatyn,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Halicz, s. 48.",rus,6,24170,"[25.10857599061933, 49.05599120242039]"
3511,Kosmacz,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Halicz, s. 23.",rus,6,24146,"[24.819480798926293, 48.31951764715825]"
3512,Kosów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Brzeżany, s. 72 (możliwe wezwanie Spotkania Pańskiego).",rus,6,24209,"[25.62998816242009, 49.0974406345922]"
3519,Sądowa Wisznia,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 528.",rus,1,24072,"[23.379268136127507, 49.78033794060997]"
3505,Jaworów,miasto,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 177; Kołbuk 1998, s. 353; SG. III, s. 520.",rus,6,23972,"[23.37829037073419, 49.948653686442924]"
3497,Czechy,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 275 (woł).",rus,6,11638,"[24.958211459827794, 50.00589121596278]"
3520,Skałat,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 138; Skoczylas, Oficjalat Brzeżany, s. 84.",rus,6,24213,"[25.97158106893079, 49.430039580667824]"
3521,Stopczatów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Halicz, s. 24.",rus,6,24151,"[24.991772580550446, 48.42107547049727]"
3522,Stryj,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 509.",rus,1,24086,"[23.863889049105524, 49.253440884691486]"
3523,Uhorniki,wieś,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 352.",rus,6,24093,"[24.848383670756846, 48.70857923901434]"
3524,Uniów,wieś,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Lwów, s. 124; Budzyński, Kresy, s. 324.",rus,6,24220,"[24.57787412892469, 49.71690790532614]"
3525,Uniów,wieś,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 179, 352 (par, d); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 125; Budzyński, Kresy, s. 324.",rus,6,4952,"[24.583048658808764, 49.712625535270774]"
3527,Wolica,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Brzeżany, s. 68.",rus,6,24208,"[24.820384436802044, 49.611299109288495]"
3528,Zamość,miasto,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 352.",rus,6,24100,"[23.267519784608396, 50.7127666227417]"
3529,Zimna Woda,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Zarówno Budzyński (Kresy, s. 360) jak i Skoczylas (Oficjalat Lwów, s. 138) poddają w wątpliwość istnienie tej cerkwi.",rus,6,24228,"[23.897361325804923, 49.81586219228967]"
3530,Żydaczów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 492.",rus,1,24110,"[24.15613652369126, 49.38244557389834]"
10571,Kutrów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 281.",woł,6,12013,"[25.1021214170201, 50.33992441070336]"
3550,Kolibabińce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 114 (brac); Socjografia, s. 64; Krykun, s. 33 i mapa woj. podolskiego.",pod,6,18055,"[28.206566938311255, 49.55684471614933]"
3552,Trebuchowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Bar, s. 20.",pod,6,22829,"[27.41682116940183, 49.42811105921976]"
3556,Żadkówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 150 (woł); Socjografia, s. 99; Jabłonowski, Ziemie ruskie, nr 6.",kij,6,11984,"[27.672387282316777, 50.62233493995393]"
3562,Sieniawa,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 282 (Szonowa).",poz,1,16001,"[16.114963639079974, 53.08167890369674]"
3553,Jaryszów,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 370.",pod,1,10424,"[27.628805805826403, 48.51410480719517]"
3555,Wołodarka,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 2006, s. 411; Chachaj, Rozwój sieci świątyń katolickich, s. 42-43.",kij,1,24393,"[29.93050543829122, 49.514297772057375]"
3548,Tupały,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 323.",woł,6,12686,"[24.45320331754317, 51.229296682813526]"
3549,Wojutyn,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 323; Skoczylas, Religia ta kultura, s. 65, 1715 r. (dek. Torczyn).",woł,6,12768,"[25.00609254637692, 50.65224078697287]"
3546,Leszniów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 282 (rus).",woł,6,5796,"[25.0819701275459, 50.24749963514574]"
3570,Zielątkowo,wieś,świątynia główna,Kościół luterański,"Rhesa II, s. 19, 1834 r. (pastorzy od 1691).",pom,2,15492,"[17.414645681210516, 53.72324768689293]"
3571,Stegna,wieś,świątynia główna,Kościół luterański,"Rhesa II, s. 90, 1834 r. (pastorzy od 1605); Klemp, Protestanci, mapa.",pom,2,15516,"[19.11421767493607, 54.32693169773205]"
3580,Duliby,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 276; Kondratiuk, Dżereła z istorii, 1791-1792 r. (dek. Hoszcza)",woł,6,11705,"[26.740271216059, 50.5352214747085]"
3581,Jałowicze,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 278.",woł,6,11815,"[25.426018517798074, 50.647253356252364]"
3624,Trzemeśnia,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 219.",kr,1,7776,"[20.019312521007507, 49.81919510393273]"
3820,Dąbrowa Zielona,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 200.",sier,1,16512,"[19.55697798077241, 50.84283888077412]"
3852,Pustomyty,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 137; Kołbuk 1998, s. 192 (dek. Szczerzec); Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Obroszyn); Skoczylas, Oficjalat Lwów, s. 136.",rus,6,4664,"[23.911226535058063, 49.70991986289238]"
3854,Sołonka Wielka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 137; Kołbuk 1998, s. 185 (Sołonka, dek. Obroszyn); Skoczylas, Oficjalat Lwów, s. 137.",rus,6,3588,"[24.00301301140945, 49.77018377561683]"
3855,Brzuchowice,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 183 (s); Skoczylas, Oficjalat Lwów, s. 132.",rus,6,6116,"[23.959689794125552, 49.90314701239862]"
3856,Dąbrowica,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 137; Kołbuk 1998, s. 185 (Obroszyn, d); Skoczylas, Oficjalat Lwów, s. 133.",rus,6,3511,"[23.817237182885776, 49.96341092602239]"
3857,Stradcz,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 137; Kołbuk 1998, s. 185 (dek. Obroszyn); Skoczylas, Oficjalat Lwów, s. 137.",rus,6,3629,"[23.76657104709807, 49.89501616728802]"
3864,Łowczyce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 138; Skoczylas, Niedatowanyj rejestr, s. 546; Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Horożanna); Skoczylas, Oficjalat Lwów, s. 149.",rus,6,22401,"[23.71076486952677, 49.58126119143361]"
3865,Polanka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 137; Kołbuk 1998, s. 185 (dek. Obroszyn); Duh, Pawlyszyn, Spis parafii 1782 r. (Spotkanie Pańskie); Skoczylas, Oficjalat Lwów, s. 149.",rus,6,3508,"[23.83706306167693, 49.7347906837598]"
3866,Saska Dominikalna,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 138 (Saska Dominikańska); Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Horożanna); Skoczylas, Oficjalat Lwów, s. 151.",rus,6,22399,"[23.86349756703163, 49.51956242300196]"
3874,Lubiana,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 192 (s, Michał A); Skoczylas, Niedatowanyj rejestr, s. 545; Duh, Pawlyszyn, Spis parafii 1782 r. (WnNMP); Skoczylas, Oficjalat Lwów, s. 149.",rus,6,6150,"[23.986124299480196, 49.57504348576714]"
3875,Nowosiółki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Duh, Pawlyszyn, Spis parafii 1782 r. (inne opracowania pomijają tę cerkiew).",rus,6,22393,"[24.03238468362605, 49.638177109006676]"
3876,Hodowica,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 379 (Hodowice).",rus,1,2780,"[23.922975203405144, 49.76348778531411]"
3877,Nawarja,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 379 (Nawaria).",rus,1,2890,"[23.93398958071117, 49.74818266526455]"
3892,Medenice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 405.",rus,1,2872,"[23.755556670691305, 49.42199227807714]"
3893,Winniki,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 405 (Winniki Nowe).",rus,1,3017,"[23.280469867146905, 49.39712145720972]"
3872,Byków,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 97; Kołbuk 1998, s. 252.",rus,6,3418,"[23.475791489096025, 49.465037930408585]"
10690,Zasław,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 295.",woł,6,12584,"[26.82043830175968, 50.1112341292411]"
3905,Czukiew,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 405.",rus,1,2743,"[23.180606180351447, 49.4607333650855]"
3909,Sianowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 339.",pom,1,15320,"[18.093606884033193, 54.38436813030512]"
3913,Sierakowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 339.",pom,1,15212,"[17.898682196747473, 54.3405260608676]"
3914,Rumja,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 340, 500 (Rumia, parafia obsługiwana przez cystersów z Oliwy).",pom,1,15210,"[18.403663828817344, 54.56997346445917]"
3916,Oksywje,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 340 (Oksywie).",pom,1,15191,"[18.55055139898053, 54.542005357838434]"
3894,Biskowice,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 82; Kołbuk 1998, s. 260.",rus,6,3359,"[23.181340472291765, 49.53917210927392]"
3895,Brześciany,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 91; Kołbuk 1998, s. 260.",rus,6,3386,"[23.093225454742594, 49.599436021998315]"
3896,Brzegi,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 90; Kołbuk 1998, s. 260.",rus,6,3385,"[23.298827162057478, 49.58365261641325]"
3920,Lębork,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 339.",lęb,1,14306,"[17.76059553315656, 54.53693734815215]"
3922,Rumno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 379.",rus,1,2947,"[23.779452746988113, 49.596460035900975]"
3925,Rudki,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 379 (wieś); Budzyński II, s. 314.",rus,1,2945,"[23.484551994525475, 49.647384957897884]"
3926,Rzęsna Polska,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 380.",rus,1,2953,"[23.957479073518527, 49.87524420375183]"
3927,Zarudce,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 380.",rus,1,2081,"[23.985483215073657, 49.975381660360824]"
3929,Malczyce,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 380.",rus,1,2866,"[23.748876797138678, 49.85328097014548]"
3930,Janów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 380.",rus,1,3069,"[23.72887383914201, 49.92363777075792]"
3935,Przywidz,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",pom,1,15206,"[18.32558951329753, 54.194311644934544]"
3936,Godziszewo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 342, 499 (parafia obsługiwana przez cystersów z Lądu).",pom,1,15155,"[18.563799902648725, 54.094517531489885]"
3937,Trąbki Wielkie,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 342.",pom,1,15228,"[18.543994838665924, 54.16697994804446]"
3938,Kłodawa,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",pom,1,15165,"[18.591307478149417, 54.19653698671908]"
3940,Bytów,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",byt,1,13103,"[17.489375889348082, 54.17015781395094]"
3941,Ugoszcz,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",byt,1,13104,"[17.526234780784705, 54.121849225681956]"
3942,Sulęczyno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",pom,1,15220,"[17.775998128022934, 54.231814742324445]"
3919,Komarno,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 190 (parafia miejska); Kołbuk 1998, s. 247.",rus,6,3687,"[23.684124364568788, 49.62549617556505]"
3921,Hel,miasto,świątynia główna,Kościół luterański,"Rhesa II, s. 126, 1834 r. (pastorzy od połowy XVI wieku); Klemp, Protestanci, mapa.",pom,2,15512,"[18.806345880335698, 54.599879202660134]"
3951,Brzeźno Szlacheckie,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 181 (Brzeźno).",pom,1,15244,"[17.237961314019003, 54.016016892362074]"
3954,Dąbrówka,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",byt,1,13107,"[17.402453120999667, 54.1638020830373]"
3955,Chotkowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",byt,1,13106,"[17.346338765554037, 54.16157767115175]"
3956,Niezabyszewo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",byt,1,13108,"[17.424085899625652, 54.13647038884517]"
3947,Wistowice,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 384; Kołbuk 1998, s. 263.",rus,6,4333,"[23.465977819114357, 49.6500279915976]"
3948,Dydiatycze,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 131; Kołbuk 1998, s. 262.",rus,6,3524,"[23.348246123450906, 49.7229905993737]"
2715,Wielogłowy,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 238.",kr,1,7791,"[20.69249891564399, 49.67385640036894]"
2716,Nowy Sącz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 239.",kr,1,7966,"[20.681320617689202, 49.62836010715484]"
2717,Krzyszkowice,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 219.",kr,1,8087,"[19.924914155494893, 49.884009097398945]"
2718,Droginia,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 218.",kr,1,7466,"[20.024578958232745, 49.85917816657697]"
2719,Skrzydlna,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 218.",kr,1,7732,"[20.17850951886293, 49.75451876540757]"
2720,Kamionka Mała,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 239.",kr,1,8075,"[20.502894091945965, 49.78071950322801]"
2721,Ujanowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 238.",kr,1,7783,"[20.556448612656602, 49.74633670156325]"
2722,Lipnica Murowana,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 256.",kr,1,7935,"[20.526303809145954, 49.85986507592476]"
2723,Lipnica Murowana,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 256.",kr,1,7938,"[20.528409366734106, 49.85921204756954]"
2724,Raba Wyżna,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 239.",kr,1,7693,"[19.87753862847278, 49.56376053222113]"
2725,Maniowy,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 239.",kr,1,7598,"[20.263632983405117, 49.44818079144232]"
2735,Maków Podhalański,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 230.",kr,1,7596,"[19.676461526876313, 49.732465417760054]"
2736,Grojec,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 224 (Grójec).",kr,1,7493,"[19.235798424869053, 49.980268166207]"
2737,Głębowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 230.",kr,1,7477,"[19.33087902941063, 49.94371653497993]"
2738,Witanowice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 230.",kr,1,7801,"[19.54178309691723, 49.91931089840991]"
2739,Wadowice,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 231.",kr,1,8150,"[19.499265801969575, 49.881000779078974]"
2740,Wysoka,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 231.",kr,1,8161,"[19.602395915761594, 49.90701510215036]"
886,Janówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 108 (Horochowatka, Demetriusz M); Socjografia, s. 128; Pochilewicz, s. 62.",kij,6,23370,"[30.67774482343151, 49.91180946384793]"
887,Zikracze,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 149; Socjografia, s. 129.",kij,6,19876,"[30.886326285902328, 49.95823667672681]"
888,Jary Chreszczate,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 110; Socjografia, s. 153.",kij,6,19151,"[30.380219533625336, 49.52233785579017]"
3972,Pnikut,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Budzyński, Ludność, II, s. 282 (kościół par. znajdował się w części Pnikut Dolny); Litak 1996, s. 403.",rus,1,2914,"[23.135694175804474, 49.709227977583055]"
3989,Stara Sól,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 405.",rus,1,2977,"[22.967673908519487, 49.4885247198539]"
3973,Rajtarowice,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 304; Kołbuk 1998, s. 254.",rus,6,4065,"[23.104883922888746, 49.62806233341905]"
3974,Bruchnal,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 89; Kołbuk 1998, s. 249.",rus,6,3383,"[23.487180954734754, 49.90364750489306]"
4041,Miżyniec,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 404.",rus,1,2881,"[22.90965545001751, 49.67668804691721]"
4052,Kalwaria Pacławska,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 404.",rus,1,2803,"[22.69847657825221, 49.63256742597093]"
