dist,cname,nl,name,id
wol,jzrzny,jezierzany,Jezierzany,9800
wol,klczyny,kulczyny,Kulczyny,12283
wol,klk,kolki,Kołki,5935
wol,klwn,klewan,Klewań,6672
wol,kmn_kszyrsk,kamien_koszyrski,Kamień Koszyrski,13586
wol,knw,kuniow,Kuniów,10689
wol,krp,krupa,Krupa,14323
wol,krpc,krupiec,Krupiec,6708
wol,krslw,krasilow,Krasiłów,826
wol,krzc,korzec,Korzec,3067
wol,krzmnc,krzemieniec,Krzemieniec,14362
wol,ksln,kisielin,Kisielin,3244
wol,kszwk,kaszowka,Kaszówka,9763
wol,kwl,kowel,Kowel,5900
wol,kzmn,kuzmin,Kuźmin,1042
wol,kzn,kozin,Kozin,14363
wol,lbczwk,lobaczowka,Łobaczówka,7355
wol,lbn,labun,Łabuń,10656
wol,lbr,lubar,Lubar,12546
wol,lchwc,lachowce,Lachowce,8417
wol,lck,luck,Łuck,10599
wol,lkcz,lokacze,Łokacze,10905
wol,lksnc_nwy,oleksiniec_nowy,Oleksiniec Nowy,4111
wol,lnwc,lanowce,Łanowce,11799
wol,lsznw,leszniow,Leszniów,3547
wol,lyk,olyka,Ołyka,14320
wol,mchlwk,michalowka,Michałówka,6711
wol,mdzyrzc_krck,miedzyrzec_korecki,Międzyrzec Korecki,3094
wol,mlnc,mielnica,Mielnica,5859
wol,mltyn,milatyn,Milatyn,3102
wol,mrwc,murawica,Murawica,11203
wol,mzcz,mizocz,Mizocz,2935
wol,nnpl,annopol,Annopol,3101
wol,nschjz,niesuchojeze,Niesuchojeże,2154
wol,plnn,polonne,Połonne,6793
wol,pryck,poryck,Poryck,7017
wol,ptycz,ptycza,Ptycza,10589
wol,rchmnw,rachmanow,Rachmanów,14279
wol,rdzwllw,radziwillow,Radziwiłłów,10587
wol,rwn,rowne,Równe,2904
wol,sclg,uscilug,Uściług,6728
wol,sdylkw,sudylkow,Sudyłków,6801
wol,skl,sokul,Sokul,5946
wol,slwt,slawuta,Sławuta,14461
wol,stbychw,stobychwa,Stobychwa,13547
wol,stpn,stepan,Stepań,9840
wol,strg,ostrog,Ostróg,14304
wol,strknstntynw,starokonstantynow,Starokonstantynów,8282
wol,strzc,ostrozec,Ostrożec,6670
wol,swnchy,swiniuchy,Świniuchy,14646
wol,szmsk,szumsk,Szumsk,2870
wol,szptwk,szepetowka,Szepetówka,6802
wol,tczyn,tuczyn,Tuczyn,6675
wol,tflpl,teofilpol,Teofilpol,785
wol,trczyn,torczyn,Torczyn,10908
wol,trgwc,targowica,Targowica,6669
wol,trzysk,turzysk,Turzysk,13588
wol,wlczysk,woloczyska,Wołoczyska,4615
wol,wldzmrz,wlodzimierz,Włodzimierz,14652
wol,wldzmrzc,wlodzimierzec,Włodzimierzec,13627
wol,wrb,werba,Werba,10557
wol,wrkwcz,warkowicze,Warkowicze,14327
wol,wsnwc_stry,wisniowiec_stary,Wiśniowiec Stary,11797
wol,wyszgrdk,wyszogrodek,Wyszogródek,12299
wol,zbrz,zbaraz,Zbaraż,4572
wol,zdztycz,ozdziutycze,Oździutycze,2968
wol,zhwc,ozohowce,Ożohowce,814
wol,zslw,zaslaw,Zasław,10691
wol,zwhl,zwiahel,Zwiahel,10688
