id,index,viv.x,powiat,name,oname,rid,pow,grcode,code,geom,town,viv.y,jg_geom
Maciejów_chl_rus,50211,rus,chelmski,maciejow,Maciejów,2685,che,rus_che,maciejow_rus_che,"[2710536.216898862, 6661118.4549517045]","Lukov, Ukraine",Wołyń,"{'lat': '51.216666666667', 'long': '24.333333333333'}"
modrzejow_krk,50212,lub,urzedowski,modliborzyce,Modliborzyce,2226,urz,lub_urz,modliborzyce_lub_urz,"[2485835.7219519555, 6577982.661266669]","Modliborzyce, Poland",Lublin,"{'lat': '50.75', 'long': '22.333333333333'}"
"",50213,rus,chelmski,opalin,Opalin,2688,che,rus_che,opalin_rus_che,"[2639649.8063748004, 6673104.604714301]","Opalin, Ukraine",Wołyń,"{'lat': '51.283333333333', 'long': '23.7'}"
pila_poz,50214,lub,"",pilaszkowiec,pilaszkowiec,,"",lub_,pilaszkowiec_lub_,,,,
"",50215,rus,chelmski,ratno,Ratno,2693,che,rus_che,ratno_rus_che,"[2730851.4820028394, 6739088.343464375]","Ratne, Ukraine",Wołyń,"{'lat': '51.666666666667', 'long': '24.516666666667'}"
rzejowice,50216,sier,radomszczanski,rejowice,Rzejowice,16609,rad,sier_rad,rejowice_sier_rad,"[2192940.3992587742, 6636819.06178482]",,,
siedliszcze_chl_rus,50217,rus,chelmski,siedliszcze,Siedliszcze,2034,che,rus_che,siedliszcze_rus_che,"[2578573.7203090144, 6655668.861913414]","Siedliszcze, Poland",Lublin,"{'lat': '51.2', 'long': '23.166666666667'}"
sieniawa_prz_rus,50218,rus,przemyski,sieniawa,Sieniawa,2044,prz,rus_prz,sieniawa_rus_prz,"[2517607.8646405414, 6475621.303913995]","Sieniawa, Poland",Lwów,"{'lat': '50.166666666667', 'long': '22.633333333333'}"
skierbieszów_chl_rus,50219,rus,chelmski,skierbieszow,Skierbieszów,2968,che,rus_che,skierbieszow_rus_che,"[2601923.399084451, 6594328.322564049]","Skierbieszów, Poland",Lublin,"{'lat': '50.85', 'long': '23.366666666667'}"
swirz_lwo_rus,50220,rus,lwowski,swierz,Świrz,2059,lwo,rus_lwo,swierz_rus_lwo,"[2719137.4788733036, 6386581.152085448]",,,
szczebrzeszyn_chl_rus,50221,rus,chelmski,szczebreszyn,Szczebrzeszyn,2696,che,rus_che,szczebreszyn_rus_che,"[2557805.9197211065, 6567364.664829613]",,,
tarnogóra_chl_rus,50222,rus,chelmski,tarnogora,Tarnogóra,4234,che,rus_che,tarnogora_rus_che,"[2576988.0837697163, 6601929.84233398]","Tarnogóra, Poland",Lublin,"{'lat': '50.883333333333', 'long': '23.133333333333'}"
turobin_chl_rus,50223,rus,chelmski,turobin,Turobin,2700,che,rus_che,turobin_rus_che,"[2532618.4576401846, 6590154.161135532]","Turobin, Poland",Lublin,"{'lat': '50.833333333333', 'long': '22.733333333333'}"
uchanie_chl_rus,50224,rus,chelmski,uchanie,Uchanie,2701,che,rus_che,uchanie_rus_che,"[2633740.2138871704, 6604138.052386814]","Uchanie, Poland",Lublin,"{'lat': '50.9', 'long': '23.633333333333'}"
Wojsławice_chl_rus,50225,rus,chelmski,wojslawice,Wojsławice,2703,che,rus_che,wojslawice_rus_che,"[2621807.292489793, 6608455.88037138]","Wojsławice, Poland",Lublin,"{'lat': '50.916666666667', 'long': '23.55'}"
krasnystaw_chl_rus,50226,rus,chelmski,suburb_of_krasnostaw,Krasnystaw,1984,che,rus_che,suburb_of_krasnostaw_rus_che,"[2578931.095372184, 6617809.444142439]",,,
bratjan_chl,60101,che,michalowski,bratian,Bratjan,24539,mic,che_mic,bratian_che_mic,"[2181623.333380266, 7066412.927574822]",,,
ciborz_chl,60102,che,michalowski,ciborz_and_lidzbark,Cibórz,24542,mic,che_mic,ciborz_and_lidzbark_che_mic,"[2212026.300953061, 7030517.771026274]",,,
filow_chl,60103,pom,"",fijewo,fijewo,,"",pom_,fijewo_pom_,,,,
ostromecko_chl,60104,che,chelminski,ostromecko,Ostromecko,2122,che,che_che,ostromecko_che_che,"[2028422.2557813362, 7011265.7866247045]",,,
pokrzywno_chl,60105,che,chelminski,pokrzywno,Pokrzywno,24536,che,che_che,pokrzywno_che_che,"[2098518.771358264, 7064782.525741613]",,,
plowez_chl,60106,che,michalowski,plowez,Płowęż,24537,mic,che_mic,plowez_che_mic,"[2139686.834707168, 7063665.652475842]",,,
szembruk_chl,60107,che,chelminski,szembruk,Szembruk,24541,che,che_che,szembruk_che_che,"[2117467.854791483, 7086972.370425137]",,,
torun_chl,60108,che,chelminski,torun,Toruń,24535,che,che_che,torun_che_che,"[2074285.1798876014, 6986411.89857125]","Torun, Ukraine",Subcarpathia,"{'lat': '48.666666666667', 'long': '23.566666666667'}"
wlewsk_chl,60109,che,michalowski,wlewsk,Wlewsk,24540,mic,che_mic,wlewsk_che_mic,"[2200294.5953064607, 7031558.516435402]",,,
czluchow_pom,60110,pom,czluchowski,suburb_of_czluchow,Człuchów,15441,czl,pom_czl,suburb_of_czluchow_pom_czl,"[1933016.2975732111, 7108063.422801838]",,,
hamersztyn_pom,60111,malb,"",suburb_of_hammerstein,suburb_of_hammerstein,,"",malb_,suburb_of_hammerstein_malb_,,,,
koscierzyna_pom,60112,pom,tczewski,suburb_of_koscierzyna,Kościerzyna,15576,tcz,pom_tcz,suburb_of_koscierzyna_pom_tcz,"[2000555.870983686, 7193931.244986007]",,,
tuchola_pom,60113,pom,tucholski,suburb_of_tuchola,Tuchola,24529,tuc,pom_tuc,suburb_of_tuchola_pom_tuc,"[1988428.6423692799, 7092190.49166107]",,,
gdańsk,60114,pom,gdanski,suburb_of_gdansk,Gdańsk,15264,gda,pom_gda,suburb_of_gdansk_pom_gda,"[2073861.7184440978, 7238309.782951484]",,,
brzesc_kujawski_brz,60201,brzkuj,brzeski,brzesc,Brześć Kujawski,2091,brz,brzkuj_brz,brzesc_brzkuj_brz,"[2103894.532548953, 6908001.379458094]",,,
dobrzyn_dbr,60202,in,dobrzynski,dobrzyn,Dobrzyń,2139,dob,in_dob,dobrzyn_in_dob,"[2153150.380260286, 6916670.73160157]","Dobrzyń nad Wisłą, Poland",Warszawa,"{'lat': '52.65', 'long': '19.333333333333'}"
fordon_inw,60203,in,bydgoski,fordon,Fordon,23378,byd,in_byd,fordon_in_byd,"[2022795.385687021, 7012515.350720854]","Fordon, Poland",Poznań,"{'lat': '53.15', 'long': '18.183333333333'}"
inowroclaw_inw,60204,in,inowroclawski,inowroclaw,Inowrocław,23379,ino,in_ino,inowroclaw_in_ino,"[2035552.9395183865, 6945834.601720368]","Inowrocław, Poland",Poznań,"{'lat': '52.8', 'long': '18.266666666667'}"
izbica_brz,60205,kuj,przedecki,izbica,Izbica,2092,prz,kuj_prz,izbica_kuj_prz,"[2089284.496558223, 6875227.014866421]","Izbica Kujawska, Poland",Łódż,"{'lat': '52.416666666667', 'long': '18.783333333333'}"
kikol_dbr,60206,in,lipnowski,kikol,Kikół,23380,lip,in_lip,kikol_in_lip,"[2129572.8597276085, 6965937.597209567]","Kikół, Poland",Warszawa,"{'lat': '52.9', 'long': '19.116666666667'}"
kowal_brz,60207,brzkuj,kowalski,kowal,Kowal,2093,kow,brzkuj_kow,kowal_brzkuj_kow,"[2131090.1907023075, 6896589.279989798]","Kowal, Poland",Warszawa,"{'lat': '52.533333333333', 'long': '19.166666666667'}"
lipno_dbr,60208,in,lipnowski,lipno,Lipno,24477,lip,in_lip,lipno_in_lip,"[2136245.858810014, 6953150.858841645]","Lipno, Poland",Warszawa,"{'lat': '52.833333333333', 'long': '19.2'}"
lubraniec_brz,60209,kuj,"",lubrabiec,lubrabiec,,"",kuj_,lubrabiec_kuj_,,"Lubraniec, Poland",Warszawa,"{'lat': '52.55', 'long': '18.85'}"
lubraniec_brz,60210,brzkuj,brzeski,lubraniec,Lubraniec,2094,brz,brzkuj_brz,lubraniec_brzkuj_brz,"[2095283.6209722746, 6898863.1401074445]","Lubraniec, Poland",Warszawa,"{'lat': '52.55', 'long': '18.85'}"
piotrkow_brz,60211,kuj,radziejowski,piotrkow,Piotrków,2095,rad,kuj_rad,piotrkow_kuj_rad,"[2058910.1099803895, 6899375.805193968]","Piotrków Trybunalski, Poland",Łódż,"{'lat': '51.4', 'long': '19.683333333333'}"
przedecz_brz,60212,brzkuj,przedecki,przedecz,Przedecz,2096,prz,brzkuj_prz,przedecz_brzkuj_prz,"[2105418.160472769, 6859161.853131473]","Przedecz, Poland",Warszawa,"{'lat': '52.333333333333', 'long': '18.9'}"
radziki_dbr,60213,in,rypinski,radziki,Radziki Duże,24478,ryp,in_ryp,radziki_in_ryp,"[2144997.0354062314, 7012358.458691517]",,,
"",60214,brzkuj,kruszwicki,strzelno,Strzelno,13410,kru,brzkuj_kru,strzelno_brzkuj_kru,"[2023736.6187271303, 6914898.584771615]","Strzelno, Poland",Poznań,"{'lat': '52.633333333333', 'long': '18.2'}"
zoledowo_inw,60215,in,bydgoski,zoledowo,Żołędowo_villages,24479,byd,in_byd,zoledowo_in_byd,"[2010517.3413420944, 7023668.660985138]",,,
barcin_kcy_poz,60301,kal,gnieznienski,barcin,Barcin,24469,gni,kal_gni,barcin_kal_gni,"[1999406.0346004525, 6956359.432924399]",,,
borek_pyz_poz,60302,kal,pyzdrski,borek,Borek,2144,pyz,kal_pyz,borek_kal_pyz,"[1920687.9166790764, 6785772.882010285]",,,
chodziez_kcy_poz,60303,kal,kcynski,chodziez,Chodzież,14189,kcy,kal_kcy,chodziez_kal_kcy,"[1881990.2144735742, 6981676.581745204]","Chodzież, Poland",Poznań,"{'lat': '52.983333333333', 'long': '16.916666666667'}"
czerniejow_gni_poz,60304,rus,lwowski,czerniejow,Czerniejów,5561,lwo,rus_lwo,czerniejow_rus_lwo,"[2750519.7894707113, 6250368.86977167]",,,
debrzno_nak_poz,60305,gn,nakielski,debrzno_frydland,Debrzno,2123,nak,gn_nak,debrzno_frydland_gn_nak,"[1919604.2707927355, 7081066.96810277]",,,
dzialyn_gni_poz,60306,gn,gnieznienski,dzialyn,Działyń,23377,gni,gn_gni,dzialyn_gn_gni,"[1948307.14154652, 6907395.046045967]",,,
gniezno_gni_poz,60307,gn,gnieznienski,gniezno,Gniezno,2126,gni,gn_gni,gniezno_gn_gni,"[1957669.0865140704, 6898431.3237711815]","Gniezno, Poland",Poznań,"{'lat': '52.55', 'long': '17.6'}"
golina_kon_poz,60308,kal,koninski,golina,Golina,2146,kon,kal_kon,golina_kal_kon,"[2016715.700289054, 6843678.767199632]","Golina, Poland",Łódż,"{'lat': '52.25', 'long': '18.1'}"
golancz_kcy_poz,60309,gn,kcynski,golancza,Gołańcz,14265,kcy,gn_kcy,golancza_gn_kcy,"[1925761.9480986693, 6970626.227870546]",,,
grodzisko_poz,60310,poz,koscianski,granowo,Granowo,15704,kos,poz_kos,granowo_poz_kos,"[1841035.9969141288, 6839896.752621839]",,,
jarocin_pyz_poz,60311,kal,pyzdrski,jarocin,Jarocin,2149,pyz,kal_pyz,jarocin_kal_pyz,"[1946962.073859054, 6794669.643578178]","Jarocin, Poland",Poznań,"{'lat': '51.966666666667', 'long': '17.516666666667'}"
kalisz_kal_poz,60313,kal,kaliski,kalisz,Kalisz,13852,kal,kal_kal,kalisz_kal_kal,"[2014240.1340187737, 6756008.467432676]","Kalisz, Poland",Łódż,"{'lat': '51.75', 'long': '18.083333333333'}"
karmin_kal_poz,60314,kal,kaliski,karmin,Karmin,24461,kal,kal_kal,karmin_kal_kal,"[1969167.9670247962, 6769782.374424206]",,,
kcynia_kcy_poz,60316,gn,kcynski,kcynia,Kcynia,23310,kcy,gn_kcy,kcynia_gn_kcy,"[1947158.6042648274, 6979529.105143271]",,,
kleczew_kon_poz,60317,kal,koninski,kleczew,Kleczew,2151,kon,kal_kon,kleczew_kal_kon,"[2023554.4022674053, 6866925.828497454]","Kleczew, Poland",Łódż,"{'lat': '52.366666666667', 'long': '18.166666666667'}"
kobylin_pyz_poz,60318,kal,pyzdrski,kobylin,Kobylin,13871,pyz,kal_pyz,kobylin_kal_pyz,"[1916503.9194073603, 6749317.020115243]","Kobylin, Poland",Poznań,"{'lat': '51.716666666667', 'long': '17.233333333333'}"
konin_kon_poz,60319,kal,koninski,konin,Konin,24465,kon,kal_kon,konin_kal_kon,"[2032825.6034045978, 6836247.6236909665]","Konin, Poland",Łódż,"{'lat': '52.216666666667', 'long': '18.266666666667'}"
kozmin_kal_poz,60320,kal,pyzdrski,kozmin,Koźmin,2153,pyz,kal_pyz,kozmin_kal_pyz,"[1944260.8265503536, 6766986.386228076]","Koźmin, Poland",Poznań,"{'lat': '51.816666666667', 'long': '17.45'}"
kolo_kon_poz,60321,kal,koninski,kolo,Koło,13872,kon,kal_kon,kolo_kal_kon,"[2074810.7997923011, 6832754.736733805]","Koło, Poland",Łódż,"{'lat': '52.183333333333', 'long': '18.616666666667'}"
kozminek_kal_poz,60322,kal,kaliski,koωminek,Koźminek,24460,kal,kal_kal,koωminek_kal_kal,"[2041568.577718781, 6763046.104160673]",,,
"",60323,gn,nakielski,krajenka,Krajenka,2127,nak,gn_nak,krajenka_gn_nak,"[1889403.7939980384, 7038507.180467587]","Krajenka, Poland",Preußen,"{'lat': '53.3', 'long': '16.983333333333'}"
krotoszyn_kal_poz,60324,kal,pyzdrski,krotoszyn,Krotoszyn,22842,pyz,kal_pyz,krotoszyn_kal_pyz,"[1941665.0034586922, 6743499.56241791]","Krotoszyn, Poland",Poznań,"{'lat': '51.7', 'long': '17.45'}"
kurnik_pyz_poz,60325,rus,lwowski,kurnik,Kurniki,3764,lwo,rus_lwo,kurnik_rus_lwo,"[2617793.765250588, 6449022.287084962]",,,
ledyczek_nak_poz,60326,pom,nakielski,ledyczek,Lędyczek,24473,nak,pom_nak,ledyczek_pom_nak,"[1888071.3086486002, 7081980.895629968]","Lędyczek, Poland",Preußen,""
margonin_kcy_poz,60327,gn,kcynski,margonin,Margonin,23311,kcy,gn_kcy,margonin_gn_kcy,"[1904497.4517787225, 6975017.82730434]","Margonin, Poland",Poznań,"{'lat': '52.966666666667', 'long': '17.1'}"
miloslaw_pyz_poz,60328,kal,pyzdrski,miloslaw,Miłosław,2159,pyz,kal_pyz,miloslaw_kal_pyz,"[1946322.2212767003, 6837681.026987833]","Miłosław, Poland",Poznań,"{'lat': '52.2', 'long': '17.5'}"
mrocza_nak_poz,60329,in,nakielski,mrocza,Mrocza,2140,nak,in_nak,mrocza_in_nak,"[1961019.1977929184, 7028840.600186066]","Mrocza, Poland",Poznań,"{'lat': '53.25', 'long': '17.616666666667'}"
naklo_nak_poz,60330,kal,nakielski,naklo,Nakło,2130,nak,kal_nak,naklo_kal_nak,"[1957481.2207078733, 7009156.390381426]","Nakło nad Notecią, Poland",Poznań,"{'lat': '53.15', 'long': '17.6'}"
nowe_miasto_pyz_poz,60331,kal,pyzdrski,nowemiasto_on_warta,Nowemiasto,2161,pyz,kal_pyz,nowemiasto_on_warta_kal_pyz,"[1938596.6657109526, 6815199.561213626]",,,
odolanow_kal_poz,60332,kal,kaliski,odolanow,Odolanów,22843,kal,kal_kal,odolanow_kal_kal,"[1970424.2106254867, 6722022.137727652]","Odolanów, Poland",Poznań,"{'lat': '51.566666666667', 'long': '17.7'}"
ostrow_kal_poz,60333,kal,kaliski,ostrow,Ostrów,22844,kal,kal_kal,ostrow_kal_kal,"[1984785.5527160706, 6735830.08937655]","Ostrów Mazowiecka, Poland",Białystok,"{'lat': '52.8', 'long': '21.9'}"
pogorzela_pyz_poz,60334,kal,pyzdrski,pogorzel,Pogorzela,24467,pyz,kal_pyz,pogorzel_kal_pyz,"[1918147.7812268878, 6766768.552048008]",,,
pyzdry_pyz_poz,60335,kal,pyzdrski,pyzdry,Pyzdry,2163,pyz,kal_pyz,pyzdry_kal_pyz,"[1970027.6964480751, 6831637.640816606]","Pyzdry, Poland",Łódż,"{'lat': '52.166666666667', 'long': '17.7'}"
raszkow_kal_poz,60336,kal,kaliski,raszkow,Raszków,24464,kal,kal_kal,raszkow_kal_kal,"[1973492.4066145367, 6749172.010277271]","Raszków, Poland",Poznań,"{'lat': '51.716666666667', 'long': '17.733333333333'}"
russocice_kon_poz,60337,kal,koninski,russocice,Russocice,24466,kon,kal_kon,russocice_kal_kon,"[2058352.2955355437, 6817485.226164434]","Russocice, Poland",Łódż,"{'lat': '52.1', 'long': '18.483333333333'}"
rychwal_kon_poz,60338,kal,koninski,rychwal,Rychwał,22845,kon,kal_kon,rychwal_kal_kon,"[2023554.4022674053, 6812788.382026296]","Rychwał, Poland",Łódż,"{'lat': '52.066666666667', 'long': '18.166666666667'}"
rychwal_kon_poz,60339,kal,koninski,rychwal_and_slaszyce,Rychwał,22845,kon,kal_kon,rychwal_and_slaszyce_kal_kon,"[2023554.4022674053, 6812788.382026296]",,,
sepolno_nak_poz,60340,kal,nakielski,sempelborg,sempelborg,,nak,kal_nak,sempelborg_kal_nak,,,,
skoki_gni_poz,60341,gn,gnieznienski,skoki,Skoki,2132,gni,gn_gni,skoki_gn_gni,"[1911920.63645567, 6920382.566975627]","Skoki, Poland",Poznań,"{'lat': '52.666666666667', 'long': '17.166666666667'}"
stawiszyn_kal_poz,60342,kal,kaliski,stawiszyn,Stawiszyn,24462,kal,kal_kal,stawiszyn_kal_kal,"[2016155.0550753123, 6783975.595144929]","Stawiszyn, Poland",Łódż,"{'lat': '51.916666666667', 'long': '18.116666666667'}"
wilczyn_kon_poz,60343,gn,gnieznienski,wilczyn,Wilczyn,23312,gni,gn_gni,wilczyn_gn_gni,"[2024567.992830388, 6887548.432116624]","Wilczyn, Poland",Łódż,"{'lat': '52.483333333333', 'long': '18.166666666667'}"
wrzesnia_gni_poz,60345,gn,pyzdrski,wrzesnia,Września,2135,pyz,gn_pyz,wrzesnia_gn_pyz,"[1957388.700936707, 6859070.706685553]","Września, Poland",Poznań,"{'lat': '52.316666666667', 'long': '17.583333333333'}"
zaniemysl_pyz_poz,60346,kal,pyzdrski,zaniemysl,Zaniemyśl,24468,pyz,kal_pyz,zaniemysl_kal_pyz,"[1910939.1809662636, 6827407.77077967]","Zaniemyśl, Poland",Poznań,"{'lat': '52.166666666667', 'long': '17.166666666667'}"
zduny_kal_poz,60347,kal,kaliski,zduny,Zduny,24463,kal,kal_kal,zduny_kal_kal,"[1935545.171919161, 6735881.907774557]","Zduny, Poland",Poznań,"{'lat': '51.65', 'long': '17.383333333333'}"
zlotow_nak_poz,60348,che,michalowski,zlotowo,Złotowo,13252,mic,che_mic,zlotowo_che_mic,"[2205662.029375366, 7078950.322364389]","Złotów, Poland",Preußen,"{'lat': '53.35', 'long': '17.05'}"
labiszyn_kcy_poz,60349,in,kcynski,labuszyn,Łabiszyn,23381,kcy,in_kcy,labuszyn_in_kcy,"[1994957.6704835221, 6973519.437506841]",,,
lobzenica_nak_poz,60350,gn,nakielski,lobzenica,Łobżenica,2128,nak,gn_nak,lobzenica_gn_nak,"[1918469.0664893663, 7030405.993936059]","Łobżenica, Poland",Poznań,"{'lat': '53.266666666667', 'long': '17.266666666667'}"
zerkow_pyz_poz,60351,kal,pyzdrski,zerkow,Żerków,2166,pyz,kal_pyz,zerkow_kal_pyz,"[1955895.2763239613, 6811123.883793967]","Żerków, Poland",Poznań,"{'lat': '52.066666666667', 'long': '17.566666666667'}"
zydow_gni_poz,60352,gn,gnieznienski,zydow,Żydowo,24471,gni,gn_gni,zydow_gn_gni,"[1957621.2987715506, 6882707.309687508]",,,
bielawy_lcz,60401,lecz,orlowski,bielawy,Bielawy,24474,orl,lecz_orl,bielawy_lecz_orl,"[2188283.3554355428, 6812736.050675906]","Bielawy, Poland",Warszawa,"{'lat': '52.066666666667', 'long': '19.65'}"
brzeziny_lcz,60402,lecz,brzezinski,bratoszowice_and_brzeziny,Brzeziny,14429,brz,lecz_brz,bratoszowice_and_brzeziny_lecz_brz,"[2198816.975786714, 6764496.236399337]",,,
brzeziny_lcz,60403,lecz,brzezinski,brzeziny,Brzeziny,14429,brz,lecz_brz,brzeziny_lecz_brz,"[2198816.975786714, 6764496.236399337]","Brzeziny, Poland",Łódż,"{'lat': '51.8', 'long': '19.75'}"
brzeziny_lcz,60404,lecz,brzezinski,brzeziny_and_glowno,Brzeziny,14429,brz,lecz_brz,brzeziny_and_glowno_lecz_brz,"[2198816.975786714, 6764496.236399337]",,,
kalow_lcz,60405,lecz,leczycki,kalow,Kałów,24476,lec,lecz_lec,kalow_lecz_lec,"[2119277.860300408, 6770344.569976401]",,,
krosniewice_lcz,60406,lecz,leczycki,krosniewice,Krośniewice,22852,lec,lecz_lec,krosniewice_lecz_lec,"[2133201.0771320905, 6846759.976590057]","Krośniewice, Poland",Warszawa,"{'lat': '52.25', 'long': '19.183333333333'}"
leczyca_lcz,60407,lecz,leczycki,leczyca,Łęczyca,2264,lec,lecz_lec,leczyca_lecz_lec,"[2135677.0361420247, 6811019.281073824]","Łęczyca, Poland",Łódż,"{'lat': '52.066666666667', 'long': '19.216666666667'}"
parzeczew_lcz,60408,lecz,leczycki,parzeczew,Parzęczew,24475,lec,lecz_lec,parzeczew_lecz_lec,"[2138923.3361094003, 6789139.893609408]","Parzęczew, Poland",Łódż,"{'lat': '51.95', 'long': '19.216666666667'}"
piatek_lcz,60409,lecz,leczycki,piatek,Piątek,22853,lec,lecz_lec,piatek_lecz_lec,"[2168242.2132982593, 6812822.325493747]","Piątek, Poland",Łódż,"{'lat': '52.066666666667', 'long': '19.483333333333'}"
sobota_lcz,60410,lecz,orlowski,sobota,Sobota,22854,orl,lecz_orl,sobota_lecz_orl,"[2190630.191498919, 6821839.206875259]","Sobota, Poland",Warszawa,"{'lat': '52.116666666667', 'long': '19.683333333333'}"
strykow_lcz,60411,lecz,brzezinski,strykow,Stryków,22855,brz,lecz_brz,strykow_lecz_brz,"[2182988.5712945336, 6781208.084515142]","Stryków, Poland",Łódż,"{'lat': '51.9', 'long': '19.6'}"
ujazd_lcz,60412,lecz,brzezinski,ujazd,Ujazd,22856,brz,lecz_brz,ujazd_lecz_brz,"[2217357.3308693734, 6727540.772302288]","Ujazd, Poland",Łódż,"{'lat': '51.6', 'long': '19.916666666667'}"
ujazd_lcz,60413,lecz,brzezinski,ujazd_and_inowlodz,Ujazd,22856,brz,lecz_brz,ujazd_and_inowlodz_lecz_brz,"[2217357.3308693734, 6727540.772302288]",,,
"",60501,san,wislicki,boleslaw,Bolesław,8387,wis,san_wis,boleslaw_san_wis,"[2326338.549377003, 6493964.119860108]",,,
boleslaw_wln_srd,60502,sier,wielunski,burzenin,Bolesławiec,2516,wie,sier_wie,burzenin_sier_wie,"[2025801.9774132387, 6654800.153498171]",,,
blaszki_srd,60503,sier,sieradzki,blaszkow,Błaszki,2514,sie,sier_sie,blaszkow_sier_sie,"[2053313.175797805, 6736250.190523571]",,,
ciechanow_cie_maz,60504,maz,ciechanowski,ciechanow,Ciechanów,2612,cie,maz_cie,ciechanow_maz_cie,"[2294647.081806701, 6960243.37345784]","Ciechanów, Poland",Warszawa,"{'lat': '52.883333333333', 'long': '20.616666666667'}"
dobra_srd,60505,sier,sieradzki,dobra,Dobra,2517,sie,sier_sie,dobra_sier_sie,"[2073912.2454064577, 6784744.58595313]",,,
grabow_wln_srd,60506,sier,ostrzeszowski,grabow,Grabów,16690,ost,sier_ost,grabow_sier_ost,"[2018406.5274839338, 6712006.879692457]","Grabów nad Prosną, Poland",Poznań,"{'lat': '51.516666666667', 'long': '18.116666666667'}"
kepno_wln_srd,60507,sier,ostrzeszowski,kepno,Kępno,2519,ost,sier_ost,kepno_sier_ost,"[2002563.8264875452, 6670146.394118431]","Kępno, Poland",Poznań,"{'lat': '51.283333333333', 'long': '17.983333333333'}"
lutomiersk_srd,60508,sier,szadkowski,lutomiersk,Lutomiersk,2521,sza,sier_sza,lutomiersk_sier_sza,"[2139685.4996126005, 6754103.159334837]","Lutomiersk, Poland",Łódż,"{'lat': '51.75', 'long': '19.216666666667'}"
"",60509,maz,makowski,makow,Maków Mazowiecki,2271,mak,maz_mak,makow_maz_mak,"[2348220.3147107335, 6957077.176828051]","Maków Mazowiecki, Poland",Warszawa,"{'lat': '52.866666666667', 'long': '21.1'}"
nasielsk_zak_maz,60510,maz,nowomiejski,nasielsk,Nasielsk,2272,now,maz_now,nasielsk_maz_now,"[2316328.5806397134, 6905025.5600535385]","Nasielsk, Poland",Warszawa,"{'lat': '52.583333333333', 'long': '20.8'}"
rozan_roz_maz,60512,maz,rozanski,rozan,Rożan,2275,roz,maz_roz,rozan_maz_roz,"[2382216.1103714807, 6961584.065559131]","Różan, Poland",Warszawa,"{'lat': '52.883333333333', 'long': '21.416666666667'}"
"",60513,sier,piotrkowski,tuszyn,Tuszyn,16772,pio,sier_pio,tuszyn_sier_pio,"[2175517.5488656624, 6728254.698340114]","Tuszyn, Poland",Łódż,"{'lat': '51.6', 'long': '19.55'}"
warta_srd,60514,sier,sieradzki,warta,Warta,2524,sie,sier_sie,warta_sier_sie,"[2074717.9967039726, 6748502.602453682]","Warta, Poland",Łódż,"{'lat': '51.7', 'long': '18.633333333333'}"
"",60515,sier,sieradzki,widawa,Widawa,16786,sie,sier_sie,widawa_sier_sie,"[2107742.68846339, 6698428.4331876]","Widawa, Poland",Łódż,"{'lat': '51.433333333333', 'long': '18.95'}"
wielun_wsc,60516,sier,wielunski,wieruszow,Wieruszów,16791,wie,sier_wie,wieruszow_sier_wie,"[2022244.3452253093, 6672782.224302016]",,,
wyszogrod_wys_maz,60517,maz,wyszogrodzki,wyszogrod,Wyszogród,2285,wys,maz_wys,wyszogrod_maz_wys,"[2248561.3726038737, 6871065.473074088]","Wyszogród, Poland",Warszawa,"{'lat': '52.383333333333', 'long': '20.2'}"
"",60518,sier,sieradzki,zloczew,Złoczew,22794,sie,sier_sie,zloczew_sier_sie,"[2072977.0890465702, 6695346.712560314]","Złoczew, Poland",Łódż,"{'lat': '51.416666666667', 'long': '18.616666666667'}"
lask_srd,60519,sier,szadkowski,lask,Łask,2522,sza,sier_sza,lask_sier_sza,"[2130444.6000965266, 6727003.978097971]","Łask, Poland",Łódż,"{'lat': '51.583333333333', 'long': '19.133333333333'}"
biezun_plc,60601,pl,sierpecki,biezun,Bieżuń,2636,sie,pl_sie,biezun_pl_sie,"[2213964.101922494, 6974173.946073086]","Bieżuń, Poland",Warszawa,"{'lat': '52.966666666667', 'long': '19.916666666667'}"
drobin_plc,60602,pl,bielski,drobin,Drobin,2289,bie,pl_bie,drobin_pl_bie,"[2225378.736724442, 6932968.067833004]","Drobin, Poland",Warszawa,"{'lat': '52.75', 'long': '19.983333333333'}"
kuczbork_plc,60603,pl,szrenski,kuczbork,Kuczbork,2641,szr,pl_szr,kuczbork_pl_szr,"[2231845.4102358795, 6997740.239448612]","Kuczbork, Poland",Warszawa,"{'lat': '53.083333333333', 'long': '20.05'}"
mlawa_plc,60604,pl,mlawski,mlawa,Mława,2643,mla,pl_mla,mlawa_pl_mla,"[2270461.158297901, 7003908.125373589]","Mława, Poland",Warszawa,"{'lat': '53.116666666667', 'long': '20.383333333333'}"
plock_plc,60605,pl,plocki,plock,Płock,2290,plo,pl_plo,plock_pl_plo,"[2191534.25355031, 6899321.586239456]","Płock, Poland",Warszawa,"{'lat': '52.55', 'long': '19.7'}"
plonsk_plc,60606,pl,plonski,plonsk,Płońsk,2645,plo,pl_plo,plonsk_pl_plo,"[2269411.5638303785, 6912020.482486676]","Płońsk, Poland",Warszawa,"{'lat': '52.633333333333', 'long': '20.383333333333'}"
radzanow_plc,60607,pl,raciaski,radzanow,Radzanów,2648,rac,pl_rac,radzanow_pl_rac,"[2235339.8546883645, 6971363.341074006]","Radzanów, Poland",Warszawa,"{'lat': '52.933333333333', 'long': '20.1'}"
