id,index,viv.x,powiat,name,oname,rid,pow,grcode,code,geom,town,viv.y,jg_geom
sierpc_plc,60608,pl,sierpecki,sierpc,Sierpc,2652,sie,pl_sie,sierpc_pl_sie,"[2190432.080423665, 6954729.925057448]","Sierpc, Poland",Warszawa,"{'lat': '52.883333333333', 'long': '19.666666666667'}"
szreńsk,60609,pl,szrenski,szrensk,Szreńsk,2654,szr,pl_szr,szrensk_pl_szr,"[2240383.230890999, 6985734.418594572]","Szreńsk, Poland",Warszawa,"{'lat': '53.016666666667', 'long': '20.116666666667'}"
babimost_poz,60701,poz,koscianski,babimost,Babimost,2372,kos,poz_kos,babimost_poz_kos,"[1761980.4314374167, 6831056.076504606]","Babimost, Poland",Preußen,"{'lat': '52.166666666667', 'long': '15.816666666667'}"
"",60702,poz,koscianski,bojanow,Bojanowo,16117,kos,poz_kos,bojanow_poz_kos,"[1864263.1971811242, 6746797.215550308]",,,
brojec_poz,60703,poz,"",broice,broice,,"",poz_,broice_poz_,,,,
czarnkow_poz,60704,poz,poznanski,charnkow,Czarnków,13836,poz,poz_poz,charnkow_poz_poz,"[1843557.965129021, 6963500.211335969]",,,
czempin_poz,60705,poz,koscianski,czempin,Czempiń,2373,kos,poz_kos,czempin_poz_kos,"[1866681.2553740419, 6826798.020197526]","Czempiń, Poland",Poznań,"{'lat': '52.15', 'long': '16.766666666667'}"
czlopa_poz,60706,poz,poznanski,czlop,Człopa,2375,poz,poz_poz,czlop_poz_poz,"[1795259.4931510354, 7001753.20593018]",,,
"",60707,poz,walecki,frydlandek,Mirosławiec,2376,wal,poz_wal,frydlandek_poz_wal,"[1793176.9730759396, 7047550.441998687]",,,
murowana_goslina_poz,60708,poz,poznanski,goslina,goslina,,poz,poz_poz,goslina_poz_poz,,"Golina, Poland",Łódż,"{'lat': '52.25', 'long': '18.1'}"
grodzisko_poz,60709,poz,koscianski,grodzisko,Grodzisk,15875,kos,poz_kos,grodzisko_poz_kos,"[1822339.3479684563, 6839820.449624224]",,,
"",60710,poz,"",heinrichdorf,heinrichdorf,,"",poz_,heinrichdorf_poz_,,,,
"",60711,poz,"",heinrichsdorf,heinrichsdorf,,"",poz_,heinrichsdorf_poz_,,,,
jutrosin_poz,60712,kal,pyzdrski,jutrosin,Jutrosin,15590,pyz,kal_pyz,jutrosin_kal_pyz,"[1910917.124174808, 6735733.182696998]",,,
kargowa_poz,60713,poz,koscianski,kargowa,Kargowa,2381,kos,poz_kos,kargowa_poz_kos,"[1766558.9084090572, 6813490.568478147]","Kargowa, Poland",Preußen,"{'lat': '52.066666666667', 'long': '15.85'}"
leszno_poz,60714,poz,wschowski,leszno,Leszno,2382,wsc,poz_wsc,leszno_poz_wsc,"[1845716.1359913182, 6769800.201865672]",,,
lwowek_poz,60715,poz,poznanski,lwowek,Lwówek,2384,poz,poz_poz,lwowek_poz_poz,"[1800864.8182267933, 6881931.749113658]","Lwówek, Poland",Poznań,"{'lat': '52.45', 'long': '16.183333333333'}"
miedzychod_poz,60716,poz,poznanski,miedzychod,Międzychód,2385,poz,poz_poz,miedzychod_poz_poz,"[1770986.850064078, 6911849.655914741]","Międzychód, Poland",Poznań,""
miedzyrzec_poz,60717,poz,poznanski,miedzyrzecz,Międzyrzecz,2387,poz,poz_poz,miedzyrzecz_poz_poz,"[1736702.866992216, 6879808.156875157]",,,
"",60718,poz,poznanski,mosina,Mosina,15927,poz,poz_poz,mosina_poz_poz,"[1876332.1519609385, 6845384.839063381]",,,
oborniki_poz,60719,poz,poznanski,oborniki,Oborniki,2390,poz,poz_poz,oborniki_poz_poz,"[1874392.957231263, 6918145.034178778]","Oborniki, Poland",Poznań,"{'lat': '52.65', 'long': '16.816666666667'}"
obrzycko_poz,60720,poz,poznanski,obrzysko,Obrzycko,2391,poz,poz_poz,obrzysko_poz_poz,"[1839094.072128296, 6927339.7031920105]",,,
osieczna_poz,60721,poz,koscianski,osieczna,Osieczna,2392,kos,poz_kos,osieczna_poz_kos,"[1855844.7919054336, 6783035.479296342]",,,
pila_poz,60722,poz,nakielski,pila,Piła,2395,nak,poz_nak,pila_poz_nak,"[1864058.765530308, 7011131.92269586]","Piła, Poland",Preußen,"{'lat': '53.15', 'long': '16.75'}"
pniewy_poz,60723,poz,poznanski,pniewy,Pniewy,2396,poz,poz_poz,pniewy_poz_poz,"[1810999.3577272873, 6892329.596810682]","Pniewy, Poland",Poznań,"{'lat': '52.516666666667', 'long': '16.266666666667'}"
"",60724,poz,koscianski,rakoniewice,Rakoniewice,15775,kos,poz_kos,rakoniewice_poz_kos,"[1813409.3430830757, 6825876.074536804]",,,
rawicz_poz,60725,poz,koscianski,rawicz,Rawicz,2398,kos,poz_kos,rawicz_poz_kos,"[1875621.6220589224, 6728534.278400493]","Rawicz, Poland",Poznań,"{'lat': '51.616666666667', 'long': '16.866666666667'}"
restarzew_poz,60726,poz,"",restarzew,restarzew,,"",poz_,restarzew_poz_,,,,
rogozno_poz,60727,poz,poznanski,rogozno,Rogoźno,2399,poz,poz_poz,rogozno_poz_poz,"[1893436.2614398396, 6935929.666330973]","Rogoźno, Poland",Poznań,"{'lat': '52.75', 'long': '17.016666666667'}"
samowa_poz,60728,poz,"",samowa,samowa,,"",poz_,samowa_poz_,,,,
sierakow_poz,60729,poz,poznanski,sierakow,Sieraków,2408,poz,poz_poz,sierakow_poz_poz,"[1788758.3841908597, 6918840.297618328]","Sieraków, Poland",Poznań,"{'lat': '52.65', 'long': '16.1'}"
skwierzyna_poz,60730,poz,poznanski,skwirzyna,Skwierzyna,2409,poz,poz_poz,skwirzyna_poz_poz,"[1727092.0160343566, 6908262.369182847]",,,
steszew_wsc,60731,poz,poznanski,steszew,Stęszew,15994,poz,poz_poz,steszew_poz_poz,"[1858858.8077425654, 6849431.154324315]",,,
szamotuly_wsc,60732,poz,poznanski,szamotuly,Szamotuły,2404,poz,poz_poz,szamotuly_poz_poz,"[1845561.3894217536, 6911840.26435699]","Szamotuły, Poland",Poznań,"{'lat': '52.616666666667', 'long': '16.583333333333'}"
szliszkowce_wsc,60733,poz,wschowski,szlichtyczkow,Szlichtyngowa,2413,wsc,poz_wsc,szlichtyczkow_poz_wsc,"[1807791.4397265713, 6747904.839999737]",,,
srem_wsc,60734,poz,koscianski,szrem,Śrem,2414,kos,poz_kos,szrem_poz_kos,"[1894855.0322814935, 6814567.935986076]",,,
trzcianka_wsc,60735,poz,poznanski,trzcianka,Trzcianka,2420,poz,poz_poz,trzcianka_poz_poz,"[1833280.0101822454, 6988894.17256835]","Trzcianka, Poland",Preußen,"{'lat': '53.033333333333', 'long': '16.45'}"
trzciel_wsc,60736,poz,poznanski,trzciel,Trzciel,2421,poz,poz_poz,trzciel_poz_poz,"[1766232.8187683183, 6865833.7146366155]","Trzciel, Poland",Preußen,"{'lat': '52.366666666667', 'long': '15.866666666667'}"
tuczno_wsc,60737,poz,walecki,tuczno,Tuczno,2423,wal,poz_wal,tuczno_poz_wal,"[1799788.5902444152, 7020675.69677516]","Tuczno, Poland",Preußen,"{'lat': '53.183333333333', 'long': '16.15'}"
walcz_wsc,60738,poz,walecki,walcz,Wałcz,2424,wal,poz_wal,walcz_poz_wal,"[1833019.6952729712, 7033644.2141693635]","Wałcz, Poland",Preußen,"{'lat': '53.266666666667', 'long': '16.466666666667'}"
wielun_wsc,60739,poz,poznanski,wielen,Wieleń,2525,poz,poz_poz,wielen_poz_poz,"[1799847.8703054234, 6962609.352321697]","Wieleń, Poland",Poznań,"{'lat': '52.9', 'long': '16.183333333333'}"
wolsztyn_wsc,60740,poz,koscianski,wolsztyn,Wolsztyn,2425,kos,poz_kos,wolsztyn_poz_kos,"[1794830.3182115627, 6820506.451988873]","Wolsztyn, Poland",Poznań,"{'lat': '52.116666666667', 'long': '16.133333333333'}"
wronki_wsc,60741,poz,poznanski,wronki,Wronki,2427,poz,poz_poz,wronki_poz_poz,"[1825102.9399688602, 6929578.10759453]","Wronki, Poland",Poznań,"{'lat': '52.716666666667', 'long': '16.4'}"
wschowa_wsc,60742,poz,wschowski,wschowa,Wschowa,2428,wsc,poz_wsc,wschowa_poz_wsc,"[1815709.9108514541, 6766024.038659836]","Wschowa, Poland",Preußen,"{'lat': '51.8', 'long': '16.316666666667'}"
zbaszyn_wsc,60743,poz,koscianski,zbaszyn,Zbąszyń,2430,kos,poz_kos,zbaszyn_poz_kos,"[1770810.7835666132, 6846993.103440766]","Zbąszyń, Poland",Poznań,"{'lat': '52.25', 'long': '15.933333333333'}"
"",60744,poz,"",lagowice,lagowice,,"",poz_,lagowice_poz_,,,,
gabin_gos_raw,60801,raw,gabinski,gabin,Gąbin,2433,gab,raw_gab,gabin_raw_gab,"[2198154.786199215, 6873067.553999442]","Gąbin, Poland",Warszawa,"{'lat': '52.4', 'long': '19.733333333333'}"
gostynin_gos_raw,60802,raw,gostyninski,gostynin,Gostynin,2435,gos,raw_gos,gostynin_raw_gos,"[2167378.674410487, 6876516.651356711]","Gostynin, Poland",Warszawa,"{'lat': '52.433333333333', 'long': '19.483333333333'}"
"",60804,raw,rawski,gluchow,Głuchów,16362,raw,raw_raw,gluchow_raw_raw,"[2235339.29175819, 6760276.428778606]","Hlukhiv, Ukraine",Ukraine SSR,"{'lat': '51.683333333333', 'long': '33.916666666667'}"
glowno_raw_raw,60805,raw,rawski,glowno,Głowno,2434,raw,raw_raw,glowno_raw_raw,"[2196277.7368381144, 6792225.131306212]","Głowno, Poland",Łódż,"{'lat': '51.966666666667', 'long': '19.733333333333'}"
ilow_soc_raw,60806,raw,gabinski,ilowo,Iłów,23366,gab,raw_gab,ilowo_raw_gab,"[2230991.2225162596, 6860914.487648364]",,,
kutno_gos_raw,60807,raw,gostyninski,jakubek_in_kutno,Kutno,2436,gos,raw_gos,jakubek_in_kutno_raw_gos,"[2155744.78176055, 6842612.483279029]",,,
kutno_gos_raw,60808,raw,gostyninski,kutno,Kutno,2436,gos,raw_gos,kutno_raw_gos,"[2155744.78176055, 6842612.483279029]","Kutno, Poland",Warszawa,"{'lat': '52.233333333333', 'long': '19.366666666667'}"
mszczonow_soc_raw,60809,raw,mszczonowski,mszczonow,Mszczonów,23368,msz,raw_msz,mszczonow_raw_msz,"[2283567.451024684, 6794017.471316005]","Mszczonów, Poland",Warszawa,"{'lat': '51.983333333333', 'long': '20.516666666667'}"
rawa_raw_raw,60810,raw,rawski,rawa,Rawa Mazowiecka,2438,raw,raw_raw,rawa_raw_raw,"[2254386.540682675, 6757459.121699484]",,,
sochaczew_soc_raw,60811,raw,sochaczewski,sochaczew,Sochaczew,23369,soc,raw_soc,sochaczew_raw_soc,"[2255144.502582393, 6841765.016655403]","Sochaczew, Poland",Warszawa,"{'lat': '52.233333333333', 'long': '20.25'}"
zychlin_gos_raw,60812,lecz,orlowski,zychlin,Żychlin,2439,orl,lecz_orl,zychlin_lecz_orl,"[2183763.9690127647, 6844348.812115269]","Żychlin, Poland",Warszawa,"{'lat': '52.25', 'long': '19.616666666667'}"
bedzin_krk,70101,kr,ksiestwo siewierskie,bedzin,Będzin,2558,ksi,kr_ksi,bedzin_kr_ksi,"[2129347.2242802447, 6502995.98490046]",,,
biala_osw_krk,70102,kr,slaski,biala,Biała,8244,sla,kr_sla,biala_kr_sla,"[2121357.740990721, 6415381.102949428]","Bielsko Biała, Poland",Kraków,"{'lat': '49.816666666667', 'long': '19.033333333333'}"
bobowa_bie_krk,70103,kr,biecki,bobow,Bobowa,2560,bie,kr_bie,bobow_kr_bie,"[2331377.7799756513, 6395814.604870316]",,,
"",70104,kr,szczyrzycki,brzesko,Brzesko,7428,szc,kr_szc,brzesko_kr_szc,"[2294071.6734901, 6440815.610792608]","Brzesko, Poland",Kraków,"{'lat': '49.966666666667', 'long': '20.616666666667'}"
chrzanow_krk,70105,kr,proszowicki,chrzanow,Chrzanów,2561,pro,kr_pro,chrzanow_kr_pro,"[2160412.4441625895, 6471049.822459312]",,,
czestochowa_lel_krk,70106,kr,lelowski,czestochowa,Częstochowa,7458,lel,kr_lel,czestochowa_kr_lel,"[2129359.636799039, 6588057.842280935]","Częstochowa, Poland",Kielce,"{'lat': '50.8', 'long': '19.116666666667'}"
dukla_bie_krk,70107,kr,biecki,dukla,Dukla,2563,bie,kr_bie,dukla_kr_bie,"[2414077.340931622, 6369429.480514573]","Dukla, Poland",Lwów,"{'lat': '49.566666666667', 'long': '21.683333333333'}"
dzialoszyce_krk,70108,kr,proszowicki,dzialoszyce,Działoszyce,2564,pro,kr_pro,dzialoszyce_kr_pro,"[2265559.4954117024, 6509611.875857584]","Działoszyce, Poland",Kielce,"{'lat': '50.366666666667', 'long': '20.35'}"
"",70109,kr,biecki,gorlice,Gorlice,7868,bie,kr_bie,gorlice_kr_bie,"[2355440.965841384, 6387202.4940827135]","Gorlice, Poland",Kraków,"{'lat': '49.666666666667', 'long': '21.166666666667'}"
"",70110,kr,biecki,grybow,Grybów,7496,bie,kr_bie,grybow_kr_bie,"[2331708.4103126787, 6381689.857664971]","Grybów, Poland",Kraków,"{'lat': '49.633333333333', 'long': '20.95'}"
janow_lel_krk,70111,kr,lelowski,janow,Janów,2566,lel,kr_lel,janow_kr_lel,"[2163668.571430064, 6572639.079768409]","Ivanava, Belarus",Polesie,"{'lat': '52.133333333333', 'long': '25.55'}"
"",70112,kr,biecki,jaslo,Jasło,7511,bie,kr_bie,jaslo_kr_bie,"[2390764.515673876, 6402680.9355306]","Jasło, Poland",Kraków,"{'lat': '49.75', 'long': '21.466666666667'}"
"",70113,kr,proszowicki,koscielec,Kościelec,7539,pro,kr_pro,koscielec_kr_pro,"[2270697.6875911783, 6480481.578329206]",,,
kromlow_lel_krk,70114,kr,lelowski,kromolow,Kromołów,7924,lel,kr_lel,kromolow_kr_lel,"[2170104.5082524996, 6532074.322528777]","Kromołów, Poland",Kielce,"{'lat': '50.483333333333', 'long': '19.516666666667'}"
"",70115,kr,"",ksiaz,ksiaz,,"",kr_,ksiaz_kr_,,,,
"",70116,kr,"",kuznice,kuznice,,"",kr_,kuznice_kr_,,"Kuźnica, Poland",Białystok,"{'lat': '53.516666666667', 'long': '23.65'}"
lelow_lel_krk,70117,kr,lelowski,lelow,Lelów,2576,lel,kr_lel,lelow_kr_lel,"[2184518.1115755117, 6565293.894655707]","Lelów, Poland",Kielce,"{'lat': '50.683333333333', 'long': '19.616666666667'}"
"",70118,kr,szczyrzycki,makow_podhalanski,Maków Podhalański,7596,szc,kr_szc,makow_podhalanski_kr_szc,"[2190373.6777853095, 6400071.833952673]",,,
sacz_sac_krk,70120,kr,sadecki,nowy_sacz,Nowy Sącz,2579,sad,kr_sad,nowy_sacz_kr_sad,"[2303250.0737073235, 6382056.942103947]",,,
"",70121,kr,sadecki,nowy_targ,Nowy Targ,7638,sad,kr_sad,nowy_targ_kr_sad,"[2229704.3596521374, 6357274.90148206]",,,
oksa,70122,san,checinski,oksza,Oksa,8862,che,san_che,oksza_san_che,"[2238948.53882635, 6572711.103414554]",,,
olkusz_krk,70123,kr,proszowicki,olkusz,Olkusz,2582,pro,kr_pro,olkusz_kr_pro,"[2177523.5984666483, 6494894.55145998]","Olkusz, Poland",Kielce,"{'lat': '50.283333333333', 'long': '19.566666666667'}"
olsztyn_lel_krk,70124,kr,lelowski,olsztyn,Olsztyn,7643,lel,kr_lel,olsztyn_kr_lel,"[2145277.832962987, 6577513.272413052]",,,
oswiecim_osw_krk,70125,kr,slaski,oswiecim,Oświęcim,2584,sla,kr_sla,oswiecim_kr_sla,"[2139558.5848693103, 6453017.685755832]","Oświęcim, Poland",Kraków,"{'lat': '50.033333333333', 'long': '19.233333333333'}"
pilica_lel_krk,70126,kr,lelowski,pilca,Pilica,2586,lel,kr_lel,pilca_kr_lel,"[2188447.6060257195, 6527732.043071885]",,,
proszowice_ksi_krk,70127,kr,proszowicki,proszowice,Proszowice_villages,7992,pro,kr_pro,proszowice_kr_pro,"[2258306.0366626284, 6479154.813462019]",,,
szczekociny_lel_krk,70128,kr,lelowski,szczekociny,Szczekociny,2589,lel,kr_lel,szczekociny_kr_lel,"[2206095.7508292026, 6555540.909298662]","Szczekociny, Poland",Kielce,"{'lat': '50.633333333333', 'long': '19.833333333333'}"
wisnicz_czs_krk,70129,kr,szczyrzycki,wisnicz,Wiśnicz Nowy,2592,szc,kr_szc,wisnicz_kr_szc,"[2277730.565739148, 6431409.223479604]",,,
wodzislaw_ksi_krk,70130,kr,ksiaski,wodzislaw,Wodzisław,2595,ksi,kr_ksi,wodzislaw_kr_ksi,"[2247430.5425578356, 6537105.899328875]","Wodzisław Śląski, Poland",Sląsk,"{'lat': '50', 'long': '18.466666666667'}"
wolbrom_ksi_krk,70131,kr,ksiaski,wolbrom,Wolbrom,2599,ksi,kr_ksi,wolbrom_kr_ksi,"[2199396.8131582015, 6513417.361712832]","Wolbrom, Poland",Kielce,"{'lat': '50.366666666667', 'long': '19.766666666667'}"
zator_zat_krk,70132,kr,slaski,zator,Zator_villages,2600,sla,kr_sla,zator_kr_sla,"[2163676.9489053376, 6445636.350264212]",,,
zarki_lel_krk,70133,kr,lelowski,zarki,Żarki,2602,lel,kr_lel,zarki_kr_lel,"[2155661.7029198613, 6555530.588460496]","Żarki, Poland",Kielce,"{'lat': '50.633333333333', 'long': '19.383333333333'}"
zarnowiec_ksi_krk,70134,kr,ksiaski,zarnowiec,Żarnowiec,2605,ksi,kr_ksi,zarnowiec_kr_ksi,"[2211311.8052060613, 6530920.210713933]","Żarnowiec, Poland",Kielce,"{'lat': '50.483333333333', 'long': '19.866666666667'}"
zmigrod_bie_krk,70135,kr,biecki,zmigrod,Żmigród Nowy,2607,bie,kr_bie,zmigrod_kr_bie,"[2396210.9757480924, 6378343.672320738]",,,
"",70136,kr,slaski,zywiec,Żywiec,8240,sla,kr_sla,zywiec_kr_sla,"[2137530.302480523, 6392495.936021604]","Żywiec, Poland",Kraków,"{'lat': '49.683333333333', 'long': '19.216666666667'}"
bukowsko_san_rus,70201,maz,"",bukowsko,Bukowsko,1937,"",maz_,bukowsko_maz_,"[2456098.95615211, 6355707.638467924]","Bukowsko, Poland",Lwów,"{'lat': '49.483333333333', 'long': '22.066666666667'}"
dzialoszyn_wln_srd,70202,maz,wielunski,dzialoszyn,Działoszyn,2518,wie,maz_wie,dzialoszyn_maz_wie,"[2099679.843919825, 6641371.369751782]","Działoszyn, Poland",Łódż,"{'lat': '51.116666666667', 'long': '18.866666666667'}"
Jaćmierz_san_rus,70203,rus,sanocki,jacmierz,Jaćmierz,2789,san,rus_san,jacmierz_rus_san,"[2450903.9559140904, 6380758.15271163]",,,
kaminsku_srd,70204,maz,radomszczanski,kaminsk,Kamieńsk,24585,rad,maz_rad,kaminsk_maz_rad,"[2170322.007822242, 6657766.650063696]",,,
koniecpol_srd,70205,sier,radomszczanski,koniecpol,Koniecpol,2520,rad,sier_rad,koniecpol_sier_rad,"[2190161.6592438803, 6580906.84945237]","Koniecpol, Poland",Łódż,"{'lat': '50.783333333333', 'long': '19.683333333333'}"
Nowotaniec_san_rus,70206,rus,sanocki,nowotaniec,Nowotaniec,2899,san,rus_san,nowotaniec_rus_san,"[2452096.251027704, 6361600.171736689]",,,
"",70207,sier,wielunski,praszka,Praszka_villages,16594,wie,sier_wie,praszka_sier_wie,"[2054967.2193152297, 6630648.663088082]",,,
rymanow_san_rus,70208,maz,sanocki,rymanow,Rymanów,22841,san,maz_san,rymanow_maz_san,"[2433189.8566827453, 6373483.225062]","Rymanów, Poland",Lwów,"{'lat': '49.583333333333', 'long': '21.866666666667'}"
warsaw_war_maz,70210,maz,warszawski,warsaw,Warszawa,23080,war,maz_war,warsaw_maz_war,"[2338788.960089877, 6845166.0336247105]",,,
baranow_san_snd,70301,san,sandomierski,baranow,Baranów,2440,san,san_san,baranow_san_san,"[2397988.560907783, 6533393.0616849745]","Baranów, Poland",Lublin,"{'lat': '51.566666666667', 'long': '22.15'}"
bogoria,70302,san,sandomierski,bogoria,Bogoria,2441,san,san_san,bogoria_san_san,"[2366774.2198941214, 6560004.509083134]","Bogoria, Poland",Kielce,"{'lat': '50.666666666667', 'long': '21.266666666667'}"
checiny_opo_snd,70303,san,checinski,checiny,Chęciny,2470,che,san_che,checiny_san_che,"[2277007.6219303147, 6585021.251805472]","Chęciny, Poland",Kielce,"{'lat': '50.733333333333', 'long': '20.45'}"
chmielnik_wis_snd,70304,san,wislicki,chmielnik,Chmielnik,2442,wis,san_wis,chmielnik_san_wis,"[2310081.619185382, 6553598.580361382]","Chmielnik, Poland",Kielce,"{'lat': '50.633333333333', 'long': '20.75'}"
dabrowa_pil_snd,70305,san,pilznenski,dabrow,Dąbrowa,2446,pil,san_pil,dabrow_san_pil,"[2336400.6321029114, 6476767.133076983]",,,
drzewica_opo_snd,70306,san,opoczynski,drzewica,Drzewica,2477,opo,san_opo,drzewica_san_opo,"[2281444.4720579186, 6701983.845062877]","Drzewica, Poland",Kielce,"{'lat': '51.45', 'long': '20.483333333333'}"
dzikow_san_snd,70307,san,sandomierski,dzikow,Dzików,2467,san,san_san,dzikow_san_san,"[2412690.7196391597, 6546221.583804803]",,,
Gielniów_opo_snd,70308,san,opoczynski,gielniow,Gielniów,8443,opo,san_opo,gielniow_san_opo,"[2279706.087224693, 6691734.142076655]","Gielniów, Poland",Kielce,"{'lat': '51.4', 'long': '20.483333333333'}"
Gowarczów_opo_snd,70309,san,opoczynski,gowarczow,Gowarczów,8454,opo,san_opo,gowarczow_san_opo,"[2276009.6354352892, 6670652.669123012]","Gowarczów, Poland",Kielce,"{'lat': '51.283333333333', 'long': '20.433333333333'}"
Iwaniska_san_snd,70310,san,sandomierski,iwaniska,Iwaniska,2451,san,san_san,iwaniska_san_san,"[2368475.648274659, 6574069.861405168]","Iwaniska, Poland",Kielce,"{'lat': '50.733333333333', 'long': '21.283333333333'}"
Janików_san_snd,70311,san,sandomierski,janikow,Janików,8471,san,san_san,janikow_san_san,"[2416097.802429593, 6596646.266059642]",,,
klimontow_san_snd,70312,san,sandomierski,klimontow,Klimontów,2455,san,san_san,klimontow_san_san,"[2388014.1410206333, 6560660.77490075]","Klimontów, Poland",Kielce,"{'lat': '50.666666666667', 'long': '21.45'}"
kolbuszowa_pil_snd,70313,san,pilznenski,kolbuszowa,Kolbuszowa,2456,pil,san_pil,kolbuszowa_san_pil,"[2424109.6448850413, 6488516.86561293]","Kolbuszowa, Poland",Lwów,"{'lat': '50.25', 'long': '21.766666666667'}"
Końskie_opo_snd,70314,san,opoczynski,konskie,Końskie,8504,opo,san_opo,konskie_san_opo,"[2273037.978016253, 6654301.470603845]","Końskie, Poland",Kielce,"{'lat': '51.2', 'long': '20.416666666667'}"
kurow_wis_snd,70315,san,wislicki,kurozweki,Kurozwęki,2462,wis,san_wis,kurozweki_san_wis,"[2349120.6456069266, 6549127.93912267]","Kurozwęki, Poland",Kielce,"{'lat': '50.583333333333', 'long': '21.1'}"
staszow_san_snd,70316,san,sandomierski,malopolski_staszow,Staszów_villages,2494,san,san_san,malopolski_staszow_san_san,"[2356092.7577458797, 6544532.7586622825]",,,
mielec_san_snd,70317,san,sandomierski,mielec,Mielec,2457,san,san_san,mielec_san_san,"[2384567.144567644, 6496197.799309985]","Mielec, Poland",Kraków,"{'lat': '50.283333333333', 'long': '21.416666666667'}"
nowe_miasto_korczyn_wis_snd,70318,san,wislicki,nowemiasto,Nowy Korczyn,2460,wis,san_wis,nowemiasto_san_wis,"[2316922.2091957103, 6498231.371861689]",,,
olesnica_wis_snd,70319,san,wislicki,olesnica,Oleśnica,2472,wis,san_wis,olesnica_san_wis,"[2344766.4874301795, 6524550.7560418]",,,
opatow_san_snd,70320,san,sandomierski,opatow,Opatów,2443,san,san_san,opatow_san_san,"[2384759.0805047103, 6586024.700395668]","Opatów, Poland",Kielce,"{'lat': '50.8', 'long': '21.433333333333'}"
opoczno_opo_snd,70321,san,opoczynski,opoczno,Opoczno,2482,opo,san_opo,opoczno_san_opo,"[2259975.6311846618, 6688749.999270634]","Opoczno, Poland",Kielce,"{'lat': '51.366666666667', 'long': '20.283333333333'}"
ostrowiec_san_snd,70322,san,sandomierski,ostrowiec,Ostrowiec,2474,san,san_san,ostrowiec_san_san,"[2380638.500706274, 6610565.864505167]","Astravyets, Belarus",Wilno,"{'lat': '54.616666666667', 'long': '25.966666666667'}"
ozarow_san_snd,70323,san,sandomierski,ozarow,Ożarów,2475,san,san_san,ozarow_san_san,"[2411946.093917334, 6601547.204319941]","Ożarów, Poland",Kielce,"{'lat': '50.883333333333', 'long': '21.666666666667'}"
pacanow_wis_snd,70324,san,wislicki,pacanow,Pacanów,2476,wis,san_wis,pacanow_san_wis,"[2342070.412699421, 6515945.297979145]","Pacanów, Poland",Kielce,"{'lat': '50.4', 'long': '21.05'}"
Pierzchnica_wis_snd,70325,san,wislicki,pierzchnica,Pierzchnica,8875,wis,san_wis,pierzchnica_san_wis,"[2308842.1240233975, 6569156.424163554]","Pierzchnica, Poland",Kielce,"{'lat': '50.7', 'long': '20.75'}"
pinczow_wis_snd,70326,san,wislicki,pinczow,Pińczów,2480,wis,san_wis,pinczow_san_wis,"[2284989.712509942, 6536633.700679987]","Pińczów, Poland",Kielce,"{'lat': '50.533333333333', 'long': '20.533333333333'}"
polaniec_san_snd,70327,san,sandomierski,polaniec,Połaniec,2484,san,san_san,polaniec_san_san,"[2369106.4449441386, 6521410.749714307]","Połaniec, Poland",Kielce,"{'lat': '50.433333333333', 'long': '21.283333333333'}"
przysucha_rad_snd,70328,san,radomski,prysucha,Przysucha,2495,rad,san_rad,prysucha_san_rad,"[2297536.0312383645, 6684219.432042863]",,,
przeclaw_pil_snd,70329,san,pilznenski,przeclaw,Przecław,2464,pil,san_pil,przeclaw_san_pil,"[2391056.690487624, 6479912.205110647]","Przecław, Poland",Kraków,"{'lat': '50.2', 'long': '21.466666666667'}"
przedborz_opo_snd,70330,san,checinski,przedborz,Przedbórz,2452,che,san_che,przedborz_san_che,"[2214175.307856773, 6636730.450540903]","Przedbórz, Poland",Kielce,"{'lat': '51.083333333333', 'long': '19.883333333333'}"
rakow_wis_snd,70331,san,sandomierski,rakow,Raków,2491,san,san_san,rakow_san_san,"[2342451.7242661845, 6563737.232488568]","Raków, Poland",Kielce,"{'lat': '50.683333333333', 'long': '21.05'}"
rudnik_snd_snd,70332,san,sandomierski,rudnik,Rudnik,2489,san,san_san,rudnik_san_san,"[2476916.15166794, 6523382.920853755]","Rudnik nad Sanem, Poland",Lwów,"{'lat': '50.433333333333', 'long': '22.25'}"
zochow_pil_snd,70333,san,pilznenski,rzochow,Rzochów,22481,pil,san_pil,rzochow_san_pil,"[2392348.6609822693, 6488098.333055838]","Rzochów, Poland",Kraków,"{'lat': '50.25', 'long': '21.483333333333'}"
sandomierz_san_snd,70334,san,sandomierski,sandomierz,Sandomierz,22485,san,san_san,sandomierz_san_san,"[2421005.7000202676, 6564922.951951313]","Sandomierz, Poland",Kielce,"{'lat': '50.683333333333', 'long': '21.75'}"
secemin_opo_snd,70335,san,checinski,secemin,Secemin,2463,che,san_che,secemin_san_che,"[2208314.1154923206, 6579861.289266148]","Secemin, Poland",Kielce,"{'lat': '50.766666666667', 'long': '19.833333333333'}"
sienno_rad_snd,70336,san,radomski,sienno,Sienno,2493,rad,san_rad,sienno_san_rad,"[2390140.1331082107, 6636355.056420302]","Sienno, Poland",Kielce,"{'lat': '51.083333333333', 'long': '21.466666666667'}"
sobkow_opo_snd,70337,san,checinski,sobkow,Sobków,2512,che,san_che,sobkow_san_che,"[2276552.8469435754, 6568282.760787871]","Sobków, Poland",Kielce,"{'lat': '50.7', 'long': '20.466666666667'}"
