"","id","name","type","relig_type","dist","lp_w","lp_o","cdnts","nl"
"349",4053,"Chyrów","miasto","świątynia główna","rus",4,1940,"[22.851216013477654, 49.53567508207317]","chyrow"
"350",4065,"Hussaków","miasto","świątynia główna","rus",4,1964,"[22.988021263685937, 49.715981638709536]","hussakow"
"351",4067,"Kańczuga","miasto","świątynia główna","rus",4,1976,"[22.400591156738017, 49.97978186588375]","kanczuga"
"352",4093,"Lesko","miasto","świątynia główna","rus",4,1994,"[22.33280663296665, 49.47568335365753]","lesko"
"353",4111,"Oleksiniec Nowy","miasto","świątynia główna","woł",4,22639,"[25.504567406398337, 49.83790463907968]","oleksiniec_nowy"
"354",4115,"Podkamień","miasto","świątynia główna","rus",4,22373,"[25.31892468832683, 49.94288893241037]","podkamien"
"355",4131,"Wojniłów","miasto","świątynia główna","rus",4,2702,"[24.489840482932152, 49.117692719180184]","wojnilow"
"356",4184,"Rożniatów","miasto","świątynia główna","rus",4,22377,"[24.15177507894782, 48.93693736218029]","rozniatow"
"357",4206,"Stare Gronowo","wieś","świątynia główna","gn",4,24472,"[17.386592181265144, 53.53385585446131]","stare_gronowo"
"358",4207,"Barcin","miasto","świątynia główna","gn",4,24469,"[17.960970000423913, 52.8557468123214]","barcin"
"359",4212,"Bolechów","miasto","świątynia główna","rus",4,1944,"[23.85856979582394, 49.05356796302465]","bolechow"
"360",4219,"Jezupol","miasto","świątynia główna","rus",4,2666,"[24.781554177517876, 49.03088335354096]","jezupol"
"361",4315,"Żurawno","miasto","świątynia główna","rus",4,22385,"[24.285568015844717, 49.25365992266563]","zurawno"
"362",4348,"Wybranówka","miasto","świątynia główna","rus",4,5582,"[24.205638257784926, 49.560057625937304]","wybranowka"
"363",4356,"Gołogóry","miasto","świątynia główna","rus",4,1955,"[24.70418133677822, 49.746093608538956]","gologory"
"364",4379,"Olesko","miasto","świątynia główna","rus",4,22371,"[24.874859168108912, 49.96498729904414]","olesko"
"365",4389,"Jaryczów Nowy","miasto","świątynia główna","rus",4,1972,"[24.294239793263444, 49.91004751752405]","jaryczow_nowy"
"366",4391,"Busk","miasto","świątynia główna","beł",4,6392,"[24.631497251732583, 49.95891578716669]","busk"
"367",5055,"Jazłowiec","miasto","świątynia główna","pod",4,2340,"[25.437964439788004, 48.95838390470385]","jazlowiec"
"368",4463,"Satanów","miasto","świątynia główna","pod",4,2356,"[26.25703558291667, 49.256210001541035]","satanow"
"369",4464,"Tarnoruda","miasto","świątynia główna","rus",4,2365,"[26.240156824683652, 49.40528962688251]","tarnoruda"
"370",4466,"Gródek","miasto","świątynia główna","pod",4,2336,"[26.561528390829267, 49.16254050224171]","grodek"
"371",4514,"Zborów","miasto","świątynia główna","rus",4,22381,"[25.133446706266056, 49.662595197674705]","zborow"
"372",4560,"Mikulińce","miasto","świątynia główna","rus",4,2002,"[25.62119203664372, 49.38666420180692]","mikulince"
"373",4562,"Trembowla","miasto","świątynia główna","rus",4,2699,"[25.70257495970793, 49.29409586927244]","trembowla"
"374",4572,"Zbaraż","miasto","świątynia główna","woł",4,2670,"[25.779244227549157, 49.676254075474674]","zbaraz"
"375",4574,"Tarnopol","miasto","świątynia główna","rus",4,2064,"[25.591205693108577, 49.55927473463453]","tarnopol"
"376",4615,"Wołoczyska","miasto","świątynia główna","woł",4,22512,"[26.17422616694074, 49.52465866060811]","woloczyska"
"377",4672,"Taraszcza","miasto","świątynia główna","kij",4,2208,"[30.499103012595413, 49.53882259765976]","taraszcza"
"378",4692,"Sokołówka","miasto","świątynia główna","brac",4,23283,"[30.14476431263904, 49.018045227601874]","sokolowka"
"379",4694,"Zwinogródka","miasto","świątynia główna","kij",4,2213,"[30.976733495439703, 49.06351824901583]","zwinogrodka"
"380",4701,"Borowica","miasto","świątynia główna","kij",4,24400,"[32.548956684738755, 49.23124149901281]","borowica"
"381",4754,"Białołówka","miasto","świątynia główna","kij",4,2171,"[29.03146487160535, 49.67576859446365]","bialolowka"
"382",4793,"Derażnia","miasto","świątynia główna","pod",4,9795,"[27.40956268824334, 49.28415031821174]","deraznia"
"383",4865,"Janów","miasto","świątynia główna","brac",4,23215,"[28.340412598861462, 49.48573087614511]","janow"
"384",4869,"Siedliszcze","miasto","świątynia główna","brac",4,23282,"[28.738332145782806, 49.00394262341331]","siedliszcze"
"385",6711,"Michałówka","miasto","świątynia główna","woł",4,22633,"[25.363731930850633, 50.15280392397534]","michalowka"
"386",4937,"Wronki","miasto","świątynia główna","poz",4,2427,"[16.395178660655006, 52.71023520396375]","wronki"
"387",4941,"Ottynia","miasto","świątynia główna","rus",4,22372,"[24.86569014025173, 48.732332049714614]","ottynia"
"388",5000,"Zabłotów","miasto","świątynia główna","rus",4,6226,"[25.280028827997228, 48.460905463813276]","zablotow"
"389",5016,"Kołomyja","miasto","świątynia główna","rus",4,22367,"[25.04127770778615, 48.5351097772064]","kolomyja"
"390",5089,"Murowana Goślina","miasto","świątynia główna","poz",4,2388,"[17.02131343746504, 52.57357938330517]","murowana_goslina"
"391",5146,"Lipowiec","miasto","świątynia główna","brac",4,23266,"[29.06024984411647, 49.21797102400808]","lipowiec"
"392",5282,"Czeczelnik","miasto","świątynia główna","brac",4,18678,"[29.347955634535595, 48.21516297907283]","czeczelnik"
"393",5285,"Humań","miasto","świątynia główna","brac",4,23200,"[30.20971034046363, 48.74947872587268]","human"
"394",5623,"Człopa","miasto","świątynia główna","poz",4,2375,"[16.127090416582405, 53.10127573685821]","czlopa"
"395",5322,"Jedwabne","miasto","świątynia pomocnicza","maz",4,2267,"[22.316653213923132, 53.281851269022354]","jedwabne"
"396",5324,"Radziłów","miasto","świątynia pomocnicza","maz",4,22966,"[22.41625360890606, 53.40184692875425]","radzilow"
"397",5332,"Uszyca Nowa","miasto","świątynia główna","pod",4,22949,"[27.278167328588097, 48.83003645262659]","uszyca_nowa"
"398",5351,"Kalus","miasto","świątynia główna","pod",4,2342,"[27.338728842260423, 48.622618729049464]","kalus"
"399",5352,"Wierzbowiec","miasto","świątynia główna","pod",4,22962,"[27.429911344728794, 48.71681717089564]","wierzbowiec"
"400",5383,"Kasperowce","miasto","świątynia główna","pod",4,10195,"[25.85981024785076, 48.66210629471095]","kasperowce"
"401",5384,"Borszczów","miasto","świątynia główna","pod",4,2330,"[26.04461549926208, 48.79713357717344]","borszczow"
"402",5385,"Kudryńce","miasto","świątynia główna","pod",4,2347,"[26.279137380463965, 48.613309307130976]","kudrynce"
"403",5401,"Biała Rawska","miasto","świątynia główna","raw",4,2432,"[20.477392266023344, 51.802149965872275]","biala_rawska"
"404",5402,"Gąbin","miasto","świątynia główna","raw",4,2433,"[19.746360413032335, 52.401596596139825]","gabin"
"405",5489,"Morachwa","miasto","świątynia główna","brac",4,23272,"[28.22197428249723, 48.7793142144327]","morachwa"
"406",6728,"Uściług","miasto","świątynia główna","woł",4,22657,"[24.158400628053926, 50.86404703298041]","uscilug"
"407",5528,"Kolińcz","wieś","świątynia główna","pom",4,15581,"[18.577783970797896, 53.954574751766756]","kolincz"
"408",5536,"Człuchów","miasto","świątynia główna","pom",4,15441,"[17.364580845621447, 53.67084670585069]","czluchow"
"409",5537,"Mrocza","miasto","świątynia główna","in",4,2140,"[17.616135178291813, 53.247123813063354]","mrocza"
"410",5538,"Wyrzysk","wieś","świątynia główna","gn",4,2136,"[17.269859678241687, 53.14739856520305]","wyrzysk"
"411",5539,"Szarogród","miasto","świątynia główna","pod",4,22959,"[28.09166495851366, 48.73896286255257]","szarogrod"
"412",5592,"Bielawy","miasto","świątynia główna","łęcz",4,24474,"[19.657683841720996, 52.06968960552058]","bielawy"
"413",5593,"Ujazd","miasto","świątynia główna","łęcz",4,22856,"[19.91885980674425, 51.596762469870214]","ujazd"
"414",5624,"Trzcianka","miasto","świątynia główna","poz",4,2420,"[16.46863453217503, 53.03186453109146]","trzcianka"
"415",5732,"Pokrzywno","wieś","świątynia główna","che",4,24536,"[18.85131486322848, 53.43988309657908]","pokrzywno"
"416",5779,"Kurów","miasto","świątynia główna","lub",4,2237,"[22.195427945354822, 51.39631201258942]","kurow"
"417",5793,"Żelechów","miasto","świątynia główna","san",4,2511,"[21.900813237552086, 51.80578490410625]","zelechow"
"418",5827,"Biskupice","miasto","świątynia główna","lub",4,2221,"[22.957381943109738, 51.1479508145149]","biskupice"
"419",5829,"Łęczna","miasto","świątynia główna","lub",4,2242,"[22.89437313047938, 51.29524042749057]","leczna"
"420",5834,"Piaski","miasto","świątynia główna","lub",4,2250,"[22.856406282396563, 51.13789691583406]","piaski"
"421",10823,"Krasnystaw","miasto","świątynia główna","rus",4,1984,"[23.166932196639323, 50.9802982116592]","krasnystaw"
"422",5844,"Opole","miasto","świątynia główna","lub",4,2246,"[21.97979405708685, 51.15337633348611]","opole"
"423",5851,"Kock","miasto","świątynia główna","lub",4,2234,"[22.452837189990532, 51.630317555242755]","kock"
"424",5859,"Mielnica","miasto","świątynia główna","woł",4,22634,"[25.08971710334356, 51.1474013674258]","mielnica"
"425",5876,"Świerże","miasto","świątynia główna","rus",4,2698,"[23.73098585735761, 51.223261445090145]","swierze"
"426",5879,"Opalin","miasto","świątynia główna","rus",4,2688,"[23.712377657896184, 51.291977634108264]","opalin"
"427",6255,"Orla","miasto","świątynia główna","podl",4,2314,"[23.32569318280622, 52.71406500099977]","orla"
"428",5888,"Luboml","miasto","świątynia główna","rus",4,2684,"[24.029642430424815, 51.22939094794998]","luboml"
"429",5900,"Kowel","miasto","świątynia główna","woł",4,11469,"[24.71150086031878, 51.20757459971139]","kowel"
"430",5922,"Owrucz","miasto","świątynia główna","kij",4,2199,"[28.80429520969568, 51.323463132177835]","owrucz"
"431",5923,"Olewsk","miasto","świątynia główna","kij",4,23411,"[27.64499688937582, 51.207022234322324]","olewsk"
"432",5935,"Kołki","miasto","świątynia główna","woł",4,22619,"[25.67710765720932, 51.09805189124967]","kolki"
"433",5946,"Sokul","miasto","świątynia główna","woł",4,22649,"[25.317000717448195, 51.040734422793264]","sokul"
"434",5971,"Rawicz","miasto","świątynia główna","poz",4,2398,"[16.848995703205787, 51.60230615705814]","rawicz"
"435",5972,"Piaski","miasto","świątynia główna","poz",4,2411,"[17.093680829855373, 51.881731245638946]","piaski"
"436",5978,"Borek","miasto","świątynia główna","kal",4,2144,"[17.253833115764962, 51.92055153953572]","borek"
"437",6011,"Jutrosin","miasto","świątynia główna","kal",4,15590,"[17.166060593319514, 51.64245527119897]","jutrosin"
"438",6015,"Odolanów","miasto","świątynia główna","kal",4,22843,"[17.70062184604018, 51.565956594854185]","odolanow"
"439",6017,"Jarocin","miasto","świątynia główna","kal",4,2149,"[17.489857885486288, 51.96981602528348]","jarocin"
"440",6066,"Brzeziny","miasto","świątynia główna","łęcz",4,14429,"[19.75230896330669, 51.802515770503646]","brzeziny"
"441",6088,"Bolesławiec","miasto","świątynia główna","sier",4,2516,"[18.19808878909862, 51.18903479369021]","boleslawiec"
"442",6093,"Działoszyn","miasto","świątynia główna","sier",4,2518,"[18.861744955508698, 51.113365787782925]","dzialoszyn"
"443",6184,"Bieżuń","miasto","świątynia główna","pł",4,2636,"[19.88837791248926, 52.95226950428821]","biezun"
"444",6185,"Radzanów","miasto","świątynia główna","pł",4,2648,"[20.080399566680683, 52.93705535425926]","radzanow"
"445",6186,"Płock","miasto","świątynia główna","pł",4,2290,"[19.686887156357102, 52.54525591677918]","plock"
"446",6187,"Sobota","miasto","świątynia główna","łęcz",4,22854,"[19.67876582877153, 52.11992864338407]","sobota"
"447",6229,"Stoczek","wieś","świątynia główna","maz",4,2279,"[21.902582828113168, 52.54508571019255]","stoczek"
"448",6230,"Rożan","wieś","świątynia pomocnicza","maz",4,2275,"[21.39981142022458, 52.88407723150607]","rozan"
"449",6238,"Węgrów","miasto","świątynia główna","podl",4,2325,"[22.022806017217817, 52.3963946953898]","wegrow"
"450",6341,"Kowal","miasto","świątynia główna","brzkuj",4,2093,"[19.143908901450686, 52.53032688241041]","kowal"
"451",6377,"Łabiszyn","miasto","świątynia główna","in",4,23381,"[17.921009665668237, 52.94872704693586]","labiszyn"
"452",6378,"Inowrocław","miasto","świątynia główna","in",4,23379,"[18.285683172037864, 52.79862002981287]","inowroclaw"
"453",7356,"Jaryszów","miasto","świątynia główna","pod",4,10101,"[27.63148842678254, 48.51603923179306]","jaryszow"
"454",6379,"Śrem","miasto","świątynia główna","poz",4,2414,"[17.02177236689255, 52.07980406994278]","srem"
"455",6380,"Lubraniec","miasto","świątynia główna","brzkuj",4,2094,"[18.822253012846886, 52.54275136967874]","lubraniec"
"456",6382,"Koło","miasto","świątynia główna","kal",4,13872,"[18.638342531096725, 52.18009534209506]","kolo"
"457",6384,"Zaniemyśl","miasto","świątynia główna","kal",4,24468,"[17.16625873284835, 52.15063287882299]","zaniemysl"
"458",6394,"Mieścisko","miasto","świątynia główna","gn",4,2129,"[17.32819045419734, 52.735280453734674]","miescisko"
"459",6395,"Żerków","miasto","świątynia główna","kal",4,2166,"[17.57010620858989, 52.06078638577901]","zerkow"
"460",6480,"Gostynin","miasto","świątynia główna","raw",4,2435,"[19.469893896976487, 52.420496459225205]","gostynin"
"461",6561,"Ksawerów","miasto","świątynia główna","kij",4,2192,"[29.158178270843905, 50.9552763712407]","ksawerow"
"462",6666,"Berezno","miasto","świątynia główna","woł",4,2240,"[26.742838239215416, 50.991117561989995]","berezno"
"463",6669,"Targowica","miasto","świątynia główna","woł",4,22654,"[25.402944908315533, 50.55619103137417]","targowica"
"464",6670,"Ostrożec","miasto","świątynia główna","woł",4,22641,"[25.550309808034967, 50.66298182434133]","ostrozec"
"465",6672,"Klewań","miasto","świątynia główna","woł",4,22500,"[25.977857757531922, 50.7383398545835]","klewan"
"466",6675,"Tuczyn","miasto","świątynia główna","woł",4,2557,"[26.578069302554184, 50.690384743938864]","tuczyn"
"467",6708,"Krupiec","miasto","świątynia główna","woł",4,22624,"[25.31313454013815, 50.1572367497069]","krupiec"
"468",7135,"Secemin","miasto","świątynia główna","san",4,2463,"[19.83762322083634, 50.76517922557217]","secemin"
"469",6709,"Brody","miasto","świątynia główna","rus",4,2658,"[25.13983847840933, 50.09034138472657]","brody"
"470",6765,"Kodnia","miasto","świątynia główna","kij",4,2187,"[28.716399326348153, 50.07002530438302]","kodnia"
"471",6775,"Lewków","miasto","świątynia główna","kij",4,2195,"[28.825613756211453, 50.234234298867136]","lewkow"
"472",6793,"Połonne","miasto","świątynia główna","woł",4,22514,"[27.51959693647126, 50.117494889949796]","polonne"
"473",6802,"Szepetówka","miasto","świątynia główna","woł",4,22651,"[27.046732761456838, 50.1770148655051]","szepetowka"
"474",6883,"Grabowiec","miasto","świątynia główna","beł",4,4600,"[23.554773766431822, 50.82921121950869]","grabowiec"
"475",6893,"Józefów","miasto","świątynia główna","rus",4,2679,"[23.048735894128413, 50.48456180250548]","jozefow"
"476",6899,"Oleszyce","miasto","świątynia główna","beł",4,2088,"[23.02395111859414, 50.160151443410655]","oleszyce"
"477",6906,"Magierów","miasto","świątynia główna","beł",4,6375,"[23.710248354711098, 50.10727163274305]","magierow"
"478",6934,"Jarosław","miasto","świątynia główna","rus",4,1971,"[22.695970065233837, 50.02699940116332]","jaroslaw"
"479",6938,"Przeworsk","miasto","świątynia główna","rus",4,2022,"[22.495735258181014, 50.06232452226135]","przeworsk"
"480",7343,"Złoczów","miasto","świątynia główna","rus",4,22382,"[24.887906224541894, 49.813962697359386]","zloczow"
"481",6950,"Rzeszów","miasto","świątynia pomocnicza","rus",4,2031,"[21.992768304408344, 50.0333357013252]","rzeszow"
"482",6952,"Rzeszów","miasto","świątynia główna","rus",4,2032,"[22.022128246767693, 50.03815418062459]","rzeszow"
"483",7003,"Kamionka Strumiłowa","miasto","świątynia główna","rus",4,2680,"[24.340769784261113, 50.10987251701789]","kamionka_strumilowa"
"484",7017,"Poryck","miasto","świątynia główna","woł",4,22645,"[24.453119389214123, 50.6219553864874]","poryck"
"485",7024,"Horochów","miasto","świątynia główna","woł",4,22610,"[24.759784698346095, 50.501018212133886]","horochow"
"486",7064,"Wielkie Oczy","miasto","świątynia główna","beł",4,2089,"[23.15934644769777, 50.01349457362966]","wielkie_oczy"
"487",7070,"Niemirów","miasto","świątynia główna","beł",4,6380,"[23.429460130455652, 50.110115569588174]","niemirow"
"488",7081,"Krystynopol","miasto","świątynia główna","beł",4,6373,"[24.228076778587138, 50.39029986402744]","krystynopol"
"489",7082,"Waręż","miasto","świątynia główna","beł",4,6394,"[24.086229364308338, 50.51247330759634]","warez"
"490",7132,"Włoszczowa","miasto","świątynia główna","san",4,2468,"[19.969871304674257, 50.85129547038389]","wloszczowa"
"491",7163,"Brahin","miasto","świątynia główna","kij",4,2173,"[30.263234701524823, 51.78480283443116]","brahin"
"492",7166,"Narodycze","miasto","świątynia główna","kij",4,23409,"[29.07864797184442, 51.200271455522966]","narodycze"
"493",7370,"Mszczonów","miasto","świątynia główna","raw",4,23368,"[20.513635435733306, 51.966206556748716]","mszczonow"
"494",7251,"Wólka Brzezińska","wieś","świątynia główna","maz",4,2284,"[21.58187732054688, 52.89408330334203]","wolka_brzezinska"
"495",7371,"Mława","miasto","świątynia główna","pł",4,2643,"[20.395899604987164, 53.11289673924864]","mlawa"
"496",7279,"Lublin","miasto","świątynia pomocnicza","lub",4,22463,"[22.570947619838137, 51.247815093064276]","lublin"
"497",7280,"Lublin","miasto","świątynia pomocnicza","lub",4,9035,"[22.570239217580422, 51.24849891235431]","lublin"
"498",7281,"Lublin","miasto","świątynia pomocnicza","lub",4,22465,"[22.57239817590937, 51.252110424148725]","lublin"
"499",7350,"Komargród","miasto","świątynia główna","brac",4,23264,"[28.6132998510123, 48.53295886601097]","komargrod"
"500",7355,"Łobaczówka","miasto","świątynia główna","woł",4,22629,"[24.985266815742705, 50.41876235045072]","lobaczowka"
"501",8015,"Zduny","miasto","świątynia główna","kal",4,24463,"[17.38729811038729, 51.64328435347983]","zduny"
"502",7365,"Lędyczek","miasto","świątynia główna","pom",4,24473,"[16.96083314066584, 53.53181121974734]","ledyczek"
"503",7366,"Zarzecze","wieś","świątynia główna","pom",4,24523,"[17.768648435825583, 53.74910847875225]","zarzecze"
"504",7367,"Grabowo","wieś","świątynia główna","pom",4,24527,"[18.14643244849526, 54.16139460875672]","grabowo"
"505",7368,"Krokowa","wieś","świątynia główna","pom",4,24534,"[18.163487735548756, 54.772395812093635]","krokowa"
"506",7369,"Nowe Miasto","miasto","świątynia główna","raw",4,2437,"[20.590163386808797, 51.61093390546898]","nowe_miasto"
"507",9282,"Zbrzyż","miasto","świątynia główna","pod",4,2370,"[26.211341975795392, 48.91344420733367]","zbrzyz"
"508",7372,"Sokołówka","miasto","świątynia główna","rus",4,2042,"[24.84543820740738, 50.032386328706366]","sokolowka"
"509",7896,"Ustrzyki Dolne","miasto","świątynia główna","rus",4,2075,"[22.598964284452506, 49.436167096026]","ustrzyki_dolne"
"510",8796,"Obrzycko","miasto","świątynia główna","poz",4,2391,"[16.520863139264577, 52.6980511891108]","obrzycko"
"511",7693,"Stary Sambor","miasto","świątynia główna","rus",4,2052,"[23.008781895995753, 49.43203626353119]","stary_sambor"
"512",7694,"Stary Sambor","miasto","świątynia pomocnicza","rus",4,2053,"[23.006579021074117, 49.42534027322847]","stary_sambor"
"513",7719,"Szczerzec","miasto","świątynia główna","rus",4,2697,"[23.84803431739101, 49.650065217234385]","szczerzec"
"514",7741,"Kościerzyna","miasto","świątynia główna","pom",4,15576,"[17.971299156396867, 54.12534646152545]","koscierzyna"
"515",7814,"Laszki Murowane","miasto","świątynia główna","rus",4,1993,"[22.924198900965507, 49.51538824768198]","laszki_murowane"
"516",7930,"Kałusz","miasto","świątynia główna","rus",4,3211,"[24.37485903634206, 49.013918303560615]","kalusz"
"517",7955,"Budzanów","miasto","świątynia główna","rus",4,6220,"[25.719821568529937, 49.16117080421412]","budzanow"
"518",7958,"Buczacz","miasto","świątynia główna","rus",4,2660,"[25.37485176355716, 49.056924954993576]","buczacz"
"519",8001,"Kuty","miasto","świątynia główna","rus",4,1988,"[25.1850848140146, 48.2546357167127]","kuty"
"520",8031,"Halicz","miasto","świątynia główna","rus",4,22363,"[24.757840026872998, 49.10701175742258]","halicz"
"521",8037,"Bałta","miasto","świątynia główna","brac",4,18206,"[29.63029081858656, 47.930456042711626]","balta"
"522",8067,"Martynów Nowy","miasto","świątynia główna","rus",4,2001,"[24.563676638168147, 49.21887891477769]","martynow_nowy"
"523",8137,"Bukaczowce","miasto","świątynia główna","rus",4,22360,"[24.5070718554403, 49.24854038992095]","bukaczowce"
"524",8138,"Knihynicze","miasto","świątynia główna","rus",4,1977,"[24.46205655836235, 49.38211366021767]","knihynicze"
"525",8139,"Brzozdowce","miasto","świątynia główna","rus",4,2021,"[24.16695628231423, 49.46169912722769]","brzozdowce"
"526",8141,"Żurów","miasto","świątynia główna","rus",4,22386,"[24.47063090053439, 49.30252819230827]","zurow"
"527",8143,"Rozdół","miasto","świątynia główna","rus",4,2027,"[24.057633420294565, 49.464026187729644]","rozdol"
"528",8152,"Sokołów","miasto","świątynia główna","rus",4,2039,"[24.0290522791214, 49.16523162538829]","sokolow"
"529",8189,"Strzeliska Nowe","miasto","świątynia główna","rus",4,2055,"[24.402848127743027, 49.5139818294366]","strzeliska_nowe"
"530",8190,"Świrz","miasto","świątynia główna","rus",4,2059,"[24.426427568941108, 49.6540708677]","swirz"
"531",8215,"Biały Kamień","miasto","świątynia główna","rus",4,1931,"[24.82744045718931, 49.90067581036044]","bialy_kamien"
"532",8260,"Husiatyn","miasto","świątynia główna","pod",4,9468,"[26.189868144244144, 49.07050319598312]","husiatyn"
"533",8282,"Starokonstantynów","miasto","świątynia główna","woł",4,22620,"[27.19740900265964, 49.75549703299191]","starokonstantynow"
"534",8303,"Felsztyn","miasto","świątynia główna","pod",4,2335,"[26.700609363741535, 49.32657206588539]","felsztyn"
"535",8309,"Kuźmin","miasto","świątynia główna","pod",4,2349,"[26.53047147546465, 49.25796905294732]","kuzmin"
"536",8390,"Touste","miasto","świątynia główna","rus",4,22379,"[26.102808888489278, 49.27471190203801]","touste"
"537",8391,"Grzymałów","miasto","świątynia główna","rus",4,2664,"[26.023855305821485, 49.33444616804644]","grzymalow"
"538",8397,"Strusów","miasto","świątynia główna","rus",4,2050,"[25.6224067068419, 49.34947863164314]","strusow"
"539",8417,"Lachowce","miasto","świątynia główna","woł",4,22627,"[26.402207817717454, 49.992738714921245]","lachowce"
"540",8601,"Bużyn","miasto","świątynia główna","kij",4,24399,"[32.679431194394056, 49.20750888798466]","buzyn"
"541",8617,"Ułanów","miasto","świątynia główna","pod",4,22961,"[28.12751585924292, 49.68607464415567]","ulanow"
"542",8628,"Michałpol","miasto","świątynia główna","pod",4,22951,"[27.13948433175409, 49.243677380691224]","michalpol"
"543",8630,"Międzyboż","miasto","świątynia główna","pod",4,9473,"[27.389568276503894, 49.43878899925534]","miedzyboz"
"544",8685,"Berdyczów","miasto","świątynia główna","kij",4,2168,"[28.598112876696348, 49.90020982665095]","berdyczow"
"545",8686,"Białopol","miasto","świątynia główna","kij",4,2170,"[28.872325462419724, 49.83528081489851]","bialopol"
"546",8688,"Czerwona","miasto","świątynia główna","kij",4,2182,"[28.849993242380663, 49.95076894131853]","czerwona"
"547",8729,"Tywrów","miasto","świątynia główna","brac",4,23290,"[28.524484225629465, 49.0061465955078]","tywrow"
"548",8730,"Winnica","miasto","świątynia główna","brac",4,23292,"[28.44530635654411, 49.21905027879171]","winnica"
"549",8733,"Strzyżawka","miasto","świątynia główna","brac",4,23284,"[28.468315310114974, 49.301478826492314]","strzyzawka"
"550",8752,"Sołotwina","miasto","świątynia główna","rus",4,2049,"[24.43652203603864, 48.6983706605418]","solotwina"
"551",8786,"Babimost","miasto","świątynia główna","poz",4,2372,"[15.8281395187974, 52.17073762208696]","babimost"
"552",10689,"Kuniów","miasto","świątynia główna","woł",4,22626,"[26.37844284458606, 50.237980496725925]","kuniow"
"553",8794,"Międzychód","miasto","świątynia główna","poz",4,2385,"[15.909045553872488, 52.613642989008156]","miedzychod"
"554",8866,"Gwoździec","miasto","świątynia główna","rus",4,3495,"[25.303378570657856, 48.58755785214606]","gwozdziec"
"555",8876,"Kosów","miasto","świątynia główna","rus",4,22369,"[25.098484577619388, 48.325317477447925]","kosow"
"556",8902,"Obertyn","miasto","świątynia główna","rus",4,6371,"[25.171897766416578, 48.700140165667335]","obertyn"
"557",8919,"Czerwonogród","miasto","świątynia główna","pod",4,2332,"[25.58839537112226, 48.7970831827642]","czerwonogrod"
"558",8923,"Jagielnica","miasto","świątynia główna","pod",4,2338,"[25.745254973782608, 48.94683186322601]","jagielnica"
"559",8932,"Smiła","miasto","świątynia główna","kij",4,2207,"[31.88295237591973, 49.22977407885486]","smila"
"560",8935,"Moszny","miasto","świątynia główna","kij",4,2198,"[31.760363530109544, 49.51452663242668]","moszny"
"561",8982,"Jasionówka","miasto","świątynia główna","podl",4,2304,"[23.04092810977238, 53.39387781232142]","jasionowka"
"562",9006,"Tetyjów","miasto","świątynia główna","brac",4,23286,"[29.678218465735085, 49.357919081852174]","tetyjow"
"563",9040,"Czehryn","miasto","świątynia główna","kij",4,24398,"[32.68239820705617, 49.062796851554765]","czehryn"
"564",9072,"Ładyżyn","miasto","świątynia główna","brac",4,23268,"[29.257132429204376, 48.681489061350476]","ladyzyn"
"565",9171,"Monasterzyska","miasto","świątynia główna","brac",4,23271,"[29.812646983187733, 48.99234951979088]","monasterzyska"
"566",9173,"Szczuczyn","miasto","świątynia główna","maz",4,2280,"[22.288770015892453, 53.55351463202487]","szczuczyn"
"567",9219,"Śniadowo","wieś","świątynia pomocnicza","maz",4,2281,"[21.99117962686256, 53.0303186145095]","sniadowo"
"568",9250,"Snitków","miasto","świątynia główna","pod",4,22957,"[27.64357780777698, 48.80965698177113]","snitkow"
"569",9256,"Duczymin","wieś","świątynia pomocnicza","maz",4,2614,"[20.801789284575193, 53.24775922814382]","duczymin"
"570",9277,"Lanckoroń","miasto","świątynia główna","pod",4,2350,"[26.37556002195572, 48.89349091799329]","lanckoron"
"571",9281,"Korolówka","miasto","świątynia główna","pod",4,2345,"[25.989876986911497, 48.74432587774345]","korolowka"
"572",9283,"Jezierzany","miasto","świątynia główna","pod",4,2341,"[25.953719438054634, 48.878350482693065]","jezierzany"
"573",9286,"Żwaniec","miasto","świątynia główna","pod",4,2371,"[26.50060236844854, 48.541116501924876]","zwaniec"
"574",9336,"Dunajowce","miasto","świątynia główna","pod",4,2333,"[26.833511418746355, 48.88637917471374]","dunajowce"
"575",9390,"Tomaszpol","miasto","świątynia główna","brac",4,23287,"[28.52422935956497, 48.54618419774778]","tomaszpol"
"576",9393,"Cekinówka","wieś","świątynia główna","brac",4,18464,"[28.32554827790733, 48.14670042944391]","cekinowka"
"577",9394,"Krasne","miasto","świątynia główna","brac",4,23229,"[28.40600012478069, 48.91028245637864]","krasne"
"578",9406,"Niemirów","miasto","świątynia główna","brac",4,23273,"[28.83834135097652, 48.96103272554086]","niemirow"
"579",9410,"Kopajgród","miasto","świątynia główna","pod",4,22947,"[27.799404622723614, 48.856756203143846]","kopajgrod"
"580",9413,"Mohylów","miasto","świątynia główna","pod",4,22953,"[27.791239025111793, 48.445090895820556]","mohylow"
"581",9433,"Pruszcz","wieś","świątynia główna","in",4,2142,"[17.8303044405954, 53.44131634609721]","pruszcz"
"582",9434,"Łobżenica","miasto","świątynia główna","gn",4,2128,"[17.233900845379083, 53.25553729440338]","lobzenica"
"583",9508,"Parzęczew","miasto","świątynia główna","łęcz",4,24475,"[19.214275243869906, 51.93920222656709]","parzeczew"
"584",9509,"Stryków","miasto","świątynia główna","łęcz",4,22855,"[19.61011998652117, 51.89525364952232]","strykow"
