"","id","name","type","relig_type","dist","lp_w","lp_o","cdnts","nl"
"114",7590,"Wiślica","miasto","świątynia główna","san",4,2507,"[20.67258830637066, 50.35031135456142]","wislica"
"115",7592,"Pińczów","miasto","świątynia pomocnicza","san",4,2481,"[20.528484472837235, 50.51892892240156]","pinczow"
"116",10401,"Zator","miasto","świątynia główna","kr",4,2600,"[19.436640730987577, 49.99630727273833]","zator"
"117",10841,"Frampol","miasto","świątynia główna","lub",4,2217,"[22.669198022425604, 50.67070363709441]","frampol"
"118",11036,"Będzin","miasto","świątynia główna","kr",4,2558,"[19.128251567684224, 50.32640200027244]","bedzin"
"119",11045,"Bogorja","miasto","świątynia główna","san",4,2441,"[21.261094557909466, 50.6522200008808]","bogorja"
"120",11056,"Dzików","miasto","świątynia główna","san",4,2467,"[21.673569493051843, 50.573653026628264]","dzikow"
"121",11083,"Chmielnik","miasto","świątynia główna","san",4,2442,"[20.751816260778007, 50.61572052946376]","chmielnik"
"122",11230,"Dobromil","miasto","świątynia główna","rus",4,1942,"[22.782019976762818, 49.57145633403745]","dobromil"
"123",11240,"Międzyrzec","miasto","świątynia główna","podl",4,23168,"[22.78504972028831, 51.98431721021758]","miedzyrzec"
"124",11243,"Łosice","miasto","świątynia główna","podl",4,2307,"[22.736140465427752, 52.20603763861055]","losice"
"125",11247,"Wysokie Mazowieckie","miasto","świątynia pomocnicza","podl",4,23169,"[22.485079262502268, 52.922754056559484]","wysokie_mazowieckie"
"126",11253,"Lubaczów","miasto","świątynia główna","beł",4,2086,"[23.12504068613605, 50.15955506325329]","lubaczow"
"127",11258,"Wojsławice","miasto","świątynia główna","rus",4,2703,"[23.55209562859602, 50.92736729342005]","wojslawice"
"128",11323,"Lubycza Królewska","miasto","świątynia główna","beł",4,22411,"[23.52036288568835, 50.340691274172194]","lubycza_krolewska"
"129",11387,"Rozwadów","miasto","świątynia główna","san",4,2486,"[22.045219337814284, 50.591456260057775]","rozwadow"
"130",11392,"Mielec","miasto","świątynia główna","san",4,2457,"[21.420931119743596, 50.28739866084671]","mielec"
"131",11413,"Kazimierz","miasto","świątynia pomocnicza","kr",4,2573,"[19.945738836034142, 50.05262003309876]","kazimierz"
"132",11414,"Kazimierz","miasto","świątynia pomocnicza","kr",4,2570,"[19.948782807943747, 50.052443003532865]","kazimierz"
"133",11428,"Pacanów","miasto","świątynia główna","san",4,2476,"[21.03917648212005, 50.40060782129251]","pacanow"
"134",11431,"Szydłów","miasto","świątynia główna","san",4,2501,"[21.00098314692142, 50.59259369319353]","szydlow"
"135",11435,"Pińczów","miasto","świątynia główna","san",4,2479,"[20.52738826378863, 50.5188181928906]","pinczow"
"136",11438,"Kurozwęki","miasto","świątynia główna","san",4,2462,"[21.102509801894197, 50.59023107683773]","kurozweki"
"137",11445,"Sandomierz","miasto","świątynia główna","san",4,22485,"[21.748264232686875, 50.68022489697094]","sandomierz"
"138",11451,"Zaklików","miasto","świątynia główna","lub",4,2263,"[22.10035421905831, 50.75727066812096]","zaklikow"
"139",11479,"Wodzisław","miasto","świątynia główna","kr",4,2595,"[20.189012063767322, 50.521618674544776]","wodzislaw"
"140",14263,"Nowy Sącz","miasto","świątynia pomocnicza","kr",4,2580,"[20.697328640340572, 49.625009418821826]","nowy_sacz"
"141",14270,"Bobowa","miasto","świątynia główna","kr",4,2560,"[20.943122928087664, 49.70774025241543]","bobowa"
"142",14729,"Pilica","miasto","świątynia główna","kr",4,2586,"[19.659159329876807, 50.46805072380349]","pilica"
"143",14730,"Olkusz","miasto","świątynia główna","kr",4,2582,"[19.5610273003353, 50.27991786179543]","olkusz"
"144",14732,"Wolbrom","miasto","świątynia główna","kr",4,2599,"[19.757517731037797, 50.38613063855403]","wolbrom"
"145",14785,"Ostrowiec","miasto","świątynia główna","san",4,2474,"[21.38563951147828, 50.93931275673769]","ostrowiec"
"146",14793,"Opatów","miasto","świątynia główna","san",4,2443,"[21.422655309601975, 50.800185670704714]","opatow"
"147",14795,"Raków","miasto","świątynia główna","san",4,2491,"[21.042601862204403, 50.67347511135075]","rakow"
"148",14801,"Połaniec","miasto","świątynia główna","san",4,2484,"[21.282045291993835, 50.43189268733713]","polaniec"
"149",14808,"Iwaniska","miasto","świątynia główna","san",4,2451,"[21.276378749100182, 50.732261654740284]","iwaniska"
"150",14818,"Kolbuszowa","miasto","świątynia główna","san",4,2456,"[21.77614744381778, 50.24329222221901]","kolbuszowa"
"151",14819,"Radomyśl Wielki","miasto","świątynia główna","san",4,2510,"[21.27851690474017, 50.19663649600685]","radomysl_wielki"
"152",14921,"Żmigród Nowy","miasto","świątynia główna","kr",4,2607,"[21.525529434894633, 49.60614056351302]","zmigrod_nowy"
"153",15231,"Nakło","miasto","świątynia główna","kr",4,2578,"[19.727278683554797, 50.658058573916115]","naklo"
"154",14997,"Janów","miasto","świątynia główna","rus",4,1965,"[23.732874430921186, 49.91321454120413]","janow"
"155",15014,"Radom","miasto","świątynia główna","san",4,22479,"[21.14208953716575, 51.401067285310226]","radom"
"156",2126,"Siedliszcze","miasto","świątynia główna","rus",4,2034,"[23.163721841825236, 51.19392555150114]","siedliszcze"
"157",907,"Mordy","miasto","świątynia główna","podl",4,2309,"[22.51240041214362, 52.212408806386804]","mordy"
"158",12283,"Kulczyny","miasto","świątynia główna","woł",4,12132,"[26.91618475830603, 49.747741538815944]","kulczyny"
"159",1160,"Czarnków","miasto","świątynia główna","poz",4,13836,"[16.560962972356833, 52.89446283972143]","czarnkow"
"160",2935,"Mizocz","miasto","świątynia główna","woł",4,24578,"[26.141779671337133, 50.399081719361845]","mizocz"
"161",5209,"Rajgródek","miasto","świątynia główna","brac",4,23279,"[29.09798657547708, 48.87428876489486]","rajgrodek"
"162",639,"Janów","miasto","świątynia główna","rus",4,1966,"[25.720494023986817, 49.21241771317517]","janow"
"163",5916,"Chojniki","miasto","świątynia główna","kij",4,23401,"[29.962354243574794, 51.88932837280282]","chojniki"
"164",6239,"Seroczyn","miasto","świątynia pomocnicza","maz",4,2276,"[21.928956151690898, 52.00979413154175]","seroczyn"
"165",993,"Chmielnik","miasto","świątynia główna","pod",4,9599,"[27.94787376309057, 49.56265221945455]","chmielnik"
"166",1042,"Kuźmin","miasto","świątynia główna","woł",4,22504,"[27.08642463869421, 49.6942266152401]","kuzmin"
"167",1286,"Zaleszczyki","miasto","świątynia główna","pod",4,2369,"[25.735611965444434, 48.635354608369084]","zaleszczyki"
"168",2870,"Szumsk","miasto","świątynia główna","woł",4,22652,"[26.12644223415049, 50.124318807911834]","szumsk"
"169",6801,"Sudyłków","miasto","świątynia główna","woł",4,22508,"[27.13000899481375, 50.1696325432066]","sudylkow"
"170",4241,"Skole","miasto","świątynia główna","rus",4,2046,"[23.52189942736601, 49.0385760723413]","skole"
"171",4465,"Franpol","miasto","świątynia główna","pod",4,2334,"[26.75934744354356, 49.091298911744616]","franpol"
"172",4750,"Koszowata","miasto","świątynia główna","kij",4,23406,"[30.608437519936047, 49.471598265177704]","koszowata"
"173",5063,"Ułaszkowce","miasto","świątynia główna","pod",4,2367,"[25.828827713612554, 48.905330086015454]","ulaszkowce"
"174",6778,"Berezdów","miasto","świątynia główna","woł",4,22477,"[27.11987101851645, 50.45846591347856]","berezdow"
"175",9340,"Balin","miasto","świątynia główna","pod",4,9467,"[26.66055814799813, 48.87808316101854]","balin"
"176",9444,"Łuczyniec","miasto","świątynia główna","pod",4,22950,"[27.8239014146597, 48.71319415407447]","luczyniec"
"177",401,"Karmin","wieś","świątynia główna","kal",4,24461,"[17.6893368177694, 51.831870425748775]","karmin"
"178",10905,"Łokacze","miasto","świątynia główna","woł",4,22630,"[24.632923048569012, 50.734143583820526]","lokacze"
"179",111,"Krakowiec","miasto","świątynia główna","rus",4,1979,"[23.156919017461348, 49.95763052648448]","krakowiec"
"180",199,"Nowe Miasto","miasto","świątynia główna","rus",4,2015,"[22.865161788494845, 49.6165628869914]","nowe_miasto"
"181",216,"Pruchnik","miasto","świątynia główna","rus",4,2018,"[22.512287094869976, 49.90652978703082]","pruchnik"
"182",222,"Krzywcza","miasto","świątynia główna","rus",4,1992,"[22.536003356223603, 49.796900824570685]","krzywcza"
"183",826,"Krasiłów","miasto","świątynia główna","woł",4,2559,"[26.963963020870892, 49.650133412823834]","krasilow"
"184",253,"Bukowsko","miasto","świątynia pomocnicza","rus",4,1937,"[22.063512316214428, 49.474188413346155]","bukowsko"
"185",294,"Horynka","miasto","świątynia główna","woł",4,22611,"[25.783751030611484, 49.98600748108754]","horynka"
"186",298,"Załoźce","miasto","świątynia główna","rus",4,22449,"[25.368573322177383, 49.78400645233393]","zalozce"
"187",344,"Czortków","miasto","świątynia główna","rus",4,3407,"[25.807913272954067, 49.01619023292426]","czortkow"
"188",415,"Mariampol","miasto","świątynia główna","rus",4,1999,"[24.86624757242106, 49.02389572209739]","mariampol"
"189",430,"Raszków","miasto","świątynia główna","brac",4,23280,"[28.83278440958054, 47.93263638242183]","raszkow"
"190",450,"Turka","miasto","świątynia główna","rus",4,2065,"[23.017832039775897, 49.14815946435556]","turka"
"191",543,"Narajów","miasto","świątynia główna","rus",4,2687,"[24.775474748009287, 49.53130785199107]","narajow"
"192",544,"Brzeżany","miasto","świątynia główna","rus",4,1982,"[24.94501287662615, 49.44922608286498]","brzezany"
"193",550,"Rohatyn","miasto","świątynia główna","rus",4,2024,"[24.63247160959469, 49.4066408771173]","rohatyn"
"194",575,"Bóbrka","miasto","świątynia główna","rus",4,1951,"[24.308530363850025, 49.64150474170867]","bobrka"
"195",582,"Przemyślany","miasto","świątynia główna","rus",4,22376,"[24.550055764817785, 49.669550627993715]","przemyslany"
"196",608,"Gliniany","miasto","świątynia główna","rus",4,2663,"[24.528605146566804, 49.81696509924268]","gliniany"
"197",645,"Probużna","miasto","świątynia główna","pod",4,2355,"[25.9854415927162, 49.0280164426153]","probuzna"
"198",688,"Jarmolińce","miasto","świątynia główna","pod",4,2339,"[26.83158853155078, 49.18672746245022]","jarmolince"
"199",691,"Olchowiec","miasto","świątynia główna","pod",4,24582,"[27.363392484513327, 48.6881049715231]","olchowiec"
"200",697,"Mikołajów","miasto","świątynia główna","pod",4,22952,"[26.84779213995813, 49.57415858256792]","mikolajow"
"201",716,"Sołodkowce","miasto","świątynia główna","pod",4,2362,"[26.921500010503962, 49.082329405674216]","solodkowce"
"202",758,"Skałat","miasto","świątynia główna","rus",4,2035,"[25.968587798763394, 49.43413514175268]","skalat"
"203",774,"Podhajce","miasto","świątynia główna","rus",4,2692,"[25.127734045462034, 49.267830097414844]","podhajce"
"204",775,"Zawałów","miasto","świątynia główna","rus",4,22380,"[25.019395721629905, 49.2075068941877]","zawalow"
"205",785,"Teofilpol","miasto","świątynia główna","woł",4,22517,"[26.418338334626128, 49.83179515063159]","teofilpol"
"206",814,"Ożohowce","miasto","świątynia główna","woł",4,22511,"[26.244322324244024, 49.63012752843326]","ozohowce"
"207",844,"Dziuńków","miasto","świątynia główna","brac",4,23004,"[29.441038306425753, 49.45389829373164]","dziunkow"
"208",896,"Daszów","miasto","świątynia główna","brac",4,22989,"[29.412887567285964, 49.00827107742742]","daszow"
"209",938,"Wońkowce","miasto","świątynia główna","pod",4,22963,"[27.223743399083276, 49.03001879210677]","wonkowce"
"210",957,"Skwira","miasto","świątynia główna","kij",4,2204,"[29.664955605290004, 49.72429528001584]","skwira"
"211",958,"Stawiszcze","miasto","świątynia główna","kij",4,2206,"[30.197661012574372, 49.38453458745647]","stawiszcze"
"212",970,"Białacerkiew","wieś","świątynia główna","kij",4,2169,"[30.12202597316076, 49.7829039986392]","bialacerkiew"
"213",1053,"Krasnopol","miasto","świątynia główna","kij",4,2191,"[28.06288401676386, 49.83232749261566]","krasnopol"
"214",1093,"Przyłuka","miasto","świątynia główna","brac",4,23278,"[28.72818113651067, 49.38831531838184]","przyluka"
"215",1095,"Woroszyłówka","miasto","świątynia główna","brac",4,23293,"[28.340412598861462, 49.03744299583218]","woroszylowka"
"216",1096,"Brahiłów","miasto","świątynia główna","brac",4,18441,"[28.14957363227893, 49.118989955234554]","brahilow"
"217",1097,"Miedziaków","miasto","świątynia główna","brac",4,23270,"[28.384400303609084, 49.391841673373335]","miedziakow"
"218",1098,"Pików","miasto","świątynia główna","brac",4,23276,"[28.2578510603185, 49.56948180674266]","pikow"
"219",1112,"Chodzież","miasto","świątynia główna","gn",4,14189,"[16.90620574224988, 52.99285599290613]","chodziez"
"220",1148,"Zbąszyń","miasto","świątynia główna","poz",4,2430,"[15.907463921615545, 52.25845544776661]","zbaszyn"
"221",1149,"Skwierzyna","miasto","świątynia główna","poz",4,2409,"[15.514731550844601, 52.5940719385099]","skwierzyna"
"222",1154,"Trzciel","miasto","świątynia główna","poz",4,2421,"[15.866339364130852, 52.36193134423041]","trzciel"
"223",1157,"Międzyrzecz","miasto","świątynia główna","poz",4,2387,"[15.601067293933, 52.43852522190588]","miedzyrzecz"
"224",1158,"Czempiń","miasto","świątynia główna","poz",4,2373,"[16.768683022819175, 52.14727183630765]","czempin"
"225",1159,"Wolsztyn","miasto","świątynia główna","poz",4,2425,"[16.12323507250551, 52.11257689173925]","wolsztyn"
"226",1162,"Lwówek","miasto","świątynia główna","poz",4,2384,"[16.17744390846252, 52.45015298899659]","lwowek"
"227",1163,"Oborniki","miasto","świątynia główna","poz",4,2390,"[16.83795841926832, 52.64796735534384]","oborniki"
"228",1169,"Bohorodczany","miasto","świątynia główna","rus",4,1939,"[24.538936806252252, 48.808608313828984]","bohorodczany"
"229",1170,"Stanisławów","miasto","świątynia główna","rus",4,2669,"[24.70298304952945, 48.912540300560636]","stanislawow"
"230",1186,"Łask","miasto","świątynia główna","sier",4,2522,"[19.138109462366117, 51.59376691812287]","lask"
"231",1187,"Lutomiersk","miasto","świątynia główna","sier",4,2521,"[19.221121875109134, 51.74474580457087]","lutomiersk"
"232",1188,"Kamieńsk","miasto","świątynia główna","sier",4,24585,"[19.496334310876875, 51.205733788241446]","kamiensk"
"233",1207,"Kałów","miasto","świątynia główna","łęcz",4,24476,"[19.037796932039726, 51.83499125035689]","kalow"
"234",1224,"Kamionka Wielka","miasto","świątynia główna","rus",4,22365,"[25.11541314120575, 48.63417836350328]","kamionka_wielka"
"235",1260,"Tłumacz","miasto","świątynia główna","rus",4,22378,"[25.024632956742437, 48.86853469570735]","tlumacz"
"236",1381,"Ilińce","miasto","świątynia główna","brac",4,23265,"[29.225314310587066, 49.10690113721569]","ilince"
"237",1530,"Obodówka","miasto","świątynia główna","brac",4,23274,"[29.236135093537825, 48.417035400279644]","obodowka"
"238",1531,"Zawady","wieś","świątynia główna","maz",4,2288,"[22.666729160735542, 53.15502187792646]","zawady"
"239",1532,"Grajewo","miasto","świątynia główna","maz",4,2266,"[22.45501058513605, 53.63545248354592]","grajewo"
"240",1533,"Granów","miasto","świątynia główna","brac",4,23114,"[29.56557045943748, 48.855985368152176]","granow"
"241",1534,"Lipno","wieś","świątynia główna","maz",4,2269,"[22.327611270287775, 53.59402323305977]","lipno"
"242",1566,"Rutki","miasto","świątynia główna","maz",4,2274,"[22.43996728291023, 53.08140273629067]","rutki"
"243",1571,"Tykocin","miasto","świątynia główna","podl",4,2323,"[22.79127008393567, 53.194122436540454]","tykocin"
"244",1587,"Sokolec","miasto","świątynia główna","pod",4,2361,"[27.07742972857511, 48.7371966417511]","sokolec"
"245",1590,"Zambrów","miasto","świątynia główna","maz",4,24544,"[22.243863060139404, 52.96728271070231]","zambrow"
"246",1596,"Mińkowce","miasto","świątynia główna","pod",4,2352,"[27.113494450311407, 48.850415923482046]","minkowce"
"247",1613,"Szreńsk","miasto","świątynia główna","pł",4,2654,"[20.125704985944594, 53.01479151210549]","szrensk"
"248",1630,"Wyszogród","miasto","świątynia główna","maz",4,2285,"[20.1991704829083, 52.39062216851693]","wyszogrod"
"249",1636,"Bilcze Złote","miasto","świątynia główna","pod",4,2329,"[25.877288906937338, 48.76610069798875]","bilcze_zlote"
"250",1642,"Krzywcze","miasto","świątynia główna","pod",4,2346,"[26.11341528026287, 48.69820269686437]","krzywcze"
"251",1645,"Dźwinogród","miasto","świątynia główna","pod",4,9880,"[26.26909361624314, 48.54278763201222]","dzwinogrod"
"252",1646,"Orynin","miasto","świątynia główna","pod",4,2354,"[26.411212872189026, 48.75000771878149]","orynin"
"253",1662,"Głowno","miasto","świątynia główna","raw",4,2434,"[19.7294985917311, 51.95628529547673]","glowno"
"254",1686,"Smotrycz","miasto","świątynia główna","pod",4,2360,"[26.541986475666818, 48.94874100068705]","smotrycz"
"255",1696,"Studzienica","miasto","świątynia główna","pod",4,2363,"[26.906743884285163, 48.56732831446067]","studzienica"
"256",1697,"Kitajgród","miasto","świątynia główna","pod",4,2344,"[26.802348666668763, 48.636807429832515]","kitajgrod"
"257",1699,"Maków","miasto","świątynia główna","pod",4,2351,"[26.688085245082164, 48.79028368319388]","makow"
"258",1760,"Tulczyn","miasto","świątynia główna","brac",4,23289,"[28.858629207896854, 48.66398069316068]","tulczyn"
"259",1800,"Złotów","miasto","świątynia główna","gn",4,2137,"[17.047043067702987, 53.35246549696842]","zlotow"
"260",1804,"Ostromecko","miasto","świątynia główna","che",4,2122,"[18.221627150165716, 53.15255131350756]","ostromecko"
"261",1901,"Tuczno","miasto","świątynia główna","poz",4,2423,"[16.16777598800485, 53.203213291729526]","tuczno"
"262",1921,"Sawrań","miasto","świątynia główna","brac",4,23281,"[30.08616393522749, 48.142338420825524]","sawran"
"263",1975,"Bolszewo","wieś","świątynia główna","pom",4,15573,"[18.176246427070964, 54.613778260595836]","bolszewo"
"264",1994,"Toruń","miasto","świątynia główna","che",4,24535,"[18.633620807156433, 53.01845269165693]","torun"
"265",2038,"Włostowice","wieś","świątynia główna","lub",4,2260,"[21.982047150150606, 51.4046111541266]","wlostowice"
"266",2069,"Ratno","miasto","świątynia główna","rus",4,2693,"[24.53165624943597, 51.661155251869445]","ratno"
"267",2085,"Łysobyki","miasto","świątynia główna","san",4,2503,"[22.287306203814524, 51.604221825395825]","lysobyki"
"268",2097,"Radzyń","miasto","świątynia główna","lub",4,2253,"[22.607229684326512, 51.7838108039918]","radzyn"
"269",2606,"Nowemiasto","miasto","świątynia główna","kal",4,2161,"[17.414710145512913, 52.08329095728766]","nowemiasto"
"270",2132,"Dubienka","miasto","świątynia główna","beł",4,6364,"[23.88733048843892, 51.05331683820452]","dubienka"
"271",2143,"Maciejów","miasto","świątynia główna","rus",4,2685,"[24.34916111799754, 51.22459447685924]","maciejow"
"272",2154,"Niesuchojeże","miasto","świątynia główna","woł",4,22638,"[24.836420470039002, 51.37913235829251]","niesuchojeze"
"273",2176,"Wieledniki","miasto","świątynia główna","kij",4,23412,"[28.473413518135658, 51.31091351234301]","wieledniki"
"274",2180,"Łuhiny","miasto","świątynia główna","kij",4,23408,"[28.40325178316931, 51.073520420556804]","luhiny"
"275",2184,"Czartorysk","miasto","świątynia główna","woł",4,22607,"[25.873223162874353, 51.22448162453509]","czartorysk"
"276",2226,"Jaraczew","miasto","świątynia główna","kal",4,2148,"[17.29683649186711, 51.96677487521123]","jaraczew"
"277",2231,"Koźmin","miasto","świątynia główna","kal",4,2153,"[17.465592168050364, 51.81634629920137]","kozmin"
"278",2252,"Błaszki","miasto","świątynia główna","sier",4,2514,"[18.44522608903162, 51.645337315915754]","blaszki"
"279",2372,"Opoczno","miasto","świątynia główna","san",4,2482,"[20.301706512308442, 51.37978360323933]","opoczno"
"280",2402,"Przedbórz","miasto","świątynia główna","san",4,2452,"[19.89027520767786, 51.08718611072118]","przedborz"
"281",2429,"Dobrzyń","miasto","świątynia główna","in",4,2139,"[19.342078955955742, 52.63993141208965]","dobrzyn"
"282",2430,"Krośniewice","miasto","świątynia główna","łęcz",4,22852,"[19.16287131687983, 52.25717355954197]","krosniewice"
"283",2436,"Płońsk","miasto","świątynia główna","pł",4,2645,"[20.38647093746414, 52.61457474418711]","plonsk"
"284",2479,"Czyżewo","miasto","świątynia główna","maz",4,2265,"[22.33222359619981, 52.79110376878651]","czyzewo"
"285",2491,"Sarnaki","miasto","świątynia główna","podl",4,2317,"[22.889763697686305, 52.31794598941127]","sarnaki"
"286",2492,"Drohiczyn","miasto","świątynia pomocnicza","podl",4,2300,"[22.642102755810583, 52.408655431405066]","drohiczyn"
"287",2493,"Sokołów","miasto","świątynia główna","podl",4,2320,"[22.26817838957436, 52.409477690529684]","sokolow"
"288",2574,"Radziki Duże","wieś","świątynia główna","in",4,24478,"[19.2688362129648, 53.15843721700935]","radziki_duze"
"289",2575,"Żołędowo","miasto","świątynia główna","in",4,24479,"[18.060784567149483, 53.21931455998788]","zoledowo"
"290",2618,"Golina","miasto","świątynia główna","kal",4,2146,"[18.116465372934613, 52.240227516732716]","golina"
"291",2762,"Chwastów","miasto","świątynia główna","kij",4,2183,"[29.898323248036093, 50.069438509349425]","chwastow"
"292",2801,"Rymanów","miasto","świątynia główna","rus",4,22841,"[21.85771637422698, 49.57783761366164]","rymanow"
"293",2808,"Tyczyn","miasto","świątynia główna","rus",4,2069,"[22.019139957045695, 49.96253560869667]","tyczyn"
"294",2821,"Dubiecko","miasto","świątynia główna","rus",4,1952,"[22.396305009530124, 49.820516271025554]","dubiecko"
"295",2904,"Równe","miasto","świątynia główna","woł",4,2556,"[26.262468079727512, 50.61059388796514]","rowne"
"296",2951,"Szczurowice","miasto","świątynia główna","beł",4,22412,"[25.015242404285686, 50.2676543996003]","szczurowice"
"297",2968,"Oździutycze","miasto","świątynia główna","woł",4,22643,"[24.702820009640106, 50.839187700951925]","ozdziutycze"
"298",3002,"Cudnów","miasto","świątynia główna","kij",4,2179,"[28.099737363880195, 50.04965829723153]","cudnow"
"299",3014,"Trojanów","wieś","świątynia główna","kij",4,2211,"[28.54991391488352, 50.1022730651066]","trojanow"
"300",3034,"Uszomierz","miasto","świątynia główna","kij",4,2210,"[28.469670135154786, 50.849729010588874]","uszomierz"
"301",3067,"Korzec","miasto","świątynia główna","woł",4,22462,"[27.1292848535212, 50.60657376021351]","korzec"
"302",3094,"Międzyrzec Korecki","miasto","świątynia główna","woł",4,22635,"[26.863432221490655, 50.65058512252642]","miedzyrzec_korecki"
"303",3101,"Annopol","miasto","świątynia główna","woł",4,9034,"[26.89452709184218, 50.45493665097899]","annopol"
"304",3102,"Milatyn","miasto","świątynia główna","woł",4,22636,"[26.62658954806136, 50.44394334388875]","milatyn"
"305",3112,"Łaszczów","miasto","świątynia główna","beł",4,6374,"[23.710793879856794, 50.52402924673589]","laszczow"
"306",3113,"Tyszowce","miasto","świątynia główna","beł",4,6389,"[23.70588415534428, 50.6227441449671]","tyszowce"
"307",3144,"Uhnów","miasto","świątynia główna","beł",4,6391,"[23.759891117787447, 50.36240098092128]","uhnow"
"308",3165,"Łańcut","miasto","świątynia główna","rus",4,2004,"[22.23359990541013, 50.07467116691282]","lancut"
"309",3170,"Grodzisko Dolne","miasto","świątynia główna","rus",4,1958,"[22.47528116428157, 50.158353979262586]","grodzisko_dolne"
"310",3191,"Tarnogród","miasto","świątynia główna","rus",4,2061,"[22.733156356653865, 50.35654671466921]","tarnogrod"
"311",3198,"Sieniawa","miasto","świątynia główna","rus",4,2044,"[22.616056242261095, 50.16914980512769]","sieniawa"
"312",3223,"Żółkiew","miasto","świątynia główna","rus",4,22383,"[23.986431578032523, 50.06771910635342]","zolkiew"
"313",3244,"Kisielin","miasto","świątynia główna","woł",4,22618,"[24.782799606328126, 50.84670812404056]","kisielin"
"314",3248,"Drużkopol","miatomaszowsto","świątynia główna","woł",4,22609,"[24.686721679466814, 50.423714652465435]","druzkopol"
"315",3284,"Horodło","miasto","świątynia główna","beł",4,6369,"[24.043873061198155, 50.88475460888776]","horodlo"
"316",3299,"Chołojów","miasto","świątynia główna","beł",4,6367,"[24.547653958064643, 50.22633024298722]","cholojow"
"317",3406,"Kraśnik","miasto","świątynia pomocnicza","lub",4,2230,"[22.22529446682006, 50.910897387665955]","krasnik"
"318",3977,"Wiszenka Wielka","wieś","świątynia główna","rus",4,2077,"[23.237025675761572, 49.691835339547936]","wiszenka_wielka"
"319",3430,"Poznań","miasto","świątynia główna","poz",4,2397,"[16.935690768612346, 52.40980798812865]","poznan"
"320",3470,"Kalinowszczyzna","wieś","świątynia główna","lub",4,22466,"[22.58853783172856, 51.24717996846482]","kalinowszczyzna"
"321",3471,"Lublin","miasto","świątynia pomocnicza","lub",4,22464,"[22.571702612372917, 51.252798760733356]","lublin"
"322",3473,"Przemyśl","miasto","świątynia główna","rus",4,2019,"[22.772060243432577, 49.78335678209993]","przemysl"
"323",3516,"Monasterzyska","miasto","świątynia główna","rus",4,2686,"[25.18012707379961, 49.097857454164966]","monasterzyska"
"324",3541,"Medwedówka","miasto","świątynia główna","kij",4,24397,"[32.38653477172994, 49.1669845065461]","medwedowka"
"325",3547,"Leszniów","miasto","świątynia główna","woł",4,22628,"[25.08978093452322, 50.24184353360346]","leszniow"
"326",3551,"Okopy Świętej Trójcy","miasto","świątynia główna","pod",4,2353,"[26.431975913782537, 48.535910935538254]","okopy_swietej_trojcy"
"327",3554,"Rzyszczów","miasto","świątynia główna","kij",4,24395,"[31.051117765868867, 49.9675253467895]","rzyszczow"
"328",3572,"Klonówka","wieś","świątynia główna","pom",4,15583,"[18.637767452430523, 53.95542419379905]","klonowka"
"329",3574,"Czarne","miasto","świątynia główna","pom",4,24528,"[16.937366563483124, 53.67782578204384]","czarne"
"330",3575,"Belno","wieś","świątynia główna","pom",4,24531,"[18.443968939357376, 53.466247939550044]","belno"
"331",3576,"Rawa Mazowiecka","miasto","świątynia główna","raw",4,2438,"[20.251498858085824, 51.76340802091073]","rawa_mazowiecka"
"332",3577,"Sochaczew","miasto","świątynia główna","raw",4,23369,"[20.258307745678792, 52.229699008045486]","sochaczew"
"333",3578,"Iłów","miasto","świątynia główna","raw",4,23366,"[20.041335139228522, 52.33493742909724]","ilow"
"334",3579,"Grodzisk Mazowiecki","miasto","świątynia główna","raw",4,23367,"[20.631477209312436, 52.10292256273544]","grodzisk_mazowiecki"
"335",3625,"Biłgoraj","miasto","świątynia główna","lub",4,6399,"[22.698212112817696, 50.545776810821465]","bilgoraj"
"336",5626,"Krajenka","miasto","świątynia główna","gn",4,2127,"[16.972803060218496, 53.299052098755794]","krajenka"
"337",4313,"Żydaczów","miasto","świątynia główna","rus",4,22387,"[24.15552382638458, 49.3755978904523]","zydaczow"
"338",4257,"Bursztyn","miasto","świątynia główna","rus",4,2674,"[24.63845929296781, 49.25715113125284]","bursztyn"
"339",3891,"Drohobycz","miasto","świątynia pomocnicza","rus",4,2661,"[23.50663174519326, 49.337335829121514]","drohobycz"
"340",3907,"Sambor","miasto","świątynia główna","rus",4,2037,"[23.191620557657473, 49.511909862527546]","sambor"
"341",3918,"Gródek Jagielloński","miasto","świątynia główna","rus",4,2676,"[23.63886052815684, 49.775143973678894]","grodek_jagiellonski"
"342",3924,"Rudki","miasto","świątynia pomocnicza","rus",4,2695,"[23.490724335690857, 49.64291785990309]","rudki"
"343",3943,"Cibórz","wieś","świątynia główna","che",4,24542,"[19.870970350205027, 53.256137996552866]","ciborz"
"344",5076,"Czerkasy","miasto","świątynia główna","kij",4,23403,"[32.08318082296711, 49.4386813261267]","czerkasy"
"345",3968,"Szembruk","wieś","świątynia główna","che",4,24541,"[19.021537375909645, 53.55845418435115]","szembruk"
"346",3969,"Wlewsk","wieś","świątynia główna","che",4,24540,"[19.765582645293705, 53.2617306698117]","wlewsk"
"347",3970,"Fitowo","wieś","świątynia główna","che",4,24538,"[19.35519063856907, 53.5089077854289]","fitowo"
"348",3981,"Mościska","miasto","świątynia główna","rus",4,2012,"[23.140486882333164, 49.79262344755119]","mosciska"
