table,index,year,value,villages,near,is_sum
1201,kij_przylk,1764,900,0,0,0
1201,kij_rjgrd,1748,250,0,0,0
1201,kij_rjgrd,1749,100,0,0,0
1201,kij_rjgrd,1751,100,0,0,0
1201,kij_rjgrd,1752,100,0,0,0
1201,kij_rjgrd,1753,100,0,0,0
1201,kij_rjgrd,1754,188,0,0,0
1201,kij_rjgrd,1755,200,0,0,0
1201,kij_rjgrd,1757,241,0,0,0
1201,kij_rjgrd,1760,80,0,0,0
1201,kij_rjgrd,1761,80,0,0,0
1201,kij_rjgrd,1762,73.1,0,0,0
1201,kij_rjgrd,1763,200,0,0,0
1201,kij_rjgrd,1764,200,0,0,0
1201,kij_rszkw,1720,399,0,0,0
1201,kij_rszkw,1721,200,0,0,0
1201,kij_rszkw,1722,602,0,0,0
1201,kij_rszkw,1723,400,0,0,0
1201,kij_rszkw,1724,350,0,0,0
1201,kij_rszkw,1725,357,0,0,0
1201,kij_rszkw,1726,370,0,0,0
1201,kij_rszkw,1727,450,0,0,0
1201,kij_rszkw,1728,450,0,0,0
1201,kij_rszkw,1729,510,0,0,0
1201,kij_rszkw,1732,500,0,0,0
1201,kij_rszkw,1733,505,0,0,0
1201,kij_rszkw,1734,505,0,0,0
1201,kij_rszkw,1736,150,0,0,0
1201,kij_rszkw,1737,200,0,0,0
1201,kij_rszkw,1738,350,0,0,0
1201,kij_rszkw,1741,375,0,0,0
1201,kij_rszkw,1742,375,0,0,0
1201,kij_rszkw,1743,375,0,0,0
1201,kij_rszkw,1744,400,0,0,0
1201,kij_rszkw,1747,500,0,0,0
1201,kij_rszkw,1748,750,0,0,0
1201,kij_rszkw,1749,1000,0,0,0
1201,kij_rszkw,1754,1875,0,0,0
1201,kij_rszkw,1755,2400,0,0,0
1201,kij_rszkw,1757,2300,0,0,0
1201,kij_rszkw,1758,1800,0,0,0
1201,kij_rszkw,1763,3555,0,0,0
1201,kij_rszkw,1764,2300,0,0,0
1201,kij_swrn,1748,80,0,0,0
1201,kij_swrn,1749,80,0,0,0
1201,kij_slszcz,1763,100,0,0,0
1201,kij_slszcz,1764,150,0,0,0
1201,kij_slsz,1760,110,0,0,0
1201,kij_slsz,1761,110,0,0,0
1201,kij_slsz,1762,180,0,0,0
1201,kij_slsz,1763,230,0,0,0
1201,kij_slsz,1764,200,0,0,0
1201,kij_sklwk,1749,50,0,0,0
1201,kij_sklwk,1757,50,0,0,0
1201,kij_sklwk,1758,100,0,0,0
1201,kij_sklwk,1760,220,0,0,0
1201,kij_sklwk,1761,220,0,0,0
1201,kij_sklwk,1762,300,0,0,0
1201,kij_sklwk,1764,100,0,0,0
1201,kij_strzyzwk,1721,76,0,0,0
1201,kij_strzyzwk,1722,100,0,0,0
1201,kij_szpkwc,1748,230,0,0,0
1201,kij_tplc,1748,30,0,0,0
1201,kij_trlwk,1748,30,0,0,0
1201,kij_trlwk,1749,150,0,0,0
1201,kij_tmszpl,1744,150,0,0,0
1201,kij_tmszpl,1745,110,0,0,0
1201,kij_tmszpl,1746,180,0,0,0
1201,kij_tmszpl,1747,200,0,0,0
1201,kij_tmszpl,1748,21,0,0,0
1201,kij_tmszpl,1749,250,0,0,0
1201,kij_tmszpl,1751,250,0,0,0
1201,kij_tmszpl,1752,250,0,0,0
1201,kij_tmszpl,1753,300,0,0,0
1201,kij_tmszpl,1754,500,0,0,0
1201,kij_tmszpl,1755,625,0,0,0
1201,kij_tmszpl,1760,770,0,0,0
1201,kij_tmszpl,1761,670,0,0,0
1201,kij_tmszpl,1762,870,0,0,0
1201,kij_tmszpl,1763,1100,0,0,0
1201,kij_ttls,1717,150,0,0,1
1201,kij_ttls,1718,150,0,0,1
1201,kij_ttls,1720,895,0,0,1
1201,kij_ttls,1721,1176,0,0,1
1201,kij_ttls,1722,1702,0,0,1
1201,kij_ttls,1723,1600,0,0,1
1201,kij_ttls,1724,1205,0,0,1
1201,kij_ttls,1725,1203,0,0,1
1201,kij_ttls,1726,1450,0,0,1
1201,kij_ttls,1727,1313,0,0,1
1201,kij_ttls,1728,929,0,0,1
1201,kij_ttls,1729,1045,0,0,1
1201,kij_ttls,1731,400,0,0,1
1201,kij_ttls,1732,2290,0,0,1
1201,kij_ttls,1733,2138,0,0,1
1201,kij_ttls,1734,1861,0,0,1
1201,kij_ttls,1736,1000,0,0,1
1201,kij_ttls,1737,1405,0,0,1
1201,kij_ttls,1738,2200,0,0,1
1201,kij_ttls,1739,1400,0,0,1
1201,kij_ttls,1741,2639,0,0,1
1201,kij_ttls,1742,2500,0,0,1
1201,kij_ttls,1743,2905,0,0,1
1201,kij_ttls,1744,3245,0,0,1
1201,kij_ttls,1745,2841,0,0,1
1201,kij_ttls,1746,2817,0,0,1
1201,kij_ttls,1747,3560,0,0,1
1201,kij_ttls,1748,5493,0,0,1
1201,kij_ttls,1749,6630,0,0,1
1201,kij_ttls,1751,4760,0,0,1
1201,kij_ttls,1752,3760,0,0,1
1201,kij_ttls,1753,4480,0,0,1
1201,kij_ttls,1754,9810,0,0,1
1201,kij_ttls,1755,10117,0,0,1
1201,kij_ttls,1757,10686,0,0,1
1201,kij_ttls,1758,10820,0,0,1
1201,kij_ttls,1760,7801,0,0,1
1201,kij_ttls,1761,11186,0,0,1
1201,kij_ttls,1762,13654,0,0,1
1201,kij_ttls,1763,22976,0,0,1
1201,kij_ttls,1764,17670,0,0,1
1201,kij_trstnc,1748,21,0,0,0
1201,kij_trstnc,1749,50,0,0,0
1201,kij_trstnc,1758,100,0,0,0
1201,kij_trstnc,1760,110,0,0,0
1201,kij_trstnc,1761,50,0,0,0
1201,kij_trstnc,1762,50,0,0,0
1201,kij_trstnc,1763,78,0,0,0
1201,kij_tlczyn,1728,50,0,0,0
1201,kij_tlczyn,1729,50,0,0,0
1201,kij_tlczyn,1731,50,0,0,0
1201,kij_tlczyn,1732,60,0,0,0
1201,kij_tlczyn,1733,60,0,0,0
1201,kij_tlczyn,1734,80,0,0,0
1201,kij_tlczyn,1737,80,0,0,0
1201,kij_tlczyn,1738,90,0,0,0
1201,kij_tlczyn,1739,150,0,0,0
1201,kij_tlczyn,1741,180,0,0,0
1201,kij_tlczyn,1742,200,0,0,0
1201,kij_tlczyn,1743,250,0,0,0
1201,kij_tlczyn,1744,200,0,0,0
1201,kij_tlczyn,1745,203,0,0,0
1201,kij_tlczyn,1746,230,0,0,0
1201,kij_tlczyn,1747,200,0,0,0
1201,kij_tlczyn,1748,200,0,0,0
1201,kij_tlczyn,1749,200,0,0,0
1201,kij_tlczyn,1751,200,0,0,0
1201,kij_tlczyn,1752,200,0,0,0
1201,kij_tlczyn,1753,200,0,0,0
1201,kij_tlczyn,1754,75,0,0,0
1201,kij_tlczyn,1755,375,0,0,0
1201,kij_tlczyn,1757,300,0,0,0
1201,kij_tlczyn,1758,300,0,0,0
1201,kij_tlczyn,1760,318,0,0,0
1201,kij_tr,1748,150,0,0,0
1201,kij_tywrw,1748,86,0,0,0
1201,kij_tywrw,1749,150,0,0,0
1201,kij_tywrw,1751,150,0,0,0
1201,kij_tywrw,1752,150,0,0,0
1201,kij_tywrw,1753,250,0,0,0
1201,kij_tywrw,1754,413,0,0,0
1201,kij_tywrw,1755,600,0,0,0
1201,kij_tywrw,1757,600,0,0,0
1201,kij_tywrw,1758,250,0,0,0
1201,kij_tywrw,1764,550,0,0,0
1201,kij_mn,1749,50,0,0,0
1201,kij_mn,1757,100,0,0,0
1201,kij_mn,1758,100,0,0,0
1201,kij_mn,1760,110,0,0,0
1201,kij_mn,1762,110,0,0,0
1201,kij_mn,1763,200,0,0,0
1201,kij_mn,1764,100,0,0,0
1201,kij_wnnc,1721,300,0,0,0
1201,kij_wnnc,1722,300,0,0,0
1201,kij_wnnc,1723,300,0,0,0
1201,kij_wnnc,1724,300,0,0,0
1201,kij_wnnc,1725,250,0,0,0
1201,kij_wnnc,1726,260,0,0,0
1201,kij_wnnc,1727,150,0,0,0
1201,kij_wnnc,1728,140,0,0,0
1201,kij_wnnc,1729,180,0,0,0
1201,kij_wnnc,1732,250,0,0,0
1201,kij_wnnc,1733,252,0,0,0
1201,kij_wnnc,1734,252,0,0,0
1201,kij_wnnc,1736,100,0,0,0
1201,kij_wnnc,1737,150,0,0,0
1201,kij_wnnc,1738,220,0,0,0
1201,kij_wnnc,1739,180,0,0,0
1201,kij_wnnc,1741,300,0,0,0
1201,kij_wnnc,1742,200,0,0,0
1201,kij_wnnc,1743,200,0,0,0
1201,kij_wnnc,1744,300,0,0,0
1201,kij_wnnc,1745,300,0,0,0
1201,kij_wnnc,1747,200,0,0,0
1201,kij_wnnc,1749,300,0,0,0
1201,kij_wnnc,1751,400,0,0,0
1201,kij_wnnc,1753,350,0,0,0
1201,kij_wnnc,1755,450,0,0,0
1201,kij_wnnc,1757,500,0,0,0
1201,kij_wnnc,1761,498.6,0,0,0
1201,kij_wnnc,1763,625,0,0,0
1201,pod_ldwk,1721,50,0,0,0
1201,pod_ldwk,1722,100,0,0,0
1201,pod_ldwk,1723,100,0,0,0
1201,pod_ldwk,1724,100,0,0,0
1201,pod_ldwk,1725,100,0,0,0
1201,pod_ldwk,1726,105,0,0,0
1201,pod_ldwk,1728,24,0,0,0
1201,pod_ldwk,1732,50,0,0,0
1201,pod_ldwk,1733,30,0,0,0
1201,pod_ldwk,1734,30,0,0,0
1201,pod_ldwk,1738,50,0,0,0
1201,pod_ldwk,1741,60,0,0,0
1201,pod_ldwk,1742,40,0,0,0
1201,pod_ldwk,1743,40,0,0,0
1201,pod_ldwk,1744,40,0,0,0
1201,pod_ldwk,1745,50,0,0,0
1201,pod_ldwk,1746,40,0,0,0
1201,pod_ldwk,1747,40,0,0,0
1201,pod_ldwk,1748,50,0,0,0
1201,pod_ldwk,1749,70,0,0,0
1201,pod_ldwk,1751,100,0,0,0
1201,pod_ldwk,1752,100,0,0,0
1201,pod_ldwk,1753,200,0,0,0
1201,pod_ldwk,1754,63,0,0,0
1201,pod_ldwk,1755,150,0,0,0
1201,pod_ldwk,1757,180,0,0,0
1201,pod_ldwk,1758,150,0,0,0
1201,pod_ldwk,1760,170,0,0,0
1201,pod_ldwk,1761,180,0,0,0
1201,pod_ldwk,1762,200,0,0,0
1201,pod_ldwk,1763,250,0,0,0
1201,pod_ldwk,1764,350,0,0,0
1201,kij_wrszylwk,1758,300,0,0,0
1201,kij_wrszylwk,1760,330,0,0,0
1201,kij_wrszylwk,1761,330,0,0,0
1201,kij_wrszylwk,1764,250,0,0,0
1201,kij_zdykwcz,1748,200,0,0,0
1201,kij_zdykwcz,1749,200,0,0,0
1201,kij_zdykwcz,1751,200,0,0,0
1201,kij_zdykwcz,1758,100,0,0,0
1201,pod_znkw,1761,100,0,0,0
1201,pod_znkw,1762,180,0,0,0
1201,kij_zrnszcz,1758,100,0,0,0
1201,kij_zrnszcz,1760,110,0,0,0
1201,kij_zrnszcz,1764,200,0,0,0
1201,kij_zwrzchwk,1746,50,0,0,0
1201,kij_zwrzchwk,1747,50,0,0,0
1201,kij_zwrzchwk,1748,80,0,0,0
1201,kij_zwrzchwk,1751,50,0,0,0
1201,kij_zwrzchwk,1752,50,0,0,0
1201,kij_zwrzchwk,1753,50,0,0,0
1201,kij_zwrzchwk,1754,188,0,0,0
1201,kij_zwrzchwk,1755,200,0,0,0
1201,kij_zwrzchwk,1757,200,0,0,0
1201,kij_zwrzchwk,1758,200,0,0,0
1201,kij_zwrzchwk,1760,220,0,0,0
1201,kij_zwrzchwk,1761,228,0,0,0
1201,kij_zwrzchwk,1762,400,0,0,0
1201,kij_zwrzchwk,1763,500,0,0,0
1201,kij_zwrzchwk,1764,450,0,0,0
1201,kij_ldyzyn,1743,80,0,0,0
1201,kij_ldyzyn,1748,250,0,0,0
1201,kij_ldyzyn,1749,150,0,0,0
1201,kij_ldyzyn,1751,220,0,0,0
1201,kij_ldyzyn,1752,200,0,0,0
1201,kij_ldyzyn,1753,200,0,0,0
1201,kij_ldyzyn,1754,313,0,0,0
1201,kij_ldyzyn,1755,400,0,0,0
1201,kij_ldyzyn,1761,415,0,0,0
1201,kij_lpwc,1746,30,0,0,0
1201,kij_lpwc,1747,40,0,0,0
1201,kij_lpwc,1749,150,0,0,0
1201,kij_lpwc,1751,300,0,0,0
1202,hlc_bwrw,1719,150,0,0,0
1202,hlc_blbznc,1720,225,0,0,0
1202,hlc_bhrdczny,1717,756,0,0,0
1202,hlc_bhrdczny,1718,756,0,0,0
1202,hlc_bhrdczny,1719,918,0,0,0
1202,hlc_bhrdczny,1720,1206,0,0,0
1202,hlc_bhrdczny,1721,436,0,0,0
1202,hlc_bhrdczny,1722,1056,0,0,0
1202,hlc_bhrdczny,1723,1048,0,0,0
1202,hlc_bhrdczny,1724,644,0,0,0
1202,hlc_bhrdczny,1725,900,0,0,0
1202,hlc_bhrdczny,1726,876,0,0,0
1202,hlc_bhrdczny,1727,1600,0,0,0
1202,hlc_bhrdczny,1728,1352,0,0,0
1202,hlc_bhrdczny,1729,1352,0,0,0
1202,hlc_bhrdczny,1731,1250,0,0,0
1202,hlc_bhrdczny,1732,650,0,0,0
1202,hlc_bhrdczny,1733,1000,0,0,0
1202,hlc_bhrdczny,1734,1000,0,0,0
1202,hlc_bhrdczny,1735,1000,0,0,0
1202,hlc_bhrdczny,1736,1000,0,0,0
1202,hlc_bhrdczny,1737,1000,0,0,0
1202,hlc_bhrdczny,1738,1000,0,0,0
1202,hlc_bhrdczny,1739,1000,0,0,0
1202,hlc_bhrdczny,1741,1250,0,0,0
1202,hlc_bhrdczny,1742,1250,0,0,0
1202,hlc_bhrdczny,1743,1250,0,0,0
1202,hlc_bhrdczny,1744,1250,0,0,0
1202,hlc_bhrdczny,1747,1250,0,0,0
1202,hlc_bhrdczny,1751,1375,0,0,0
1202,hlc_bhrdczny,1754,1687,0,0,0
1202,hlc_bhrdczny,1757,1600,0,0,0
1202,hlc_bhrdczny,1758,1300,0,0,0
1202,hlc_bhrdczny,1760,1430,0,0,0
1202,hlc_bhrdczny,1761,954,0,0,0
1202,hlc_bhrdczny,1762,1160,0,0,0
1202,hlc_bhrdczny,1764,1100,0,0,0
1202,hlc_blszwc,1738,100,0,0,0
1202,hlc_blszwc,1741,125,0,0,0
1202,hlc_blszwc,1742,125,0,0,0
1202,hlc_blszwc,1743,125,0,0,0
1202,hlc_blszwc,1744,125,0,0,0
1202,hlc_blszwc,1745,125,0,0,0
1202,hlc_blszwc,1746,125,0,0,0
1202,hlc_blszwc,1747,125,0,0,0
1202,hlc_blszwc,1748,125,0,0,0
1202,hlc_blszwc,1749,125,0,0,0
1202,hlc_blszwc,1751,200,0,0,0
1202,hlc_blszwc,1752,200,0,0,0
1202,hlc_blszwc,1753,200,0,0,0
1202,hlc_blszwc,1754,288,0,0,0
1202,hlc_blszwc,1755,300,0,0,0
1202,hlc_blszwc,1757,300,0,0,0
1202,hlc_bczcz,1717,262,0,0,0
1202,hlc_bczcz,1718,262,0,0,0
1202,hlc_bczcz,1719,849,0,0,0
1202,hlc_bczcz,1720,1380,0,0,0
1202,hlc_bczcz,1721,1054,0,0,0
1202,hlc_bczcz,1722,663,0,0,0
1202,hlc_bczcz,1723,750,0,0,0
1202,hlc_bczcz,1724,1727,0,0,0
1202,hlc_bczcz,1725,1100,0,0,0
1202,hlc_bczcz,1726,936,0,0,0
1202,hlc_bczcz,1727,566,0,0,0
1202,hlc_bczcz,1728,936,0,0,0
1202,hlc_bczcz,1729,1180,0,0,0
1202,hlc_bczcz,1731,1480,0,0,0
1202,hlc_bczcz,1735,1319,0,0,0
1202,hlc_bczcz,1736,1319,0,0,0
1202,hlc_bczcz,1737,1319,0,0,0
1202,hlc_bczcz,1738,1419,0,0,0
1202,hlc_bczcz,1739,1419,0,0,0
1202,hlc_bczcz,1741,1407,0,0,0
1202,hlc_bczcz,1742,1419,0,0,0
1202,hlc_bczcz,1743,1419,0,0,0
1202,hlc_bczcz,1744,1419,0,0,0
1202,hlc_bczcz,1745,1419,0,0,0
1202,hlc_bczcz,1746,1419,0,0,0
1202,hlc_bczcz,1747,1419,0,0,0
1202,hlc_bczcz,1748,1419,0,0,0
1202,hlc_bczcz,1749,1419,0,0,0
1202,hlc_bczcz,1751,1250,0,0,0
1202,hlc_bczcz,1752,1250,0,0,0
1202,hlc_bczcz,1753,1250,0,0,0
1202,hlc_bczcz,1754,313,0,0,0
1202,hlc_bczcz,1760,1405,0,0,0
1202,hlc_bczcz,1761,1250,0,0,0
1202,hlc_bdznw,1719,450,0,0,0
1202,hlc_bdznw,1720,249,0,0,0
1202,hlc_bdznw,1721,268,0,0,0
1202,hlc_bdznw,1722,165,0,0,0
1202,hlc_bdznw,1723,276,0,0,0
1202,hlc_bdznw,1724,410,0,0,0
1202,hlc_bdznw,1725,380,0,0,0
1202,hlc_bdznw,1726,400,0,0,0
1202,hlc_bdznw,1727,60,0,0,0
1202,hlc_bdznw,1728,119,0,0,0
1202,hlc_bdznw,1729,60,0,0,0
1202,hlc_bdznw,1736,350,0,0,0
1202,hlc_bdznw,1738,450,0,0,0
1202,hlc_bdznw,1741,362,0,0,0
1202,hlc_bdznw,1742,562,0,0,0
1202,hlc_bdznw,1743,562,0,0,0
1202,hlc_bdznw,1744,562,0,0,0
1202,hlc_bdznw,1745,562,0,0,0
1202,hlc_bdznw,1746,435,0,0,0
1202,hlc_bdznw,1749,862,0,0,0
1202,hlc_bdznw,1751,500,0,0,0
1202,hlc_bdznw,1752,500,0,0,0
1202,hlc_bdznw,1753,500,0,0,0
1202,hlc_bdznw,1754,125,0,0,0
1202,hlc_bdznw,1757,400,0,0,0
1202,hlc_bdznw,1758,300,0,0,0
1202,hlc_bdznw,1760,400,0,0,0
1202,hlc_bdznw,1761,400,0,0,0
1202,hlc_bdznw,1762,510,0,0,0
1202,hlc_brsztyn,1717,86,0,0,0
1202,hlc_brsztyn,1718,86,0,0,0
1202,hlc_brsztyn,1720,346,0,0,0
1202,hlc_brsztyn,1721,68,0,0,0
1202,hlc_brsztyn,1722,250,0,0,0
1202,hlc_brsztyn,1723,200,0,0,0
1202,hlc_brsztyn,1724,350,0,0,0
1202,hlc_brsztyn,1725,350,0,0,0
1202,hlc_brsztyn,1726,300,0,0,0
1202,hlc_brsztyn,1727,450,0,0,0
1202,hlc_brsztyn,1728,468,0,0,0
1202,hlc_brsztyn,1729,468,0,0,0
1202,hlc_brsztyn,1731,700,0,0,0
1202,hlc_brsztyn,1732,700,0,0,0
1202,hlc_brsztyn,1733,707,0,0,0
1202,hlc_brsztyn,1734,707,0,0,0
1202,hlc_brsztyn,1735,700,0,0,0
1202,hlc_brsztyn,1736,750,0,0,0
1202,hlc_brsztyn,1737,700,0,0,0
1202,hlc_brsztyn,1738,825,0,0,0
1202,hlc_brsztyn,1739,700,0,0,0
1202,hlc_brsztyn,1741,825,0,0,0
1202,hlc_brsztyn,1742,825,0,0,0
1202,hlc_brsztyn,1743,825,0,0,0
1202,hlc_brsztyn,1744,825,0,0,0
1202,hlc_brsztyn,1745,793,0,0,0
1202,hlc_brsztyn,1746,825,0,0,0
1202,hlc_brsztyn,1747,825,0,0,0
1202,hlc_brsztyn,1748,825,0,0,0
1202,hlc_brsztyn,1749,753,0,0,0
1202,hlc_brsztyn,1751,750,0,0,0
1202,hlc_brsztyn,1752,750,0,0,0
1202,hlc_brsztyn,1753,750,0,0,0
1202,hlc_brsztyn,1754,1250,0,0,0
1202,hlc_brsztyn,1755,1250,0,0,0
1202,hlc_brsztyn,1757,1560,0,0,0
1202,hlc_brsztyn,1760,1380,0,0,0
1202,hlc_brsztyn,1762,500,0,0,0
1202,hlc_brsztyn,1764,800,0,0,0
1202,hlc_czrnlc,1717,241,0,0,0
1202,hlc_czrnlc,1718,241,0,0,0
1202,hlc_czrnlc,1720,100,0,0,0
1202,hlc_czrnlc,1722,100,0,0,0
1202,hlc_czrnlc,1723,100,0,0,0
1202,hlc_czrnlc,1724,100,0,0,0
1202,hlc_czrnlc,1725,100,0,0,0
1202,hlc_czrnlc,1726,100,0,0,0
1202,hlc_czrnlc,1727,100,0,0,0
1202,hlc_czrnlc,1728,100,0,0,0
1202,hlc_czrnlc,1729,100,0,0,0
1202,hlc_czrnlc,1731,100,0,0,0
1202,hlc_czrnlc,1732,100,0,0,0
1202,hlc_czrnlc,1733,100,0,0,0
1202,hlc_czrnlc,1734,100,0,0,0
1202,hlc_czrnlc,1735,100,0,0,0
1202,hlc_czrnlc,1736,100,0,0,0
1202,hlc_czrnlc,1737,100,0,0,0
1202,hlc_czrnlc,1738,100,0,0,0
1202,hlc_czrnlc,1739,100,0,0,0
1202,hlc_czrnlc,1741,80,0,0,0
1202,hlc_czrnlc,1742,100,0,0,0
1202,hlc_czrnlc,1743,100,0,0,0
1202,hlc_czrnlc,1744,100,0,0,0
1202,hlc_czrnlc,1745,100,0,0,0
1202,hlc_czrnlc,1746,100,0,0,0
1202,hlc_czrnlc,1747,100,0,0,0
1202,hlc_czrnlc,1748,100,0,0,0
1202,hlc_czrnlc,1749,100,0,0,0
1202,hlc_czrnlc,1751,100,0,0,0
1202,hlc_czrnlc,1752,110,0,0,0
1202,hlc_czrnlc,1753,110,0,0,0
1202,hlc_czrnlc,1754,195,0,0,0
1202,hlc_czrnlc,1755,200,0,0,0
1202,hlc_czrnlc,1757,200,0,0,0
1202,hlc_czrnlc,1758,150,0,0,0
1202,hlc_czrnlc,1760,128,0,0,0
1202,hlc_czrnlc,1761,128,0,0,0
1202,hlc_czrnlc,1762,240,0,0,0
1202,hlc_czrnlc,1763,300,0,0,0
1202,hlc_czrtkw,1717,344,0,0,0
1202,hlc_czrtkw,1718,344,0,0,0
1202,hlc_czrtkw,1720,1200,0,0,0
1202,hlc_czrtkw,1721,286,0,0,0
1202,hlc_czrtkw,1722,1633,0,0,0
1202,hlc_czrtkw,1723,1050,0,0,0
1202,hlc_czrtkw,1724,1250,0,0,0
1202,hlc_czrtkw,1725,800,0,0,0
1202,hlc_czrtkw,1726,1050,0,0,0
1202,hlc_czrtkw,1727,1020,0,0,0
1202,hlc_czrtkw,1728,200,0,0,0
1202,hlc_czrtkw,1729,650,0,0,0
1202,hlc_czrtkw,1731,410,0,0,0
1202,hlc_czrtkw,1735,284,0,0,0
1202,hlc_czrtkw,1736,142,0,0,0
1202,hlc_czrtkw,1737,224,0,0,0
1202,hlc_czrtkw,1739,1245,0,0,0
1202,hlc_czrtkw,1741,1900,0,0,0
1202,hlc_czrtkw,1742,1900,0,0,0
1202,hlc_czrtkw,1743,1900,0,0,0
1202,hlc_czrtkw,1744,1900,0,0,0
1202,hlc_czrtkw,1745,1400,0,0,0
1202,hlc_czrtkw,1746,1400,0,0,0
1202,hlc_czrtkw,1747,1400,0,0,0
1202,hlc_czrtkw,1752,1500,0,0,0
1202,hlc_czrtkw,1754,400,0,0,0
1202,hlc_czrtkw,1755,1600,0,0,0
1202,hlc_czrtkw,1757,1700,0,0,0
1202,hlc_czrtkw,1758,1600,0,0,0
1202,hlc_czrtkw,1760,1700,0,0,0
1202,hlc_czrtkw,1761,1700,0,0,0
1202,hlc_czrtkw,1762,1600,0,0,0
1202,hlc_czrtkw,1763,1000,0,0,0
1202,hlc_czrtkw,1764,1000,0,0,0
1202,hlc_dltyn,1728,180,0,0,0
1202,hlc_dltyn,1729,200,0,0,0
1202,hlc_dltyn,1731,200,0,0,0
1202,hlc_dltyn,1732,200,0,0,0
1202,hlc_dltyn,1733,202,0,0,0
1202,hlc_dltyn,1734,202,0,0,0
1202,hlc_dltyn,1735,202,0,0,0
1202,hlc_dltyn,1736,202,0,0,0
1202,hlc_dltyn,1737,202,0,0,0
1202,hlc_dltyn,1738,222,0,0,0
1202,hlc_dltyn,1739,222,0,0,0
1202,hlc_dltyn,1741,277,0,0,0
1202,hlc_dltyn,1742,277,0,0,0
1202,hlc_dltyn,1743,273,0,0,0
1202,hlc_dltyn,1745,273,0,0,0
1202,hlc_dltyn,1746,273,0,0,0
1202,hlc_dltyn,1747,273,0,0,0
1202,hlc_dltyn,1748,273,0,0,0
1202,hlc_dltyn,1749,273,0,0,0
1202,hlc_dltyn,1751,300,0,0,0
1202,hlc_dltyn,1752,300,0,0,0
1202,hlc_dltyn,1753,300,0,0,0
1202,hlc_dltyn,1754,263,0,0,0
1202,hlc_dltyn,1755,300,0,0,0
1202,hlc_dltyn,1757,312,0,0,0
1202,hlc_dltyn,1758,300,0,0,0
1202,hlc_dltyn,1760,265,0,0,0
1202,hlc_dltyn,1761,265,0,0,0
1202,hlc_dltyn,1762,340,0,0,0
1202,hlc_dltyn,1763,400,0,0,0
1202,hlc_dltyn,1764,450,0,0,0
1202,hlc_gwωdzc,1720,486,0,0,0
1202,hlc_gwωdzc,1726,360,0,0,0
1202,hlc_gwωdzc,1727,25,0,0,0
1202,hlc_gwωdzc,1732,160,0,0,0
1202,hlc_gwωdzc,1733,454,0,0,0
1202,hlc_gwωdzc,1734,454,0,0,0
1202,hlc_gwωdzc,1736,454,0,0,0
1202,hlc_gwωdzc,1737,444,0,0,0
1202,hlc_gwωdzc,1738,600,0,0,0
1202,hlc_gwωdzc,1739,600,0,0,0
1202,hlc_gwωdzc,1741,760,0,0,0
1202,hlc_gwωdzc,1742,750,0,0,0
1202,hlc_gwωdzc,1743,750,0,0,0
1202,hlc_gwωdzc,1744,750,0,0,0
1202,hlc_gwωdzc,1747,750,0,0,0
1202,hlc_gwωdzc,1748,750,0,0,0
1202,hlc_gwωdzc,1751,750,0,0,0
1202,hlc_gwωdzc,1754,644,0,0,0
1202,hlc_gwωdzc,1755,600,0,0,0
1202,hlc_gwωdzc,1757,680,0,0,0
1202,hlc_gwωdzc,1758,680,0,0,0
1202,hlc_gwωdzc,1760,722,0,0,0
1202,hlc_gwωdzc,1761,722,0,0,0
1202,hlc_hlcz,1717,137,0,0,0
1202,hlc_hlcz,1718,323,0,0,0
1202,hlc_hlcz,1720,227,0,0,0
1202,hlc_hlcz,1721,200,0,0,0
1202,hlc_hlcz,1722,300,0,0,0
1202,hlc_hlcz,1723,50,0,0,0
1202,hlc_hlcz,1724,150,0,0,0
1202,hlc_hlcz,1726,258,0,0,0
1202,hlc_hlcz,1727,260,0,0,0
1202,hlc_hlcz,1728,200,0,0,0
1202,hlc_hlcz,1729,160,0,0,0
1202,hlc_hlcz,1731,160,0,0,0
1202,hlc_hlcz,1732,536,0,0,0
1202,hlc_hlcz,1733,161,0,0,0
1202,hlc_hlcz,1734,161,0,0,0
1202,hlc_hlcz,1735,161,0,0,0
1202,hlc_hlcz,1736,161,0,0,0
1202,hlc_hlcz,1737,161,0,0,0
1202,hlc_hlcz,1738,167,0,0,0
1202,hlc_hlcz,1739,177,0,0,0
1202,hlc_hlcz,1741,220,0,0,0
1202,hlc_hlcz,1742,220,0,0,0
1202,hlc_hlcz,1743,220,0,0,0
1202,hlc_hlcz,1744,220,0,0,0
1202,hlc_hlcz,1745,210,0,0,0
1202,hlc_hlcz,1746,220,0,0,0
1202,hlc_hlcz,1747,220,0,0,0
1202,hlc_hlcz,1748,220,0,0,0
1202,hlc_hlcz,1749,220,0,0,0
1202,hlc_hlcz,1751,137,0,0,0
1202,hlc_hlcz,1752,137,0,0,0
1202,hlc_hlcz,1754,98,0,0,0
1202,hlc_hlcz,1757,260,0,0,0
1202,hlc_hlcz,1758,500,0,0,0
1202,hlc_hlcz,1762,280,0,0,0
1202,hlc_hrdnk,1717,817,0,0,0
1202,hlc_hrdnk,1718,817,0,0,0
1202,hlc_hrdnk,1720,1506,0,0,0
1202,hlc_hrdnk,1721,1254,0,0,0
1202,hlc_hrdnk,1722,1656,0,0,0
1202,hlc_hrdnk,1723,1560,0,0,0
1202,hlc_hrdnk,1724,1456,0,0,0
1202,hlc_hrdnk,1725,1600,0,0,0
