table,name,viv,index,kalik_id,newname,lon,lat
1100,iskan,rus,rus_skn,130,"",22.4333333333333,49.7833333333333
801,zbuczyn,lbl,lbl_zbczyn,1030,"",22.43333333,52.08333333
801,kock,lbl,lbl_kck,1032,"",22.4528371899905,51.6303175552428
1100,bircza,rus,rus_brcz,115,"",22.4799927762449,49.6827438179612
1300,biercza,rus,prz_brcz,359,"",22.4833333333333,49.7
302,wysokie_mazowieckie,pdl,pdl_wysk_mzwck,657,"",22.4850792625023,52.9227540565595
402,wysokie_mazowieckie,pdl,pdl_wysk_mzwck,687,"",22.4850792625023,52.9227540565595
1100,przeworsk,rus,rus_przwrsk,147,"",22.495735258181,50.0623245222614
402,ciechanowiec,pdl,pdl_cchnwc,680,"",22.4992061780633,52.6742200015964
1100,pruchnik,rus,rus_prchnk,146,"",22.51228709487,49.9065297870308
402,mordy,pdl,pdl_mrdy,682,"",22.5124004121436,52.2124088063868
100,wysokie_mazowieckie,maz,maz_wysk_mzwck,10,"",22.5166666666667,52.9166666666667
1100,krzywcza,rus,rus_krzywcz,138,"",22.5360033562236,49.7969008245707
801,bychawa,lbl,lbl_bychw,1031,"",22.5488080426717,51.0065193132922
603,witkow,kls,kls_wtkw,812,"",,
100,lublin,lbl,lbl_lbln,7,"",22.5717026123729,51.2527987607334
1100,ustrzyki,rus,rus_strzyk,165,"",22.5833333333333,49.4333333333333
100,ciechanowiec,maz,maz_cchnwc,1,"",22.5,52.6833333333333
100,glusk,lbl,lbl_glsk,15,"",22.6028678366868,51.1868019407681
801,glusk,lbl,lbl_glsk,1017,"",22.6028678366868,51.1868019407681
801,radzyn,lbl,lbl_rdzyn,1027,"",22.6072296843265,51.7838108039918
801,lubartow,lbl,lbl_lbrtw,1021,"",22.6124826296956,51.4655024177109
502,sieniawa,rus,rus_snw,737,"",22.6160562422611,50.1691498051277
801,czemierniki,lbl,lbl_czmrnk,1016,"",22.6397032809995,51.6669431418605
302,drohiczyn,pdl,pdl_drhczyn,641,"",22.6421027558106,52.4086554314051
1100,rybotycze,rus,rus_rybtycz,149,"",22.6440835588608,49.6555547118457
1300,rybotycze,rus,prz_rybtycz,362,"",22.6440835588608,49.6555547118457
1100,krasiczyn,rus,rus_krsczyn,168,"",22.6599399449126,49.7709885240422
302,osowiec,pdl,pdl_swc,649,"",22.65,53.5
1100,sosnica,rus,rus_ssnc,153,"",22.6666666666667,49.9666666666667
1100,manasterz,rus,rus_mnstrz,170,"",22.6666666666667,50.1166666666667
900,wysokie,lbl,lbl_wysk,1118,"",22.66666667,50.91666667
302,rajgrod,pdl,pdl_rjgrd,651,"",22.6892578439671,53.7162133761394
302,sokoly,pdl,pdl_skly,653,"",22.7043560929703,52.9909547793715
1100,jaroslaw,rus,rus_jrslw,132,"",22.7153476274968,50.0095083215402
1100,nowosiolki,rus,rus_nwslk,144,"",22.7333333333333,49.6333333333333
502,bilgoraj,lbl,lbl_blgrj,723,"",22.7333333333333,50.5333333333333
900,bilgoray,lbl,lbl_blgry,1110,"",22.7333333333333,50.5333333333333
301,rudka,maz,maz_rdk,629,"",22.7333333333333,52.7166666666667
302,losice,pdl,pdl_lsc,645,"",22.7361404654278,52.2060376386106
302,goniadz,pdl,pdl_gndz,642,"",22.7363522692555,53.4796053466194
502,turobin,rus,rus_trbn,742,"",22.7508986934139,50.8236251878812
900,turobin,rus,rus_trbn,1117,"",22.7508986934139,50.8236251878812
1100,fredropol,rus,rus_frdrpl,126,"",22.75,49.7
1300,fredropol,rus,prz_frdrpl,360,"",22.75,49.7
100,przemysl,rus,rus_przmysl,11,"",22.7720602434326,49.7833567820999
1100,dobromil,rus,rus_dbrml,121,"",22.7820199767628,49.5714563340374
100,miedzyrzecz_podlaski,pdl,pdl_mdzyrzcz_pdlsk,8,"",22.7833333333333,51.9833333333333
302,tykocin,pdl,pdl_tykcn,655,"",22.7912700839357,53.1941224365405
1100,wietlin,rus,rus_wtln,166,"",22.8166666666667,50
1100,radymno,rus,rus_rdymn,148,"",22.83333333,49.95
900,zolkiewka,rus,rus_zlkwk,1127,"",22.8434483253943,50.9052899799149
1100,chyrow,rus,rus_chyrw,118,"",22.8512160134777,49.5356750820732
801,piaski,lbl,lbl_psk,1025,"",22.8564062823966,51.1378969158341
100,siemiatycze,pdl,pdl_smtycz,12,"",22.862653952951,52.4271122417998
302,siemiatycze,pdl,pdl_smtycz,652,"",22.862653952951,52.4271122417998
801,ostrow_lubelski,lbl,lbl_strw_lblsk,1024,"",22.8662968093382,51.4943450664417
1100,nowomiasto,rus,rus_nwmst,143,"",22.8666666666667,49.6166666666667
1100,wyszatyce,rus,rus_wysztyc,163,"",22.8833333333333,49.8333333333333
302,sarnaki,pdl,pdl_srnk,659,"",22.8897636976863,52.3179459894113
801,leczna,lbl,lbl_lczn,1034,"",22.8943731304794,51.2952404274906
801,parczew,lbl,lbl_prczw,1042,"",22.8964602329782,51.6399317717861
1100,tarnawa,rus,rus_trnw,158,"",22.8,49.55
302,knyszyn,pdl,pdl_knyszyn,644,"",22.91666667,53.31666667
1100,szumin,rus,rus_szmn,157,"",22.9333333333333,49.5
1100,medyka,rus,rus_mdyk,141,"",22.9333333333333,49.8
302,suraz,pdl,pdl_srz,654,"",22.95,52.95
1100,starosol,rus,rus_strsl,155,"",22.9666666666667,49.4833333333333
1300,starosol,rus,prz_strsl,365,"",22.9666666666667,49.4833333333333
1100,felsztyn,rus,rus_flsztyn,125,"",22.9666666666667,49.5333333333333
302,augustow,pdl,pdl_gstw,638,"",22.9780204465886,53.8374492809893
502,szczezyn,rus,rus_szczbrszyn,740,"",22.9833333333333,50.7
900,szczebreszyn,rus,rus_szczbrszyn,1126,"",22.9833333333333,50.7
1100,husakow,rus,rus_hskw,128,"",22.9880212636859,49.7159816387095
1300,laszki,rus,prz_lszk,368,"",22.9,50.0166666666667
1100,stary_sambor,rus,rus_stry_smbr,156,"",23.0087818959958,49.4320362635312
1300,stary_sambor,rus,prz_stry_smbr,366,"",23.0087818959958,49.4320362635312
502,gorzkow,lbl,lbl_grzkw,725,"",23.0166666666667,50.95
900,gorzkow,lbl,lbl_grzkw,1120,"",23.0166666666667,50.95
1100,turka_w_gorach,rus,rus_trk_w_grch,159,"",23.03333333,49.15
302,jasionowka,pdl,pdl_jsnwk,643,"",23.0409281097724,53.3938778123214
302,mielnik,pdl,pdl_mlnk,646,"",23.05,52.33333333
302,boczki,pdl,pdl_bczk,640,"",23.05,52.65
501,lubaczow,blz,blz_lbczw,698,"",23.1250406861361,50.1595550632533
302,rososz,pdl,pdl_rssz,660,"",23.1333333333333,51.8666666666667
1100,mosciska,rus,rus_mscsk,142,"",23.1404868823332,49.7926234475512
501,cieszanow,blz,blz_csznw,689,"",23.1417450554359,50.2429694398181
302,niemirow,pdl,pdl_nmrw,647,"",23.153071510976,52.2869645109771
302,bialystok,pdl,pdl_blystk,639,"",23.1567122228573,53.1187646617058
1100,krakowiec,rus,rus_krkwc,135,"",23.1569190174614,49.9576305264845
1100,wielkie_oczy,blz,blz_wlk_czy,161,"",23.1593464476978,50.0134945736297
502,siedliszcze,rus,rus_sdlszcz,736,"",23.1637218418252,51.1939255515011
502,tarnogora,rus,rus_trngr,741,"",23.1654776655647,50.8899379764094
1100,krukienice,rus,rus_krknc,136,"",23.1666666666667,49.6833333333333
1300,krukienice,rus,prz_krknc,361,"",23.1666666666667,49.6833333333333
1100,sambor,rus,rus_smbr,151,"",23.1916205576575,49.5119098625276
1300,sambor,rus,prz_smbr,363,"",23.1916205576575,49.5119098625276
200,krasnobrod,rus,rus_krsnbrd,612,"",,
502,krasnobrod,rus,rus_krsnbrd,727,"",23.2166666666667,50.55
900,krasnobrod,rus,rus_krsnbrd,1113,"",23.2166666666667,50.55
1100,twierza,rus,rus_twrz,164,"",23.2333333333333,49.8
900,zamosc,rus,rus_zmsc,1119,"",23.2542579851682,50.7180934056805
501,narol,blz,blz_nrl,702,"",23.3147428228395,50.3516257630205
302,orly,pdl,pdl_rly,648,"",23.3333333333333,52.7
501,lipsko,blz,blz_lpsk,721,"",23.3485653647849,50.3481498869745
1203,jaworow,rus,lww_jwrw,325,"",23.3664773909695,49.9335770643359
1100,wisznia,rus,rus_wszn,162,"",23.3666666666667,49.7833333333333
502,skierbieszow,rus,rus_skrbszw,738,"",23.3666666666667,50.85
502,krasniczyn,rus,rus_krsnczyn,728,"",23.3771119027443,50.9297891568531
501,niemierow,blz,blz_nmrw,703,"",23.4333333333333,50.1
501,komorow,blz,blz_kmrw,694,"",23.4666666666667,50.6166666666667
502,chelm,rus,rus_chlm,724,"",23.474799012592,51.1332146271815
501,potok,blz,blz_ptk,705,"",23.5393324686056,50.3095815977395
502,wojslawice,rus,rus_wjslwc,743,"",23.552095628596,50.9273672934201
501,grabowiec,blz,blz_grbwc,692,"",23.5547737664318,50.8292112195087
501,potylicz,blz,blz_ptylcz,719,"",23.55,50.2
501,rachanie,blz,blz_rchn,707,"",23.55,50.5333333333333
501,rawa_ruska,blz,blz_rw_rsk,709,"",23.6213278009305,50.2303176668933
501,przewale,blz,blz_przwl,706,"",23.6333333333333,50.6166666666667
502,uchanie,rus,rus_chn,745,"",23.6592908853506,50.9029127795118
1203,komarno,rus,lww_kmrn,328,"",23.6875534425943,49.6304099838989
501,tyszowce,blz,blz_tyszwc,714,"",23.7058841553443,50.6227441449671
900,laszczow,blz,blz_lszczw,1121,"",23.7107938798568,50.5240292467359
502,opalin,rus,rus_pln,733,"",23.7123776578962,51.2919776341083
501,uhnow,blz,blz_hnw,715,"",23.7598911177874,50.3624009809213
1100,zulin,rus,rus_zln,171,"",23.7666666666667,49.1833333333333
1203,szczerzec,rus,lww_szczrzc,348,"",23.848034317391,49.6500652172344
1203,bolechow,rus,lww_blchw,317,"",23.8585697958239,49.0535679630246
501,dubienka,blz,blz_dbnk,691,"",23.8873304884389,51.0533168382045
1203,nawarya,rus,lww_nwry,334,"",23.9333333333333,49.75
501,lubela,blz,blz_lbl,699,"",23.95,50.2
1203,mikolajow,rus,lww_mkljw,333,"",23.9833333333333,49.5333333333333
1203,zolkiew,rus,lww_zlkw,357,"",23.9864315780325,50.0677191063534
502,hrubieszow,rus,rus_hrbszw,744,"",23.9,50.8
501,belz,blz,blz_blz,688,"",24.003847421274,50.3816143620553
501,korytnica,blz,blz_krytnc,695,"",24.0072394247488,50.9491600182676
1203,dolina,rus,lww_dln,318,"",24.0103630237654,48.962179218136
501,horodlo,blz,blz_hrdl,693,"",24.0333333333333,50.9
1203,lwow,rus,lww_lww,332,"",24.0349130375792,49.8406207795665
1203,rozdol,rus,lww_rzdl,340,"",24.0576334202946,49.4640261877296
1203,kulikow,rus,lww_klkw,331,"",24.0729247177645,49.9694255297011
501,warez,blz,blz_wrz,716,"",24.0862293643083,50.5124733075963
1203,winniki,rus,lww_wnnk,349,"",24.1166666666667,49.8166666666667
1203,rozniatow,rus,lww_rzntw,341,"",24.1517750789478,48.9369373621803
1203,zydaczow,rus,lww_zydczw,356,"",24.1555238263846,49.3755978904523
1408,uscilug,wol,wol_sclg,600,"",24.1584006280539,50.8640470329804
1203,brzozdowce,rus,lww_brzzdwc,315,"",24.1669562823142,49.4616991272277
1203,wybranowka,rus,lww_wybrnwk,354,"",24.2056382577849,49.5600576259373
1000,dωwinogrod,pod,pod_dωwngrd,30,"",24.25,49.73333333
1203,kukizow,rus,lww_kkzw,330,"",24.2607649238187,49.9373049627901
502,holeszow,rus,rus_hlszw,726,"",24.2666666666667,49.3
1203,zurawno,rus,lww_zrwn,358,"",24.2855680158447,49.2536599226656
501,sokal,blz,blz_skl,722,"",24.2897495683034,50.4906821376766
1408,wlodzimierz,wol,wol_wldzmrz,601,"",24.3073160650718,50.8524309444856
1203,bobrka,rus,lww_bbrk,353,"",24.30853036385,49.6415047417087
1203,chodorow,rus,lww_chdrw,316,"",24.3202226483031,49.4122258216027
502,maciejow,rus,rus_mcjw,731,"",24.3491611179975,51.2245944768592
1000,kalusz,pod,pod_klsz,44,"",24.3666666666667,49.0333333333333
1202,kalusz,rus,hlc_klsz,264,"",24.3748590363421,49.0139183035606
501,dobrotwor,blz,blz_dbrtwr,690,"",24.3833333333333,50.2
501,tartakow,blz,blz_trtkw,712,"",24.3973966174658,50.4567450697687
1203,jaryczow,rus,lww_jryczw,324,"",24.3,49.9
1203,strzeliska,rus,lww_strzlsk,346,"",24.402848127743,49.5139818294366
1203,swierz,rus,lww_swrz,347,"",24.4333333333333,49.65
502,swierz,rus,rus_swrz,739,"",24.4333333333333,49.65
1401,wyzwa,wol,wol_wyzw,378,"",24.4333333333333,51.4333333333333
1202,solotwina,rus,hlc_sltwn,289,"",24.4365220360386,48.6983706605418
1408,poryck,wol,wol_pryck,592,"",24.4531193892141,50.6219553864874
1406,kulczyn,wol,wol_klczyn,543,"",24.4666666666667,51.1
1203,zurow,rus,lww_zrw,355,"",24.4706309005344,49.3025281923083
501,witkow,blz,blz_wtkw,717,"",24.4882238157869,50.3052785790103
1202,wojnilow,rus,hlc_wjnlw,302,"",24.4898404829322,49.1176927191802
1203,gliniany,rus,lww_glnny,320,"",24.5286051465668,49.8169650992427
502,ratno,rus,rus_rtn,734,"",24.531656249436,51.6611552518694
1202,bohorodczany,rus,hlc_bhrdczny,247,"",24.5389368062523,48.808608313829
1408,turzysk,wol,wol_trzysk,605,"",24.5427875925651,51.0994574704276
1203,przemysliany,rus,lww_przmyslny,339,"",24.55,49.6666666666667
1202,martynow,rus,hlc_mrtynw,272,"",24.5636766381681,49.2188789147777
1202,nadworna,rus,hlc_ndwrn,278,"",24.5705987477066,48.6306782965941
1202,delatyn,rus,hlc_dltyn,256,"",24.6166666666667,48.5333333333333
1202,lysiec,rus,hlc_lysc,308,"",24.6166666666667,48.8666666666667
501,busk,blz,blz_bsk,718,"",24.6166666666667,49.9666666666667
1202,rohatyn,rus,hlc_rhtyn,286,"",24.6324716095947,49.4066408771173
1408,lokacze,wol,wol_lkcz,604,"",24.632923048569,50.7341435838205
1202,bursztyn,rus,hlc_brsztyn,252,"",24.6384592929678,49.2571511312529
501,radziechow,blz,blz_rdzchw,708,"",24.650815714149,50.2774144609958
501,stojanow,blz,blz_stjnw,710,"",24.6524976990533,50.3731527139266
1408,druszkopol,wol,wol_drszkpl,583,"",24.6833333333333,50.4333333333333
1202,stanislawow,rus,hlc_stnslww,290,"",24.7029830495295,48.9125403005606
1300,stanislawow,rus,prz_stnslww,364,"",24.7029830495295,48.9125403005606
1203,gologory,rus,lww_glgry,321,"",24.7041813367782,49.7460936085389
1401,kowel,wol,wol_kwl,372,"",24.7115008603188,51.2075745997114
1408,ozdiutycze,wol,wol_zdtycz,591,"",24.7166666666667,50.85
501,toporow,blz,blz_tprw,713,"",24.7333333333333,50.1166666666667
1408,swiniuchy,wol,wol_swnchy,598,"",24.7499719888403,50.6310218286807
1202,halicz,rus,hlc_hlcz,258,"",24.7533230461832,49.1033340564261
1408,horochow,wol,wol_hrchw,585,"",24.7597846983461,50.5010182121339
1203,narajow,rus,lww_nrjw,352,"",24.7754747480093,49.5313078519911
1202,jezupol,rus,hlc_jzpl,262,"",24.7815541775179,49.030883353541
1408,kisielin,wol,wol_ksln,588,"",24.7827996063281,50.8467081240406
1202,stratyn,rus,hlc_strtyn,291,"",24.7,49.4666666666667
1203,dunajow,rus,lww_dnjw,319,"",24.8258283397142,49.6133934666182
1203,bialykamien,rus,lww_blykmn,311,"",24.8333333333333,49.9
1203,bialykamien_bobrka,rus,lww_blykmn_bbrk,312,"",24.83333333,49.9
1401,niesuchojeze,wol,wol_nschjz,376,"",24.836420470039,51.3791323582925
1202,otynia,rus,hlc_tyn,281,"",24.85,48.7333333333333
1202,tysmenica,rus,hlc_tysmnc,297,"",24.85,48.9
1202,maryampol,rus,hlc_mrympl,274,"",24.85,49.0333333333333
1203,olesko,rus,lww_lsk,335,"",24.8748591681089,49.9649872990441
1203,zloczow,rus,lww_zlczw,351,"",24.8879062245419,49.8139626973594
1203,podwysokie,rus,lww_pdwysk,337,"",24.8,49.4
1202,horozanka,rus,hlc_hrznk,260,"",24.9166666666667,49.15
1408,bludow,wol,wol_bldw,584,"",24.9166666666667,50.6
1100,stanislawczyk,rus,rus_stnslwczyk,154,"",24.9204940009383,50.1631001278898
1203,stanislawczyk,rus,lww_stnslwczyk,345,"",24.9204940009383,50.1631001278898
1203,sasow,rus,lww_ssw,342,"",24.9372180200243,49.8731741874722
1203,brzezany,rus,lww_brzzny,314,"",24.9450128766262,49.449226082865
1203,pomorzany,rus,lww_pmrzny,338,"",24.9475137266137,49.6274577587889
1202,stupczate,rus,hlc_stpczt,293,"",24.9630461143333,48.4075681023789
1202,uscie,rus,hlc_sc,299,"",24.9666666666667,49.0333333333333
1408,torczyn,wol,wol_trczyn,599,"",24.9790121992021,50.7603843869013
1408,lobaczowka,wol,wol_lbczwk,602,"",24.9833333333333,50.4166666666667
1202,zawalow,rus,hlc_zwlw,305,"",25.0193957216299,49.2075068941877
1202,tlumacz,rus,hlc_tlmcz,298,"",25.0246329567424,48.8685346957074
501,szczurowice,blz,blz_szczrwc,711,"",25.0333333333333,50.2666666666667
1202,kolomyja,rus,hlc_klmyj,268,"",25.0412777077861,48.5351097772064
1408,stremilche,blz,blz_strmlch,597,"",25.05,50.3333333333333
1000,mikitynce,pod,pod_mktync,61,"",25.0666666666667,48.4
1408,lesniow,wol,wol_lsnw,589,"",25.0833333333333,50.2333333333333
1403,mielnica,wol,wol_mlnc,429,"",25.0897171033436,51.1474013674258
1202,kosow,rus,hlc_ksw,270,"",25.0984845776194,48.3253174774479
1202,nizniow,rus,hlc_nznw,279,"",25.1151486622881,48.9480726380447
1202,podhajce,rus,hlc_pdhjc,283,"",25.127734045462,49.2678300974148
1203,zborow,rus,lww_zbrw,350,"",25.1334467062661,49.6625951976747
1203,kozowa,rus,lww_kzw,329,"",25.1388008640343,49.4321064906891
1203,brody,rus,lww_brdy,313,"",25.1398384784093,50.0903413847266
1202,obertyn,rus,hlc_brtyn,280,"",25.1718977664166,48.7001401656673
1202,monasterzyska,rus,hlc_mnstrzysk,277,"",25.1801270737996,49.097857454165
1202,kuty,rus,hlc_kty,273,"",25.1833333333333,48.2666666666667
1408,stobuchwa,wol,wol_stbchw,595,"",25.1833333333333,51.4
1406,hulewiczow,wol,wol_hlwczw,535,"",25.2193224623243,51.2578913785683
1403,janowka,wol,wol_jnwk,414,"",25.2590281513494,51.0923894629769
1402,radziwilow,wol,wol_rdzwlw,392,"",25.25,50.1333333333333
1202,barysz,rus,hlc_brysz,243,"",25.2666666666667,49.0333333333333
1202,zablotow,rus,hlc_zbltw,303,"",25.2800288279972,48.4609054638133
1403,trojanowka,wol,wol_trjnwk,426,"",25.2833333333333,51.3333333333333
1201,sieliszcza,brc,kij_slszcz,220,"",25.28333333,48.58333333
1202,gwoωdziec,rus,hlc_gwωdzc,257,"",25.28333333,48.58333333
1408,boromel,wol,wol_brml,603,"",25.2,50.4666666666667
1202,kulaczkowce,rus,hlc_klczkwc,271,"",25.3083461746369,48.5569863674305
1402,krupiec,wol,wol_krpc,408,"",25.3131345401382,50.1572367497069
1202,podkamien,rus,hlc_pdkmn,284,"",25.3189246883268,49.9428889324104
1203,podkamien,rus,lww_pdkmn,336,"",25.3189246883268,49.9428889324104
1403,kaszowka,wol,wol_kszwk,415,"",25.3227070847967,51.1609212424157
1408,sokol,wol,wol_skl,594,"",25.33333333,51.05
1403,luck,wol,wol_lck,428,"",25.3407845331747,50.7582696158609
1202,kupczynce,rus,hlc_kpczync,269,"",25.35,49.45
1403,wisienki,wol,wol_wsnk,427,"",25.35,50.9833333333333
1408,michalowka,wol,wol_mchlwk,590,"",25.3637319308506,50.1528039239754
1202,wisniowczyk,rus,hlc_wsnwczyk,300,"",25.3666666666667,49.2333333333333
1202,buczacz,rus,hlc_bczcz,249,"",25.3748517635572,49.0569249549936
1202,zlotniki,rus,hlc_zltnk,306,"",25.3833333333333,49.2833333333333
1000,zaleszcze,pod,pod_zlszcz,106,"",25.3833333333333,49.8
1403,targowica,wol,wol_trgwc,425,"",25.4029449083155,50.5561910313742
1201,raszkow,brc,kij_rszkw,217,"",25.4166666666667,48.7333333333333
1202,czernelica,rus,hlc_czrnlc,254,"",25.4333333333333,48.8166666666667
1000,jazlowiec,pod,pod_jzlwc,41,"",25.4333333333333,49
1402,kozin,wol,wol_kzn,383,"",25.453542299028,50.2628185894661
1406,kozin,wol,wol_kzn,540,"",25.453542299028,50.2628185894661
1405,czerniechow,brc,kij_czrnchw,458,"",25.45,49.6833333333333
1202,horodenka,rus,hlc_hrdnk,259,"",25.4878415392055,48.6804103695425
1403,ostrozec,wol,wol_strzc,423,"",25.550309808035,50.6629818243413
1202,michalcze,rus,hlc_mchlcz,275,"",25.55,48.7833333333333
1402,oleksyniec,wol,wol_lksync,387,"",25.55,49.8333333333333
1406,bialogrodka,wol,wol_blgrdk,527,"",25.55,50.3166666666667
1403,okonsk,wol,wol_knsk,422,"",25.55,51.25
1202,sniatyn,rus,hlc_sntyn,288,"",25.5666666666667,48.45
607,czlop,pzn,pzn_czlp,870,"",,
801,biskupce,lbl,lbl_bskpc,1015,"",,
1403,morawica,wol,wol_mrwc,421,"",25.5833333333333,50.5166666666667
1000,czerwonogrod,pod,pod_czrwngrd,27,"",25.5883953711223,48.7970831827642
1202,tarnopol,rus,hlc_trnpl,295,"",25.5912056931086,49.5592747346345
1402,werba,wol,wol_wrb,397,"",25.6072318724741,50.2745051290501
1202,mikulince,rus,hlc_mklnc,276,"",25.6211920366437,49.3866642018069
1202,strusow,rus,hlc_strsw,292,"",25.6224067068419,49.3494786316431
1403,kolki,wol,wol_klk,418,"",25.6771076572093,51.0980518912497
1202,biloboznica,rus,hlc_blbznc,246,"",25.6833333333333,49.05
1202,trembowla,rus,hlc_trmbwl,301,"",25.7025749597079,49.2940958692724
1202,baworow,rus,hlc_bwrw,244,"",25.7166666666667,49.45
1401,dubno,wol,wol_dbn,370,"",25.7172811969365,50.4240122390242
1202,budzanow,rus,hlc_bdznw,250,"",25.7198215685299,49.1611708042141
1402,krzemieniec,wol,wol_krzmnc,384,"",25.727400675079,50.0959831627669
1202,towste,rus,hlc_twst,296,"",25.7333333333333,48.85
1000,tluste,pod,pod_tlst,97,"",25.7368977000694,48.8518484148717
1000,jagielnica,pod,pod_jglnc,36,"",25.7452549737826,48.946831863226
1402,wisniowiec,wol,wol_wsnwc,398,"",25.75,49.9
1402,zbaraz,wol,wol_zbrz,402,"",25.7792442275492,49.6762540754747
1402,horynka,wol,wol_hrynk,406,"",25.7837510306115,49.9860074810875
1401,olyka,wol,wol_lyk,377,"",25.8127837717377,50.7065041092544
1202,suchostaw,rus,hlc_schstw,294,"",25.8590199101616,49.1611708042141
1000,kasperowce,pod,pod_ksprwc,46,"",25.8598102478508,48.662106294711
1403,rafalowka,wol,wol_rflwk,424,"",25.8666666666667,51.3666666666667
1403,czartorysk,wol,wol_czrtrysk,410,"",25.8732231628744,51.2244816245351
1000,bilcze,pod,pod_blcz,19,"",25.8833333333333,48.7833333333333
1202,czortkow,rus,hlc_czrtkw,255,"",25.8,49.0166666666667
1202,kopyczynce,rus,hlc_kpyczync,266,"",25.9166666666667,49.1
1202,chorostkow,rus,hlc_chrstkw,253,"",25.9166666666667,49.2
1000,jezierzany,pod,pod_jzrzny,42,"",25.9537194380546,48.8783504826931
1000,kolendziany,pod,pod_klndzny,48,"",25.95,48.9666666666667
1202,skalat,rus,hlc_sklt,287,"",25.9685877987634,49.4341351417527
1402,wyzgrodek,wol,wol_wyzgrdk,400,"",25.9722719308116,49.7760388944262
1403,klewan,wol,wol_klwn,417,"",25.9778577575319,50.7383398545835
1401,warkowicze,wol,wol_wrkwcz,379,"",25.9936694422982,50.468743476246
1406,warkowicze,wol,wol_wrkwcz,561,"",25.9936694422982,50.468743476246
1202,zarwanica,rus,hlc_zrwnc,304,"",25,49.7666666666667
1202,grzymalow,rus,hlc_grzymlw,309,"",26.0238553058215,49.3344461680464
1408,jeziorzany,wol,wol_jzrzny,587,"",26.0333333333333,50.45
1000,borszczow,pod,pod_brszczw,21,"",26.0446154992621,48.7971335771734
1406,derazna,wol,wol_drzn,530,"",26.05,50.8666666666667
1402,lanowce,wol,wol_lnwc,386,"",26.0737278348844,49.8538397548952
1402,rochmanow,wol,wol_rchmnw,393,"",26.0833333333333,50.1333333333333
1402,szumsk,wol,wol_szmsk,394,"",26.1264422341505,50.1243188079118
1406,szumsk,wol,wol_szmsk,557,"",26.1264422341505,50.1243188079118
1000,sidorow,pod,pod_sdrw,81,"",26.1549004442975,49.0109341390287
1406,wlodzimirzec,wol,wol_wldzmrzc,562,"",26.15,51.4166666666667
1403,grodek,wol,wol_grdk,413,"",26.1833333333333,50.6833333333333
1000,husiatyn,pod,pod_hstyn,35,"",26.1898681442441,49.0705031959831
1000,skala,pod,pod_skl,82,"",26.1952719535816,48.8449278881399
1000,krzywcza,pod,pod_krzywcz,51,"",26.1,48.7
1406,derman,wol,wol_drmn,531,"",26.2166666666667,50.3833333333333
1000,wierzbowka,pod,pod_wrzbwk,104,"",26.2333333333333,48.75
1402,jampol,wol,wol_jmpl,381,"",26.2363451004231,49.951793850072
1000,satanow,pod,pod_stnw,78,"",26.2570355829167,49.256210001541
1406,rowno,wol,wol_rwn,552,"",26.2624680797275,50.6105938879652
1000,czarnokozince,pod,pod_czrnkznc,23,"",26.283657073509,48.6574271320851
1406,stepan,wol,wol_stpn,555,"",26.299894067448,51.1317598532733
1406,aleksandryja,wol,wol_lksndryj,521,"",26.35,50.7333333333333
1406,kuniow,wol,wol_knw,544,"",26.3784428445861,50.2379804967259
1402,lachowce,wol,wol_lchwc,385,"",26.4022078177175,49.9927387149213
1000,orynin,pod,pod_rynn,70,"",26.411212872189,48.7500077187815
1401,michnowka,wol,wol_mchnwk,373,"",26.45,49.8166666666667
1406,bereznica,wol,wol_brznc,525,"",26.4647958186845,51.4318120266411
1402,bazalia,wol,wol_bzl,380,"",26.4805463729352,49.7113979121374
1406,krupa,wol,wol_krp,542,"",26.5002758147272,50.6516982682608
1000,czercze,pod,pod_czrcz,26,"",26.5239614208908,48.8601084646789
1406,ostrog,wol,wol_strg,551,"",26.5265492856806,50.3295195120305
1000,okop,pod,pod_kp,68,"",26.5333333333333,49.9666666666667
1402,kornica,wol,wol_krnc,382,"",26.5333333333333,50.05
1000,smotrycz,pod,pod_smtrycz,83,"",26.5419864756668,48.9487410006871
1000,grodek,pod,pod_grdk,33,"",26.5615283908293,49.1625405022417
1000,kupin,pod,pod_kpn,53,"",26.5757065488601,49.1005339327516
1406,tuczyn,wol,wol_tczyn,559,"",26.5780693025542,50.6903847439389
1000,kamieniec_podolski,pod,pod_kmnc_pdlsk,45,"",26.5833333333333,48.6833333333333
1000,zwaniec,pod,pod_zwnc,112,"",26.5,48.55
1408,milatyn,wol,wol_mltyn,606,"",26.6265895480614,50.4439433438887
1000,balin,pod,pod_bln,17,"",26.6605581479981,48.8780831610185
1406,hoszcza,wol,wol_hszcz,533,"",26.6768278376889,50.5939696558528
1000,makow,pod,pod_mkw,111,"",26.6880852450822,48.7902836831939
1000,szatawa,pod,pod_sztw,94,"",26.7065941063316,48.7680695783116
1406,berezno,wol,wol_brzn,526,"",26.7428382392154,50.99111756199
1000,franpol,pod,pod_frnpl,31,"",26.7593474435436,49.0912989117446
1000,czarnoostrow,pod,pod_czrnstrw,24,"",26.76086653245,49.5060832846021
1402,czarnoostrow,pod,pod_czrnstrw,403,"",26.76086653245,49.5060832846021
1000,sawince,pod,pod_swnc,79,"",26.7997855179463,49.0814533904746
1000,kitajgrod,pod,pod_ktjgrd,47,"",26.8023486666688,48.6368074298325
