table,index,id,community,community_code,land,table_abbr,potential,lon,lat,newname
1202,hlc_tlmcz,298,rus,rs,Rus,rus_halicz,250,25.0246329567424,48.8685346957074,""
1202,hlc_sc,299,rus,rs,Rus,rus_halicz,880,24.9666666666667,49.0333333333333,""
1202,hlc_trmbwl,301,rus,rs,Rus,rus_halicz,600,25.7025749597079,49.2940958692724,""
1202,hlc_wjnlw,302,rus,rs,Rus,rus_halicz,800,24.4898404829322,49.1176927191802,""
1202,hlc_zbltw,303,rus,rs,Rus,rus_halicz,1700,25.2800288279972,48.4609054638133,""
1202,hlc_zwlw,305,rus,rs,Rus,rus_halicz,500,25.0193957216299,49.2075068941877,""
1202,hlc_dntyn,307,rus,rs,Rus,rus_halicz,2900,24.6166666666667,48.5333333333333,dniatyn
1202,hlc_lysc,308,rus,rs,Rus,rus_halicz,68,24.6166666666667,48.8666666666667,""
1202,hlc_grzymlw,309,rus,rs,Rus,rus_halicz,500,26.0238553058215,49.3344461680464,""
1202,hlc_mrympl,274,rus,rs,Rus,rus_halicz,650,24.85,49.0333333333333,""
1203,lww_blykmn,311,rus,rs,Rus,rus_lwow,200,24.8333333333333,49.9,""
1203,lww_blykmn_bbrk,312,rus,rs,Rus,rus_lwow,0,24.83333333,49.9,""
1203,lww_brdy,313,rus,rs,Rus,rus_lwow,10897,25.1398384784093,50.0903413847266,""
1203,lww_brzzny,314,rus,rs,Rus,rus_lwow,2000,24.9450128766262,49.449226082865,""
1203,lww_brzzdwc,315,rus,rs,Rus,rus_lwow,150,24.1669562823142,49.4616991272277,""
1203,lww_chdrw,316,rus,rs,Rus,rus_lwow,1600,24.3202226483031,49.4122258216027,""
1203,lww_blchw,317,rus,rs,Rus,rus_lwow,300,23.8585697958239,49.0535679630246,""
1203,lww_dln,318,rus,rs,Rus,rus_lwow,1000,24.0103630237654,48.962179218136,""
1203,lww_glnny,320,rus,rs,Rus,rus_lwow,600,24.5286051465668,49.8169650992427,""
1203,lww_glgry,321,rus,rs,Rus,rus_lwow,1100,24.7041813367782,49.7460936085389,""
1203,lww_grdk,322,rus,rs,Rus,rus_lwow,1500,23.6444444444444,49.7833333333333,""
1203,lww_jnw,323,rus,rs,Rus,rus_lwow,550,23.733333333333,49.916666666667,Ivano-Frankove
1203,lww_jryczw,324,rus,rs,Rus,rus_lwow,1360,24.3,49.9,""
1203,lww_jwrw,325,rus,rs,Rus,rus_lwow,2760,23.3664773909695,49.9335770643359,""
1203,lww_kmnk,326,rus,rs,Rus,rus_lwow,625,,,""
1203,lww_knchyncz,327,rus,rs,Rus,rus_lwow,500,24.4667,49.3833,Knyahynychi
1203,lww_kmrn,328,rus,rs,Rus,rus_lwow,1350,23.6875534425943,49.6304099838989,""
1203,lww_kzw,329,rus,rs,Rus,rus_lwow,345,25.1388008640343,49.4321064906891,""
1203,lww_klkw,331,rus,rs,Rus,rus_lwow,730,24.0729247177645,49.9694255297011,""
1203,lww_lww,332,rus,rs,Rus,rus_lwow,1500,24.0349130375792,49.8406207795665,""
1203,lww_mkljw,333,rus,rs,Rus,rus_lwow,100,23.9833333333333,49.5333333333333,""
1203,lww_nwry,334,rus,rs,Rus,rus_lwow,200,23.9333333333333,49.75,""
1203,lww_lsk,335,rus,rs,Rus,rus_lwow,500,24.8748591681089,49.9649872990441,""
1203,lww_pdkmn,336,rus,rs,Rus,rus_lwow,1000,25.3189246883268,49.9428889324104,""
1203,lww_pdwysk,337,rus,rs,Rus,rus_lwow,832,24.8,49.4,""
1203,lww_pmrzny,338,rus,rs,Rus,rus_lwow,1125,24.9475137266137,49.6274577587889,""
1203,lww_przmyslny,339,rus,rs,Rus,rus_lwow,1000,24.55,49.6666666666667,""
1203,lww_rzdl,340,rus,rs,Rus,rus_lwow,900,24.0576334202946,49.4640261877296,""
1203,lww_rzntw,341,rus,rs,Rus,rus_lwow,500,24.1517750789478,48.9369373621803,""
1203,lww_ssw,342,rus,rs,Rus,rus_lwow,125,24.9372180200243,49.8731741874722,""
1203,lww_sklw,343,rus,rs,Rus,rus_lwow,300,,,""
1203,lww_sklwk,344,rus,rs,Rus,rus_lwow,150,,,""
1203,lww_stnslwczyk,345,rus,rs,Rus,rus_lwow,150,24.9204940009383,50.1631001278898,""
1203,lww_strzlsk,346,rus,rs,Rus,rus_lwow,1350,24.402848127743,49.5139818294366,""
1203,lww_swrz,347,rus,rs,Rus,rus_lwow,1000,24.4333333333333,49.65,""
1203,lww_szczrzc,348,rus,rs,Rus,rus_lwow,450,23.848034317391,49.6500652172344,""
1203,lww_wnnk,349,rus,rs,Rus,rus_lwow,904,24.1166666666667,49.8166666666667,""
1203,lww_zbrw,350,rus,rs,Rus,rus_lwow,1300,25.1334467062661,49.6625951976747,""
1203,lww_zlczw,351,rus,rs,Rus,rus_lwow,325,24.8879062245419,49.8139626973594,""
1203,lww_bbrk,353,rus,rs,Rus,rus_lwow,1150,24.30853036385,49.6415047417087,""
1203,lww_ttls,,rus,rs,Rus,rus_lwow,46149,,,""
1203,lww_zrw,355,rus,rs,Rus,rus_lwow,125,24.4706309005344,49.3025281923083,""
1203,lww_zydczw,356,rus,rs,Rus,rus_lwow,880,24.1555238263846,49.3755978904523,""
1203,lww_zlkw,357,rus,rs,Rus,rus_lwow,460,23.9864315780325,50.0677191063534,""
1203,lww_zrwn,358,rus,rs,Rus,rus_lwow,1000,24.2855680158447,49.2536599226656,""
1300,prz_brcz,359,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,22.4833333333333,49.7,""
1300,prz_frdrpl,360,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,22.75,49.7,""
1300,prz_krknc,361,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,23.1666666666667,49.6833333333333,""
1300,prz_rybtycz,362,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,22.6440835588608,49.6555547118457,""
1300,prz_smbr,363,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,23.1916205576575,49.5119098625276,""
1300,prz_stnslww,364,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,24.7029830495295,48.9125403005606,""
1300,prz_strsl,365,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,22.9666666666667,49.4833333333333,""
1300,prz_stry_smbr,366,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,23.0087818959958,49.4320362635312,""
1300,prz_szkw,367,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,350,87.3166666666667,54.1,""
1300,prz_ttls,,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,1076,,,""
1300,prz_lszk,368,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,826,22.9,50.0166666666667,""
1300,prz_nwmst_bybl,369,samborszczyzna,smbrszczyzn,Samborszczyzna,samborszczyzna,0,22.8667,49.6167,Nove Misto
1401,wol_dbn,370,dubno,dbn,Wolyn,dubno,972,25.7172811969365,50.4240122390242,""
1401,wol_kmn_krzck,371,kamien_korzecki,kmnkrzck,Wolyn,dubno,870,24.9667,51.6333,Kamen Kashirskiy
1401,wol_kwl,372,kowel,kwl,Wolyn,dubno,1600,24.7115008603188,51.2075745997114,""
1401,wol_mchnwk,373,kamien_korzecki,kmnkrzck,Wolyn,dubno,50,26.45,49.8166666666667,""
1401,wol_mdzyrzcz_krck,374,miedzyrzecz_korecki,mdzyrzczkrck,Wolyn,dubno,0,26.86666667,50.65,""
1401,wol_mlnwc,375,kamien_korzecki,kmnkrzck,Wolyn,dubno,130,24.45,51.1833,Mylianovychi
1401,wol_nschjz,376,kowel,kwl,Wolyn,dubno,700,24.836420470039,51.3791323582925,""
1401,wol_lyk,377,olyka,lyk,Wolyn,dubno,1000,25.8127837717377,50.7065041092544,""
1401,wol_wyzw,378,kowel,kwl,Wolyn,dubno,818,24.4333333333333,51.4333333333333,""
1401,wol_wrkwcz,379,dubno,dbn,Wolyn,dubno,360,25.9936694422982,50.468743476246,""
1401,wol_ttl,,dubno_kowel_olyka_MiedKorecki,dbnkwllykMdKrck,Wolyn,dubno,4303,,,""
1402,wol_bzl,380,krzemieniec,krzmnc,Wolyn,krzemieniec,394,26.4805463729352,49.7113979121374,""
1402,wol_jmpl,381,krzemieniec,krzmnc,Wolyn,krzemieniec,1018,26.2363451004231,49.951793850072,""
1402,wol_krnc,382,krzemieniec,krzmnc,Wolyn,krzemieniec,130,26.5333333333333,50.05,""
1402,wol_kzn,383,krzemieniec,krzmnc,Wolyn,krzemieniec,185,25.453542299028,50.2628185894661,""
1402,wol_krzmnc,384,krzemieniec,krzmnc,Wolyn,krzemieniec,680,25.727400675079,50.0959831627669,""
1402,wol_lchwc,385,krzemieniec,krzmnc,Wolyn,krzemieniec,1694,26.4022078177175,49.9927387149213,""
1402,wol_lnwc,386,krzemieniec,krzmnc,Wolyn,krzemieniec,150,26.0737278348844,49.8538397548952,""
1402,wol_lksync,387,krzemieniec,krzmnc,Wolyn,krzemieniec,462,25.55,49.8333333333333,""
1402,wol_lszyc,388,krzemieniec,krzmnc,Wolyn,krzemieniec,62,,,""
1402,wol_zchwc,389,krzemieniec,krzmnc,Wolyn,krzemieniec,448,,,""
1402,wol_ptycz,390,krzemieniec,krzmnc,Wolyn,krzemieniec,87,,,""
1402,wol_prntyn,391,krzemieniec,krzmnc,Wolyn,krzemieniec,80,,,""
1402,wol_rdzwlw,392,krzemieniec,krzmnc,Wolyn,krzemieniec,539,25.25,50.1333333333333,""
1402,wol_rchmnw,393,krzemieniec,krzmnc,Wolyn,krzemieniec,60,26.0833333333333,50.1333333333333,""
1402,wol_szmsk,394,krzemieniec,krzmnc,Wolyn,krzemieniec,0,26.1264422341505,50.1243188079118,""
1402,wol_tfpl,395,krzemieniec,krzmnc,Wolyn,krzemieniec,748,26.4166666666667,49.8333333333333,""
1402,wol_tstchw,396,krzemieniec,krzmnc,Wolyn,krzemieniec,30,,,""
1402,wol_wrb,397,krzemieniec,krzmnc,Wolyn,krzemieniec,175,25.6072318724741,50.2745051290501,""
1402,wol_wsnwc,398,krzemieniec,krzmnc,Wolyn,krzemieniec,870,25.75,49.9,""
1402,wol_wlczysk,399,krzemieniec,krzmnc,Wolyn,krzemieniec,508,,,""
1402,wol_wyzgrdk,400,krzemieniec,krzmnc,Wolyn,krzemieniec,622,25.9722719308116,49.7760388944262,""
1402,wol_zbkryk,401,krzemieniec,krzmnc,Wolyn,krzemieniec,30,,,""
1402,wol_zbrz,402,krzemieniec,krzmnc,Wolyn,krzemieniec,946,25.7792442275492,49.6762540754747,""
1402,pod_czrnstrw,403,krzemieniec,krzmnc,Wolyn,krzemieniec,180,26.76086653245,49.5060832846021,""
1402,wol_ttls,,krzemieniec,krzmnc,Wolyn,krzemieniec,10889,,,""
1402,wol_zmsk,404,krzemieniec,krzmnc,Wolyn,krzemieniec,0,,,""
1402,wol_hrynk,406,krzemieniec,krzmnc,Wolyn,krzemieniec,200,25.7837510306115,49.9860074810875,""
1402,wol_klcz,407,krzemieniec,krzmnc,Wolyn,krzemieniec,200,,,""
1402,wol_krpc,408,krzemieniec,krzmnc,Wolyn,krzemieniec,91,25.3131345401382,50.1572367497069,""
1403,wol_brwc,409,luck,lck,Wolyn,luck,31,,,""
1403,wol_czrtrysk,410,luck,lck,Wolyn,luck,100,25.8732231628744,51.2244816245351,""
1403,wol_cztwrtn,411,luck,lck,Wolyn,luck,32,48.0166666666667,58.75,""
1403,wol_drwcz,412,luck,lck,Wolyn,luck,0,27.5833333333333,49.9666666666667,""
1403,wol_grdk,413,luck,lck,Wolyn,luck,50,26.1833333333333,50.6833333333333,""
1403,wol_jnwk,414,luck,lck,Wolyn,luck,44,25.2590281513494,51.0923894629769,""
1403,wol_kszwk,415,luck,lck,Wolyn,luck,400,25.3227070847967,51.1609212424157,""
1403,wol_klkw,416,luck,lck,Wolyn,luck,0,27.05,50.5333333333333,""
1403,wol_klwn,417,luck,lck,Wolyn,luck,500,25.9778577575319,50.7383398545835,""
1403,wol_klk,418,luck,lck,Wolyn,luck,400,25.6771076572093,51.0980518912497,""
1403,wol_krsnstw,419,luck,lck,Wolyn,luck,250,27.18333333,50.4,""
1403,wol_lsznwk,420,luck,lck,Wolyn,luck,127,25.08333333,50.23333333,""
1403,wol_mrwc,421,luck,lck,Wolyn,luck,400,25.5833333333333,50.5166666666667,""
1403,wol_knsk,422,luck,lck,Wolyn,luck,20,25.55,51.25,""
1403,wol_strzc,423,luck,lck,Wolyn,luck,250,25.550309808035,50.6629818243413,""
1403,wol_rflwk,424,luck,lck,Wolyn,luck,150,25.8666666666667,51.3666666666667,""
1403,wol_trgwc,425,luck,lck,Wolyn,luck,360,25.4029449083155,50.5561910313742,""
1403,wol_ttls,,luck,lck,Wolyn,luck,5834,,,""
1403,wol_trjnwk,426,luck,lck,Wolyn,luck,264,25.2833333333333,51.3333333333333,""
1403,wol_wsnk,427,luck,lck,Wolyn,luck,36,25.35,50.9833333333333,""
1403,wol_lck,428,luck,lck,Wolyn,luck,1924,25.3407845331747,50.7582696158609,""
1403,wol_mlnc,429,luck,lck,Wolyn,luck,250,25.0897171033436,51.1474013674258,""
1403,wol_zrwn,430,luck,lck,Wolyn,luck,80,,,""
1404,brc_dznkw,431,ostrog,strg,Wolyn,ostrog_brac_pod,320,29.4410383064258,49.4538982937316,""
1404,brc_lpwc,432,ostrog,strg,Wolyn,ostrog_brac_pod,175,29.0602498441165,49.2179710240081,""
1404,brc_pkw,433,ostrog,strg,Wolyn,ostrog_brac_pod,860,28.2578510603185,49.5694818067427,""
1404,brc_strzyzwk,434,ostrog,strg,Wolyn,ostrog_brac_pod,130,28.468315310115,49.3014788264923,""
1404,brc_ttyjw,435,ostrog,strg,Wolyn,ostrog_brac_pod,510,29.6782184657351,49.3579190818522,""
1404,brc_ttls,,ostrog,strg,Wolyn,ostrog_brac_pod,2388,,,""
1404,pod_lnw,436,ostrog,strg,Wolyn,ostrog_brac_pod,0,28.13333333,49.7,""
1404,brc_wnnc,437,ostrog,strg,Wolyn,ostrog_brac_pod,0,28.4453063565441,49.2190502787917,""
1404,brc_zywtw,438,ostrog,strg,Wolyn,ostrog_brac_pod,393,29.549986566646,49.2721731294391,""
1405,kij_brdyczw,439,ostrog,strg,Wolyn,ostrog_kij,1320,28.58333333,49.9,""
1405,kij_blcrkw,440,ostrog,strg,Wolyn,ostrog_kij,1400,15.2666666666667,45.8666666666667,""
1405,kij_blpl,441,ostrog,strg,Wolyn,ostrog_kij,415,23.7333333333333,50.9833333333333,""
1405,kij_blylwk,442,ostrog,strg,Wolyn,ostrog_kij,0,29.0166666666667,49.6833333333333,""
1405,kij_bylwk,443,ostrog,strg,Wolyn,ostrog_kij,408,29.0166666666667,49.6833333333333,""
1405,kij_bhslw,444,ostrog,strg,Wolyn,ostrog_kij,1000,30.8666666666667,49.55,""
1405,kij_brdnk,445,ostrog,strg,Wolyn,ostrog_kij,180,29.9166666666667,50.65,""
1405,kij_brwc,446,ostrog,strg,Wolyn,ostrog_kij,52,32.5,49.2333333333333,""
1405,kij_brszczjwk,447,ostrog,strg,Wolyn,ostrog_kij,250,34.0166666666667,55.7666666666667,""
1405,kij_brsylw,448,ostrog,strg,Wolyn,ostrog_kij,800,29.5333333333333,50.2833333333333,""
1405,kij_bystryk,450,ostrog,strg,Wolyn,ostrog_kij,0,29.15,49.7333333333333,""
1405,kij_byszw,451,ostrog,strg,Wolyn,ostrog_kij,280,,,""
1405,kij_chdrkw,453,ostrog,strg,Wolyn,ostrog_kij,360,29.3,50.1,""
1405,kij_cdnw,454,ostrog,strg,Wolyn,ostrog_kij,1246,28.1166666666667,50.05,""
1405,kij_czjkwk,455,ostrog,strg,Wolyn,ostrog_kij,119,29.05,50.5333333333333,""
1405,kij_czhryn,456,ostrog,strg,Wolyn,ostrog_kij,440,32.6666666666667,49.0833333333333,""
1405,kij_czrksy,457,ostrog,strg,Wolyn,ostrog_kij,530,32.0666666666667,49.4166666666667,""
1405,kij_czrnchw,458,ostrog,strg,Wolyn,ostrog_kij,216,25.45,49.6833333333333,""
1405,kij_czrwn,459,ostrog,strg,Wolyn,ostrog_kij,193,28.8667,49.9667,Chervone
1405,kij_dlbysz,460,ostrog,strg,Wolyn,ostrog_kij,85,27.9833333333333,50.3666666666667,""
1405,kij_fstw,461,ostrog,strg,Wolyn,ostrog_kij,610,29.9166666666667,50.0833333333333,""
1405,kij_hrmnwk,462,ostrog,strg,Wolyn,ostrog_kij,360,30.55,50,""
1405,kij_hrnstjpl,463,ostrog,strg,Wolyn,ostrog_kij,156,30.25,51.0666666666667,""
1405,kij_hrdyszcz,464,ostrog,strg,Wolyn,ostrog_kij,30,31.45,49.28333333,""
1405,kij_hrszkw,465,ostrog,strg,Wolyn,ostrog_kij,80,29.9,49.25,""
1405,kij_hs,466,ostrog,strg,Wolyn,ostrog_kij,0,,,""
1405,kij_wnc,467,ostrog,strg,Wolyn,ostrog_kij,132,29.05,50.15,""
1405,kij_khrlk,469,ostrog,strg,Wolyn,ostrog_kij,98,30.8333333333333,49.85,""
1405,kij_kmnk,471,ostrog,strg,Wolyn,ostrog_kij,150,28.7,48.0333333333333,""
1405,kij_knw,472,ostrog,strg,Wolyn,ostrog_kij,425,45.3666666666667,43.1,""
1405,kij_kdn,473,ostrog,strg,Wolyn,ostrog_kij,502,28.7,50.0833333333333,""
1405,kij_krstszw,474,ostrog,strg,Wolyn,ostrog_kij,440,29.0667,50.3167,Korostyshiv
1405,kij_krsn,475,ostrog,strg,Wolyn,ostrog_kij,475,31.2666666666667,49.4166666666667,""
1405,kij_kszwt,476,ostrog,strg,Wolyn,ostrog_kij,300,30.61666667,49.48333333,""
1405,kij_ktln,477,ostrog,strg,Wolyn,ostrog_kij,350,28.9666666666667,50.1166666666667,""
1405,kij_krsnpl,478,ostrog,strg,Wolyn,ostrog_kij,126,28.05,49.8333333333333,""
1405,kij_krylw,479,ostrog,strg,Wolyn,ostrog_kij,120,33.2333333333333,49.05,""
1405,kij_lszczyn,481,ostrog,strg,Wolyn,ostrog_kij,403,28.8333333333333,50.15,""
1405,kij_mdwdwk,482,ostrog,strg,Wolyn,ostrog_kij,30,27.8833333333333,49.4333333333333,""
1405,kij_mrpl,485,ostrog,strg,Wolyn,ostrog_kij,354,27.7,50.1,""
1405,kij_mszn,486,ostrog,strg,Wolyn,ostrog_kij,405,31.75,49.5166666666667,""
1405,kij_mtwlwk,488,ostrog,strg,Wolyn,ostrog_kij,130,30.0833333333333,50.15,motowilowka
1405,kij_mtwlwk,488,ostrog,strg,Wolyn,ostrog_kij,0,30.0833333333333,50.15,motowilowka
1405,kij_lwsk,490,ostrog,strg,Wolyn,ostrog_kij,150,27.65,51.2166666666667,""
1405,kij_pwlcz,492,ostrog,strg,Wolyn,ostrog_kij,1026,29.45,49.8666666666667,""
1405,kij_phrbyszcz,494,ostrog,strg,Wolyn,ostrog_kij,860,29.2666666666667,49.4833333333333,""
1405,kij_prdzw,495,ostrog,strg,Wolyn,ostrog_kij,117,,,""
1405,kij_przybrsk,496,ostrog,strg,Wolyn,ostrog_kij,105,30.0333333333333,51.0166666666667,""
1405,kij_rdmysl,497,ostrog,strg,Wolyn,ostrog_kij,305,29.2333333333333,50.5,""
1405,kij_rjgrd,498,ostrog,strg,Wolyn,ostrog_kij,176,22.7,53.73333333,""
1405,kij_rktn,499,ostrog,strg,Wolyn,ostrog_kij,53,27.21666667,51.28333333,""
1405,kij_rzw,500,ostrog,strg,Wolyn,ostrog_kij,230,28.2833333333333,48.2333333333333,""
1405,kij_rzszczw,502,ostrog,strg,Wolyn,ostrog_kij,132,24.7666666666667,50.35,""
1405,kij_skwr,503,ostrog,strg,Wolyn,ostrog_kij,300,29.6666666666667,49.7333333333333,""
1405,kij_smyl,504,ostrog,strg,Wolyn,ostrog_kij,660,31.8833333333333,49.2166666666667,""
1405,kij_stwszcz,505,ostrog,strg,Wolyn,ostrog_kij,30,30.2,49.4,""
1405,kij_slbdyszcz,506,ostrog,strg,Wolyn,ostrog_kij,60,29.6,48.9666666666667,""
1405,kij_trszcz,507,ostrog,strg,Wolyn,ostrog_kij,120,30.5,49.5666666666667,""
1405,kij_ttls,,ostrog,strg,Wolyn,ostrog_kij,22217,,,""
1405,kij_stblw,508,ostrog,strg,Wolyn,ostrog_kij,176,,,""
1405,kij_trktmrw,509,ostrog,strg,Wolyn,ostrog_kij,127,31.3333333333333,49.9833333333333,""
1405,kij_trjnw,510,ostrog,strg,Wolyn,ostrog_kij,60,28.5333333333333,50.1166666666667,""
1405,kij_szmr,511,ostrog,strg,Wolyn,ostrog_kij,90,28.4666666666667,50.8666666666667,""
1405,kij_wrnyhrdk,512,ostrog,strg,Wolyn,ostrog_kij,46,28.9,49.7833333333333,""
1405,kij_wlsk,513,ostrog,strg,Wolyn,ostrog_kij,75,28.5166666666667,50.3833333333333,""
1405,kij_wldrk,514,ostrog,strg,Wolyn,ostrog_kij,755,29.9244620338245,49.5170412573298,""
1405,kij_lwkw,515,ostrog,strg,Wolyn,ostrog_kij,100,,,""
1405,kij_lysnk,516,ostrog,strg,Wolyn,ostrog_kij,758,30.8333333333333,49.25,""
1405,kij_mkrw,518,ostrog,strg,Wolyn,ostrog_kij,200,29.8166666666667,50.4666666666667,""
1405,kij_zbtyn,519,ostrog,strg,Wolyn,ostrog_kij,50,32.15,49.15,""
1405,kij_zytmrz,520,ostrog,strg,Wolyn,ostrog_kij,360,28.6833333333333,50.2666666666667,""
1406,wol_lksndryj,521,ostrog,strg,Wolyn,ostrog_wol,150,26.35,50.7333333333333,""
1406,wol_brznc,525,ostrog,strg,Wolyn,ostrog_wol,528,26.4647958186845,51.4318120266411,""
1406,wol_brzn,526,ostrog,strg,Wolyn,ostrog_wol,375,26.7428382392154,50.99111756199,""
1406,wol_blgrdk,527,ostrog,strg,Wolyn,ostrog_wol,160,25.55,50.3166666666667,""
1406,wol_czrtryj,528,ostrog,strg,Wolyn,ostrog_wol,132,25.8666666666667,51.2166666666667,""
1406,wol_czrnlwk,529,ostrog,strg,Wolyn,ostrog_wol,150,,,""
1406,wol_drzn,530,ostrog,strg,Wolyn,ostrog_wol,190,26.05,50.8666666666667,""
1406,wol_drmn,531,ostrog,strg,Wolyn,ostrog_wol,150,26.2166666666667,50.3833333333333,""
1406,wol_grnd_ttls_fr_strg,,ostrog,strg,Wolyn,ostrog_wol,42077,,,""
1406,wol_gpkw,532,ostrog,strg,Wolyn,ostrog_wol,50,27.05,50.8333333333333,""
1406,wol_hszcz,533,ostrog,strg,Wolyn,ostrog_wol,260,26.6768278376889,50.5939696558528,""
1406,wol_hrycw,534,ostrog,strg,Wolyn,ostrog_wol,142,27.2265085616139,49.9631111837887,""
1406,wol_hlwczw,535,ostrog,strg,Wolyn,ostrog_wol,30,25.2193224623243,51.2578913785683,""
1406,wol_jnw,536,ostrog,strg,Wolyn,ostrog_wol,153,24.1163888888889,50.7944444444444,""
1406,wol_knstntynw,538,ostrog,strg,Wolyn,ostrog_wol,1050,,,""
1406,wol_krzc,539,ostrog,strg,Wolyn,ostrog_wol,700,27.1292848535212,50.6065737602135,""
1406,wol_krsylw,541,ostrog,strg,Wolyn,ostrog_wol,315,26.9666666666667,49.65,""
1406,wol_krp,542,ostrog,strg,Wolyn,ostrog_wol,222,26.5002758147272,50.6516982682608,""
1406,wol_klczyn,543,ostrog,strg,Wolyn,ostrog_wol,236,24.4666666666667,51.1,""
1406,wol_knw,544,ostrog,strg,Wolyn,ostrog_wol,95,26.3784428445861,50.2379804967259,""
1406,wol_kzmn,545,ostrog,strg,Wolyn,ostrog_wol,332,27.0864246386942,49.6942266152401,""
1406,wol_mryn,546,ostrog,strg,Wolyn,ostrog_wol,300,,,""
1406,wol_mdzyrzcz_krck,547,ostrog,strg,Wolyn,ostrog_wol,1700,26.86666667,50.65,""
1406,wol_strpl,550,ostrog,strg,Wolyn,ostrog_wol,150,27.55,49.8166666666667,""
1406,wol_strg,551,ostrog,strg,Wolyn,ostrog_wol,1286,26.5265492856806,50.3295195120305,""
1406,wol_rwn,552,ostrog,strg,Wolyn,ostrog_wol,787,26.2624680797275,50.6105938879652,""
1406,wol_plnn,553,ostrog,strg,Wolyn,ostrog_wol,750,27.5195969364713,50.1174948899498,""
1406,wol_srny,554,ostrog,strg,Wolyn,ostrog_wol,50,26.6,51.3333333333333,""
1406,wol_stpn,555,ostrog,strg,Wolyn,ostrog_wol,792,26.299894067448,51.1317598532733,""
1406,wol_sdylkw,556,ostrog,strg,Wolyn,ostrog_wol,220,27.1300089948138,50.1696325432066,""
1406,wol_szmsk,557,ostrog,strg,Wolyn,ostrog_wol,285,26.1264422341505,50.1243188079118,""
1406,wol_slwt,558,ostrog,strg,Wolyn,ostrog_wol,272,26.8808257408614,50.2981203542716,""
1406,wol_ttls,,ostrog,strg,Wolyn,ostrog_wol,17032,,,""
1406,wol_tczyn,559,ostrog,strg,Wolyn,ostrog_wol,787,26.5780693025542,50.6903847439389,""
1406,wol_szptwk,560,ostrog,strg,Wolyn,ostrog_wol,440,27.0467327614568,50.1770148655051,""
1406,wol_wrkwcz,561,ostrog,strg,Wolyn,ostrog_wol,0,25.9936694422982,50.468743476246,""
1406,wol_wldzmrzc,562,ostrog,strg,Wolyn,ostrog_wol,271,26.15,51.4166666666667,""
1406,wol_zslw,563,ostrog,strg,Wolyn,ostrog_wol,1500,26.8123189823602,50.1183474454349,""
1406,wol_zwhl,564,ostrog,strg,Wolyn,ostrog_wol,792,27.6108387222478,50.5867337683617,""
1406,wol_lbn,565,ostrog,strg,Wolyn,ostrog_wol,630,27.3675272938102,50.0099898167561,""
1406,wol_wlynsk_drwcz,567,ostrog,strg,Wolyn,ostrog_wol,50,,,""
1406,wol_lbr,568,ostrog,strg,Wolyn,ostrog_wol,450,27.7313520677126,49.9150645968052,""
1406,wol_lbmrk,569,ostrog,strg,Wolyn,ostrog_wol,100,27.1666666666667,50.75,""
1407,kij_brhn,570,owrucz,wrcz,Wolyn,owrucz,300,30.2666666666667,51.7833333333333,""
1407,kij_chjnk,571,owrucz,wrcz,Wolyn,owrucz,100,29.9833333333333,51.9,""
1407,kij_czrnbyl,573,owrucz,wrcz,Wolyn,owrucz,216,30.2166666666667,51.2666666666667,""
1407,kij_wrcz,575,owrucz,wrcz,Wolyn,owrucz,120,28.8,51.3166666666667,""
1407,kij_sylwszn,576,owrucz,wrcz,Wolyn,owrucz,300,,,""
1407,kij_ttls,,owrucz,wrcz,Wolyn,owrucz,1956,,,""
1407,kij_wldnk,577,owrucz,wrcz,Wolyn,owrucz,250,28.4666666666667,51.3166666666667,""
1407,kij_lbnk,578,owrucz,wrcz,Wolyn,owrucz,50,30.7333333333333,49.7,""
1407,kij_lhyny,579,owrucz,wrcz,Wolyn,owrucz,100,28.4,51.0833333333333,""
1407,kij_nrdycz,580,owrucz,wrcz,Wolyn,owrucz,200,29.0833333333333,51.2,""
1407,kij_nrdzynsk,581,owrucz,wrcz,Wolyn,owrucz,120,28.6,51.266666666667,Norinsk
1408,wol_brstczk,582,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,800,25.1166666666667,50.35,""
1408,wol_drszkpl,583,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,500,24.6833333333333,50.4333333333333,""
1408,wol_bldw,584,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,175,24.9166666666667,50.6,""
1408,wol_grnd_ttls_fr_wlyn,,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,76955,,,""
1408,wol_hrchw,585,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,210,24.7597846983461,50.5010182121339,""
