table,index,id,community,community_code,land,table_abbr,potential,lon,lat,newname
1408,wol_hlwk,586,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,145,43.6333333333333,48.65,""
1408,wol_jzrzny,587,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,90,26.0333333333333,50.45,""
1408,wol_ksln,588,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,700,24.7827996063281,50.8467081240406,""
1408,wol_lsnw,589,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,1100,25.0833333333333,50.2333333333333,""
1408,wol_mchlwk,590,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,80,25.3637319308506,50.1528039239754,""
1408,wol_zdtycz,591,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,100,24.7166666666667,50.85,""
1408,wol_pryck,592,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,215,24.4531193892141,50.6219553864874,""
1408,wol_rznpl,593,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,700,,,""
1408,wol_skl,594,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,327,25.33333333,51.05,""
1408,wol_stbchw,595,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,250,25.1833333333333,51.4,""
1408,wol_stlwk,596,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,100,,,""
1408,blz_strmlch,597,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,73,25.05,50.3333333333333,""
1408,wol_swnchy,598,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,250,24.7499719888403,50.6310218286807,""
1408,wol_trczyn,599,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,300,24.9790121992021,50.7603843869013,""
1408,wol_ttls,,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,9464,,,""
1408,wol_sclg,600,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,400,24.1584006280539,50.8640470329804,""
1408,wol_wldzmrz,601,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,250,24.3073160650718,50.8524309444856,""
1408,wol_lbczwk,602,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,145,24.9833333333333,50.4166666666667,""
1408,wol_brml,603,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,100,25.2,50.4666666666667,""
1408,wol_lkcz,604,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,311,24.632923048569,50.7341435838205,""
1408,wol_trzysk,605,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,700,24.5427875925651,51.0994574704276,""
1408,wol_mltyn,606,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,280,26.6265895480614,50.4439433438887,""
1408,wol_rychw,607,wlodzimierz,wldzmrz,Wolyn,wlodzimierz,765,24.3,50.783333,Horychiv
200,rus_blzw,608,rzeszow,rzszw,Autonomous,rzs_snd,500,22.1,49.8833333333333,""
200,snd_czdc,609,rzeszow,rzszw,Autonomous,rzs_snd,500,21.838794618623,49.9464065187548,""
200,snd_frysztk,610,rzeszow,rzszw,Autonomous,rzs_snd,320,21.608879143114,49.8369870766933,""
200,snd_glgw,611,rzeszow,rzszw,Autonomous,rzs_snd,700,21.9644452586563,50.1506787422238,""
200,rus_krsnbrd,612,rzeszow,rzszw,Autonomous,rzs_snd,0,,,""
200,snd_nbylc,613,rzeszow,rzszw,Autonomous,rzs_snd,0,21.9,49.86666667,""
200,snd_rpczyc,614,rzeszow,rzszw,Autonomous,rzs_snd,900,21.6094127251689,50.0518921131857,""
200,swr_rzwdw,615,rzeszow,rzszw,Autonomous,rzs_snd,0,22.05,50.58333333,""
200,rus_rzszw,616,rzeszow,rzszw,Autonomous,rzs_snd,3581,21.9927683044083,50.0333357013252,""
200,snd_sdrzyszw,617,rzeszow,rzszw,Autonomous,rzs_snd,500,21.7,50.0666666666667,""
200,snd_strzyzw,618,rzeszow,rzszw,Autonomous,rzs_snd,2490,21.7865751959357,49.8692737782343,""
200,snd_wlpl,619,rzeszow,rzszw,Autonomous,rzs_snd,102,21.6132339356438,49.9447446076232,""
200,rus_tyczyn,620,rzeszow,rzszw,Autonomous,rzs_snd,800,22.0191399570457,49.9625356086967,""
200,NA_ttls,,rzeszow,rzszw,Autonomous,rzs_snd,10691,,,""
301,maz_gwrw,621,tykocin,tykcn,Autonomous,tyk_maz,0,21.5818773205469,52.894083303342,""
301,maz_grjw,622,tykocin,tykcn,Autonomous,tyk_maz,70,,,""
301,maz_jblnn,623,tykocin,tykcn,Autonomous,tyk_maz,0,20.93333333,52.36666667,""
301,maz_jdwbn,624,tykocin,tykcn,Autonomous,tyk_maz,150,22.3166532139231,53.2818512690223,""
301,maz_klczkw,625,tykocin,tykcn,Autonomous,tyk_maz,0,21.85,53.05,""
301,maz_lpnk,626,tykocin,tykcn,Autonomous,tyk_maz,200,21.2666666666667,52.9,""
301,maz_myszync,627,tykocin,tykcn,Autonomous,tyk_maz,200,21.35,53.38333333,""
301,maz_nwgrd,628,tykocin,tykcn,Autonomous,tyk_maz,72,21.86666667,53.23333333,""
301,maz_rdk,629,tykocin,tykcn,Autonomous,tyk_maz,0,22.7333333333333,52.7166666666667,""
301,maz_sndw,630,tykocin,tykcn,Autonomous,tyk_maz,100,,,""
301,maz_stwsk,632,tykocin,tykcn,Autonomous,tyk_maz,190,22.165308314201,53.3706577447029,""
301,maz_stwsk,632,tykocin,tykcn,Autonomous,tyk_maz,0,22.165308314201,53.3706577447029,""
301,maz_szczcn,633,tykocin,tykcn,Autonomous,tyk_maz,0,22.2833333333333,53.5666666666667,""
301,NA_ttls,,tykocin,tykcn,Autonomous,tyk_maz,2067,,,""
301,maz_trszyn,634,tykocin,tykcn,Autonomous,tyk_maz,35,21.7333333333333,53.0333333333333,""
301,maz_wzn,635,tykocin,tykcn,Autonomous,tyk_maz,100,22.3817275848938,53.189946972492,""
301,maz_zwdw,636,tykocin,tykcn,Autonomous,tyk_maz,0,,,""
301,maz_zmbrw,637,tykocin,tykcn,Autonomous,tyk_maz,0,22.2438630601394,52.9672827107023,""
302,pdl_gstw,638,tykocin,tykcn,Autonomous,tyk_pdl,170,22.9780204465886,53.8374492809893,""
302,pdl_blystk,639,tykocin,tykcn,Autonomous,tyk_pdl,400,23.1567122228573,53.1187646617058,""
302,pdl_bczk,640,tykocin,tykcn,Autonomous,tyk_pdl,400,23.05,52.65,""
302,pdl_drhczyn,641,tykocin,tykcn,Autonomous,tyk_pdl,0,22.6421027558106,52.4086554314051,""
302,pdl_gndz,642,tykocin,tykcn,Autonomous,tyk_pdl,140,22.7363522692555,53.4796053466194,""
302,pdl_grnd_ttls,,tykocin,tykcn,Autonomous,tyk_pdl,9662,,,""
302,pdl_jsnwk,643,tykocin,tykcn,Autonomous,tyk_pdl,220,23.0409281097724,53.3938778123214,""
302,pdl_knyszyn,644,tykocin,tykcn,Autonomous,tyk_pdl,62,22.91666667,53.31666667,""
302,pdl_lsc,645,tykocin,tykcn,Autonomous,tyk_pdl,180,22.7361404654278,52.2060376386106,""
302,pdl_mlnk,646,tykocin,tykcn,Autonomous,tyk_pdl,108,23.05,52.33333333,""
302,pdl_nmrw,647,tykocin,tykcn,Autonomous,tyk_pdl,50,23.153071510976,52.2869645109771,""
302,pdl_rly,648,tykocin,tykcn,Autonomous,tyk_pdl,1100,23.3333333333333,52.7,""
302,pdl_swc,649,tykocin,tykcn,Autonomous,tyk_pdl,200,22.65,53.5,""
302,pdl_rjgrd,651,tykocin,tykcn,Autonomous,tyk_pdl,150,22.6892578439671,53.7162133761394,""
302,pdl_rjgrd,651,tykocin,tykcn,Autonomous,tyk_pdl,0,22.6892578439671,53.7162133761394,""
302,pdl_smtycz,652,tykocin,tykcn,Autonomous,tyk_pdl,750,22.862653952951,52.4271122417998,""
302,pdl_skly,653,tykocin,tykcn,Autonomous,tyk_pdl,380,22.7043560929703,52.9909547793715,""
302,pdl_srz,654,tykocin,tykcn,Autonomous,tyk_pdl,150,22.95,52.95,""
302,pdl_tykcn,655,tykocin,tykcn,Autonomous,tyk_pdl,970,22.7912700839357,53.1941224365405,""
302,pdl_wszn,656,tykocin,tykcn,Autonomous,tyk_pdl,100,22.3833333333333,53.2,""
302,pdl_wysk_mzwck,657,tykocin,tykcn,Autonomous,tyk_pdl,0,22.4850792625023,52.9227540565595,""
302,pdl_knstntynw,658,tykocin,tykcn,Autonomous,tyk_pdl,85,,,""
302,pdl_srnk,659,tykocin,tykcn,Autonomous,tyk_pdl,350,22.8897636976863,52.3179459894113,""
302,pdl_ttls,,tykocin,tykcn,Autonomous,tyk_pdl,7595,,,""
302,pdl_rssz,660,tykocin,tykcn,Autonomous,tyk_pdl,50,23.1333333333333,51.8666666666667,""
401,maz_czyzw,661,wegro,wgr,Autonomous,weg_maz,450,22.3333333333333,52.8,""
401,maz_klszyn,663,wegro,wgr,Autonomous,weg_maz,470,21.8028486041197,52.2091992195937,""
401,maz_kmnczyk,664,wegro,wgr,Autonomous,weg_maz,30,21.55,52.6,""
401,maz_krczw,665,wegro,wgr,Autonomous,weg_maz,100,21.25,52.08333333,""
401,maz_mnsk_mzwck,666,wegro,wgr,Autonomous,weg_maz,30,21.56666667,52.18333333,""
401,maz_strw_mzwck,667,wegro,wgr,Autonomous,weg_maz,100,21.8969812839418,52.7984870290779,""
401,maz_rdzymn,668,wegro,wgr,Autonomous,weg_maz,50,21.18333333,52.41666667,""
401,maz_stczk,669,wegro,wgr,Autonomous,weg_maz,120,21.9025828281132,52.5450857101926,""
401,maz_ttls,,wegro,wgr,Autonomous,weg_maz,3100,,,""
401,maz_wsw,670,wegro,wgr,Autonomous,weg_maz,120,21.6957285783508,52.867501221041,""
401,maz_zrby,671,wegro,wgr,Autonomous,weg_maz,150,22.1232973219718,52.7491093681494,""
401,maz_zrby_kscln,672,wegro,wgr,Autonomous,weg_maz,0,22.1232973219718,52.7491093681494,""
401,maz_wlk_gwrwsk,674,wegro,wgr,Autonomous,weg_maz,200,21.5667,52.9,Goworowo
401,maz_dbr,675,wegro,wgr,Autonomous,weg_maz,50,21.68333333,52.33333333,""
401,maz_jdw,676,wegro,wgr,Autonomous,weg_maz,100,21.63333333,52.46666667,""
401,maz_lw,677,wegro,wgr,Autonomous,weg_maz,50,21.96666667,52.38333333,""
401,maz_snnc,678,wegro,wgr,Autonomous,weg_maz,40,21.61666667,52.1,""
401,maz_ngw,679,wegro,wgr,Autonomous,weg_maz,30,21.3833333333333,52.5166666666667,""
402,pdl_cchnwc,680,wegro,wgr,Autonomous,weg_pdl,300,22.4992061780633,52.6742200015964,""
402,pdl_grnd_ttls,,wegro,wgr,Autonomous,weg_pdl,7784,,,""
402,pdl_ksw_lck,681,wegro,wgr,Autonomous,weg_pdl,200,22.1612071701251,52.5921703265756,""
402,pdl_mrdy,682,wegro,wgr,Autonomous,weg_pdl,363,22.5124004121436,52.2124088063868,""
402,pdl_wgrw,684,wegro,wgr,Autonomous,weg_pdl,30,22.0228060172178,52.3963946953898,""
402,pdl_mkbdy,685,wegro,wgr,Autonomous,weg_pdl,150,22.1179016452034,52.2692260251658,""
402,pdl_sklw_pdlsk,686,wegro,wgr,Autonomous,weg_pdl,0,22.2681783895744,52.4094776905297,""
402,pdl_ttls,,wegro,wgr,Autonomous,weg_pdl,3837,,,""
402,pdl_wysk_mzwck,687,wegro,wgr,Autonomous,weg_pdl,0,22.4850792625023,52.9227540565595,""
501,blz_blz,688,chelm_belz,chlmblz,Chellm-Belz,chl,407,24.003847421274,50.3816143620553,""
501,blz_csznw,689,chelm_belz,chlmblz,Chellm-Belz,chl,1280,23.1417450554359,50.2429694398181,""
501,blz_dbrtwr,690,chelm_belz,chlmblz,Chellm-Belz,chl,60,24.3833333333333,50.2,""
501,blz_dbnk,691,chelm_belz,chlmblz,Chellm-Belz,chl,1100,23.8873304884389,51.0533168382045,""
501,blz_grbwc,692,chelm_belz,chlmblz,Chellm-Belz,chl,208,23.5547737664318,50.8292112195087,""
501,blz_hrdl,693,chelm_belz,chlmblz,Chellm-Belz,chl,660,24.0333333333333,50.9,""
501,blz_kmrw,694,chelm_belz,chlmblz,Chellm-Belz,chl,330,23.4666666666667,50.6166666666667,""
501,blz_krytnc,695,chelm_belz,chlmblz,Chellm-Belz,chl,240,24.0072394247488,50.9491600182676,""
501,blz_krystynpl,696,chelm_belz,chlmblz,Chellm-Belz,chl,240,24.23333333,50.38333333,""
501,blz_lbcz,697,chelm_belz,chlmblz,Chellm-Belz,chl,200,,,""
501,blz_lbczw,698,chelm_belz,chlmblz,Chellm-Belz,chl,730,23.1250406861361,50.1595550632533,""
501,blz_lbl,699,chelm_belz,chlmblz,Chellm-Belz,chl,200,23.95,50.2,""
501,blz_msty_krlwk,700,chelm_belz,chlmblz,Chellm-Belz,chl,324,24.15,50.2333,Velyki Mosty
501,blz_msty_szlchck,701,chelm_belz,chlmblz,Chellm-Belz,chl,97,,,""
501,blz_nrl,702,chelm_belz,chlmblz,Chellm-Belz,chl,900,23.3147428228395,50.3516257630205,""
501,blz_nmrw,703,chelm_belz,chlmblz,Chellm-Belz,chl,800,23.4333333333333,50.1,""
501,blz_lszczyc,704,chelm_belz,chlmblz,Chellm-Belz,chl,650,23.0308333333333,50.1669444444444,""
501,blz_przwl,706,chelm_belz,chlmblz,Chellm-Belz,chl,100,23.6333333333333,50.6166666666667,""
501,blz_rchn,707,chelm_belz,chlmblz,Chellm-Belz,chl,40,23.55,50.5333333333333,""
501,blz_rdzchw,708,chelm_belz,chlmblz,Chellm-Belz,chl,638,24.650815714149,50.2774144609958,""
501,blz_rw_rsk,709,chelm_belz,chlmblz,Chellm-Belz,chl,772,23.6213278009305,50.2303176668933,""
501,blz_stjnw,710,chelm_belz,chlmblz,Chellm-Belz,chl,284,24.6524976990533,50.3731527139266,""
501,blz_szczrwc,711,chelm_belz,chlmblz,Chellm-Belz,chl,220,25.0333333333333,50.2666666666667,""
501,blz_trtkw,712,chelm_belz,chlmblz,Chellm-Belz,chl,368,24.3973966174658,50.4567450697687,""
501,blz_tprw,713,chelm_belz,chlmblz,Chellm-Belz,chl,385,24.7333333333333,50.1166666666667,""
501,blz_ttls,,chelm_belz,chlmblz,Chellm-Belz,chl,19659,,,""
501,blz_tyszwc,714,chelm_belz,chlmblz,Chellm-Belz,chl,1010,23.7058841553443,50.6227441449671,""
501,blz_hnw,715,chelm_belz,chlmblz,Chellm-Belz,chl,1941,23.7598911177874,50.3624009809213,""
501,blz_wtkw,717,chelm_belz,chlmblz,Chellm-Belz,chl,850,24.4882238157869,50.3052785790103,""
501,blz_bsk,718,chelm_belz,chlmblz,Chellm-Belz,chl,935,24.6166666666667,49.9666666666667,""
501,blz_ptylcz,719,chelm_belz,chlmblz,Chellm-Belz,chl,240,23.55,50.2,""
501,blz_jrczw,720,chelm_belz,chlmblz,Chellm-Belz,chl,156,,,""
501,blz_lpsk,721,chelm_belz,chlmblz,Chellm-Belz,chl,800,23.3485653647849,50.3481498869745,""
501,blz_skl,722,chelm_belz,chlmblz,Chellm-Belz,chl,1265,24.2897495683034,50.4906821376766,""
502,lbl_blgrj,723,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,0,22.7333333333333,50.5333333333333,""
502,rus_chlm,724,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,1612,23.474799012592,51.1332146271815,""
502,lbl_grzkw,725,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,0,23.0166666666667,50.95,""
502,NA_grzkw_ttls,,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,0,,,""
502,rus_hlszw,726,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,650,24.2666666666667,49.3,""
502,rus_krsnbrd,727,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,0,23.2166666666667,50.55,""
502,rus_krsnczyn,728,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,228,23.3771119027443,50.9297891568531,""
502,rus_krsnczyn,728,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,220,23.3771119027443,50.9297891568531,""
502,rus_lbml,729,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,1890,24.0333333333333,51.2333333333333,""
502,rus_krylw,730,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,570,,,""
502,rus_mcjw,731,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,1040,24.3491611179975,51.2245944768592,""
502,lbl_mdlbrzyc,732,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,0,22.3306422283973,50.7545039338917,""
502,rus_pln,733,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,230,23.7123776578962,51.2919776341083,""
502,rus_rtn,734,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,550,24.531656249436,51.6611552518694,""
502,rus_rjwc,735,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,180,,,""
502,rus_sdlszcz,736,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,38,23.1637218418252,51.1939255515011,""
502,rus_snw,737,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,1350,22.6160562422611,50.1691498051277,""
502,rus_skrbszw,738,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,0,23.3666666666667,50.85,""
502,rus_swrz,739,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,136,24.4333333333333,49.65,""
502,rus_trngr,741,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,250,23.1654776655647,50.8899379764094,""
502,rus_wjslwc,743,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,80,23.552095628596,50.9273672934201,""
502,rus_hrbszw,744,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,1000,23.9,50.8,""
502,rus_chn,745,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,250,23.6592908853506,50.9029127795118,""
502,rus_chlm_ttls,,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,8776,,,""
502,lbl_plszkwc,747,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,0,,,""
502,NA_grnd_ttls,,chelm_belz,chlmblz,Chellm-Belz,chl_lub_rus,29409,,,""
601,chl_szmbrk,752,great_poland,grtplnd,Great Poland,gp_prussia,600,19.0215373759096,53.5584541843512,""
601,NA_ttl,,great_poland,grtplnd,Great Poland,gp_prussia,600,,,""
601,NA_ttls,,great_poland,grtplnd,Great Poland,gp_prussia,600,,,""
602,kij_brzsc,757,great_poland,grtplnd,Great Poland,gp_in_and_kuj,280,18.8980555555556,52.605,Brześć Kujawski
602,inw_dbrzyn,758,great_poland,grtplnd,Great Poland,gp_in_and_kuj,300,19.3166666666667,52.6333333333333,""
602,inw_frdn,759,great_poland,grtplnd,Great Poland,gp_in_and_kuj,300,18.1710801160909,53.1592822820413,""
602,inw_nwrclw,760,great_poland,grtplnd,Great Poland,gp_in_and_kuj,1000,18.2856831720379,52.7986200298129,""
602,kij_zbc,761,great_poland,grtplnd,Great Poland,gp_in_and_kuj,300,,,""
602,kij_kwl,763,great_poland,grtplnd,Great Poland,gp_in_and_kuj,530,,,""
602,inw_lpn,764,great_poland,grtplnd,Great Poland,gp_in_and_kuj,120,19.1833333333333,52.85,""
602,kij_lbrbc,765,great_poland,grtplnd,Great Poland,gp_in_and_kuj,0,18.85,52.55,""
602,kij_lbrnc,766,great_poland,grtplnd,Great Poland,gp_in_and_kuj,200,18.85,52.55,""
602,kij_przdcz,768,great_poland,grtplnd,Great Poland,gp_in_and_kuj,300,18.9,52.33333333,""
602,kij_strzln,770,great_poland,grtplnd,Great Poland,gp_in_and_kuj,150,18.2,52.63333333,""
602,NA_ttls_brzsc,,great_poland,grtplnd,Great Poland,gp_in_and_kuj,1760,,,""
602,NA_ttls_dbrzyn,,great_poland,grtplnd,Great Poland,gp_in_and_kuj,1720,,,""
602,NA_ttls,,great_poland,grtplnd,Great Poland,gp_in_and_kuj,0,,,""
603,kls_brk,773,great_poland,grtplnd,Great Poland,gp_kalisz,300,17.253833115765,51.9205515395357,""
603,kls_chdzz,774,great_poland,grtplnd,Great Poland,gp_kalisz,1120,16.9062057422499,52.9928559929061,""
603,kls_dbrzn_frydlnd,776,great_poland,grtplnd,Great Poland,gp_kalisz,1200,17.23333333,53.53333333,""
603,kls_dzlyn,777,great_poland,grtplnd,Great Poland,gp_kalisz,100,17.5019408341046,52.5893387973836,""
603,kls_gnzn,778,great_poland,grtplnd,Great Poland,gp_kalisz,300,17.5860406166389,52.5403921737027,""
603,kls_glncz,779,great_poland,grtplnd,Great Poland,gp_kalisz,550,17.3,52.95,""
603,kls_gln,780,great_poland,grtplnd,Great Poland,gp_kalisz,600,18.1164653729346,52.2402275167327,""
603,kls_grnw,781,great_poland,grtplnd,Great Poland,gp_kalisz,200,16.5280555555556,52.2222222222222,""
603,kls_jrcn,782,great_poland,grtplnd,Great Poland,gp_kalisz,800,17.4898578854863,51.9698160252835,""
603,kls_jrczw,783,great_poland,grtplnd,Great Poland,gp_kalisz,50,17.3,51.9666666666667,""
603,kls_kzmrz,786,great_poland,grtplnd,Great Poland,gp_kalisz,50,18.1666666666667,52.3166666666667,""
603,kls_kcyn,787,great_poland,grtplnd,Great Poland,gp_kalisz,500,17.4916233481593,52.9812428308052,""
603,kls_klczw,788,great_poland,grtplnd,Great Poland,gp_kalisz,100,18.1778984780415,52.3679220070574,""
603,kls_kbyln,789,great_poland,grtplnd,Great Poland,gp_kalisz,150,17.216247628786,51.7181171553752,""
603,kls_kzmn,790,great_poland,grtplnd,Great Poland,gp_kalisz,120,17.4655921680504,51.8163462992014,""
603,kls_kl,791,great_poland,grtplnd,Great Poland,gp_kalisz,300,18.6383425310967,52.1800953420951,""
603,kls_knn,792,great_poland,grtplnd,Great Poland,gp_kalisz,130,18.2611830948784,52.1993310614889,""
603,kls_kωmnk,793,great_poland,grtplnd,Great Poland,gp_kalisz,220,18.2666666666667,51.7666666666667,""
603,kls_krjnk,794,great_poland,grtplnd,Great Poland,gp_kalisz,350,16.9728030602185,53.2990520987558,""
603,kls_krtszyn,795,great_poland,grtplnd,Great Poland,gp_kalisz,3000,17.4422734924693,51.6857294322649,""
603,kls_krnk,796,great_poland,grtplnd,Great Poland,gp_kalisz,660,17.1,52.25,""
603,kls_mrgnn,797,great_poland,grtplnd,Great Poland,gp_kalisz,300,17.1083916949951,52.9568364926788,""
603,kls_mrcz,798,great_poland,grtplnd,Great Poland,gp_kalisz,80,17.6161351782918,53.2471238130634,""
603,kls_nkl,799,great_poland,grtplnd,Great Poland,gp_kalisz,150,17.6,53.15,""
603,kls_nwmst_n_wrt,800,great_poland,grtplnd,Great Poland,gp_kalisz,200,17.41666667,52.1,""
603,kls_pgrzl,802,great_poland,grtplnd,Great Poland,gp_kalisz,0,17.2304,51.8235,Pogorzela
603,kls_pyzdry,803,great_poland,grtplnd,Great Poland,gp_kalisz,230,17.6970598985808,52.1739416132984,""
603,kls_rychwl,807,great_poland,grtplnd,Great Poland,gp_kalisz,100,18.1778984780415,52.0699785765744,""
603,kls_rychwl,807,great_poland,grtplnd,Great Poland,gp_kalisz,0,18.1778984780415,52.0699785765744,""
603,kls_smplbrg,808,great_poland,grtplnd,Great Poland,gp_kalisz,800,17.5349675061567,53.4419895380988,""
603,kls_skk,809,great_poland,grtplnd,Great Poland,gp_kalisz,850,17.1750752975165,52.6601605972408,""
603,kls_ttls,,great_poland,grtplnd,Great Poland,gp_kalisz,18582,,,""
603,kls_wtkw,812,great_poland,grtplnd,Great Poland,gp_kalisz,400,,,""
603,kls_wrzsn,813,great_poland,grtplnd,Great Poland,gp_kalisz,800,17.583521870143,52.3248155623555,""
603,kls_znmysl,814,great_poland,grtplnd,Great Poland,gp_kalisz,56,17.1662587328484,52.150632878823,""
603,kls_zdny,815,great_poland,grtplnd,Great Poland,gp_kalisz,150,17.3872981103873,51.6432843534798,""
603,kls_zltw,816,great_poland,grtplnd,Great Poland,gp_kalisz,1800,18.45,52.4333333333333,""
603,kls_lbszyn,817,great_poland,grtplnd,Great Poland,gp_kalisz,700,17.9147,52.9533,Labiszyn
603,kls_zrkw,818,great_poland,grtplnd,Great Poland,gp_kalisz,100,17.5701062085899,52.060786385779,""
603,kls_strw,819,great_poland,grtplnd,Great Poland,gp_kalisz,300,17.8296319770446,51.642995488546,""
603,kls_mlslw,821,great_poland,grtplnd,Great Poland,gp_kalisz,120,17.4841099919432,52.2072225655312,""
603,kls_lbznc,822,great_poland,grtplnd,Great Poland,gp_kalisz,600,17.2339008453791,53.2555372944034,""
604,lcz_blwy,824,great_poland,grtplnd,Great Poland,gp_lcz,300,19.657683841721,52.0696896055206,""
604,lcz_brtszwc,825,great_poland,grtplnd,Great Poland,gp_lcz,500,,,""
604,lcz_brzzny,827,great_poland,grtplnd,Great Poland,gp_lcz,0,19.7523089633067,51.8025157705036,""
604,lcz_brzzny,827,great_poland,grtplnd,Great Poland,gp_lcz,750,19.7523089633067,51.8025157705036,""
604,lcz_krsnwc,829,great_poland,grtplnd,Great Poland,gp_lcz,250,19.1628713168798,52.257173559542,""
604,lcz_lczyc,830,great_poland,grtplnd,Great Poland,gp_lcz,1000,19.1851132350946,52.0602086541128,""
604,lcz_sbt,833,great_poland,grtplnd,Great Poland,gp_lcz,150,19.6787658287715,52.1199286433841,""
604,lcz_strykw,834,great_poland,grtplnd,Great Poland,gp_lcz,900,19.6101199865212,51.8952536495223,""
604,lcz_jzd,835,great_poland,grtplnd,Great Poland,gp_lcz,220,19.9188598067443,51.5967624698702,""
604,lcz_ttls,,great_poland,grtplnd,Great Poland,gp_lcz,4224,,,""
604,lcz_jzd,835,great_poland,grtplnd,Great Poland,gp_lcz,0,19.9188598067443,51.5967624698702,""
605,swr_brznn,837,great_poland,grtplnd,Great Poland,gp_maz_and_sier,150,18.83333333,51.46666667,""
605,swr_blszkw,838,great_poland,grtplnd,Great Poland,gp_maz_and_sier,600,,,""
605,maz_cchnw,840,great_poland,grtplnd,Great Poland,gp_maz_and_sier,600,20.6131654524722,52.8768091320985,""
605,swr_dbr,841,great_poland,grtplnd,Great Poland,gp_maz_and_sier,106,18.6302706797126,51.9148540152208,""
605,swr_grbw,842,great_poland,grtplnd,Great Poland,gp_maz_and_sier,100,19.0166666666667,52.1333333333333,""
605,swr_kpn,843,great_poland,grtplnd,Great Poland,gp_maz_and_sier,1650,17.9893369275864,51.2753564884692,""
605,maz_mkw,844,great_poland,grtplnd,Great Poland,gp_maz_and_sier,1100,21.1,52.86666667,""
605,maz_nslsk,845,great_poland,grtplnd,Great Poland,gp_maz_and_sier,700,20.8079336703153,52.5764054722053,""
605,swr_ptrkw,846,great_poland,grtplnd,Great Poland,gp_maz_and_sier,410,19.6995187781732,51.3998168315162,""
605,maz_rzn,847,great_poland,grtplnd,Great Poland,gp_maz_and_sier,150,21.3998114202246,52.8840772315061,""
605,swr_tszyn,848,great_poland,grtplnd,Great Poland,gp_maz_and_sier,130,19.55,51.6,""
605,swr_wrszw,849,great_poland,grtplnd,Great Poland,gp_maz_and_sier,200,18.16666667,51.28333333,""
605,maz_wyszgrd,850,great_poland,grtplnd,Great Poland,gp_maz_and_sier,1800,20.1991704829083,52.3906221685169,""
605,swr_zlczw,851,great_poland,grtplnd,Great Poland,gp_maz_and_sier,100,18.61666667,51.41666667,""
605,NA_ttls_blszkw,,great_poland,grtplnd,Great Poland,gp_maz_and_sier,6486,,,""
605,NA_ttls_cchnw,,great_poland,grtplnd,Great Poland,gp_maz_and_sier,4350,,,""
605,swr_wrt,852,great_poland,grtplnd,Great Poland,gp_maz_and_sier,300,18.6375088667701,51.7135844167648,""
605,swr_wdw,853,great_poland,grtplnd,Great Poland,gp_maz_and_sier,400,18.95,51.43333333,""
605,swr_lsk,854,great_poland,grtplnd,Great Poland,gp_maz_and_sier,1800,19.1381094623661,51.5937669181229,""
