id,name_16c,year,livestock_horses,livestock_sheep
Lojszewo_kwl_bkj,Łowiszewo,1589,,""
Dobrzelewice_kwl_bkj,Dobrzejowice,1577,,""
Kamienna_kwl_bkj,Kamiona,1589,,""
Czerniewice_kwl_bkj,Czernielice,1577,,""
Boguslawice_kwl_bkj,Bogusławice,1577,,""
Nakanowska_Wola_kwl_bkj,Wola Nakonowska,1581,,""
Gulewo_kwl_bkj,Gulewo,1577,,""
Rakutowo_kwl_bkj,Rachutowo,1581,,""
Zakrzewiec_kwl_bkj,Zakrzewiec,1581,,""
Rakutowo_kwl_bkj,Rachutowo,1581,,""
Bilno_kwl_bkj,Bielino,1557,,""
Gorki_blt_gos_raw,Górki,1581,,""
Swierczynek_bkj_bkj,Świerczynko,1581,,""
Bialotarsk_kwl_bkj,Białotarczek,1557,,""
Rakutowo_kwl_bkj,Rachutowo,1557,,""
Klotno_kwl_bkj,Kłotno,1557,,""
Klobka_kwl_bkj,Kłobia Mała,1557,,""
Kurowo_kwl_bkj,Kurowo,1557,,""
Czaple_kwl_bkj,Czaple,1557,,""
Rakutowo_kwl_bkj,Rachutowo,1557,,""
Wawal_kwl_bkj,Wąwał,1557,,""
Gorki_blt_gos_raw,Górki,1557,,""
Baruchowo_kwl_bkj,Baruchowo,1557,,""
Wistka_Szlach_kwl_bkj,Wisłka Mała,1557,,""
Rakutowo_kwl_bkj,Rachutowo,1557,,""
Kurowo_kwl_bkj,Kurowo,1557,,""
Skoki_kwl_bkj,Skoki,1557,,""
Golaszewo_kwl_bkj,Gołoszewo,1557,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1557,,""
Dziankowo_kwl_bkj,Dziankowo Wielkie,1557,,""
Grabkowo_kwl_bkj,Grabkowo,1557,,""
Kamienna_kwl_bkj,Kamiona,1557,,""
Grabkowo_kwl_bkj,Grabkowo,1557,,""
Grodno_kwl_bkj,Grodno,1557,,""
Czerniewiczki_kwl_bkj,Czernielice Małe,1557,,""
Rakutowo_kwl_bkj,Rachutowo,1557,,""
Dobiegniewo_kwl_bkj,Dobiegniew,1557,,""
Lojszewo_kwl_bkj,Łowiszewo,1557,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1557,,""
Dab_kwl_bkj,Dąb,1557,,""
Kowal_kwl_bkj,Kowale,1557,,""
Ksieza_Kepka_kwl_bkj,Kępka Duchowna,1557,,""
Modliborz_kwl_bkj,Modlibóż,1557,,""
Kepka_Szlach_kwl_bkj,Kępka Wielka,1557,,""
Szewo_Wlk_kwl_bkj,Szewo,1557,,""
Czerniewice_kwl_bkj,Czernielice,1557,,""
Boguslawice_kwl_bkj,Bogusławice,1557,,""
Klotno_kwl_bkj,Kłotno,1557,,""
Kurowo_kwl_bkj,Kurowo,1557,,""
Wistka_Krolewska_kwl_bkj,Wisłka Wielka,1557,,""
Srodon_kwl_bkj,Środny,1557,,""
Wieclawice_kwl_bkj,Więcławice,1557,,""
Krzewie_kwl_bkj,Krzewie,1557,,""
Dobrzelewice_kwl_bkj,Dobrzejowice,1557,,""
Pelczyce_kwl_bkj,Pełczyce,1557,,""
Dab_kwl_bkj,Dąb,1557,,""
Duninow_kwl_bkj,Duninowo,1557,,""
Grabkowo_kwl_bkj,Grabkowo,1557,,""
Modliborz_kwl_bkj,Modlibóż,1557,,""
Golaszewo_kwl_bkj,Gołoszewo,1557,,""
Bialotarsk_kwl_bkj,Białotarczek,1557,,""
Bilno_bkj_bkj,Bielino,1557,,""
Dziankowo_kwl_bkj,Dziankowo Wielkie,1557,,""
Klotno_kwl_bkj,Kłotno,1557,,""
Wilkowice_kwl_bkj,Wilkowice Wielkie,1557,,""
Grodno_kwl_bkj,Grodno,1557,,""
Golaszewo_kwl_bkj,Gołoszewo,1557,,""
Katy_kwl_bkj,Kąty,1557,,""
Nakanowska_Wola_kwl_bkj,Wola Nakonowska,1557,,""
Stepka_kwl_bkj,Stępka,1557,,""
Lojszewo_kwl_bkj,Łowiszewo,1557,,""
Skoki_kwl_bkj,Skoki,1557,,""
Zakrzewo_kwl_bkj,Zakrzewo,1557,,""
Swiatkowice_kwl_bkj,Świętkowice,1557,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1557,,""
Duninow_kwl_bkj,Duninowo,1557,,""
Diabelek_kwl_bkj,Diabełek,1557,,""
Dobiegniewo_kwl_bkj,Dobiegniew,1557,,""
Pierowa_Wola_kwl_bkj,Pierowa Wola,1557,,""
Kaliska_kwl_bkj,Kaliska,1557,,""
Kolomyja_kwl_bkj,Kołomia,1557,,""
Kepka_Szlach_kwl_bkj,Kępka Wielka,1589,,""
Grabkowo_kwl_bkj,Grabkowo,1589,,""
Wistka_Krolewska_kwl_bkj,Wisłka Wielka,1589,,""
Wistka_Szlach_kwl_bkj,Wisłka Mała,1589,,""
Dabrowka_kwl_bkj,Dąbrowka,1589,,""
Dab_kwl_bkj,Dąb,1589,,""
Dobiegniewo_kwl_bkj,Dobiegniew,1589,,""
Dobiegniewo_kwl_bkj,Dobiegniew,1589,,""
Dobiegniewo_kwl_bkj,Dobiegniew,1589,,""
Duninow_kwl_bkj,Duninowo,1589,,""
Srodon_kwl_bkj,Środny,1589,,""
Nowa_Wies_kwl_bkj,Nowa Wieś,1589,,""
Krzewie_kwl_bkj,Krzewie,1589,,""
Klobka_kwl_bkj,Kłobia Mała,1589,,""
Klobka_kwl_bkj,Kłobia Mała,1589,,""
Rzegocin_kwl_bkj,Żegocino,1589,,""
Modliborz_kwl_bkj,Modlibóż,1589,,""
Klobka_kwl_bkj,Kłobia Mała,1589,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1589,,""
Beszyn_kwl_bkj,Bęszyno,1589,,""
Narty_kwl_bkj,Narty,1589,,""
Bobrek_kwl_bkj,Bobrek,1589,,""
Gagowy_kwl_bkj,Gagowy,1589,,""
Czaple_kwl_bkj,Czaple,1589,,""
Swierna_kwl_bkj,Świernia,1589,,""
Katy_kwl_bkj,Kąty,1589,,""
Kolomyja_kwl_bkj,Kołomia,1589,,""
Kolomyja_kwl_bkj,Kołomia,1589,,""
Pierowa_Wola_kwl_bkj,Pierowa Wola,1589,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1589,,""
Bilno_kwl_bkj,Bielino,1589,,""
Zorawice_prd_bkj,Żorawice,1589,,""
Katy_kwl_bkj,Kąty,1589,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1589,,""
Zakrzewo_kwl_bkj,Zakrzewo,1589,,""
Katy_kwl_bkj,Kąty,1589,,""
Zakrzewo_kwl_bkj,Zakrzewo,1589,,""
Siemiony_kwl_bkj,Sieminy,1589,,""
Beszyn_kwl_bkj,Bęszyno,1589,,""
Gulewo_kwl_bkj,Gulewo,1589,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1589,,""
Dziankowek_kwl_bkj,Dziankowo Małe,1589,,""
Wawal_kwl_bkj,Wąwał,1589,,""
Szewo_Wlk_kwl_bkj,Szewo,1589,,""
Zakrzewo_kwl_bkj,Zakrzewo,1589,,""
Kamienna_kwl_bkj,Kamiona,1589,,""
Dziankowo_kwl_bkj,Dziankowo Wielkie,1589,,""
Swiatkowice_kwl_bkj,Świętkowice,1589,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1589,,""
Bilno_kwl_bkj,Bielino,1589,,""
Szewo_Wlk_kwl_bkj,Szewo,1589,,""
Gorki_blt_gos_raw,Górki,1589,,""
Gagowy_kwl_bkj,Gagowy,1589,,""
Kamienna_kwl_bkj,Kamiona,1589,,""
Zakrzewiec_kwl_bkj,Zakrzewiec,1557,,""
Grodno_kwl_bkj,Grodno,1589,,""
Gagowy_kwl_bkj,Gagowy,1589,,""
Szewo_Wlk_kwl_bkj,Szewo,1589,,""
Szewo_Wlk_kwl_bkj,Szewo,1589,,""
Unislawice_kwl_bkj,Unisławice,1589,,""
Gulewo_kwl_bkj,Gulewo,1589,,""
Szewo_Wlk_kwl_bkj,Szewo,1589,,""
Piatczyna_kwl_bkj,Piączny Młyn,1589,,""
Szewo_Wlk_kwl_bkj,Szewo,1589,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1589,,""
Ruda_grb_kwl_bkj,Ruda,1589,,""
Slapa_kwl_bkj,Słapa,1589,,""
Czaple_kwl_bkj,Czaple,1589,,""
Gulewo_kwl_bkj,Gulewo,1589,,""
Kamienna_kwl_bkj,Kamiona,1589,,""
Kamienna_kwl_bkj,Kamiona,1589,,""
Bielice_kwl_bkj,Bielice,1589,,""
Gagowy_kwl_bkj,Gagowy,1589,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1589,,""
Kamienna_kwl_bkj,Kamiona,1589,,""
Patrowo_kwl_bkj,Patrowo,1589,,""
Srodon_kwl_bkj,Środny,1577,,""
Nowa_Wies_kwl_bkj,Nowa Wieś,1577,,""
Klobka_kwl_bkj,Kłobia Mała,1577,,""
Klobka_kwl_bkj,Kłobia Mała,1577,,""
Krzewie_kwl_bkj,Krzewie,1577,,""
Rzezewo_kwl_bkj,Rzeżewo,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Dobiegniewo_kwl_bkj,Dobiegniew,1577,,""
Narty_kwl_bkj,Narty,1577,,""
Swierna_kwl_bkj,Świernia,1582,,""
Lubien_kwl_bkj,Lubień,1577,,""
Diabelek_kwl_bkj,Diabełek,1577,,""
Grodno_kwl_bkj,Grodno,1577,,""
Kolomyja_kwl_bkj,Kołomia,1577,,""
Kamienna_kwl_bkj,Kamiona,1583,,""
Kurowo_kwl_bkj,Kurowo,1577,,""
Narty_kwl_bkj,Narty,1577,,""
Siemiony_kwl_bkj,Sieminy,1577,,""
Zorawice_prd_bkj,Żorawice,1577,,""
Gagowy_kwl_bkj,Gagowy,1577,,""
Czaple_kwl_bkj,Czaple,1577,,""
Swierna_kwl_bkj,Świernia,1577,,""
Kamienna_kwl_bkj,Kamiona,1577,,""
Zakrzewo_kwl_bkj,Zakrzewo,1577,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1577,,""
Kamienna_kwl_bkj,Kamiona,1577,,""
Pierowa_Wola_kwl_bkj,Pierowa Wola,1577,,""
Kaliska_kwl_bkj,Kaliska,1577,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1577,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1577,,""
Zakrzewo_kwl_bkj,Zakrzewo,1577,,""
Zakrzewo_kwl_bkj,Zakrzewo,1577,,""
Beszyn_kwl_bkj,Bęszyno,1577,,""
Dziankowo_kwl_bkj,Dziankowo Wielkie,1577,,""
Dziankowek_kwl_bkj,Dziankowo Małe,1577,,""
Swiatkowice_kwl_bkj,Świętkowice,1579,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1577,,""
Beszyn_kwl_bkj,Bęszyno,1577,,""
Zawada_kwl_bkj,Zawada,1577,,""
Kolomyja_kwl_bkj,Kołomia,1577,,""
Gagowy_kwl_bkj,Gagowy,1567,,""
Baruchowo_kwl_bkj,Baruchowo,1577,,""
Kowal_kwl_bkj,Kowale,1577,,""
Piatczyna_kwl_bkj,Piączny Młyn,1577,,""
Rakutowo_kwl_bkj,Rachutowo,1577,,""
Klotno_kwl_bkj,Kłotno,1577,,""
Czaple_kwl_bkj,Czaple,1577,,""
Czaple_kwl_bkj,Czaple,1577,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1577,,""
Dabrowka_Sosnowa_kwl_bkj,Dąbrówka Sosnowa,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Kamienna_kwl_bkj,Kamiona,1577,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1577,,""
Kamienna_kwl_bkj,Kamiona,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Gagowy_kwl_bkj,Gagowy,1577,,""
Gagowy_kwl_bkj,Gagowy,1577,,""
Bilno_kwl_bkj,Bielino,1577,,""
Szewo_Wlk_kwl_bkj,Szewo,1577,,""
Grodno_kwl_bkj,Grodno,1581,,""
Gorki_blt_gos_raw,Górki,1589,,""
Duninow_kwl_bkj,Duninowo,1579,,""
Srodon_kwl_bkj,Środny,1579,,""
Modliborz_kwl_bkj,Modlibóż,1579,,""
Rzezewo_kwl_bkj,Rzeżewo,1579,,""
Boguslawice_kwl_bkj,Bogusławice,1579,,""
Czerniewice_kwl_bkj,Czernielice,1579,,""
Zakrzewiec_kwl_bkj,Zakrzewiec,1579,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1579,,""
Rzezewo_kwl_bkj,Rzeżewo,1579,,""
Krzewie_kwl_bkj,Krzewie,1579,,""
Krzewie_kwl_bkj,Krzewie,1579,,""
Unislawice_kwl_bkj,Unisławice,1579,,""
Unislawice_kwl_bkj,Unisławice,1579,,""
Unislawice_kwl_bkj,Unisławice,1579,,""
Bilno_kwl_bkj,Bielino,1579,,""
Szewo_Ml_kwl_bkj,Szewo Małe,1579,,""
Golaszewo_kwl_bkj,Gołoszewo,1579,,""
Klobka_kwl_bkj,Kłobia Mała,1579,,""
Lubien_kwl_bkj,Lubień,1579,,""
Bobrek_kwl_bkj,Bobrek,1579,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1579,,""
Katy_kwl_bkj,Kąty,1579,,""
Bialotarsk_kwl_bkj,Białotarczek,1579,,""
Beszyn_kwl_bkj,Bęszyno,1579,,""
Dziankowo_kwl_bkj,Dziankowo Wielkie,1579,,""
Gulewo_kwl_bkj,Gulewo,1582,,""
Dziankowek_kwl_bkj,Dziankowo Małe,1579,,""
Wawal_kwl_bkj,Wąwał,1579,,""
Zawada_kwl_bkj,Zawada,1579,,""
Szewo_Ml_kwl_bkj,Szewo Małe,1579,,""
Szewo_Ml_kwl_bkj,Szewo Małe,1579,,""
Szewo_Ml_kwl_bkj,Szewo Małe,1579,,""
Szewo_Wlk_kwl_bkj,Szewo,1579,,""
Szewo_Wlk_kwl_bkj,Szewo,1579,,""
Szewo_Wlk_kwl_bkj,Szewo,1579,,""
Narty_kwl_bkj,Narty,1579,,""
Narty_kwl_bkj,Narty,1579,,""
Gagowy_kwl_bkj,Gagowy,1579,,""
Kolomyja_kwl_bkj,Kołomia,1579,,""
Kolomyja_kwl_bkj,Kołomia,1579,,""
Kolomyja_kwl_bkj,Kołomia,1579,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1579,,""
Katy_kwl_bkj,Kąty,1579,,""
Beszyn_kwl_bkj,Bęszyno,1579,,""
Zakrzewo_kwl_bkj,Zakrzewo,1579,,""
Zakrzewo_kwl_bkj,Zakrzewo,1579,,""
Gulewo_kwl_bkj,Gulewo,1579,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1582,,""
Patrowo_kwl_bkj,Patrowo,1579,,""
Patrowo_kwl_bkj,Patrowo,1579,,""
Bielice_kwl_bkj,Bielice,1579,,""
Patrowo_kwl_bkj,Patrowo,1579,,""
Kurowo_kwl_bkj,Kurowo,1579,,""
Grodno_kwl_bkj,Grodno,1579,,""
Baruchowo_kwl_bkj,Baruchowo,1579,,""
Wolka_kwl_bkj,Wołodrza,1579,,""
Szczutkowo_kwl_bkj,Szczudrkowo,1582,,""
Ksieza_Kepka_kwl_bkj,Kępka Duchowna,1582,,""
Dziardonice_kwl_bkj,Dziardonice,1582,,""
Kepka_Szlach_kwl_bkj,Kępka Wielka,1582,,""
Dabrowka_kwl_bkj,Dąbrowka,1582,,""
Skoki_kwl_bkj,Skoki,1582,,""
Dab_kwl_bkj,Dąb,1582,,""
Dobiegniewo_kwl_bkj,Dobiegniew,1582,,""
Ruda_dbr_kwl_bkj,Ruda,1582,,""
Duninow_kwl_bkj,Duninowo,1582,,""
Srodon_kwl_bkj,Środny,1582,,""
Nowa_Wies_kwl_bkj,Nowa Wieś,1582,,""
Czerniewice_kwl_bkj,Czernielice,1582,,""
Wilkowiczki_kwl_bkj,Wilkowice Małe,1582,,""
Klobka_kwl_bkj,Kłobia Mała,1582,,""
Klobka_kwl_bkj,Kłobia Mała,1582,,""
Rzezewo_kwl_bkj,Rzeżewo,1582,,""
Wistka_Krolewska_kwl_bkj,Wisłka Wielka,1582,,""
Bilno_kwl_bkj,Bielino,1582,,""
Lubien_kwl_bkj,Lubień,1582,,""
Lubien_kwl_bkj,Lubień,1582,,""
Bobrek_kwl_bkj,Bobrek,1582,,""
Stepka_kwl_bkj,Stępka,1582,,""
Narty_kwl_bkj,Narty,1582,,""
Gagowy_kwl_bkj,Gagowy,1582,,""
Czaple_kwl_bkj,Czaple,1582,,""
Pierowa_Wola_kwl_bkj,Pierowa Wola,1582,,""
Kaliska_kwl_bkj,Kaliska,1582,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1582,,""
Katy_kwl_bkj,Kąty,1582,,""
Bialotarsk_kwl_bkj,Białotarczek,1582,,""
Siemiony_kwl_bkj,Sieminy,1582,,""
Krzewie_kwl_bkj,Krzewie,1582,,""
Krzewie_kwl_bkj,Krzewie,1582,,""
Bilno_kwl_bkj,Bielino,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Kamienna_kwl_bkj,Kamiona,1582,,""
Kamienna_kwl_bkj,Kamiona,1582,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1582,,""
Kolomyja_kwl_bkj,Kołomia,1582,,""
Kolomyja_kwl_bkj,Kołomia,1582,,""
Beszyn_kwl_bkj,Bęszyno,1582,,""
Gorki_blt_gos_raw,Górki,1553,,""
Beszyn_kwl_bkj,Bęszyno,1582,,""
Gagowy_kwl_bkj,Gagowy,1582,,""
Dziankowek_kwl_bkj,Dziankowo Małe,1582,,""
Wawal_kwl_bkj,Wąwał,1582,,""
Zorawice_prd_bkj,Żorawice,1582,,""
Swiatkowice_kwl_bkj,Świętkowice,1582,,""
Zakrzewiec_kwl_bkj,Zakrzewiec,1582,,""
Zawada_kwl_bkj,Zawada,1582,,""
Klotno_kwl_bkj,Kłotno,1582,,""
Kurowo_kwl_bkj,Kurowo,1582,,""
Baruchowo_kwl_bkj,Baruchowo,1582,,""
Wolka_kwl_bkj,Wołodrza,1582,,""
Diabelek_kwl_bkj,Diabełek,1582,,""
Ruda_grb_kwl_bkj,Ruda,1582,,""
Piatczyna_kwl_bkj,Piączny Młyn,1582,,""
Slapa_kwl_bkj,Słapa,1582,,""
Rakutowo_kwl_bkj,Rachutowo,1582,,""
Grodno_kwl_bkj,Grodno,1582,,""
Zakrzewo_kwl_bkj,Zakrzewo,1582,,""
Gulewo_kwl_bkj,Gulewo,1582,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1582,,""
Unislawice_kwl_bkj,Unisławice,1582,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1582,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1582,,""
Dabrowka_Sosnowa_kwl_bkj,Dąbrówka Sosnowa,1582,,""
Bilno_kwl_bkj,Bielino,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Gagowy_kwl_bkj,Gagowy,1582,,""
Kamienna_kwl_bkj,Kamiona,1582,,""
Kamienna_kwl_bkj,Kamiona,1582,,""
Kamienna_kwl_bkj,Kamiona,1582,,""
Gorki_kwl_bkj,Górki,1582,,""
Gorki_kwl_bkj,Górki,1582,,""
Gorki_kwl_bkj,Górki,1582,,""
Patrowo_kwl_bkj,Patrowo,1582,,""
Patrowo_kwl_bkj,Patrowo,1582,,""
Bielice_kwl_bkj,Bielice,1582,,""
Zakrzewiec_kwl_bkj,Zakrzewiec,1582,,""
Katy_kwl_bkj,Kąty,1582,,""
Czerniewice_kwl_bkj,Czernielice,1583,,""
Lojszewo_kwl_bkj,Łowiszewo,1583,,""
Rakutowo_kwl_bkj,Rachutowo,1583,,""
Nakanowska_Wola_kwl_bkj,Wola Nakonowska,1583,,""
Zakrzewiec_kwl_bkj,Zakrzewiec,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Grabkowo_kwl_bkj,Grabkowo,1583,,""
Wilkowice_kwl_bkj,Wilkowice Wielkie,1583,,""
Dab_kwl_bkj,Dąb,1583,,""
Dobiegniewo_kwl_bkj,Dobiegniew,1583,,""
Ruda_dbr_kwl_bkj,Ruda,1583,,""
Duninow_kwl_bkj,Duninowo,1583,,""
Srodon_kwl_bkj,Środny,1583,,""
Nowa_Wies_kwl_bkj,Nowa Wieś,1583,,""
Rzegocin_kwl_bkj,Żegocino,1583,,""
Modliborz_kwl_bkj,Modlibóż,1583,,""
Rzezewo_kwl_bkj,Rzeżewo,1583,,""
Unislawice_kwl_bkj,Unisławice,1583,,""
Boguslawice_kwl_bkj,Bogusławice,1583,,""
Klobka_kwl_bkj,Kłobia Mała,1583,,""
Klobka_kwl_bkj,Kłobia Mała,1583,,""
Klobka_kwl_bkj,Kłobia Mała,1583,,""
Krzewie_kwl_bkj,Krzewie,1583,,""
Krzewie_kwl_bkj,Krzewie,1583,,""
Unislawice_kwl_bkj,Unisławice,1583,,""
Narty_kwl_bkj,Narty,1557,,""
Bilno_kwl_bkj,Bielino,1583,,""
Bilno_kwl_bkj,Bielino,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Stepka_kwl_bkj,Stępka,1583,,""
Lubien_kwl_bkj,Lubień,1583,,""
Bobrek_kwl_bkj,Bobrek,1583,,""
Narty_kwl_bkj,Narty,1583,,""
Gagowy_kwl_bkj,Gagowy,1583,,""
Swierna_kwl_bkj,Świernia,1583,,""
Pierowa_Wola_kwl_bkj,Pierowa Wola,1583,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1583,,""
Katy_kwl_bkj,Kąty,1583,,""
Bialotarsk_kwl_bkj,Białotarczek,1583,,""
Siemiony_kwl_bkj,Sieminy,1583,,""
Dziankowo_kwl_bkj,Dziankowo Wielkie,1583,,""
Dziankowek_kwl_bkj,Dziankowo Małe,1583,,""
Wawal_kwl_bkj,Wąwał,1583,,""
Swiatkowice_kwl_bkj,Świętkowice,1583,,""
Zakrzewiec_kwl_bkj,Zakrzewiec,1583,,""
Klotno_kwl_bkj,Kłotno,1583,,""
Kurowo_kwl_bkj,Kurowo,1583,,""
Wolka_kwl_bkj,Wołodrza,1583,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1583,,""
Kobyla_Laka_kwl_bkj,Kobyla Łąka,1583,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1583,,""
Kolomyja_kwl_bkj,Kołomia,1583,,""
Kolomyja_kwl_bkj,Kołomia,1583,,""
Beszyn_kwl_bkj,Bęszyno,1583,,""
Czaple_kwl_bkj,Czaple,1567,,""
Beszyn_kwl_bkj,Bęszyno,1583,,""
Zakrzewo_kwl_bkj,Zakrzewo,1583,,""
Zakrzewo_kwl_bkj,Zakrzewo,1583,,""
Gulewo_kwl_bkj,Gulewo,1583,,""
Gulewo_kwl_bkj,Gulewo,1583,,""
Piatczyna_kwl_bkj,Piączny Młyn,1583,,""
Rakutowo_kwl_bkj,Rachutowo,1583,,""
Rakutowo_kwl_bkj,Rachutowo,1583,,""
Grodno_kwl_bkj,Grodno,1583,,""
Kowal_kwl_bkj,Kowale,1583,,""
Zakrzewiec_kwl_bkj,Zakrzewiec,1583,,""
Unislawice_kwl_bkj,Unisławice,1583,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1583,,""
Dabrowka_Sosnowa_kwl_bkj,Dąbrówka Sosnowa,1583,,""
Bilno_kwl_bkj,Bielino,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Szewo_Wlk_kwl_bkj,Szewo,1583,,""
Gagowy_kwl_bkj,Gagowy,1583,,""
Gagowy_kwl_bkj,Gagowy,1583,,""
Czaple_kwl_bkj,Czaple,1583,,""
Kamienna_kwl_bkj,Kamiona,1583,,""
Kamienna_kwl_bkj,Kamiona,1583,,""
Patrowo_kwl_bkj,Patrowo,1583,,""
Bielice_kwl_bkj,Bielice,1583,,""
Gulewo_kwl_bkj,Gulewo,1583,,""
Gulewo_kwl_bkj,Gulewo,1583,,""
Katy_kwl_bkj,Kąty,1583,,""
Gorki_kwl_bkj,Górki,1583,,""
Unislawice_kwl_bkj,Unisławice,1582,,""
Wola_Olszowa_kwl_bkj,Wola Olszowa,1582,,""
Zakrzewo_kwl_bkj,Zakrzewo,1582,,""
Gulewo_kwl_bkj,Gulewo,1582,,""
Szewo_Wlk_kwl_bkj,Szewo,1582,,""
Czaple_kwl_bkj,Czaple,1582,,""
Kamienna_kwl_bkj,Kamiona,1582,,""
Gulewo_kwl_bkj,Gulewo,1582,,""
Pelczyce_kwl_bkj,Pełczyce,1577,,""
Wilkowice_kwl_bkj,Wilkowice Wielkie,1577,,""
Wilkowiczki_kwl_bkj,Wilkowice Małe,1577,,""
Grabkowo_kwl_bkj,Grabkowo,1577,,""
Boguslawice_kwl_bkj,Bogusławice,1577,,""
Wawal_kwl_bkj,Wąwał,1577,,""
Gorki_blt_gos_raw,Górki,1577,,""
Kamienna_kwl_bkj,Kamiona,1577,,""
Wolka_kwl_bkj,Wołodrza,1577,,""
Kamienna_kwl_bkj,Kamiona,1579,,""
Duninow_kwl_bkj,Duninowo,1577,,""
Stepka_kwl_bkj,Stępka,1579,,""
Lojszewo_kwl_bkj,Łowiszewo,1579,,""
Czerniewiczki_kwl_bkj,Czernielice Małe,1579,,""
Rakutowo_kwl_bkj,Rachutowo,1579,,""
Nakanowska_Wola_kwl_bkj,Wola Nakonowska,1579,,""
Pelczyce_kwl_bkj,Pełczyce,1579,,""
Ksieza_Kepka_kwl_bkj,Kępka Duchowna,1579,,""
Kepka_Szlach_kwl_bkj,Kępka Wielka,1579,,""
Dziardonice_kwl_bkj,Dziardonice,1579,,""
Dabrowka_kwl_bkj,Dąbrowka,1579,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1579,,""
Dabrowka_Polajewska_kwl_bkj,Dąbrowka Połajewska,1579,,""
Dabrowka_Sosnowa_kwl_bkj,Dąbrówka Sosnowa,1579,,""
Wistka_Krolewska_kwl_bkj,Wisłka Wielka,1579,,""
Nowa_Wies_kwl_bkj,Nowa Wieś,1579,,""
Klobka_kwl_bkj,Kłobia Mała,1579,,""
Bilno_kwl_bkj,Bielino,1579,,""
Gagowy_kwl_bkj,Gagowy,1579,,""
Swierna_kwl_bkj,Świernia,1579,,""
Czaple_kwl_bkj,Czaple,1579,,""
Czaple_kwl_bkj,Czaple,1579,,""
Kamienna_kwl_bkj,Kamiona,1579,,""
Kamienna_kwl_bkj,Kamiona,1579,,""
Kamienna_kwl_bkj,Kamiona,1579,,""
