name,table,community,community_code,land,table_title,table_abbr,voivodeship,index,potential,year,value,villages_value,near_value,geometry
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1734,835,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1737,676,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1738,485,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1743,610,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1744,1060,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1745,700,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1746,1045,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1749,934,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1751,1325,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1752,1390,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1757,791,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1758,800,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1760,1356,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1761,1380,0,0,2950033.56137071|6197354.14295814
zwaniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_zwnc,1320,1764,1320,0,0,2950033.56137071|6197354.14295814
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1745,50,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1747,50,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1748,50,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1751,50,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1753,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1754,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1755,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1757,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1758,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1760,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1761,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1762,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1763,60,0,0,2319233.61077179|6847324.93191464
babice_bachow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bbc_bchw,60,1764,60,0,0,2319233.61077179|6847324.93191464
balicz,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_blcz,60,1737,60,0,0,2880646.62423069|6235266.36614631
balicz,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_blcz,60,1744,60,0,0,2880646.62423069|6235266.36614631
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1724,198,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1725,228,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1727,200,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1728,200,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1729,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1731,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1732,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1736,200,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1737,170,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1738,130,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1741,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1742,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1743,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1744,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1745,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1746,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1747,150,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1748,120,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1749,120,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1751,120,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1752,120,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1753,120,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1754,120,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1755,120,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1758,114,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1760,114,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1761,114,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1762,114,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1763,114,0,0,2502461.34888805|6391512.87022358
bircza,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_brcz,140,1764,140,0,0,2502461.34888805|6391512.87022358
bybel,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_bybl,0,1742,500,0,0,"[2706013.222036614, 6384420.706958323]"
chodnowicz,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_chdnwcz,50,1737,50,0,0,"[2554638.3411718635, 6397233.382619694]"
chyrow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_chyrw,550,1727,81,0,0,2543785.73062743|6366247.90540434
chyrow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_chyrw,550,1741,160,0,0,2543785.73062743|6366247.90540434
chyrow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_chyrw,550,1742,200,0,0,2543785.73062743|6366247.90540434
chyrow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_chyrw,550,1761,550,0,0,2543785.73062743|6366247.90540434
czarna,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_czrn,80,1736,80,0,0,1885459.02122596|7109374.93726416
czarna,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_czrn,80,1737,80,0,0,1885459.02122596|7109374.93726416
czarna,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_czrn,80,1738,80,0,0,1885459.02122596|7109374.93726416
czupnowicz,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_czpnwcz,50,1737,40,0,0,""
czupnowicz,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_czpnwcz,50,1748,50,0,0,""
czupnowicz,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_czpnwcz,50,1749,50,0,0,""
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1717,1000,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1718,1000,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1719,399,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1720,600,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1723,498,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1742,514,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1743,375,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1744,1472,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1745,200,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1747,828,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1748,41,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1754,255,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1757,57,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1758,2117,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1760,2322,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1761,1793,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1762,3138,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1763,3515,0,0,2536082.86305542|6372387.76151702
dobromil,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbrml,2600,1764,2600,0,0,2536082.86305542|6372387.76151702
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1733,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1734,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1735,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1736,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1737,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1738,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1739,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1741,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1742,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1743,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1744,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1745,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1746,80,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1747,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1748,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1749,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1751,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1752,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1753,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1754,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1755,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1757,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1758,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1760,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1761,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1762,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1763,40,0,0,2493145.26931174|6415250.24763628
dubiecko,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dbck,40,1764,40,0,0,2493145.26931174|6415250.24763628
dydnia,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dydn,40,1731,80,0,0,"[2467766.41567845, 6391210.874024361]"
dydnia,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dydn,40,1733,80,0,0,"[2467766.41567845, 6391210.874024361]"
dydnia,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dydn,40,1734,80,0,0,"[2467766.41567845, 6391210.874024361]"
dydnia,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dydn,40,1738,60,0,0,"[2467766.41567845, 6391210.874024361]"
dydnia,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dydn,40,1748,40,0,0,"[2467766.41567845, 6391210.874024361]"
dynow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dynw,1030,1719,699,0,0,2475601.49795376|6414390.50640063
dynow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dynw,1030,1720,744,0,0,2475601.49795376|6414390.50640063
dynow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dynw,1030,1721,834,0,0,2475601.49795376|6414390.50640063
dynow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dynw,1030,1722,810,0,0,2475601.49795376|6414390.50640063
dynow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dynw,1030,1723,750,0,0,2475601.49795376|6414390.50640063
dynow,1100,przemysl,przmysl,Autonomous,Przemyśl Voivodeships of Ruś (districts of Rrzemyśl and Sanok) and Bełz,przemysl,rus,rus_dynw,1030,1724,930,0,0,2475601.49795376|6414390.50640063
