index,name,atlas_name,table,rid,viv,powiat,certainty
8_3_33,lysobyki,Łysobyki,8_3,2503,san,stężycki,1
8_3_15,miastkow,Miastków Kościelny,8_3,14692,maz,garwoliński,1
8_3_16,odrzywol,Odrzywół,8_3,8581,san,opoczyński,1
8_3_17,przysucha,Przysucha,8_3,2495,san,radomski,1
8_3_18,przytuk,Przytyk,8_3,2483,san,radomski,1
8_3_19,radom,Radom,8_3,22479,san,radomski,1
8_3_20,ryczywol,Ryczywół,8_3,2490,san,radomski,1
8_3_21,ryki,Ryki,8_3,8645,san,stężycki,1
8_3_22,sienno,Sienno,8_3,2493,san,radomski,1
8_3_23,skaryszew,Skaryszew,8_3,2630,maz,warszawski,2
8_3_24,skrzynno,Skrzynno,8_3,8663,san,radomski,1
8_3_25,solec_on_vistula,Solec,8_3,8673,san,radomski,1
8_3_26,stezyca,Stężyca,8_3,8678,san,stężycki,1
8_3_27,suchowola,"",8_3,,san,,3
8_3_28,szydlowiec,Szydłowiec,8_3,2500,san,radomski,1
8_3_29,ulenice,"",8_3,,san,,3
8_3_30,wojcieszkow,Wojcieszków,8_3,8733,san,stężycki,1
8_3_31,zawichost,Zawichost,8_3,8749,san,sandomierski,1
8_3_34,zelechow,Żelechów,8_3,2511,san,stężycki,1
8_3_32,zwolen,Zwoleń,8_3,2513,san,radomski,1
9_1,bilgoray,Biłgoraj,9,6399,lub,,2
9_2,ekonomia,"",9,,lub,,3
9_3,frannopol,Frampol,9,2217,lub,lubelski,1
9_4,goray,Goraj,9,2229,lub,lubelski,1
9_5,gorzkow,Gorzków,9,2768,rus,chełmski,1
9_6,krasnobrod,Krasnobród,9,2682,rus,chełmski,1
9_17,laszczow,Łaszczów,9,6374,beł,bełski,1
9_7,modliborzyce,Modliborzyce,9,2226,lub,urzędowski,1
9_8,pilaszkowiec,Milaszkowce,9,9959,pod,,3
9_9,rozwadow,Rozwadów,9,2486,san,sandomierski,1
9_10,szczebreszyn,Szczebrzeszyn,9,2696,rus,chełmski,1
9_11,tarnogrod,Tarnogród,9,2061,rus,przemyski,1
9_12,tomaszow,Tomaszów Lubelski,9,6388,beł,bełski,1
9_13,turobin,Turobin,9,2700,rus,chełmski,1
9_14,ulanow,Ulanów,9,2505,san,sandomierski,1
9_15,wysokie,Wysokie,9,9120,lub,lubelski,1
9_16,zamosc,Zamość,9,2080,rus,chełmski,1
9_18,zolkiewka,Żółkiewka,9,22384,rus,chełmski,1
