index,name,atlas_name,table,rid,viv,powiat,certainty
5_1_5,dubienka,Dubienka,5_1,6364,beł,grabowiecki,1
5_1_6,grabowiec,Grabowiec,5_1,4600,beł,grabowiecki,1
5_1_7,horodlo,Horodło,5_1,6369,beł,grabowiecki,1
5_1_8,jaroczew,Jarczów,5_1,6365,beł,bełski,1
5_1_9,komorow,Komarów,5_1,5245,beł,grabowiecki,1
5_1_10,korytnica,Korytnica,5_1,5267,beł,grabowiecki,1
5_1_11,krystynpol,Krystynopol,5_1,6373,beł,bełski,1
5_1_12,libicza,"",5_1,,beł,bełski,2
5_1_13,lipsko,Lipsko,5_1,22410,beł,bełski,1
5_1_14,lubaczow,Lubaczów,5_1,2086,beł,bełski,1
5_1_15,lubela,Lubella,5_1,5339,beł,bełski,2
5_1_16,mosty_krolewkie,"",5_1,,beł,bełski,2
5_1_17,mosty_szlacheckie,"",5_1,,beł,bełski,2
5_1_18,narol,Narol,5_1,6378,beł,bełski,1
5_1_19,niemierow,Niemirów,5_1,6380,beł,bełski,1
5_1_20,oleszczyce,Oleszyce,5_1,2088,beł,bełski,1
5_1_21,potok,Potok,5_1,6385,beł,bełski,1
5_1_22,potylicz,Potylicz,5_1,6515,beł,bełski,1
5_1_23,przewale,Przewały,5_1,4493,rus,chełmski,2
5_1_24,rachanie,Rachanie,5_1,6431,beł,bełski,1
5_1_25,radziechow,Radziechów,5_1,6379,beł,buski,1
5_1_26,rawa_ruska,Rawa Ruska,5_1,6382,beł,bełski,1
5_1_27,sokal,Sokal,5_1,6384,beł,bełski,1
5_1_28,stojanow,Stojanów,5_1,6386,beł,bełski,1
5_1_29,szczurowice,Szczurowice,5_1,22412,beł,buski,1
5_1_30,tartakow,Tartaków,5_1,22414,beł,bełski,1
5_1_31,toporow,Toporów,5_1,2673,rus,lwowski,1
5_1_32,tyszowce,Tyszowce,5_1,6389,beł,grabowiecki,1
5_1_33,uhnow,Uhnów,5_1,6391,beł,bełski,1
5_1_34,warez,Waręż,5_1,6394,beł,bełski,1
5_1_35,witkow,Witków Nowy,5_1,6395,beł,buski,1
5_2_1,bilgoraj,Biłgoraj,5_2,6399,lub,,2
5_2_2,chelm,Chełm,5_2,2675,rus,chełmski,1
5_2_3,gorzkow,Gorzków,5_2,2768,rus,chełmski,1
5_2_4,holeszow,Holeszów,5_2,5266,rus,chełmski,1
5_2_5,hrubieszow,Hrubieszów,5_2,2608,rus,chełmski,1
5_2_7,krasniczyn,Kraśniczyn,5_2,2683,rus,chełmski,1
5_2_6,krasnobrod,Krasnobród,5_2,2682,rus,chełmski,1
5_2_8,krosniczyn,Kraśniczyn,5_2,2683,rus,chełmski,1
5_2_9,krylow,Kryłów,5_2,6372,rus,chełmski,1
5_2_10,lubomla,Luboml,5_2,2684,rus,chełmski,1
5_2_11,maciejow,Maciejów,5_2,2685,rus,chełmski,1
5_2_12,modliborzyce,Modliborzyce,5_2,2226,lub,urzędowski,1
5_2_13,opalin,Opalin,5_2,2688,rus,chełmski,1
5_2_14,pilaszkowiec,"",5_2,,lub,,3
5_2_15,ratno,Ratno,5_2,2693,rus,chełmski,1
5_2_16,rejowice,Rzejowice,5_2,16609,sier,radomszczański,1
5_2_17,siedliszcze,Siedliszcze,5_2,2034,rus,chełmski,1
5_2_18,sieniawa,Sieniawa,5_2,2044,rus,przemyski,1
5_2_19,skierbieszow,Skierbieszów,5_2,2968,rus,chełmski,1
5_2_26,suburb_of_krasnostaw,Krasnystaw,5_2,1984,rus,chełmski,1
5_2_20,swierz,Świrz,5_2,2059,rus,lwowski,1
5_2_21,szczebreszyn,Szczebrzeszyn,5_2,2696,rus,chełmski,1
5_2_22,tarnogora,Tarnogóra,5_2,4234,rus,chełmski,1
5_2_23,turobin,Turobin,5_2,2700,rus,chełmski,1
5_2_24,uchanie,Uchanie,5_2,2701,rus,chełmski,1
5_2_25,wojslawice,Wojsławice,5_2,2703,rus,chełmski,1
6_1_1,bratian,Bratjan,6_1,24539,che,michałowski,1
6_1_2,ciborz_and_lidzbark,Cibórz,6_1,24542,che,michałowski,1
6_1_3,fijewo,"",6_1,,pom,,3
6_1_4,ostromecko,Ostromecko,6_1,2122,che,chełmiński,1
6_1_6,plowez,Płowęż,6_1,24537,che,michałowski,1
6_1_5,pokrzywno,Pokrzywno,6_1,24536,che,chełmiński,1
6_1_10,suburb_of_czluchow,Człuchów,6_1,15441,pom,człuchowski,1
6_1_14,suburb_of_gdansk,Gdańsk,6_1,15264,pom,gdański,1
6_1_11,suburb_of_hammerstein,"",6_1,,malb,,3
6_1_12,suburb_of_koscierzyna,Kościerzyna,6_1,15576,pom,tczewski,1
6_1_13,suburb_of_tuchola,Tuchola,6_1,24529,pom,tucholski,1
6_1_7,szembruk,Szembruk,6_1,24541,che,chełmiński,1
6_1_8,torun,Toruń,6_1,24535,che,chełmiński,1
6_1_9,wlewsk,Wlewsk,6_1,24540,che,michałowski,1
6_2_1,brzesc,Brześć Kujawski,6_2,2091,brzkuj,brzeski,1
6_2_2,dobrzyn,Dobrzyń,6_2,2139,in,dobrzyński,1
6_2_3,fordon,Fordon,6_2,23378,in,bydgoski,1
6_2_4,inowroclaw,Inowrocław,6_2,23379,in,inowrocławski,1
6_2_5,izbica,Izbica,6_2,2092,kuj,przedecki,1
6_2_6,kikol,Kikół,6_2,23380,in,lipnowski,1
6_2_7,kowal,Kowal,6_2,2093,brzkuj,kowalski,1
6_2_8,lipno,Lipno,6_2,24477,in,lipnowski,1
6_2_9,lubrabiec,"",6_2,,kuj,,3
6_2_10,lubraniec,Lubraniec,6_2,2094,brzkuj,brzeski,1
6_2_11,piotrkow,Piotrków,6_2,2095,kuj,radziejowski,1
6_2_12,przedecz,Przedecz,6_2,2096,brzkuj,przedecki,1
6_2_13,radziki,Radziki Duże,6_2,24478,in,rypiński,1
6_2_14,strzelno,Strzelno,6_2,13410,brzkuj,kruszwicki,1
6_2_15,zoledowo,Żołędowo,6_2,24479,in,bydgoski,1
6_3_1,barcin,Barcin,6_3,24469,kal,gnieźnieński,1
6_3_2,borek,Borek,6_3,2144,kal,pyzdrski,1
6_3_3,chodziez,Chodzież,6_3,14189,kal,kcyński,1
6_3_4,czerniejow,Czerniejów,6_3,5561,rus,lwowski,2
6_3_5,debrzno_frydland,Debrzno,6_3,2123,gn,nakielski,1
6_3_6,dzialyn,Działyń,6_3,23377,gn,gnieźnieński,1
6_3_7,gniezno,Gniezno,6_3,2126,gn,gnieźnieński,1
6_3_9,golancza,Gołańcz,6_3,14265,gn,kcyński,1
6_3_8,golina,Golina,6_3,2146,kal,koniński,1
6_3_10,granowo,Granowo,6_3,15704,poz,kościański,1
6_3_11,jarocin,Jarocin,6_3,2149,kal,pyzdrski,1
6_3_12,jaroczew,Jaraczew,6_3,2148,kal,pyzdrski,1
6_3_13,kalisz,Kalisz,6_3,13852,kal,kaliski,1
6_3_14,karmin,Karmin,6_3,24461,kal,kaliski,1
6_3_15,kazimierz,Kazimierz,6_3,2572,kr,szczyrzycki,1
6_3_16,kcynia,Kcynia,6_3,23310,gn,kcyński,1
6_3_17,kleczew,Kleczew,6_3,2151,kal,koniński,1
6_3_18,kobylin,Kobylin,6_3,13871,kal,pyzdrski,1
6_3_21,kolo,Koło,6_3,13872,kal,koniński,1
6_3_19,konin,Konin,6_3,24465,kal,koniński,1
6_3_20,kozmin,Koźmin,6_3,2153,kal,pyzdrski,1
6_3_22,koωminek,Koźminek,6_3,24460,kal,kaliski,1
6_3_23,krajenka,Krajenka,6_3,2127,gn,nakielski,1
6_3_24,krotoszyn,Krotoszyn,6_3,22842,kal,pyzdrski,1
6_3_25,kurnik,Kurniki,6_3,3764,rus,lwowski,2
6_3_49,labuszyn,Łabiszyn,6_3,23381,in,kcyński,1
6_3_26,ledyczek,Lędyczek,6_3,24473,pom,nakielski,1
6_3_50,lobzenica,Łobżenica,6_3,2128,gn,nakielski,1
6_3_27,margonin,Margonin,6_3,23311,gn,kcyński,1
6_3_28,miloslaw,Miłosław,6_3,2159,kal,pyzdrski,1
6_3_29,mrocza,Mrocza,6_3,2140,in,nakielski,1
6_3_30,naklo,Nakło,6_3,2130,kal,nakielski,1
6_3_31,nowemiasto_on_warta,Nowemiasto,6_3,2161,kal,pyzdrski,1
6_3_32,odolanow,Odolanów,6_3,22843,kal,kaliski,1
6_3_33,ostrow,Ostrów,6_3,22844,kal,kaliski,1
6_3_34,pogorzel,Pogorzela,6_3,24467,kal,pyzdrski,1
6_3_35,pyzdry,Pyzdry,6_3,2163,kal,pyzdrski,1
6_3_36,raszkow,Raszków,6_3,24464,kal,kaliski,1
6_3_37,russocice,Russocice,6_3,24466,kal,koniński,1
6_3_38,rychwal,Rychwał,6_3,22845,kal,koniński,1
6_3_39,rychwal_and_slaszyce,Rychwał,6_3,22845,kal,koniński,1
6_3_40,sempelborg,"",6_3,,kal,nakielski,2
6_3_41,skoki,Skoki,6_3,2132,gn,gnieźnieński,1
6_3_42,stawiszyn,Stawiszyn,6_3,24462,kal,kaliski,1
6_3_43,wilczyn,Wilczyn,6_3,23312,gn,gnieźnieński,1
6_3_44,witkow,"",6_3,,kal,,3
6_3_45,wrzesnia,Września,6_3,2135,gn,pyzdrski,1
6_3_46,zaniemysl,Zaniemyśl,6_3,24468,kal,pyzdrski,1
6_3_47,zduny,Zduny,6_3,24463,kal,kaliski,1
6_3_51,zerkow,Żerków,6_3,2166,kal,pyzdrski,1
6_3_48,zlotowo,Złotowo,6_3,13252,che,michałowski,1
6_3_52,zydow,Żydowo,6_3,24471,gn,gnieźnieński,1
6_4_1,bielawy,Bielawy,6_4,24474,łęcz,orłowski,1
6_4_2,bratoszowice_and_brzeziny,Brzeziny,6_4,14429,łęcz,brzeziński,1
6_4_3,brzeziny,Brzeziny,6_4,14429,łęcz,brzeziński,1
6_4_4,brzeziny_and_glowno,Brzeziny,6_4,14429,łęcz,brzeziński,1
6_4_5,kalow,Kałów,6_4,24476,łęcz,łęczycki,1
6_4_6,krosniewice,Krośniewice,6_4,22852,łęcz,łęczycki,1
6_4_7,leczyca,Łęczyca,6_4,2264,łęcz,łęczycki,1
6_4_8,parzeczew,Parzęczew,6_4,24475,łęcz,łęczycki,1
6_4_9,piatek,Piątek,6_4,22853,łęcz,łęczycki,1
6_4_10,sobota,Sobota,6_4,22854,łęcz,orłowski,1
6_4_11,strykow,Stryków,6_4,22855,łęcz,brzeziński,1
6_4_12,ujazd,Ujazd,6_4,22856,łęcz,brzeziński,1
6_4_13,ujazd_and_inowlodz,Ujazd,6_4,22856,łęcz,brzeziński,1
6_5_3,blaszkow,Błaszki,6_5,2514,sier,sieradzki,1
6_5_1,boleslaw,Bolesław,6_5,8387,san,wiślicki,1
6_5_2,burzenin,Bolesławiec,6_5,2516,sier,wieluński,1
6_5_4,ciechanow,Ciechanów,6_5,2612,maz,ciechanowski,1
6_5_5,dobra,Dobra,6_5,2517,sier,sieradzki,1
6_5_6,grabow,Grabów,6_5,16690,sier,ostrzeszowski,1
6_5_7,kepno,Kępno,6_5,2519,sier,ostrzeszowski,1
6_5_19,lask,Łask,6_5,2522,sier,szadkowski,1
6_5_8,lutomiersk,Lutomiersk,6_5,2521,sier,szadkowski,1
6_5_9,makow,Maków Mazowiecki,6_5,2271,maz,makowski,1
6_5_10,nasielsk,Nasielsk,6_5,2272,maz,nowomiejski,1
6_5_11,piotrkow,Piotrków,6_5,2523,sier,piotrkowski,1
6_5_12,rozan,Rożan,6_5,2275,maz,rożański,1
6_5_13,tuszyn,Tuszyn,6_5,16772,sier,piotrkowski,1
6_5_14,warta,Warta,6_5,2524,sier,sieradzki,1
6_5_15,widawa,Widawa,6_5,16786,sier,sieradzki,1
6_5_16,wieruszow,Wieruszów,6_5,16791,sier,wieluński,1
6_5_17,wyszogrod,Wyszogród,6_5,2285,maz,wyszogrodzki,1
6_5_18,zloczew,Złoczew,6_5,22794,sier,sieradzki,1
6_6_1,biezun,Bieżuń,6_6,2636,pł,sierpecki,1
6_6_2,drobin,Drobin,6_6,2289,pł,bielski,1
6_6_3,kuczbork,Kuczbork,6_6,2641,pł,szreński,1
6_6_4,mlawa,Mława,6_6,2643,pł,mławski,1
6_6_5,plock,Płock,6_6,2290,pł,płocki,1
6_6_6,plonsk,Płońsk,6_6,2645,pł,płoński,1
6_6_7,radzanow,Radzanów,6_6,2648,pł,raciąski,1
6_6_8,sierpc,Sierpc,6_6,2652,pł,sierpecki,1
6_6_9,szrensk,Szreńsk,6_6,2654,pł,szreński,1
6_7_1,babimost,Babimost,6_7,2372,poz,kościański,1
6_7_2,bojanow,Bojanowo,6_7,16117,poz,kościański,1
6_7_3,broice,"",6_7,,poz,,3
6_7_4,charnkow,Czarnków,6_7,13836,poz,poznański,1
6_7_5,czempin,Czempiń,6_7,2373,poz,kościański,1
6_7_6,czlop,Człopa,6_7,2375,poz,poznański,1
6_7_7,frydlandek,Mirosławiec,6_7,2376,poz,wałecki,1
6_7_8,goslina,"",6_7,,poz,poznański,2
6_7_9,grodzisko,Grodzisk,6_7,15875,poz,kościański,1
6_7_10,heinrichdorf,"",6_7,,poz,,3
6_7_11,heinrichsdorf,"",6_7,,poz,,3
6_7_12,jutrosin,Jutrosin,6_7,15590,kal,pyzdrski,1
6_7_13,kargowa,Kargowa,6_7,2381,poz,kościański,1
6_7_44,lagowice,"",6_7,,poz,,3
6_7_14,leszno,Leszno,6_7,2382,poz,wschowski,1
6_7_15,lwowek,Lwówek,6_7,2384,poz,poznański,1
6_7_16,miedzychod,Międzychód,6_7,2385,poz,poznański,1
6_7_17,miedzyrzecz,Międzyrzecz,6_7,2387,poz,poznański,1
6_7_18,mosina,Mosina,6_7,15927,poz,poznański,1
6_7_19,oborniki,Oborniki,6_7,2390,poz,poznański,1
6_7_20,obrzysko,Obrzycko,6_7,2391,poz,poznański,1
6_7_21,osieczna,Osieczna,6_7,2392,poz,kościański,1
6_7_22,pila,Piła,6_7,2395,poz,nakielski,1
6_7_23,pniewy,Pniewy,6_7,2396,poz,poznański,1
6_7_24,rakoniewice,Rakoniewice,6_7,15775,poz,kościański,1
6_7_25,rawicz,Rawicz,6_7,2398,poz,kościański,1
6_7_26,restarzew,"",6_7,,poz,,3
6_7_27,rogozno,Rogoźno,6_7,2399,poz,poznański,1
6_7_28,samowa,"",6_7,,poz,,3
6_7_29,sierakow,Sieraków,6_7,2408,poz,poznański,1
6_7_30,skwirzyna,Skwierzyna,6_7,2409,poz,poznański,1
6_7_31,steszew,Stęszew,6_7,15994,poz,poznański,1
6_7_32,szamotuly,Szamotuły,6_7,2404,poz,poznański,1
6_7_33,szlichtyczkow,Szlichtyngowa,6_7,2413,poz,wschowski,1
6_7_34,szrem,Śrem,6_7,2414,poz,kościański,1
6_7_35,trzcianka,Trzcianka,6_7,2420,poz,poznański,1
6_7_36,trzciel,Trzciel,6_7,2421,poz,poznański,1
6_7_37,tuczno,Tuczno,6_7,2423,poz,wałecki,1
6_7_38,walcz,Wałcz,6_7,2424,poz,wałecki,1
6_7_39,wielen,Wieleń,6_7,2525,poz,poznański,1
6_7_40,wolsztyn,Wolsztyn,6_7,2425,poz,kościański,1
6_7_41,wronki,Wronki,6_7,2427,poz,poznański,1
6_7_42,wschowa,Wschowa,6_7,2428,poz,wschowski,1
6_7_43,zbaszyn,Zbąszyń,6_7,2430,poz,kościański,1
6_8_1,gabin,Gąbin,6_8,2433,raw,gąbiński,1
6_8_5,glowno,Głowno,6_8,2434,raw,rawski,1
6_8_4,gluchow,Głuchów,6_8,16362,raw,rawski,1
6_8_2,gostynin,Gostynin,6_8,2435,raw,gostyniński,1
6_8_3,grodzisk,Grodzisk,6_8,2379,poz,kościański,1
6_8_6,ilowo,Iłów,6_8,23366,raw,gąbiński,1
6_8_7,jakubek_in_kutno,Kutno,6_8,2436,raw,gostyniński,1
6_8_8,kutno,Kutno,6_8,2436,raw,gostyniński,1
6_8_9,mszczonow,Mszczonów,6_8,23368,raw,mszczonowski,1
6_8_10,rawa,Rawa Mazowiecka,6_8,2438,raw,rawski,1
6_8_11,sochaczew,Sochaczew,6_8,23369,raw,sochaczewski,1
6_8_12,zychlin,Żychlin,6_8,2439,łęcz,orłowski,1
7_1_1,bedzin,Będzin,7_1,2558,kr,księstwo siewierskie,1
7_1_2,biala,Biała,7_1,8244,kr,śląski,1
7_1_3,bobow,Bobowa,7_1,2560,kr,biecki,1
7_1_4,brzesko,Brzesko,7_1,7428,kr,szczyrzycki,1
7_1_5,chrzanow,Chrzanów,7_1,2561,kr,proszowicki,1
7_1_6,czestochowa,Częstochowa,7_1,7458,kr,lelowski,1
7_1_7,dukla,Dukla,7_1,2563,kr,biecki,1
7_1_8,dzialoszyce,Działoszyce,7_1,2564,kr,proszowicki,1
7_1_9,gorlice,Gorlice,7_1,7868,kr,biecki,1
7_1_10,grybow,Grybów,7_1,7496,kr,biecki,1
7_1_11,janow,Janów,7_1,2566,kr,lelowski,1
7_1_12,jaslo,Jasło,7_1,7511,kr,biecki,1
7_1_13,koscielec,Kościelec,7_1,7539,kr,proszowicki,1
7_1_14,kromolow,Kromołów,7_1,7924,kr,lelowski,1
7_1_15,ksiaz,"",7_1,,kr,,3
7_1_16,kuznice,"",7_1,,kr,,3
7_1_17,lelow,Lelów,7_1,2576,kr,lelowski,1
7_1_18,makow_podhalanski,Maków Podhalański,7_1,7596,kr,szczyrzycki,1
7_1_19,naklo,Nakło,7_1,2578,kr,lelowski,1
7_1_20,nowy_sacz,Nowy Sącz,7_1,2579,kr,sądecki,1
7_1_21,nowy_targ,Nowy Targ,7_1,7638,kr,sądecki,1
7_1_22,oksza,Oksa,7_1,8862,san,chęciński,1
7_1_23,olkusz,Olkusz,7_1,2582,kr,proszowicki,1
7_1_24,olsztyn,Olsztyn,7_1,7643,kr,lelowski,1
7_1_25,oswiecim,Oświęcim,7_1,2584,kr,śląski,1
7_1_26,pilca,Pilica,7_1,2586,kr,lelowski,1
7_1_27,proszowice,Proszowice,7_1,7992,kr,proszowicki,1
7_1_28,szczekociny,Szczekociny,7_1,2589,kr,lelowski,1
7_1_29,wisnicz,Wiśnicz Nowy,7_1,2592,kr,szczyrzycki,1
7_1_30,wodzislaw,Wodzisław,7_1,2595,kr,ksiąski,1
7_1_31,wolbrom,Wolbrom,7_1,2599,kr,ksiąski,1
7_1_33,zarki,Żarki,7_1,2602,kr,lelowski,1
7_1_34,zarnowiec,Żarnowiec,7_1,2605,kr,ksiąski,1
7_1_32,zator,Zator,7_1,2600,kr,śląski,1
7_1_35,zmigrod,Żmigród Nowy,7_1,2607,kr,biecki,1
7_1_36,zywiec,Żywiec,7_1,8240,kr,śląski,1
7_2_1,bukowsko,Bukowsko,7_2,1937,maz,,3
7_2_2,dzialoszyn,Działoszyn,7_2,2518,maz,wieluński,1
7_2_3,jacmierz,Jaćmierz,7_2,2789,rus,sanocki,1
7_2_4,kaminsk,Kamieńsk,7_2,24585,maz,radomszczański,1
7_2_5,koniecpol,Koniecpol,7_2,2520,sier,radomszczański,1
7_2_6,nowotaniec,Nowotaniec,7_2,2899,rus,sanocki,1
7_2_7,praszka,Praszka,7_2,16594,sier,wieluński,1
7_2_8,rymanow,Rymanów,7_2,22841,maz,,3
7_2_9,sochaczew,Sochaczew,7_2,23369,raw,sochaczewski,1
7_2_10,warsaw,Warszawa,7_2,23080,maz,warszawski,1
7_3_1,baranow,Baranów,7_3,2440,san,sandomierski,1
7_3_2,bogoria,Bogoria,7_3,2441,san,sandomierski,1
7_3_3,checiny,Chęciny,7_3,2470,san,chęciński,1
7_3_4,chmielnik,Chmielnik,7_3,2442,san,wiślicki,1
7_3_5,dabrow,Dąbrowa,7_3,2446,san,pilzneński,1
7_3_6,drzewica,Drzewica,7_3,2477,san,opoczyński,1
7_3_7,dzikow,Dzików,7_3,2467,san,sandomierski,1
7_3_8,gielniow,Gielniów,7_3,8443,san,opoczyński,1
7_3_9,gowarczow,Gowarczów,7_3,8454,san,opoczyński,1
7_3_10,iwaniska,Iwaniska,7_3,2451,san,sandomierski,1
7_3_11,janikow,Janików,7_3,8471,san,sandomierski,1
7_3_12,klimontow,Klimontów,7_3,2455,san,sandomierski,1
7_3_13,kolbuszowa,Kolbuszowa,7_3,2456,san,pilzneński,1
7_3_14,konskie,Końskie,7_3,8504,san,opoczyński,1
7_3_15,kurozweki,Kurozwęki,7_3,2462,san,wiślicki,1
7_3_16,malopolski_staszow,Staszów,7_3,2494,san,sandomierski,1
7_3_17,mielec,Mielec,7_3,2457,san,sandomierski,1
7_3_18,nowemiasto,Nowy Korczyn,7_3,2460,san,wiślicki,1
7_3_19,olesnica,Oleśnica,7_3,2472,san,wiślicki,1
7_3_20,opatow,Opatów,7_3,2443,san,sandomierski,1
7_3_21,opoczno,Opoczno,7_3,2482,san,opoczyński,1
7_3_22,ostrowiec,Ostrowiec,7_3,2474,san,sandomierski,1
7_3_23,ozarow,Ożarów,7_3,2475,san,sandomierski,1
7_3_24,pacanow,Pacanów,7_3,2476,san,wiślicki,1
7_3_25,pierzchnica,Pierzchnica,7_3,8875,san,wiślicki,1
7_3_26,pinczow,Pińczów,7_3,2480,san,wiślicki,1
7_3_27,polaniec,Połaniec,7_3,2484,san,sandomierski,1
7_3_28,prysucha,Przysucha,7_3,2495,san,radomski,1
7_3_29,przeclaw,Przecław,7_3,2464,san,pilzneński,1
7_3_30,przedborz,Przedbórz,7_3,2452,san,chęciński,1
7_3_31,rakow,Raków,7_3,2491,san,sandomierski,1
7_3_32,rudnik,Rudnik,7_3,2489,san,sandomierski,1
7_3_33,rzochow,Rzochów,7_3,22481,san,pilzneński,1
7_3_34,sandomierz,Sandomierz,7_3,22485,san,sandomierski,1
7_3_35,secemin,Secemin,7_3,2463,san,chęciński,1
7_3_36,sienno,Sienno,7_3,2493,san,radomski,1
7_3_37,sobkow,Sobków,7_3,2512,san,chęciński,1
7_3_38,sokolow,Sokołów,7_3,2039,rus,przemyski,1
7_3_39,stopnica,Stopnica,7_3,2497,san,wiślicki,1
7_3_40,szydlow,Szydłów,7_3,2501,san,wiślicki,1
7_3_42,tarlow,Tarłów,7_3,2444,san,sandomierski,1
7_3_41,tarnow,Tarnów,7_3,2504,san,pilzneński,1
7_3_43,wislica,Wiślica,7_3,2507,san,wiślicki,1
7_3_44,wloszczowa,Włoszczowa,7_3,2468,san,chęciński,1
7_3_46,zabno,Żabno,7_3,2509,san,wiślicki,1
7_3_47,zarnow,Żarnów,7_3,8762,san,opoczyński,1
7_3_45,zawichost,Zawichost,7_3,8749,san,sandomierski,1
8_1_1,baranow,Baranów,8_1,2218,lub,lubelski,1
8_1_2,belzyce,Bełżyce,8_1,2220,lub,lubelski,1
8_1_3,biskupce,Biskupice,8_1,2221,lub,lubelski,1
8_1_4,bychawa,Bychawa,8_1,2222,lub,lubelski,1
8_1_33,cape_between_san_and_vistula,"",8_1,,lub,,3
8_1_5,czemierniki,Czemierniki,8_1,2225,lub,lubelski,1
8_1_7,glusk,Głusk,8_1,2228,lub,lubelski,1
8_1_6,grodek,Gródek,8_1,2336,pod,kamieniecki,1
8_1_8,janow,Janów,8_1,9033,lub,lubelski,1
8_1_9,kamionka,Kamionka,8_1,9064,lub,lubelski,1
8_1_10,kazimierz,Kazimierz,8_1,2232,lub,lubelski,1
8_1_11,kock,Kock,8_1,2234,lub,łukowski,1
8_1_12,konskowola,Końskowola,8_1,2235,lub,lubelski,1
8_1_13,krasnik,Kraśnik,8_1,2230,lub,urzędowski,1
8_1_14,kurow,Kurów,8_1,2237,lub,lubelski,1
8_1_34,leczna,Łęczna,8_1,2242,lub,lubelski,1
8_1_15,lubartow,Lubartów,8_1,2239,lub,lubelski,1
8_1_35,lukow,Łuków,8_1,2243,lub,łukowski,1
8_1_16,markuszow,Markuszów,8_1,2244,lub,lubelski,1
8_1_17,mnichow,"",8_1,,lub,lubelski,2
8_1_18,opole,Opole,8_1,2246,lub,lubelski,1
8_1_19,ostrow_lubelski,Ostrów,8_1,2248,lub,lubelski,1
8_1_20,parczew,Parczew,8_1,2249,lub,lubelski,1
8_1_21,piaski,Piaski,8_1,2250,lub,lubelski,1
8_1_22,piaski_near_lublin,Piaski,8_1,2250,lub,lubelski,1
8_1_23,rachow,"",8_1,,lub,urzędowski,2
8_1_24,radomysl,Radomyśl,8_1,2202,kij,żytomierski,1
8_1_25,radzyn,Radzyń,8_1,2253,lub,łukowski,1
8_1_26,seroczyn,Seroczyn,8_1,2276,maz,garwoliński,1
8_1_27,siedlce,Siedlce,8_1,2255,lub,łukowski,1
8_1_28,wawelnica,Wąwolnica,8_1,9176,lub,lubelski,1
8_1_30,wlostowice,Włostowice,8_1,2260,lub,lubelski,1
8_1_29,wodynie,Wodynie,8_1,14822,maz,garwoliński,1
8_1_31,zaklikow,Zaklików,8_1,2263,lub,urzędowski,1
8_1_32,zbuczyn,Zbuczyn,8_1,9123,lub,łukowski,1
8_2_1,biala,Biała,8_2,2432,raw,bialski,1
8_2_2,drwalew,Duczymin,8_2,2614,maz,przasnyski,1
8_2_3,garwolin,Garwolin,8_2,14610,maz,garwoliński,1
8_2_6,glowno,Głowno,8_2,2434,raw,rawski,1
8_2_4,goszczyn,Goszczyn,8_2,14616,maz,grójecki,1
8_2_5,grojec,Grójec,8_2,14624,maz,grójecki,1
8_2_7,kobylnica,"",8_2,,maz,,3
8_2_8,kolbiel,Kołbiel,8_2,14657,maz,garwoliński,1
8_2_27,laskarzew,Łaskarzew,8_2,8540,san,stężycki,1
8_2_9,latowicz,Latowicz,8_2,14673,maz,garwoliński,1
8_2_10,latowicz_and_roza,Latowicz,8_2,14673,maz,garwoliński,1
8_2_28,letow,Łętowo,8_2,14682,maz,wyszogrodzki,1
8_2_11,maciejowice,Maciejowice,8_2,8551,san,stężycki,1
8_2_12,maciejowice_and_godzisz,Maciejowice,8_2,8551,san,stężycki,1
8_2_13,magnuszew,Maków Mazowiecki,8_2,2271,maz,makowski,1
8_2_14,minsk_mazowiecki,Mińsk Mazowiecki,8_2,14694,maz,garwoliński,1
8_2_15,nowemiasto_on_pilica,Nowemiasto,8_2,2437,raw,bialski,1
8_2_16,osieck,Osieck,8_2,14724,maz,garwoliński,1
8_2_17,ozarow_mazowiecki,"",8_2,,maz,warszawski,2
8_2_18,parysow,Parysów,8_2,14730,maz,garwoliński,1
8_2_19,piaseczno,Piaseczno,8_2,14733,maz,warszawski,1
8_2_20,przebyszew,Przybyszew,8_2,14751,maz,grójecki,1
8_2_21,rawa,Rawa Mazowiecka,8_2,2438,raw,rawski,1
8_2_22,roza,"",8_2,,maz,garwoliński,2
8_2_23,sobikow,Sobików,8_2,14783,maz,czerski,1
8_2_24,stara_rawa,Rawa Stara,8_2,16420,raw,rawski,1
8_2_25,warka,Warka,8_2,23086,maz,warecki,1
8_2_26,warsaw,Warszawa,8_2,14900,maz,warszawski,1
8_3_1,adamow,Adamów,8_3,8765,san,stężycki,1
8_3_2,bialobrzegi,Białobrzegi,8_3,8374,san,opoczyński,1
8_3_3,bobrowniki,Bobrowniki,8_3,22480,san,stężycki,1
8_3_4,ciepelow,Ciepielów,8_3,8414,san,radomski,1
8_3_7,glowaczow,Głowaczów,8_3,14614,maz,warecki,1
8_3_5,gniewoszow,Gniewoszów,8_3,2449,san,radomski,1
8_3_6,granica,Granica,8_3,2502,san,radomski,1
8_3_8,janowiec,Janowiec,8_3,2453,san,radomski,1
8_3_9,jedlinsk,Jedlińsk,8_3,8482,san,radomski,1
8_3_10,kazanow,Kazanów,8_3,8490,san,radomski,1
8_3_11,klwow,Klwów,8_3,2488,san,radomski,1
8_3_12,korytnica,Korytnica,8_3,8508,san,chęciński,1
8_3_13,kozienice,Kozienice,8_3,2461,san,radomski,1
8_3_14,lipsko,Lipsko,8_3,2465,san,radomski,1
